
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.400]   Just
[01:04:25.440 --> 01:04:25.440]   so
[01:04:25.440 --> 01:04:25.440]   people
[01:04:25.440 --> 01:04:06.630]   in
[01:04:06.630 --> 01:04:06.730]   my
[01:04:06.730 --> 01:04:06.970]   email
[01:04:06.970 --> 01:04:07.170]   who
[01:04:07.170 --> 01:04:33.680]  ?
[01:04:33.720 --> 01:04:33.720]  
[01:04:33.720 --> 01:04:34.020]   mostly
[01:04:34.020 --> 01:04:34.370]   friends
[01:04:34.370 --> 01:04:34.470]   of
[01:04:34.470 --> 01:04:34.670]   mine
[01:04:34.670 --> 01:04:34.720]   a
[01:04:34.720 --> 01:04:34.860]   lot
[01:04:34.860 --> 01:04:34.970]   of
[01:04:34.970 --> 01:04:35.260]   more
[01:04:35.260 --> 01:04:35.620]   technical
[01:04:35.620 --> 01:04:35.720]   or
[01:04:35.720 --> 01:04:36.370]   entrepreneurs
[01:04:36.370 --> 01:04:36.480]   or
[01:04:36.480 --> 01:04:36.670]   some
[01:04:36.670 --> 01:04:37.220]   combination
[01:04:37.220 --> 01:04:37.400]   and
[01:04:37.400 --> 01:04:37.540]   In
[01:04:37.540 --> 01:04:37.790]   part
[01:04:37.790 --> 01:04:37.940]   of
[01:04:37.940 --> 01:04:38.240]   me
[01:04:38.240 --> 01:04:38.300]   was
[01:04:38.300 --> 01:04:38.570]   just
[01:04:38.570 --> 01:04:38.690]   like
[01:04:38.690 --> 01:04:39.120]   I
[01:04:39.120 --> 01:04:39.150]   don
[01:04:39.150 --> 01:04:39.250]  't
[01:04:39.250 --> 01:04:39.520]   want
[01:04:39.520 --> 01:04:39.660]   to
[01:04:39.660 --> 01:04:40.160]   release
[01:04:40.160 --> 01:04:40.280]   it
[01:04:40.280 --> 01:04:40.760]   because
[01:04:40.760 --> 01:04:40.830]   I
[01:04:40.830 --> 01:04:40.960]  'm
[01:04:40.960 --> 01:04:41.220]   not
[01:04:41.220 --> 01:04:41.510]   gonna
[01:04:41.510 --> 01:04:41.780]   blow
[01:04:41.780 --> 01:04:42.050]   them
[01:04:42.050 --> 01:04:42.440]   away
[01:04:42.440 --> 01:04:43.140]   Right
[01:04:43.140 --> 01:04:43.200]  .
[01:04:43.200 --> 01:04:43.220]   I
[01:04:43.220 --> 01:04:43.550]   want
[01:04:43.550 --> 01:04:43.970]   I
[01:04:43.970 --> 01:04:44.000]   like
[01:04:44.000 --> 01:04:44.440]   there
[01:04:44.440 --> 01:04:44.610]  's
[01:04:44.610 --> 01:04:44.900]   a
[01:04:44.900 --> 01:04:45.040]   part
[01:04:45.040 --> 01:04:45.210]   of
[01:04:45.210 --> 01:04:45.720]   you
[01:04:45.720 --> 01:04:45.750]   that
[01:04:45.750 --> 01:04:45.940]   just
[01:04:45.940 --> 01:04:46.090]   cra
[01:04:46.090 --> 01:04:46.220]  ves
[01:04:46.220 --> 01:04:46.500]   people
[01:04:46.500 --> 01:04:46.600]   to
[01:04:46.600 --> 01:04:46.850]   go
[01:04:46.850 --> 01:04:46.870]  .
[01:04:46.870 --> 01:04:46.980]   Wow
[01:04:46.980 --> 01:04:47.110]  .
[01:04:47.110 --> 01:04:47.290]   That
[01:04:47.290 --> 01:04:47.380]   is
[01:04:47.380 --> 01:04:47.720]   awesome
[01:04:47.720 --> 01:04:48.450]   Right
[01:04:48.450 --> 01:04:48.740]  ,
[01:04:48.740 --> 01:04:49.550]   that
[01:04:49.550 --> 01:04:49.640]   is
[01:04:49.640 --> 01:04:50.040]   unbelievable
[01:04:50.040 --> 01:04:50.200]  .
[01:04:50.200 --> 01:04:50.420]   That
[01:04:50.420 --> 01:04:50.540]   is
[01:04:50.540 --> 01:04:50.640]   so
[01:04:50.640 --> 01:04:50.880]   cool
[01:04:50.880 --> 01:04:51.720]   instead
[01:04:51.720 --> 01:04:51.850]  .
[01:04:51.850 --> 01:04:51.890]   I
[01:04:51.890 --> 01:04:52.020]   can
[01:04:52.020 --> 01:04:52.190]   just
[01:04:52.190 --> 01:04:52.360]   hear
[01:04:52.360 --> 01:04:52.620]   Justin
[01:04:52.620 --> 01:04:52.720]   go
[01:04:52.720 --> 01:04:52.850]  .
[01:04:52.850 --> 01:04:52.990]   Well
[01:04:52.990 --> 01:04:53.060]  ,
[01:04:53.060 --> 01:04:53.100]   I
[01:04:53.100 --> 01:04:53.220]   don
[01:04:53.220 --> 01:04:53.290]  't
[01:04:53.290 --> 01:04:53.480]   know
[01:04:53.480 --> 01:04:53.520]   I
[01:04:53.520 --> 01:04:53.650]   don
[01:04:53.650 --> 01:04:53.730]  't
[01:04:53.730 --> 01:04:53.990]   really
[01:04:53.990 --> 01:04:54.070]   do
[01:04:54.070 --> 01:04:54.280]   much
[01:04:54.280 --> 01:04:54.540]  ,
[01:04:54.540 --> 01:04:54.940]   you
[01:04:54.940 --> 01:04:55.480]   know
[01:04:55.480 --> 01:04:55.570]  ,
[01:04:55.570 --> 01:04:55.800]   which
[01:04:55.800 --> 01:04:56.030]   sucks
[01:04:56.030 --> 01:04:56.270]   right
[01:04:56.270 --> 01:04:56.600]   because
[01:04:56.600 --> 01:04:56.730]   you
[01:04:56.730 --> 01:04:56.960]   know
[01:04:56.960 --> 01:04:57.030]  ,
[01:04:57.030 --> 01:04:57.140]   you
[01:04:57.140 --> 01:04:57.250]  're
[01:04:57.250 --> 01:04:57.480]   gonna
[01:04:57.480 --> 01:04:57.590]   hear
[01:04:57.590 --> 01:04:57.760]   that
[01:04:57.760 --> 01:04:57.870]   I
[01:04:57.870 --> 01:04:58.320]   know
[01:04:58.320 --> 01:04:58.390]   I
[01:04:58.390 --> 01:04:58.530]  'm
[01:04:58.530 --> 01:04:58.880]   gonna
[01:04:58.880 --> 01:04:59.180]   hear
[01:04:59.180 --> 01:04:59.470]   that
[01:04:59.470 --> 01:04:59.830]   from
[01:04:59.830 --> 01:05:00.050]   some
[01:05:00.050 --> 01:05:00.190]   my
[01:05:00.190 --> 01:05:00.820]   friends
[01:05:00.820 --> 01:05:00.860]   who
[01:05:00.860 --> 01:05:01.000]   like
[01:05:01.000 --> 01:05:01.160]   oh
[01:05:01.160 --> 01:05:01.270]  ,
[01:05:01.270 --> 01:05:01.520]   well
[01:05:01.520 --> 01:05:01.650]  ,
[01:05:01.650 --> 01:05:01.710]   I
[01:05:01.710 --> 01:05:01.980]   mean
[01:05:01.980 --> 01:05:02.030]  ,
[01:05:02.030 --> 01:05:02.110]   you
[01:05:02.110 --> 01:05:02.240]   know
[01:05:02.240 --> 01:05:02.240]  
[01:05:02.240 --> 01:05:02.320]   It
[01:05:02.320 --> 01:05:02.530]   doesn
[01:05:02.530 --> 01:05:02.640]  't
[01:05:02.640 --> 01:05:02.690]   do
[01:05:02.690 --> 01:05:02.870]   this
[01:05:02.870 --> 01:05:02.970]   and
[01:05:02.970 --> 01:05:03.180]   doesn
[01:05:03.180 --> 01:05:03.260]  't
[01:05:03.260 --> 01:05:03.340]   do
[01:05:03.340 --> 01:05:03.500]   that
[01:05:03.500 --> 01:05:03.620]   and
[01:05:03.620 --> 01:05:03.760]   you
[01:05:03.760 --> 01:05:03.860]   got
[01:05:03.860 --> 01:05:03.940]   to
[01:05:03.940 --> 01:05:04.020]   do
[01:05:04.020 --> 01:05:04.280]   this
[01:05:04.280 --> 01:05:04.390]   It
[01:05:04.390 --> 01:05:04.500]  's
[01:05:04.500 --> 01:05:04.720]   like
[01:05:04.720 --> 01:05:04.770]   I
[01:05:04.770 --> 01:05:04.930]   and
[01:05:04.930 --> 01:05:04.980]   I
[01:05:04.980 --> 01:05:05.140]   can
[01:05:05.140 --> 01:05:05.350]   hear
[01:05:05.350 --> 01:05:05.760]   myself
[01:05:05.760 --> 01:05:05.920]  .
[01:05:05.920 --> 01:05:05.990]   I
[01:05:05.990 --> 01:05:06.280]   know
[01:05:06.280 --> 01:05:06.650]   In
[01:05:06.650 --> 01:05:07.400]   fact
[01:05:07.400 --> 01:05:07.510]  ,
[01:05:07.510 --> 01:05:07.860]   it
[01:05:07.860 --> 01:05:07.990]   will
[01:05:07.990 --> 01:05:08.110]   in
[01:05:08.110 --> 01:05:08.180]   a
[01:05:08.180 --> 01:05:08.520]   week
[01:05:08.520 --> 01:05:09.090]   or
[01:05:09.090 --> 01:05:09.320]   like
[01:05:09.320 --> 01:05:09.450]   what
[01:05:09.450 --> 01:05:09.950]   think
[01:05:09.950 --> 01:05:09.960]   it
[01:05:09.960 --> 01:05:10.080]  's
[01:05:10.080 --> 01:05:10.720]   frustrating
[01:05:10.720 --> 01:05:10.820]   for
[01:05:10.820 --> 01:05:10.960]   here
[01:05:10.960 --> 01:05:11.270]   people
[01:05:11.270 --> 01:05:11.320]   tell
[01:05:11.320 --> 01:05:11.440]   you
[01:05:11.440 --> 01:05:11.600]   that
[01:05:11.600 --> 01:05:11.840]   things
[01:05:11.840 --> 01:05:11.870]   I
[01:05:11.870 --> 01:05:12.100]   should
[01:05:12.100 --> 01:05:12.160]   do
[01:05:12.160 --> 01:05:12.400]   which
[01:05:12.400 --> 01:05:12.520]   you
[01:05:12.520 --> 01:05:12.890]   Already
[01:05:12.890 --> 01:05:13.100]   know
[01:05:13.100 --> 01:05:13.260]   and
[01:05:13.260 --> 01:05:13.470]   you
[01:05:13.470 --> 01:05:13.790]   thought
[01:05:13.790 --> 01:05:14.020]   about
[01:05:14.020 --> 01:05:14.530]   you
[01:05:14.530 --> 01:05:14.680]   know
[01:05:14.680 --> 01:05:14.890]  ,
[01:05:14.890 --> 01:05:15.070]   15
[01:05:15.070 --> 01:05:15.410]   minutes
[01:05:15.410 --> 01:05:15.660]   after
[01:05:15.660 --> 01:05:15.960]   start
[01:05:15.960 --> 01:05:16.340]   project
[01:05:16.340 --> 01:05:16.350]  ,
[01:05:16.350 --> 01:05:16.470]   but
[01:05:16.470 --> 01:05:16.600]   it
[01:05:16.600 --> 01:05:16.620]  's
[01:05:16.620 --> 01:05:16.800]   just
[01:05:16.800 --> 01:05:17.070]   It
[01:05:17.070 --> 01:05:17.330]  's
[01:05:17.330 --> 01:05:18.500]   totally
[01:05:18.500 --> 01:05:19.800]   frustrating
[01:05:19.800 --> 01:05:19.900]   and
[01:05:19.900 --> 01:05:20.040]   that
[01:05:20.040 --> 01:05:20.140]  's
[01:05:20.140 --> 01:05:20.250]   part
[01:05:20.250 --> 01:05:20.320]   of
[01:05:20.320 --> 01:05:20.640]   creative
[01:05:20.640 --> 01:05:20.800]   it
[01:05:20.800 --> 01:05:20.960]  is
[01:05:20.960 --> 01:05:21.190]   because
[01:05:21.190 --> 01:05:21.290]   you
[01:05:21.290 --> 01:05:21.340]   do
[01:05:21.340 --> 01:05:21.470]   want
[01:05:21.470 --> 01:05:21.530]   to
[01:05:21.530 --> 01:05:21.650]   blow
[01:05:21.650 --> 01:05:21.980]   everyone
[01:05:21.980 --> 01:05:22.080]   away
[01:05:22.080 --> 01:05:22.360]   And
[01:05:22.360 --> 01:05:22.450]   I
[01:05:22.450 --> 01:05:22.980]   think
[01:05:22.980 --> 01:05:23.810]   everyone
[01:05:23.810 --> 01:05:24.120]   everyone
[01:05:24.120 --> 01:05:24.270]   who
[01:05:24.270 --> 01:05:24.470]   does
[01:05:24.470 --> 01:05:24.890]   creative
[01:05:24.890 --> 01:05:25.110]   work
[01:05:25.110 --> 01:05:25.200]   is
[01:05:25.200 --> 01:05:25.690]   sort
[01:05:25.690 --> 01:05:25.940]   of
[01:05:25.940 --> 01:05:26.040]   they
[01:05:26.040 --> 01:05:26.200]   have
[01:05:26.200 --> 01:05:26.360]   this
[01:05:26.360 --> 01:05:26.610]   little
[01:05:26.610 --> 01:05:26.840]   inner
[01:05:26.840 --> 01:05:27.200]   prima
[01:05:27.200 --> 01:05:27.350]   don
[01:05:27.350 --> 01:05:27.460]  na
[01:05:27.460 --> 01:05:27.690]   that
[01:05:27.690 --> 01:05:27.990]   wants
[01:05:27.990 --> 01:05:28.100]   to
[01:05:28.100 --> 01:05:28.240]   be
[01:05:28.240 --> 01:05:28.720]   that
[01:05:28.720 --> 01:05:28.720]  
[01:05:28.720 --> 01:05:28.860]   It
[01:05:28.860 --> 01:05:29.220]   wants
[01:05:29.220 --> 01:05:29.360]   to
[01:05:29.360 --> 01:05:29.500]   be
[01:05:29.500 --> 01:05:29.720]   pet
[01:05:29.720 --> 01:05:29.940]   and
[01:05:29.940 --> 01:05:30.450]   and
[01:05:30.450 --> 01:05:30.460]   told
[01:05:30.460 --> 01:05:30.730]   how
[01:05:30.730 --> 01:05:31.180]   awesome
[01:05:31.180 --> 01:05:31.470]   they
[01:05:31.470 --> 01:05:31.690]   are
[01:05:31.690 --> 01:05:31.980]   and
[01:05:31.980 --> 01:05:32.000]   I
[01:05:32.000 --> 01:05:32.340]   think
[01:05:32.340 --> 01:05:32.650]   that
[01:05:32.650 --> 01:05:32.770]  's
[01:05:32.770 --> 01:05:33.360]   natural
[01:05:33.360 --> 01:05:33.410]   I
[01:05:33.410 --> 01:05:33.670]   think
[01:05:33.670 --> 01:05:33.880]   that
[01:05:33.880 --> 01:05:33.980]  's
[01:05:33.980 --> 01:05:34.190]   part
[01:05:34.190 --> 01:05:34.290]   of
[01:05:34.290 --> 01:05:34.600]   the
[01:05:34.600 --> 01:05:34.700]   drive
[01:05:34.700 --> 01:05:34.800]   of
[01:05:34.800 --> 01:05:35.360]   creativity
[01:05:35.360 --> 01:05:38.240]   but
[01:05:38.240 --> 01:05:38.550]   How
[01:05:38.550 --> 01:05:38.760]   do
[01:05:38.760 --> 01:05:39.070]   you
[01:05:39.070 --> 01:05:39.370]   get
[01:05:39.370 --> 01:05:39.780]   over
[01:05:39.780 --> 01:05:40.040]   me
[01:05:40.040 --> 01:05:40.130]   so
[01:05:40.130 --> 01:05:40.290]   I
[01:05:40.290 --> 01:05:40.320]  'm
[01:05:40.320 --> 01:05:40.800]   forcing
[01:05:40.800 --> 01:05:41.210]   myself
[01:05:41.210 --> 01:05:41.340]   to
[01:05:41.340 --> 01:05:41.610]   like
[01:05:41.610 --> 01:05:41.790]  ,
[01:05:41.790 --> 01:05:42.080]   okay
[01:05:42.080 --> 01:05:42.230]  ,
[01:05:42.230 --> 01:05:42.370]   I
[01:05:42.370 --> 01:05:42.630]   just
[01:05:42.630 --> 01:05:42.910]   got
[01:05:42.910 --> 01:05:42.970]   a
[01:05:42.970 --> 01:05:42.980]   I
[01:05:42.980 --> 01:05:43.290]   just
[01:05:43.290 --> 01:05:43.560]   got
[01:05:43.560 --> 01:05:43.640]   a
[01:05:43.640 --> 01:05:43.780]   Real
[01:05:43.780 --> 01:05:44.060]  ize
[01:05:44.060 --> 01:05:44.690]   that
[01:05:44.690 --> 01:05:44.710]   that
[01:05:44.710 --> 01:05:44.830]  's
[01:05:44.830 --> 01:05:45.040]   not
[01:05:45.040 --> 01:05:45.390]   gonna
[01:05:45.390 --> 01:05:45.810]   happen
[01:05:45.810 --> 01:05:46.160]   that
[01:05:46.160 --> 01:05:46.170]   I
[01:05:46.170 --> 01:05:46.440]   that
[01:05:46.440 --> 01:05:46.580]   it
[01:05:46.580 --> 01:05:46.750]  's
[01:05:46.750 --> 01:05:47.000]   that
[01:05:47.000 --> 01:05:47.250]  's
[01:05:47.250 --> 01:05:47.350]   not
[01:05:47.350 --> 01:05:48.180]   important
[01:05:48.180 --> 01:05:48.460]  ,
[01:05:48.460 --> 01:05:48.560]   right
[01:05:48.560 --> 01:05:48.560]  ?
[01:05:48.560 --> 01:05:48.650]   It
[01:05:48.650 --> 01:05:48.760]  's
[01:05:48.760 --> 01:05:48.880]   not
[01:05:48.880 --> 01:05:49.320]   important
[01:05:49.320 --> 01:05:49.600]   that
[01:05:49.600 --> 01:05:49.640]   in
[01:05:49.640 --> 01:05:49.740]   the
[01:05:49.740 --> 01:05:49.980]   first
[01:05:49.980 --> 01:05:50.310]   couple
[01:05:50.310 --> 01:05:50.600]   weeks
[01:05:50.600 --> 01:05:50.660]   a
[01:05:50.660 --> 01:05:50.880]   lot
[01:05:50.880 --> 01:05:51.160]   of
[01:05:51.160 --> 01:05:51.190]   my
[01:05:51.190 --> 01:05:51.700]   friends
[01:05:51.700 --> 01:05:52.200]   are
[01:05:52.200 --> 01:05:52.660]   Saying
[01:05:52.660 --> 01:05:52.890]   how
[01:05:52.890 --> 01:05:53.440]   awesome
[01:05:53.440 --> 01:05:53.580]   it
[01:05:53.580 --> 01:05:53.870]   is
[01:05:53.870 --> 01:05:53.870]  .
[01:05:53.870 --> 01:05:54.010]   What
[01:05:54.010 --> 01:05:54.120]   is
[01:05:54.120 --> 01:05:54.220]   most
[01:05:54.220 --> 01:05:54.550]   important
[01:05:54.550 --> 01:05:54.620]   is
[01:05:54.620 --> 01:05:54.760]   that
[01:05:54.760 --> 01:05:54.790]   I
[01:05:54.790 --> 01:05:54.930]   just
[01:05:54.930 --> 01:05:55.090]   get
[01:05:55.090 --> 01:05:55.110]   it
[01:05:55.110 --> 01:05:55.220]   out
[01:05:55.220 --> 01:05:55.330]   the
[01:05:55.330 --> 01:05:55.560]   door
[01:05:55.560 --> 01:05:55.790]   like
[01:05:55.790 --> 01:05:56.020]   alright
[01:05:56.020 --> 01:05:56.160]   great
[01:05:56.160 --> 01:05:56.710]   Jason
[01:05:56.710 --> 01:05:56.840]   good
[01:05:56.840 --> 01:05:56.920]   thing
[01:05:56.920 --> 01:05:56.920]  
[01:05:56.920 --> 01:05:57.050]   You
[01:05:57.050 --> 01:05:57.180]   got
[01:05:57.180 --> 01:05:57.270]   it
[01:05:57.270 --> 01:05:57.490]   out
[01:05:57.490 --> 01:05:57.640]   there
[01:05:57.640 --> 01:05:57.910]  ,
[01:05:57.910 --> 01:05:57.980]   right
[01:05:57.980 --> 01:05:58.040]  ?
[01:05:58.040 --> 01:05:58.540]   right
[01:05:58.540 --> 01:05:58.770]   But
[01:05:58.770 --> 01:05:59.010]   let
[01:05:59.010 --> 01:05:59.150]   me
[01:05:59.150 --> 01:05:59.380]   let
[01:05:59.380 --> 01:05:59.530]   me
[01:05:59.530 --> 01:05:59.910]   throw
[01:05:59.910 --> 01:06:00.210]   this
[01:06:00.210 --> 01:06:00.540]   into
[01:06:00.540 --> 01:06:00.840]   The
[01:06:00.840 --> 01:06:01.450]   reason
[01:06:01.450 --> 01:06:01.750]   you
[01:06:01.750 --> 01:06:02.250]   think
[01:06:02.250 --> 01:06:02.680]   that
[01:06:02.680 --> 01:06:02.930]   it
[01:06:02.930 --> 01:06:03.010]   part
[01:06:03.010 --> 01:06:03.130]   of
[01:06:03.130 --> 01:06:03.280]   the
[01:06:03.280 --> 01:06:03.610]   reason
[01:06:03.610 --> 01:06:03.770]   you
[01:06:03.770 --> 01:06:04.040]   think
[01:06:04.040 --> 01:06:04.340]   that
[01:06:04.340 --> 01:06:04.420]   the
[01:06:04.420 --> 01:06:04.750]   reason
[01:06:04.750 --> 01:06:04.910]   you
[01:06:04.910 --> 01:06:05.280]   desire
[01:06:05.280 --> 01:06:05.470]   that
[01:06:05.470 --> 01:06:05.560]   is
[01:06:05.560 --> 01:06:05.910]   because
[01:06:05.910 --> 01:06:06.040]   you
[01:06:06.040 --> 01:06:06.180]  've
[01:06:06.180 --> 01:06:06.370]   seen
[01:06:06.370 --> 01:06:06.600]   that
[01:06:06.600 --> 01:06:06.840]   in
[01:06:06.840 --> 01:06:07.380]   your
[01:06:07.380 --> 01:06:08.180]   environment
[01:06:08.180 --> 01:06:08.360]   in
[01:06:08.360 --> 01:06:08.630]   the
[01:06:08.630 --> 01:06:09.070]   media
[01:06:09.070 --> 01:06:09.740]   and
[01:06:09.740 --> 01:06:10.040]   and
[01:06:10.040 --> 01:06:10.370]   What
[01:06:10.370 --> 01:06:10.460]   I
[01:06:10.460 --> 01:06:10.790]   what
[01:06:10.790 --> 01:06:11.030]   I
[01:06:11.030 --> 01:06:11.250]   want
[01:06:11.250 --> 01:06:11.350]   to
[01:06:11.350 --> 01:06:12.090]   emphasize
[01:06:12.090 --> 01:06:12.500]   there
[01:06:12.500 --> 01:06:12.660]   is
[01:06:12.660 --> 01:06:12.990]   that
[01:06:12.990 --> 01:06:13.150]   it
[01:06:13.150 --> 01:06:13.310]  's
[01:06:13.310 --> 01:06:13.470]   an
[01:06:13.470 --> 01:06:14.200]   illusion
[01:06:14.200 --> 01:06:14.450]   This
[01:06:14.450 --> 01:06:14.690]   is
[01:06:14.690 --> 01:06:14.740]   an
[01:06:14.740 --> 01:06:15.230]   example
[01:06:15.230 --> 01:06:15.380]   that
[01:06:15.380 --> 01:06:15.440]   I
[01:06:15.440 --> 01:06:15.690]   like
[01:06:15.690 --> 01:06:15.860]   to
[01:06:15.860 --> 01:06:16.000]   use
[01:06:16.000 --> 01:06:16.440]   Twitter
[01:06:16.440 --> 01:06:16.820]   became
[01:06:16.820 --> 01:06:17.320]   popular
[01:06:17.320 --> 01:06:17.650]   like
[01:06:17.650 --> 01:06:17.730]   a
[01:06:17.730 --> 01:06:18.060]   year
[01:06:18.060 --> 01:06:18.320]   ago
[01:06:18.320 --> 01:06:19.350]   Maybe
[01:06:19.350 --> 01:06:19.450]   and
[01:06:19.450 --> 01:06:19.770]   everyone
[01:06:19.770 --> 01:06:19.900]   was
[01:06:19.900 --> 01:06:20.290]   talking
[01:06:20.290 --> 01:06:20.500]   about
[01:06:20.500 --> 01:06:20.890]   Twitter
[01:06:20.890 --> 01:06:21.020]   and
[01:06:21.020 --> 01:06:21.110]   it
[01:06:21.110 --> 01:06:21.200]  's
[01:06:21.200 --> 01:06:21.370]   this
[01:06:21.370 --> 01:06:21.520]   big
[01:06:21.520 --> 01:06:21.720]   deal
[01:06:21.720 --> 01:06:21.920]   on
[01:06:21.920 --> 01:06:22.180]   what
[01:06:22.180 --> 01:06:22.330]   is
[01:06:22.330 --> 01:06:22.480]   it
[01:06:22.480 --> 01:06:22.480]  ?
[01:06:22.480 --> 01:06:22.670]   And
[01:06:22.670 --> 01:06:22.710]   is
[01:06:22.710 --> 01:06:22.800]   it
[01:06:22.800 --> 01:06:23.290]   something
[01:06:23.290 --> 01:06:23.330]   or
[01:06:23.330 --> 01:06:23.420]   is
[01:06:23.420 --> 01:06:23.510]   it
[01:06:23.510 --> 01:06:23.850]   nothing
[01:06:23.850 --> 01:06:24.040]   and
[01:06:24.040 --> 01:06:24.180]   will
[01:06:24.180 --> 01:06:24.270]   it
[01:06:24.270 --> 01:06:24.460]   make
[01:06:24.460 --> 01:06:24.880]   revenue
[01:06:24.880 --> 01:06:24.880]  ?
[01:06:24.880 --> 01:06:24.880]  
[01:06:24.880 --> 01:06:25.320]   Whatever
[01:06:25.320 --> 01:06:25.700]   everyone
[01:06:25.700 --> 01:06:25.850]   was
[01:06:25.850 --> 01:06:26.250]   talking
[01:06:26.250 --> 01:06:26.460]   about
[01:06:26.460 --> 01:06:26.560]   it
[01:06:26.560 --> 01:06:26.710]   and
[01:06:26.710 --> 01:06:26.810]   it
[01:06:26.810 --> 01:06:26.910]  's
[01:06:26.910 --> 01:06:27.130]   just
[01:06:27.130 --> 01:06:27.260]   big
[01:06:27.260 --> 01:06:27.720]   overnight
[01:06:27.720 --> 01:06:27.920]   success
[01:06:27.920 --> 01:06:28.320]  ,
[01:06:28.320 --> 01:06:28.330]   but
[01:06:28.330 --> 01:06:28.690]   Twitter
[01:06:28.690 --> 01:06:28.840]   was
[01:06:28.840 --> 01:06:29.200]   started
[01:06:29.200 --> 01:06:29.360]   in
[01:06:29.360 --> 01:06:30.320]   2006
[01:06:30.320 --> 01:06:30.470]   It
[01:06:30.470 --> 01:06:30.620]  's
[01:06:30.620 --> 01:06:30.920]   like
[01:06:30.920 --> 01:06:31.260]   four
[01:06:31.260 --> 01:06:31.590]   years
[01:06:31.590 --> 01:06:31.840]   old
[01:06:31.840 --> 01:06:32.440]   now
[01:06:32.440 --> 01:06:32.820]   Those
[01:06:32.820 --> 01:06:33.040]   those
[01:06:33.040 --> 01:06:33.280]   guys
[01:06:33.280 --> 01:06:33.520]   sort
[01:06:33.520 --> 01:06:33.640]   of
[01:06:33.640 --> 01:06:34.050]   lab
[01:06:34.050 --> 01:06:34.060]  ored
[01:06:34.060 --> 01:06:34.300]   away
[01:06:34.300 --> 01:06:34.480]   for
[01:06:34.480 --> 01:06:34.780]   three
[01:06:34.780 --> 01:06:35.150]   years
[01:06:35.150 --> 01:06:35.450]   before
[01:06:35.450 --> 01:06:35.820]   anyone
[01:06:35.820 --> 01:06:36.120]   said
[01:06:36.120 --> 01:06:36.240]   hey
[01:06:36.240 --> 01:06:36.360]  ,
[01:06:36.360 --> 01:06:36.600]   this
[01:06:36.600 --> 01:06:36.720]   is
[01:06:36.720 --> 01:06:37.090]   really
[01:06:37.090 --> 01:06:37.640]   awesome
[01:06:37.640 --> 01:06:37.820]  .
[01:06:37.820 --> 01:06:38.060]   This
[01:06:38.060 --> 01:06:38.180]   is
[01:06:38.180 --> 01:06:38.440]   cool
[01:06:38.440 --> 01:06:38.710]   What
[01:06:38.710 --> 01:06:38.830]   is
[01:06:38.830 --> 01:06:39.110]   this
[01:06:39.110 --> 01:06:39.320]  ?
[01:06:39.320 --> 01:06:40.080]   right
[01:06:40.080 --> 01:06:40.460]   there
[01:06:40.460 --> 01:06:40.540]   was
[01:06:40.540 --> 01:06:40.590]   a
[01:06:40.590 --> 01:06:40.900]   first
[01:06:40.900 --> 01:06:41.290]   version
[01:06:41.290 --> 01:06:41.400]   of
[01:06:41.400 --> 01:06:41.810]   Twitter
[01:06:41.810 --> 01:06:42.130]   that
[01:06:42.130 --> 01:06:42.540]   there
[01:06:42.540 --> 01:06:42.920]   that
[01:06:42.920 --> 01:06:43.340]   that
[01:06:43.340 --> 01:06:43.690]   they
[01:06:43.690 --> 01:06:44.200]   released
[01:06:44.200 --> 01:06:44.520]   in
[01:06:44.520 --> 01:06:44.920]   Alpha
[01:06:44.920 --> 01:06:44.970]   to
[01:06:44.970 --> 01:06:45.060]   a
[01:06:45.060 --> 01:06:45.320]   couple
[01:06:45.320 --> 01:06:45.440]   of
[01:06:45.440 --> 01:06:45.720]   their
[01:06:45.720 --> 01:06:46.130]   friends
[01:06:46.130 --> 01:06:46.300]   and
[01:06:46.300 --> 01:06:46.590]   their
[01:06:46.590 --> 01:06:47.000]   friends
[01:06:47.000 --> 01:06:47.230]   were
[01:06:47.230 --> 01:06:47.460]   like
[01:06:47.460 --> 01:06:47.570]  ,
[01:06:47.570 --> 01:06:47.870]   what
[01:06:47.870 --> 01:06:47.910]   is
[01:06:47.910 --> 01:06:48.140]   this
[01:06:48.140 --> 01:06:48.400]  ?
[01:06:48.400 --> 01:06:48.480]   I
[01:06:48.480 --> 01:06:48.810]   this
[01:06:48.810 --> 01:06:49.230]   is
[01:06:49.230 --> 01:06:49.300]   like
[01:06:49.300 --> 01:06:49.710]   email
[01:06:49.710 --> 01:06:49.950]   but
[01:06:49.950 --> 01:06:50.480]   shitty
[01:06:53.040 --> 01:06:53.220]  
[01:06:53.220 --> 01:06:53.280]   And
[01:06:53.280 --> 01:06:53.470]   they
[01:06:53.470 --> 01:06:53.640]   lab
[01:06:53.640 --> 01:06:53.880]  ored
[01:06:53.880 --> 01:06:54.040]   on
[01:06:54.040 --> 01:06:54.230]   they
[01:06:54.230 --> 01:06:54.640]   worked
[01:06:54.640 --> 01:06:54.730]   on
[01:06:54.730 --> 01:06:54.850]   it
[01:06:54.850 --> 01:06:55.150]   until
[01:06:55.150 --> 01:06:55.520]   people
[01:06:55.520 --> 01:06:55.700]   saw
[01:06:55.700 --> 01:06:55.820]   it
[01:06:55.820 --> 01:06:56.000]   and
[01:06:56.000 --> 01:06:56.430]   thought
[01:06:56.430 --> 01:06:56.550]   it
