
[00:00:00.000 --> 00:00:00.140]  
[00:00:00.140 --> 00:00:13.130]   Music
[01:02:56.310 --> 01:02:56.410]   a
[01:02:56.410 --> 01:02:56.760]   windows
[01:02:56.760 --> 01:02:57.160]  .
[01:02:57.160 --> 01:02:57.420]   Do
[01:02:57.420 --> 01:02:57.560]   we
[01:02:57.560 --> 01:02:57.760]   on
[01:02:57.760 --> 01:02:57.970]   my
[01:02:57.970 --> 01:02:58.370]   list
[01:02:58.370 --> 01:02:59.000]   10
[01:02:59.000 --> 01:02:59.360]  .
[01:02:59.360 --> 01:02:59.640]   I
[01:02:59.640 --> 01:02:59.660]   know
[01:02:59.660 --> 01:02:59.780]   it
[01:02:59.780 --> 01:02:59.900]  's
[01:02:59.900 --> 01:03:00.520]   completely
[01:03:00.520 --> 01:03:01.170]   irrational
[01:03:01.170 --> 01:03:01.320]   but
[01:03:01.320 --> 01:03:01.380]   i
[01:03:01.380 --> 01:03:01.560]   can
[01:03:01.560 --> 01:03:01.680]  't
[01:03:01.680 --> 01:03:01.820]   do
[01:03:01.820 --> 01:03:01.920]   it
[01:03:01.920 --> 01:03:02.160]  .
[01:03:02.160 --> 01:03:02.280]   No
[01:03:02.280 --> 01:03:02.400]   no
[01:03:02.400 --> 01:03:02.580]   you
[01:03:02.580 --> 01:03:02.760]   can
[01:03:02.760 --> 01:03:02.940]   use
[01:03:02.940 --> 01:03:03.360]   eclipse
[01:03:03.360 --> 01:03:03.720]   anyway
[01:03:03.720 --> 01:03:03.780]   i
[01:03:03.780 --> 01:03:04.020]   mean
[01:03:04.020 --> 01:03:04.200]   you
[01:03:04.200 --> 01:03:04.380]   can
[01:03:04.380 --> 01:03:04.580]   use
[01:03:04.580 --> 01:03:05.000]   eclipse
[01:03:05.000 --> 01:03:05.430]   eclipse
[01:03:05.430 --> 01:03:05.590]   has
[01:03:05.590 --> 01:03:05.640]   a
[01:03:05.640 --> 01:03:05.940]   whole
[01:03:05.940 --> 01:03:06.110]   ph
[01:03:06.110 --> 01:03:06.120]  p
[01:03:06.120 --> 01:03:06.790]   development
[01:03:06.790 --> 01:03:06.970]   and
[01:03:06.970 --> 01:03:07.670]   development
[01:03:07.670 --> 01:03:07.920]  .
[01:03:07.920 --> 01:03:07.920]  
[01:03:07.920 --> 01:03:08.070]   I
[01:03:08.070 --> 01:03:08.380]   tried
[01:03:08.380 --> 01:03:08.640]   that
[01:03:08.640 --> 01:03:08.710]   i
[01:03:08.710 --> 01:03:09.070]   tried
[01:03:09.070 --> 01:03:09.210]   to
[01:03:09.210 --> 01:03:09.460]   get
[01:03:09.460 --> 01:03:09.930]   eclipse
[01:03:09.930 --> 01:03:10.070]   is
[01:03:10.070 --> 01:03:10.210]   it
[01:03:10.210 --> 01:03:10.420]   all
[01:03:10.420 --> 01:03:10.840]   within
[01:03:10.840 --> 01:03:11.060]   you
[01:03:11.060 --> 01:03:11.710]   configure
[01:03:11.710 --> 01:03:11.780]   x
[01:03:11.780 --> 01:03:12.140]   debug
[01:03:12.140 --> 01:03:12.350]   and
[01:03:12.350 --> 01:03:12.630]   then
[01:03:12.630 --> 01:03:12.860]   you
[01:03:12.860 --> 01:03:13.060]   can
[01:03:13.060 --> 01:03:13.530]   do
[01:03:13.530 --> 01:03:13.540]   you
[01:03:13.540 --> 01:03:13.780]   know
[01:03:13.780 --> 01:03:14.090]   debug
[01:03:14.090 --> 01:03:14.280]   and
[01:03:14.280 --> 01:03:14.480]   you
[01:03:14.480 --> 01:03:14.680]   can
[01:03:14.680 --> 01:03:14.780]   do
[01:03:14.780 --> 01:03:14.970]   all
[01:03:14.970 --> 01:03:15.160]   the
[01:03:15.160 --> 01:03:15.430]   call
[01:03:15.430 --> 01:03:15.720]   stack
[01:03:15.720 --> 01:03:15.910]   and
[01:03:15.910 --> 01:03:16.410]   variable
[01:03:16.410 --> 01:03:16.720]   watch
[01:03:16.720 --> 01:03:16.910]   but
[01:03:16.910 --> 01:03:16.970]   i
[01:03:16.970 --> 01:03:17.160]   can
[01:03:17.160 --> 01:03:17.380]   get
[01:03:17.380 --> 01:03:17.470]   to
[01:03:17.470 --> 01:03:17.830]   work
[01:03:17.830 --> 01:03:17.970]   i
[01:03:17.970 --> 01:03:18.090]   spent
[01:03:18.090 --> 01:03:18.320]   like
[01:03:18.320 --> 01:03:18.400]   an
[01:03:18.400 --> 01:03:18.610]   hour
[01:03:18.610 --> 01:03:18.770]   and
[01:03:18.770 --> 01:03:18.820]   a
[01:03:18.820 --> 01:03:19.100]   half
[01:03:19.100 --> 01:03:19.190]   two
[01:03:19.190 --> 01:03:19.450]   hours
[01:03:19.450 --> 01:03:19.550]   on
[01:03:19.550 --> 01:03:19.650]   it
[01:03:19.650 --> 01:03:19.970]   search
[01:03:19.970 --> 01:03:20.180]   into
[01:03:20.180 --> 01:03:20.470]   forms
[01:03:20.470 --> 01:03:20.510]   i
[01:03:20.510 --> 01:03:20.650]   can
[01:03:20.650 --> 01:03:20.810]   get
[01:03:20.810 --> 01:03:20.910]   to
[01:03:20.910 --> 01:03:21.220]   work
[01:03:21.220 --> 01:03:22.500]  .
[01:03:22.500 --> 01:03:22.770]   I
[01:03:22.770 --> 01:03:23.120]  've
[01:03:23.120 --> 01:03:23.170]   got
[01:03:23.170 --> 01:03:23.280]   a
[01:03:23.280 --> 01:03:23.660]   text
[01:03:23.660 --> 01:03:24.310]   editor
[01:03:24.310 --> 01:03:24.400]   i
[01:03:24.400 --> 01:03:24.460]  've
[01:03:24.460 --> 01:03:24.610]   got
[01:03:24.610 --> 01:03:24.660]   a
[01:03:24.660 --> 01:03:24.810]   web
[01:03:24.810 --> 01:03:25.220]   browser
[01:03:25.220 --> 01:03:25.240]   i
[01:03:25.240 --> 01:03:25.370]  've
[01:03:25.370 --> 01:03:25.520]   got
[01:03:25.520 --> 01:03:25.570]   a
[01:03:25.570 --> 01:03:25.880]   server
[01:03:25.880 --> 01:03:25.930]   i
[01:03:25.930 --> 01:03:26.140]   can
[01:03:26.140 --> 01:03:26.280]   just
[01:03:26.280 --> 01:03:26.380]   do
[01:03:26.380 --> 01:03:26.530]   it
[01:03:26.530 --> 01:03:26.800]   faster
[01:03:26.800 --> 01:03:26.990]   that
[01:03:26.990 --> 01:03:27.140]   way
[01:03:27.140 --> 01:03:27.290]   why
[01:03:27.290 --> 01:03:27.390]   do
[01:03:27.390 --> 01:03:27.440]   i
[01:03:27.440 --> 01:03:27.640]   need
[01:03:27.640 --> 01:03:27.740]   to
[01:03:27.740 --> 01:03:28.000]   spend
[01:03:28.000 --> 01:03:28.100]   a
[01:03:28.100 --> 01:03:28.200]   day
[01:03:28.200 --> 01:03:28.610]   learning
[01:03:28.610 --> 01:03:28.750]   how
[01:03:28.750 --> 01:03:28.860]   to
[01:03:28.860 --> 01:03:29.010]   set
[01:03:29.010 --> 01:03:29.210]   this
[01:03:29.210 --> 01:03:29.470]   whole
[01:03:29.470 --> 01:03:29.730]   other
[01:03:29.730 --> 01:03:29.990]   thing
[01:03:29.990 --> 01:03:30.090]   up
[01:03:30.090 --> 01:03:30.420]  .
[01:03:30.460 --> 01:03:30.650]  
[01:03:30.650 --> 01:03:30.690]   You
[01:03:30.690 --> 01:03:30.910]   know
[01:03:30.910 --> 01:03:31.070]   i
[01:03:31.070 --> 01:03:31.300]   guess
[01:03:31.300 --> 01:03:31.360]   i
[01:03:31.360 --> 01:03:31.620]   have
[01:03:31.620 --> 01:03:31.750]   it
[01:03:31.750 --> 01:03:31.880]  's
[01:03:31.880 --> 01:03:32.440]   probably
[01:03:32.440 --> 01:03:32.670]   a
[01:03:32.670 --> 01:03:32.980]   rational
[01:03:32.980 --> 01:03:33.040]   i
[01:03:33.040 --> 01:03:33.300]   mean
[01:03:33.300 --> 01:03:33.360]   i
[01:03:33.360 --> 01:03:33.500]  'm
[01:03:33.500 --> 01:03:33.800]   sure
[01:03:33.800 --> 01:03:34.140]   people
[01:03:34.140 --> 01:03:34.730]   listening
[01:03:34.730 --> 01:03:34.860]   to
[01:03:34.860 --> 01:03:35.050]   the
[01:03:35.050 --> 01:03:35.240]   guy
[01:03:35.240 --> 01:03:35.430]   you
[01:03:35.430 --> 01:03:35.690]   know
[01:03:35.690 --> 01:03:35.950]   what
[01:03:35.950 --> 01:03:36.080]   is
[01:03:36.080 --> 01:03:36.130]   a
[01:03:36.130 --> 01:03:36.530]   couple
[01:03:36.530 --> 01:03:36.860]   hours
[01:03:36.860 --> 01:03:37.250]   config
[01:03:37.250 --> 01:03:37.590]  uring
[01:03:37.590 --> 01:03:37.770]   but
[01:03:37.770 --> 01:03:37.900]   it
[01:03:37.900 --> 01:03:38.030]  's
[01:03:38.030 --> 01:03:38.290]   like
[01:03:38.290 --> 01:03:38.350]   i
[01:03:38.350 --> 01:03:38.610]   just
[01:03:38.610 --> 01:03:38.830]   i
[01:03:38.830 --> 01:03:38.930]   hate
[01:03:38.930 --> 01:03:39.340]  .
[01:03:39.340 --> 01:03:39.700]   Sp
[01:03:39.700 --> 01:03:39.780]  ending
[01:03:39.780 --> 01:03:39.950]   hours
[01:03:39.950 --> 01:03:40.060]   and
[01:03:40.060 --> 01:03:40.290]   hours
[01:03:40.290 --> 01:03:40.420]   can
[01:03:40.420 --> 01:03:40.600]   take
[01:03:40.600 --> 01:03:40.730]   his
[01:03:40.730 --> 01:03:40.960]   first
[01:03:40.960 --> 01:03:41.110]   of
[01:03:41.110 --> 01:03:41.180]   all
[01:03:41.180 --> 01:03:41.360]   you
[01:03:41.360 --> 01:03:41.540]   spent
[01:03:41.540 --> 01:03:41.670]   two
[01:03:41.670 --> 01:03:41.900]   hours
[01:03:41.900 --> 01:03:42.340]   configure
[01:03:42.340 --> 01:03:42.540]   there
[01:03:42.540 --> 01:03:42.630]  's
[01:03:42.630 --> 01:03:42.720]   no
[01:03:42.720 --> 01:03:43.130]   guarantee
[01:03:43.130 --> 01:03:43.310]   that
[01:03:43.310 --> 01:03:43.630]   another
[01:03:43.630 --> 01:03:43.910]   couple
[01:03:43.910 --> 01:03:44.130]   hours
[01:03:44.130 --> 01:03:44.250]   you
[01:03:44.250 --> 01:03:44.380]   get
[01:03:44.380 --> 01:03:44.710]   working
[01:03:44.710 --> 01:03:44.980]  .
[01:03:44.980 --> 01:03:45.090]   It
[01:03:45.090 --> 01:03:45.430]  's
[01:03:45.430 --> 01:03:45.440]   just
[01:03:45.440 --> 01:03:45.720]   might
[01:03:45.720 --> 01:03:45.890]   not
[01:03:45.890 --> 01:03:46.060]   get
[01:03:46.060 --> 01:03:46.170]   it
[01:03:46.170 --> 01:03:46.570]   working
[01:03:46.570 --> 01:03:46.820]   you
[01:03:46.820 --> 01:03:46.970]   know
[01:03:46.970 --> 01:03:47.080]   it
[01:03:47.080 --> 01:03:47.200]  's
[01:03:47.200 --> 01:03:47.460]   like
[01:03:47.460 --> 01:03:47.470]   i
[01:03:47.470 --> 01:03:47.640]   don
[01:03:47.640 --> 01:03:47.750]  't
[01:03:47.750 --> 01:03:48.000]   know
[01:03:48.000 --> 01:03:48.500]   sometimes
[01:03:48.500 --> 01:03:48.730]   some
[01:03:48.730 --> 01:03:49.540]   configurations
[01:03:49.540 --> 01:03:49.650]   is
[01:03:49.650 --> 01:03:49.880]   just
[01:03:49.880 --> 01:03:50.120]   you
[01:03:50.120 --> 01:03:50.280]   know
[01:03:50.280 --> 01:03:50.330]   i
[01:03:50.330 --> 01:03:50.500]   don
[01:03:50.500 --> 01:03:50.610]  't
[01:03:50.610 --> 01:03:50.840]   know
[01:03:50.840 --> 01:03:50.890]   i
[01:03:50.890 --> 01:03:51.060]  've
[01:03:51.060 --> 01:03:51.280]   been
[01:03:51.280 --> 01:03:51.420]   in
[01:03:51.420 --> 01:03:51.460]   a
[01:03:51.460 --> 01:03:51.970]   situation
[01:03:51.970 --> 01:03:52.720]   configuration
[01:03:52.720 --> 01:03:52.950]   held
[01:03:52.950 --> 01:03:53.060]   so
[01:03:53.060 --> 01:03:53.290]   well
[01:03:53.290 --> 01:03:53.460]   you
[01:03:53.460 --> 01:03:53.690]   know
[01:03:53.690 --> 01:03:54.060]  .
[01:03:54.300 --> 01:03:54.530]  
[01:03:54.530 --> 01:03:54.550]   Just
[01:03:54.550 --> 01:03:54.710]   do
[01:03:54.710 --> 01:03:54.730]   x
[01:03:54.730 --> 01:03:54.920]   and
[01:03:54.920 --> 01:03:55.170]   then
[01:03:55.170 --> 01:03:55.360]   you
[01:03:55.360 --> 01:03:55.620]   just
[01:03:55.620 --> 01:03:55.800]   try
[01:03:55.800 --> 01:03:55.990]   and
[01:03:55.990 --> 01:03:56.130]   do
[01:03:56.130 --> 01:03:56.170]   x
[01:03:56.170 --> 01:03:56.390]   and
[01:03:56.390 --> 01:03:56.610]   then
[01:03:56.610 --> 01:03:56.960]   you
[01:03:56.960 --> 01:03:57.080]   read
[01:03:57.080 --> 01:03:57.240]   ten
[01:03:57.240 --> 01:03:57.810]   different
[01:03:57.810 --> 01:03:58.120]   forum
[01:03:58.120 --> 01:03:58.560]   threads
[01:03:58.560 --> 01:03:58.940]   trying
[01:03:58.940 --> 01:03:59.060]   to
[01:03:59.060 --> 01:03:59.480]   figure
[01:03:59.480 --> 01:03:59.630]   out
[01:03:59.630 --> 01:03:59.820]   and
[01:03:59.820 --> 01:04:00.070]   then
[01:04:00.070 --> 01:04:00.450]   nobody
[01:04:00.450 --> 01:04:00.780]  's
[01:04:00.780 --> 01:04:00.930]   solve
[01:04:00.930 --> 01:04:01.150]   this
[01:04:01.150 --> 01:04:01.310]   for
[01:04:01.310 --> 01:04:01.470]   you
[01:04:01.470 --> 01:04:01.660]   can
[01:04:01.660 --> 01:04:01.850]   tell
[01:04:01.850 --> 01:04:02.000]   and
[01:04:02.000 --> 01:04:02.170]   you
[01:04:02.170 --> 01:04:02.400]   just
[01:04:02.400 --> 01:04:02.610]   like
[01:04:02.610 --> 01:04:02.950]   well
[01:04:02.950 --> 01:04:03.200]   i
[01:04:03.200 --> 01:04:03.700]   promise
[01:04:03.700 --> 01:04:04.010]   not
[01:04:04.010 --> 01:04:04.210]   to
[01:04:04.210 --> 01:04:04.640]   talk
[01:04:04.640 --> 01:04:05.130]   about
[01:04:05.130 --> 01:04:05.540]   code
[01:04:05.540 --> 01:04:06.220]   again
[01:04:06.220 --> 01:04:06.270]   or
[01:04:06.270 --> 01:04:06.850]   coding
[01:04:06.850 --> 01:04:07.040]   or
[01:04:07.040 --> 01:04:07.820]   anything
[01:04:07.820 --> 01:04:08.140]  .
[01:04:08.140 --> 01:04:08.290]   We
[01:04:08.290 --> 01:04:08.820]   decided
[01:04:08.820 --> 01:04:08.970]   we
[01:04:08.970 --> 01:04:09.270]   were
[01:04:09.270 --> 01:04:09.640]   never
[01:04:09.640 --> 01:04:10.020]   gonna
[01:04:10.020 --> 01:04:10.310]   talk
[01:04:10.310 --> 01:04:10.680]   about
[01:04:10.680 --> 01:04:10.980]   that
[01:04:10.980 --> 01:04:11.410]   again
[01:04:11.410 --> 01:04:11.570]   cuz
[01:04:11.570 --> 01:04:11.720]   it
[01:04:11.720 --> 01:04:11.870]  's
[01:04:11.870 --> 01:04:12.090]   too
[01:04:12.090 --> 01:04:12.500]   many
[01:04:12.500 --> 01:04:12.880]   people
[01:04:12.880 --> 01:04:13.060]   get
[01:04:13.060 --> 01:04:13.550]   really
[01:04:13.550 --> 01:04:13.960]   upset
[01:04:13.960 --> 01:04:14.180]   when
[01:04:14.180 --> 01:04:14.400]   you
[01:04:14.400 --> 01:04:14.700]   talk
[01:04:14.700 --> 01:04:15.120]   about
[01:04:15.120 --> 01:04:15.140]   i
[01:04:15.140 --> 01:04:15.290]  'm
[01:04:15.290 --> 01:04:15.510]   not
[01:04:15.510 --> 01:04:16.080]   saying
[01:04:16.080 --> 01:04:16.180]   one
[01:04:16.180 --> 01:04:16.480]   code
[01:04:16.480 --> 01:04:16.700]   but
[01:04:16.700 --> 01:04:16.980]   any
[01:04:16.980 --> 01:04:17.290]   other
[01:04:17.290 --> 01:04:17.640]   but
[01:04:17.640 --> 01:04:17.860]   what
[01:04:17.860 --> 01:04:17.880]   i
[01:04:17.880 --> 01:04:18.030]  'm
[01:04:18.030 --> 01:04:18.480]   saying
[01:04:18.480 --> 01:04:18.630]   is
[01:04:18.630 --> 01:04:19.280]   that
[01:04:19.280 --> 01:04:19.390]   i
[01:04:19.390 --> 01:04:19.570]   am
[01:04:19.570 --> 01:04:20.450]   really
[01:04:20.450 --> 01:04:20.920]  .
[01:04:21.300 --> 01:04:21.630]  
[01:04:21.630 --> 01:04:21.690]   Fast
[01:04:21.690 --> 01:04:21.980]   and
[01:04:21.980 --> 01:04:22.210]   duck
[01:04:22.210 --> 01:04:22.760]   in
[01:04:22.760 --> 01:04:22.780]   my
[01:04:22.780 --> 01:04:23.470]   comfort
[01:04:23.470 --> 01:04:23.860]   zone
[01:04:23.860 --> 01:04:24.300]   when
[01:04:24.300 --> 01:04:24.350]   i
[01:04:24.350 --> 01:04:24.540]  'm
[01:04:24.540 --> 01:04:25.230]   writing
[01:04:25.230 --> 01:04:25.330]   j
[01:04:25.330 --> 01:04:25.710]  avas
[01:04:25.710 --> 01:04:26.230]  cript
[01:04:26.230 --> 01:04:26.530]   and
[01:04:26.530 --> 01:04:26.610]   i
[01:04:26.610 --> 01:04:26.910]   can
[01:04:26.910 --> 01:04:27.110]   do
[01:04:27.110 --> 01:04:27.410]   and
[01:04:27.410 --> 01:04:27.510]   i
[01:04:27.510 --> 01:04:27.920]   can
[01:04:27.920 --> 01:04:28.200]   edit
[01:04:28.200 --> 01:04:28.580]   it
[01:04:28.580 --> 01:04:28.670]   i
[01:04:28.670 --> 01:04:28.900]   can
[01:04:28.900 --> 01:04:29.220]   debug
[01:04:29.220 --> 01:04:29.380]   it
[01:04:29.380 --> 01:04:29.620]   and
[01:04:29.620 --> 01:04:29.860]   run
[01:04:29.860 --> 01:04:30.020]   it
[01:04:30.020 --> 01:04:30.580]   through
[01:04:30.580 --> 01:04:30.820]   the
[01:04:30.820 --> 01:04:31.300]   chrome
[01:04:31.300 --> 01:04:32.020]   developer
[01:04:32.020 --> 01:04:32.300]  .
[01:04:32.300 --> 01:04:32.800]   Deb
[01:04:32.800 --> 01:04:32.960]  ug
[01:04:32.960 --> 01:04:33.360]  ger
[01:04:33.360 --> 01:04:33.620]   or
[01:04:33.620 --> 01:04:34.160]   fire
[01:04:34.160 --> 01:04:34.610]  fox
[01:04:34.610 --> 01:04:34.800]   is
[01:04:34.800 --> 01:04:35.260]  .
[01:04:35.420 --> 01:04:35.660]  
[01:04:35.660 --> 01:04:35.730]   Fire
[01:04:35.730 --> 01:04:35.960]  bug
[01:04:35.960 --> 01:04:36.340]   i
[01:04:36.340 --> 01:04:36.450]   mean
[01:04:36.450 --> 01:04:36.650]   this
[01:04:36.650 --> 01:04:36.800]   is
[01:04:36.800 --> 01:04:37.030]   the
[01:04:37.030 --> 01:04:37.310]   you
[01:04:37.310 --> 01:04:37.600]   know
[01:04:37.600 --> 01:04:37.910]   that
[01:04:37.910 --> 01:04:38.030]   it
[01:04:38.030 --> 01:04:38.420]   makes
[01:04:38.420 --> 01:04:38.570]   it
[01:04:38.570 --> 01:04:38.720]   so
[01:04:38.720 --> 01:04:39.030]   easy
[01:04:39.030 --> 01:04:39.290]   and
[01:04:39.290 --> 01:04:39.490]   the
[01:04:39.490 --> 01:04:39.800]   epic
[01:04:39.800 --> 01:04:40.190]   night
[01:04:40.190 --> 01:04:40.620]   code
[01:04:40.620 --> 01:04:40.810]   base
[01:04:40.810 --> 01:04:41.040]   got
[01:04:41.040 --> 01:04:41.600]   really
[01:04:41.600 --> 01:04:41.900]   large
[01:04:41.900 --> 01:04:42.130]   and
[01:04:42.130 --> 01:04:42.280]   so
[01:04:42.280 --> 01:04:42.550]   now
[01:04:42.550 --> 01:04:42.580]   i
[01:04:42.580 --> 01:04:42.900]   can
[01:04:42.900 --> 01:04:43.200]   bring
[01:04:43.200 --> 01:04:43.350]   it
[01:04:43.350 --> 01:04:43.650]   over
[01:04:43.650 --> 01:04:43.890]   and
[01:04:43.890 --> 01:04:43.960]   i
[01:04:43.960 --> 01:04:44.110]  'm
[01:04:44.110 --> 01:04:44.660]   already
[01:04:44.660 --> 01:04:45.290]   cleaning
[01:04:45.290 --> 01:04:45.440]   it
[01:04:45.440 --> 01:04:45.590]   up
[01:04:45.590 --> 01:04:45.820]   and
[01:04:45.820 --> 01:04:46.050]   you
[01:04:46.050 --> 01:04:46.280]   can
[01:04:46.280 --> 01:04:46.590]   just
[01:04:46.590 --> 01:04:47.370]   take
[01:04:47.370 --> 01:04:47.900]   immediately
[01:04:47.900 --> 01:04:48.350]   inspect
[01:04:48.350 --> 01:04:48.540]   all
[01:04:48.540 --> 01:04:48.880]   these
[01:04:48.880 --> 01:04:49.310]   objects
[01:04:49.310 --> 01:04:49.500]   and
[01:04:49.500 --> 01:04:49.760]   have
[01:04:49.760 --> 01:04:49.940]   all
[01:04:49.940 --> 01:04:50.340]   this
[01:04:50.340 --> 01:04:50.600]   you
[01:04:50.600 --> 01:04:50.860]   know
[01:04:50.860 --> 01:04:51.200]   call
[01:04:51.200 --> 01:04:51.390]   st
[01:04:51.390 --> 01:04:51.540]  ac
[01:04:51.540 --> 01:04:51.710]  ks
[01:04:51.710 --> 01:04:52.190]   and
[01:04:52.190 --> 01:04:52.220]   watch
[01:04:52.220 --> 01:04:52.620]   variables
[01:04:52.620 --> 01:04:52.660]   i
[01:04:52.660 --> 01:04:52.840]   mean
[01:04:52.840 --> 01:04:53.140]   stuff
[01:04:53.140 --> 01:04:53.330]   that
[01:04:53.330 --> 01:04:53.330]  's
[01:04:53.330 --> 01:04:53.510]   like
[01:04:53.510 --> 01:04:53.680]  .
[01:04:53.680 --> 01:04:54.160]   You
[01:04:54.160 --> 01:04:54.220]   know
[01:04:54.220 --> 01:04:54.290]   i
[01:04:54.290 --> 01:04:54.520]   did
[01:04:54.520 --> 01:04:54.750]   ten
[01:04:54.750 --> 01:04:55.060]   year
[01:04:55.060 --> 01:04:55.700]   fifteen
[01:04:55.700 --> 01:04:56.080]   twenty
[01:04:56.080 --> 01:04:56.470]   years
[01:04:56.470 --> 01:04:56.700]   ago
[01:04:56.700 --> 01:04:56.930]   and
[01:04:56.930 --> 01:04:57.000]   c
[01:04:57.000 --> 01:04:57.150]  ++
[01:04:57.150 --> 01:04:57.380]   but
[01:04:57.380 --> 01:04:57.550]   in
[01:04:57.550 --> 01:04:57.680]   ph
[01:04:57.680 --> 01:04:57.740]  p
[01:04:57.740 --> 01:04:57.900]   it
[01:04:57.900 --> 01:04:58.050]  's
[01:04:58.050 --> 01:04:58.440]   just
[01:04:58.440 --> 01:04:58.590]   not
[01:04:58.590 --> 01:04:59.060]   common
[01:04:59.060 --> 01:04:59.370]   and
[01:04:59.370 --> 01:04:59.440]   it
[01:04:59.440 --> 01:04:59.860]   makes
[01:04:59.860 --> 01:04:59.980]   it
[01:04:59.980 --> 01:05:00.290]   hard
[01:05:00.290 --> 01:05:00.440]   to
[01:05:00.440 --> 01:05:00.870]   debug
[01:05:00.870 --> 01:05:01.680]   complicated
[01:05:01.680 --> 01:05:02.110]   code
[01:05:02.110 --> 01:05:02.460]  .
[01:05:02.540 --> 01:05:02.760]  
[01:05:02.760 --> 01:05:02.900]   Right
[01:05:02.900 --> 01:05:03.180]   yeah
[01:05:03.180 --> 01:05:03.460]   so
[01:05:03.460 --> 01:05:03.580]   in
[01:05:03.580 --> 01:05:03.670]   the
[01:05:03.670 --> 01:05:04.060]   thing
[01:05:04.060 --> 01:05:04.170]   is
[01:05:04.170 --> 01:05:04.380]   you
[01:05:04.380 --> 01:05:04.660]   know
[01:05:04.660 --> 01:05:05.210]   what
[01:05:05.210 --> 01:05:05.230]   with
[01:05:05.230 --> 01:05:05.290]   g
[01:05:05.290 --> 01:05:05.430]  uy
[01:05:05.430 --> 01:05:05.640]   and
[01:05:05.640 --> 01:05:05.730]   g
[01:05:05.730 --> 01:05:05.850]  uy
[01:05:05.850 --> 01:05:06.210]   wants
[01:05:06.210 --> 01:05:06.280]   a
[01:05:06.280 --> 01:05:06.350]   j
[01:05:06.350 --> 01:05:06.630]  avas
[01:05:06.630 --> 01:05:06.990]  cript
[01:05:06.990 --> 01:05:07.200]   guy
[01:05:07.200 --> 01:05:07.480]   i
[01:05:07.480 --> 01:05:07.550]   mean
[01:05:07.550 --> 01:05:07.830]   well
[01:05:07.830 --> 01:05:08.110]   okay
[01:05:08.110 --> 01:05:08.250]   he
[01:05:08.250 --> 01:05:08.390]  's
[01:05:08.390 --> 01:05:08.670]   also
[01:05:08.670 --> 01:05:08.740]   c
[01:05:08.740 --> 01:05:08.880]  ++
[01:05:08.880 --> 01:05:09.090]   and
[01:05:09.090 --> 01:05:09.300]   dot
[01:05:09.300 --> 01:05:09.540]   net
[01:05:09.540 --> 01:05:09.770]   guy
[01:05:09.770 --> 01:05:09.930]   but
[01:05:09.930 --> 01:05:10.140]   you
[01:05:10.140 --> 01:05:10.540]   know
[01:05:10.540 --> 01:05:10.560]   in
[01:05:10.560 --> 01:05:10.920]   terms
[01:05:10.920 --> 01:05:11.060]   of
[01:05:11.060 --> 01:05:11.270]   web
[01:05:11.270 --> 01:05:11.740]  .
[01:05:11.740 --> 01:05:12.240]   Stuff
[01:05:12.240 --> 01:05:12.270]   is
[01:05:12.270 --> 01:05:12.310]   j
[01:05:12.310 --> 01:05:12.590]  avas
[01:05:12.590 --> 01:05:12.940]  cript
[01:05:12.940 --> 01:05:13.300]   right
[01:05:13.300 --> 01:05:13.440]   he
[01:05:13.440 --> 01:05:13.580]  's
[01:05:13.580 --> 01:05:13.790]   not
[01:05:13.790 --> 01:05:13.940]   a
[01:05:13.940 --> 01:05:14.000]   ph
[01:05:14.000 --> 01:05:14.070]  p
[01:05:14.070 --> 01:05:14.280]   guy
[01:05:14.280 --> 01:05:14.420]   so
[01:05:14.420 --> 01:05:14.700]   when
[01:05:14.700 --> 01:05:14.840]   we
[01:05:14.840 --> 01:05:15.190]  're
[01:05:15.190 --> 01:05:15.220]   in
[01:05:15.220 --> 01:05:15.330]   ph
[01:05:15.330 --> 01:05:15.400]  p
[01:05:15.400 --> 01:05:15.680]   land
[01:05:15.680 --> 01:05:15.820]   he
[01:05:15.820 --> 01:05:15.960]  's
[01:05:15.960 --> 01:05:16.030]   a
[01:05:16.030 --> 01:05:16.460]   little
[01:05:16.460 --> 01:05:16.670]   out
[01:05:16.670 --> 01:05:16.810]   of
[01:05:16.810 --> 01:05:17.020]   his
[01:05:17.020 --> 01:05:17.520]   element
[01:05:17.520 --> 01:05:17.830]   and
[01:05:17.830 --> 01:05:17.870]   so
[01:05:17.870 --> 01:05:18.010]   we
[01:05:18.010 --> 01:05:18.220]   put
[01:05:18.220 --> 01:05:18.360]   in
[01:05:18.360 --> 01:05:18.430]   a
[01:05:18.430 --> 01:05:18.500]   j
[01:05:18.500 --> 01:05:18.780]  avas
[01:05:18.780 --> 01:05:19.130]  cript
[01:05:19.130 --> 01:05:19.260]   he
[01:05:19.260 --> 01:05:19.410]  's
[01:05:19.410 --> 01:05:19.640]   now
[01:05:19.640 --> 01:05:19.900]   back
[01:05:19.900 --> 01:05:20.040]   in
[01:05:20.040 --> 01:05:20.250]   the
[01:05:20.250 --> 01:05:20.550]   game
[01:05:20.550 --> 01:05:20.980]  .
[01:05:20.980 --> 01:05:21.620]   Yeah
[01:05:21.620 --> 01:05:21.620]   that
[01:05:21.620 --> 01:05:21.780]  's
[01:05:21.780 --> 01:05:22.120]   good
[01:05:22.120 --> 01:05:22.480]   that
[01:05:22.480 --> 01:05:22.900]   great
