
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.340]   Oh
[00:57:07.690 --> 00:57:07.860]   in
[00:57:07.860 --> 00:57:08.210]   such
[00:57:08.210 --> 00:57:08.220]   a
[00:57:08.220 --> 00:57:08.290]   d
[00:57:08.290 --> 00:57:08.360]  v
[00:57:08.360 --> 00:57:08.430]  r
[00:57:08.430 --> 00:57:08.580]   is
[00:57:08.580 --> 00:57:09.190]   watching
[00:57:09.190 --> 00:57:09.730]   episode
[00:57:09.730 --> 00:57:09.880]   or
[00:57:09.880 --> 00:57:10.110]   two
[00:57:10.110 --> 00:57:10.340]   and
[00:57:10.340 --> 00:57:10.410]   i
[00:57:10.410 --> 00:57:10.560]   be
[00:57:10.560 --> 00:57:11.330]   interested
[00:57:11.330 --> 00:57:11.480]   to
[00:57:11.480 --> 00:57:11.710]   see
[00:57:11.710 --> 00:57:12.120]  .
[00:57:12.120 --> 00:57:12.630]   How
[00:57:12.630 --> 00:57:12.640]   many
[00:57:12.640 --> 00:57:13.070]   people
[00:57:13.070 --> 00:57:13.350]   like
[00:57:13.350 --> 00:57:13.490]   it
[00:57:13.490 --> 00:57:13.860]   oh
[00:57:13.860 --> 00:57:13.930]   yeah
[00:57:13.930 --> 00:57:14.370]   amazon
[00:57:14.370 --> 00:57:14.510]   is
[00:57:14.510 --> 00:57:14.730]   how
[00:57:14.730 --> 00:57:14.870]   i
[00:57:14.870 --> 00:57:15.020]   get
[00:57:15.020 --> 00:57:15.310]   that
[00:57:15.310 --> 00:57:15.680]   stuff
[00:57:15.680 --> 00:57:15.970]   i
[00:57:15.970 --> 00:57:15.990]   was
[00:57:15.990 --> 00:57:16.110]   on
[00:57:16.110 --> 00:57:16.250]   my
[00:57:16.250 --> 00:57:16.470]   own
[00:57:16.470 --> 00:57:16.690]   you
[00:57:16.690 --> 00:57:16.910]   buy
[00:57:16.910 --> 00:57:17.050]   it
[00:57:17.050 --> 00:57:17.400]  .
[00:57:17.560 --> 00:57:17.810]  
[00:57:17.810 --> 00:57:17.870]   Yeah
[00:57:17.870 --> 00:57:18.250]   but
[00:57:18.250 --> 00:57:18.250]   it
[00:57:18.250 --> 00:57:18.400]  's
[00:57:18.400 --> 00:57:18.620]   a
[00:57:18.620 --> 00:57:18.680]   it
[00:57:18.680 --> 00:57:18.770]  's
[00:57:18.770 --> 00:57:18.890]   a
[00:57:18.890 --> 00:57:19.070]   yes
[00:57:19.070 --> 00:57:19.380]   good
[00:57:19.380 --> 00:57:19.890]   sample
[00:57:19.890 --> 00:57:19.990]   so
[00:57:19.990 --> 00:57:20.300]   once
[00:57:20.300 --> 00:57:20.680]   again
[00:57:20.680 --> 00:57:20.830]   it
[00:57:20.830 --> 00:57:20.980]  's
[00:57:20.980 --> 00:57:21.210]   the
[00:57:21.210 --> 00:57:21.750]   silicon
[00:57:21.750 --> 00:57:22.220]   valley
[00:57:22.220 --> 00:57:22.280]   i
[00:57:22.280 --> 00:57:22.590]   mean
[00:57:22.590 --> 00:57:22.820]   the
[00:57:22.820 --> 00:57:23.040]   way
[00:57:23.040 --> 00:57:23.360]   that
[00:57:23.360 --> 00:57:23.590]   the
[00:57:23.590 --> 00:57:23.970]   whole
[00:57:23.970 --> 00:57:24.350]   story
[00:57:24.350 --> 00:57:24.580]   arc
[00:57:24.580 --> 00:57:24.960]   works
[00:57:24.960 --> 00:57:25.320]  .
[00:57:25.320 --> 00:57:25.710]   I
[00:57:25.710 --> 00:57:25.760]   would
[00:57:25.760 --> 00:57:26.350]   seriously
[00:57:26.350 --> 00:57:26.930]   recommend
[00:57:26.930 --> 00:57:27.200]   that
[00:57:27.200 --> 00:57:27.470]   show
[00:57:27.470 --> 00:57:28.140]   especially
[00:57:28.140 --> 00:57:28.270]   to
[00:57:28.270 --> 00:57:28.470]   our
[00:57:28.470 --> 00:57:29.010]   audience
[00:57:29.010 --> 00:57:29.610]   because
[00:57:29.610 --> 00:57:29.670]   it
[00:57:29.670 --> 00:57:29.740]  's
[00:57:29.740 --> 00:57:30.010]   just
[00:57:30.010 --> 00:57:30.520]   fucking
[00:57:30.520 --> 00:57:31.080]   hilarious
[00:57:31.080 --> 00:57:31.360]  .
[00:57:31.360 --> 00:57:31.900]   The
[00:57:31.900 --> 00:57:31.950]   stuff
[00:57:31.950 --> 00:57:32.170]   that
[00:57:32.170 --> 00:57:32.350]  's
[00:57:32.350 --> 00:57:32.540]   the
[00:57:32.540 --> 00:57:32.980]   silicon
[00:57:32.980 --> 00:57:33.390]   valley
[00:57:33.390 --> 00:57:33.590]   yes
[00:57:33.590 --> 00:57:33.860]   yeah
[00:57:33.860 --> 00:57:34.130]   yeah
[00:57:34.130 --> 00:57:34.380]   yeah
[00:57:34.380 --> 00:57:34.800]   okay
[00:57:34.800 --> 00:57:34.840]   so
[00:57:34.840 --> 00:57:34.860]   i
[00:57:34.860 --> 00:57:35.120]   just
[00:57:35.120 --> 00:57:35.400]   got
[00:57:35.400 --> 00:57:35.640]   an
[00:57:35.640 --> 00:57:35.800]   email
[00:57:35.800 --> 00:57:36.070]   with
[00:57:36.070 --> 00:57:36.410]   sandy
[00:57:36.410 --> 00:57:36.540]   so
[00:57:36.540 --> 00:57:36.740]   let
[00:57:36.740 --> 00:57:36.870]  's
[00:57:36.870 --> 00:57:37.140]   talk
[00:57:37.140 --> 00:57:37.480]   about
[00:57:37.480 --> 00:57:37.680]   the
[00:57:37.680 --> 00:57:38.180]   texting
[00:57:38.180 --> 00:57:38.570]   summit
[00:57:38.570 --> 00:57:38.920]  .
[00:57:39.360 --> 00:57:39.630]  
[00:57:39.630 --> 00:57:39.930]   Yeah
[00:57:39.930 --> 00:57:40.180]   okay
[00:57:40.180 --> 00:57:40.270]   so
[00:57:40.270 --> 00:57:40.700]   so
[00:57:40.700 --> 00:57:41.190]   before
[00:57:41.190 --> 00:57:41.900]   the
[00:57:41.900 --> 00:57:42.200]   show
[00:57:42.200 --> 00:57:42.270]   you
[00:57:42.270 --> 00:57:42.500]   you
[00:57:42.500 --> 00:57:42.800]  're
[00:57:42.800 --> 00:57:43.410]   like
[00:57:43.410 --> 00:57:43.570]   oh
[00:57:43.570 --> 00:57:43.610]   we
[00:57:43.610 --> 00:57:44.120]   gotta
[00:57:44.120 --> 00:57:44.420]   say
[00:57:44.420 --> 00:57:44.520]   a
[00:57:44.520 --> 00:57:44.930]   date
[00:57:44.930 --> 00:57:45.640]   because
[00:57:45.640 --> 00:57:46.040]  .
[00:57:46.040 --> 00:57:46.260]   Yeah
[00:57:46.260 --> 00:57:46.620]   the
[00:57:46.620 --> 00:57:46.660]   vice
[00:57:46.660 --> 00:57:46.980]   people
[00:57:46.980 --> 00:57:47.140]   are
[00:57:47.140 --> 00:57:47.400]   gonna
[00:57:47.400 --> 00:57:47.620]   know
[00:57:47.620 --> 00:57:47.730]   if
[00:57:47.730 --> 00:57:47.840]   it
[00:57:47.840 --> 00:57:47.950]  's
[00:57:47.950 --> 00:57:48.480]   something
[00:57:48.480 --> 00:57:48.670]   they
[00:57:48.670 --> 00:57:48.940]   wanna
[00:57:48.940 --> 00:57:49.050]   do
[00:57:49.050 --> 00:57:49.270]   okay
[00:57:49.270 --> 00:57:49.380]   so
[00:57:49.380 --> 00:57:49.540]   she
[00:57:49.540 --> 00:57:49.650]  's
[00:57:49.650 --> 00:57:49.700]   a
[00:57:49.700 --> 00:57:49.920]   here
[00:57:49.920 --> 00:57:50.020]  's
[00:57:50.020 --> 00:57:50.030]   what
[00:57:50.030 --> 00:57:50.680]   sandy
[00:57:50.680 --> 00:57:50.740]   said
[00:57:50.740 --> 00:57:50.900]   she
[00:57:50.900 --> 00:57:51.140]   says
[00:57:51.140 --> 00:57:51.340]   what
[00:57:51.340 --> 00:57:51.440]  's
[00:57:51.440 --> 00:57:51.720]   going
[00:57:51.720 --> 00:57:51.850]   on
[00:57:51.850 --> 00:57:51.940]   in
[00:57:51.940 --> 00:57:52.100]   pas
[00:57:52.100 --> 00:57:52.200]  ad
[00:57:52.200 --> 00:57:52.440]  ena
[00:57:52.440 --> 00:57:52.480]   in
[00:57:52.480 --> 00:57:52.640]   oct
[00:57:52.640 --> 00:57:52.860]  ober
[00:57:52.860 --> 00:57:52.970]   so
[00:57:52.970 --> 00:57:53.190]   that
[00:57:53.190 --> 00:57:53.300]   we
[00:57:53.300 --> 00:57:53.530]   know
[00:57:53.530 --> 00:57:53.830]   that
[00:57:53.830 --> 00:57:53.850]   we
[00:57:53.850 --> 00:57:54.010]  're
[00:57:54.010 --> 00:57:54.180]   not
[00:57:54.180 --> 00:57:54.780]   conflicting
[00:57:54.780 --> 00:57:55.000]   with
[00:57:55.000 --> 00:57:55.520]   something
[00:57:55.520 --> 00:57:55.840]   major
[00:57:55.840 --> 00:57:55.880]   in
[00:57:55.880 --> 00:57:56.040]   all
[00:57:56.040 --> 00:57:56.200]   the
[00:57:56.200 --> 00:57:56.470]   hotel
[00:57:56.470 --> 00:57:56.750]   rooms
[00:57:56.750 --> 00:57:56.900]   are
[00:57:56.900 --> 00:57:57.200]   taken
[00:57:57.200 --> 00:57:57.280]   to
[00:57:57.280 --> 00:57:57.540]   this
[00:57:57.540 --> 00:57:57.960]  .
[00:57:58.000 --> 00:57:58.000]  
[00:57:58.000 --> 00:57:58.250]   In
[00:57:58.250 --> 00:57:58.380]   the
[00:57:58.380 --> 00:57:58.510]   two
[00:57:58.510 --> 00:57:59.020]   weekends
[00:57:59.020 --> 00:57:59.280]   that
[00:57:59.280 --> 00:57:59.470]   you
[00:57:59.470 --> 00:58:00.070]   specified
[00:58:00.070 --> 00:58:00.370]   based
[00:58:00.370 --> 00:58:00.700]   on
[00:58:00.700 --> 00:58:00.760]   when
[00:58:00.760 --> 00:58:00.960]   you
[00:58:00.960 --> 00:58:01.140]  're
[00:58:01.140 --> 00:58:01.460]   gonna
[00:58:01.460 --> 00:58:01.590]   be
[00:58:01.590 --> 00:58:01.720]   in
[00:58:01.720 --> 00:58:01.980]   town
[00:58:01.980 --> 00:58:02.170]   and
[00:58:02.170 --> 00:58:02.430]   when
[00:58:02.430 --> 00:58:02.680]  .
[00:58:02.680 --> 00:58:03.160]   The
[00:58:03.160 --> 00:58:03.200]   babies
[00:58:03.200 --> 00:58:03.310]   do
[00:58:03.310 --> 00:58:03.480]   and
[00:58:03.480 --> 00:58:03.650]   all
[00:58:03.650 --> 00:58:03.880]   that
[00:58:03.880 --> 00:58:04.110]   were
[00:58:04.110 --> 00:58:04.280]   oct
[00:58:04.280 --> 00:58:04.680]  ober
[00:58:04.680 --> 00:58:04.760]   ele
[00:58:04.760 --> 00:58:04.970]  venth
[00:58:04.970 --> 00:58:05.180]   and
[00:58:05.180 --> 00:58:05.250]   tw
[00:58:05.250 --> 00:58:05.420]  elf
[00:58:05.420 --> 00:58:05.530]  th
[00:58:05.530 --> 00:58:05.700]   and
[00:58:05.700 --> 00:58:05.870]   oct
[00:58:05.870 --> 00:58:06.100]  ober
[00:58:06.100 --> 00:58:06.390]   eight
[00:58:06.390 --> 00:58:06.680]  eenth
[00:58:06.680 --> 00:58:06.850]   and
[00:58:06.850 --> 00:58:07.200]   ninete
[00:58:07.200 --> 00:58:07.430]  enth
[00:58:07.430 --> 00:58:07.740]   right
[00:58:07.740 --> 00:58:07.830]   so
[00:58:07.830 --> 00:58:08.160]   here
[00:58:08.160 --> 00:58:08.180]  's
[00:58:08.180 --> 00:58:08.400]   what
[00:58:08.400 --> 00:58:08.570]   she
[00:58:08.570 --> 00:58:08.800]   said
[00:58:08.800 --> 00:58:08.970]   oct
[00:58:08.970 --> 00:58:09.200]  ober
[00:58:09.200 --> 00:58:09.380]   ele
[00:58:09.380 --> 00:58:09.660]  venth
[00:58:09.660 --> 00:58:09.830]   and
[00:58:09.830 --> 00:58:09.950]   tw
[00:58:09.950 --> 00:58:10.110]  elf
[00:58:10.110 --> 00:58:10.210]  th
[00:58:10.210 --> 00:58:10.640]  .
[00:58:10.640 --> 00:58:11.070]   Art
[00:58:11.070 --> 00:58:11.070]   walk
[00:58:11.070 --> 00:58:11.610]   probably
[00:58:11.610 --> 00:58:11.750]   not
[00:58:11.750 --> 00:58:11.810]   a
[00:58:11.810 --> 00:58:11.990]   big
[00:58:11.990 --> 00:58:12.400]   impact
[00:58:12.400 --> 00:58:12.540]   but
[00:58:12.540 --> 00:58:12.850]   there
[00:58:12.850 --> 00:58:12.970]  's
[00:58:12.970 --> 00:58:13.030]   a
[00:58:13.030 --> 00:58:13.400]   lots
[00:58:13.400 --> 00:58:13.410]   of
[00:58:13.410 --> 00:58:13.840]   outdoor
[00:58:13.840 --> 00:58:14.020]   art
[00:58:14.020 --> 00:58:14.510]   exhibits
[00:58:14.510 --> 00:58:14.790]   all
[00:58:14.790 --> 00:58:15.070]   around
[00:58:15.070 --> 00:58:15.350]   town
[00:58:15.350 --> 00:58:15.500]   old
[00:58:15.500 --> 00:58:15.790]   town
[00:58:15.790 --> 00:58:16.000]   pase
[00:58:16.000 --> 00:58:16.060]  o
[00:58:16.060 --> 00:58:16.310]   play
[00:58:16.310 --> 00:58:16.620]  house
[00:58:16.620 --> 00:58:16.990]   people
[00:58:16.990 --> 00:58:17.430]   walking
[00:58:17.430 --> 00:58:17.800]   around
[00:58:17.800 --> 00:58:18.160]  .
[00:58:18.160 --> 00:58:18.370]   To
[00:58:18.370 --> 00:58:18.910]   usually
[00:58:18.910 --> 00:58:18.930]   at
[00:58:18.930 --> 00:58:19.140]   the
[00:58:19.140 --> 00:58:19.700]   rose
[00:58:19.700 --> 00:58:19.810]   bowl
[00:58:19.810 --> 00:58:20.120]   versus
[00:58:20.120 --> 00:58:20.510]   organ
[00:58:20.510 --> 00:58:20.830]   there
[00:58:20.830 --> 00:58:21.100]   will
[00:58:21.100 --> 00:58:21.660]   probably
[00:58:21.660 --> 00:58:21.800]   be
[00:58:21.800 --> 00:58:22.080]   some
[00:58:22.080 --> 00:58:22.430]   hotel
[00:58:22.430 --> 00:58:22.850]   impact
[00:58:22.850 --> 00:58:23.130]   here
[00:58:23.130 --> 00:58:23.550]   unless
[00:58:23.550 --> 00:58:23.620]   i
[00:58:23.620 --> 00:58:24.110]   reserve
[00:58:24.110 --> 00:58:24.170]   a
[00:58:24.170 --> 00:58:24.530]   block
[00:58:24.530 --> 00:58:24.670]   of
[00:58:24.670 --> 00:58:25.030]   rooms
[00:58:25.030 --> 00:58:25.300]   like
[00:58:25.300 --> 00:58:25.510]   now
[00:58:25.510 --> 00:58:25.760]  .
[00:58:26.320 --> 00:58:26.570]  
[00:58:26.570 --> 00:58:26.600]   This
[00:58:26.600 --> 00:58:26.740]   is
[00:58:26.740 --> 00:58:26.950]   col
[00:58:26.950 --> 00:58:27.150]  umb
[00:58:27.150 --> 00:58:27.300]  us
[00:58:27.300 --> 00:58:27.570]   day
[00:58:27.570 --> 00:58:28.010]   weekend
[00:58:28.010 --> 00:58:28.150]   so
[00:58:28.150 --> 00:58:28.450]   some
[00:58:28.450 --> 00:58:28.860]   people
[00:58:28.860 --> 00:58:29.140]   have
[00:58:29.140 --> 00:58:29.420]   mond
[00:58:29.420 --> 00:58:29.560]  ay
[00:58:29.560 --> 00:58:29.770]   off
[00:58:29.770 --> 00:58:30.340]   possibly
[00:58:30.340 --> 00:58:30.770]   easier
[00:58:30.770 --> 00:58:30.910]   to
[00:58:30.910 --> 00:58:31.340]   travel
[00:58:31.340 --> 00:58:31.680]  .
[00:58:31.680 --> 00:58:32.100]   October
[00:58:32.100 --> 00:58:32.710]   eight
[00:58:32.710 --> 00:58:33.110]  eenth
[00:58:33.110 --> 00:58:33.200]   and
[00:58:33.200 --> 00:58:33.540]   ninete
[00:58:33.540 --> 00:58:33.890]  enth
[00:58:33.890 --> 00:58:34.250]   crafts
[00:58:34.250 --> 00:58:34.460]  man
[00:58:34.460 --> 00:58:34.960]   weekend
[00:58:34.960 --> 00:58:35.650]   basically
[00:58:35.650 --> 00:58:36.000]   house
[00:58:36.000 --> 00:58:36.230]   tour
[00:58:36.230 --> 00:58:36.810]   probably
[00:58:36.810 --> 00:58:37.020]   not
[00:58:37.020 --> 00:58:37.090]   a
[00:58:37.090 --> 00:58:37.300]   big
[00:58:37.300 --> 00:58:37.760]   impact
[00:58:37.760 --> 00:58:38.150]   you
[00:58:38.150 --> 00:58:38.150]   see
[00:58:38.150 --> 00:58:38.400]   a
[00:58:38.400 --> 00:58:38.430]   lay
[00:58:38.430 --> 00:58:38.670]   out
[00:58:38.670 --> 00:58:38.780]   of
[00:58:38.780 --> 00:58:39.060]   town
[00:58:39.060 --> 00:58:39.360]   this
[00:58:39.360 --> 00:58:39.890]   weekend
[00:58:39.890 --> 00:58:40.200]  .
[00:58:40.200 --> 00:58:40.390]   She
[00:58:40.390 --> 00:58:40.690]   says
[00:58:40.690 --> 00:58:40.890]   f
[00:58:40.890 --> 00:58:40.950]  yi
[00:58:40.950 --> 00:58:41.230]   rooms
[00:58:41.230 --> 00:58:41.370]   at
[00:58:41.370 --> 00:58:41.640]   the
[00:58:41.640 --> 00:58:42.200]   courtyard
[00:58:42.200 --> 00:58:42.410]   mar
[00:58:42.410 --> 00:58:42.540]  ri
[00:58:42.540 --> 00:58:42.730]  ott
[00:58:42.730 --> 00:58:42.910]   in
[00:58:42.910 --> 00:58:43.090]   old
[00:58:43.090 --> 00:58:43.370]   town
[00:58:43.370 --> 00:58:43.710]   about
[00:58:43.710 --> 00:58:43.780]   a
[00:58:43.780 --> 00:58:44.260]   hundred
[00:58:44.260 --> 00:58:44.670]   eighty
[00:58:44.670 --> 00:58:44.870]   per
[00:58:44.870 --> 00:58:45.210]   night
[00:58:45.210 --> 00:58:45.520]  .
[00:58:45.520 --> 00:58:45.660]   Hope
[00:58:45.660 --> 00:58:46.260]   this
[00:58:46.260 --> 00:58:46.420]   helps
[00:58:46.420 --> 00:58:46.530]   so
[00:58:46.530 --> 00:58:46.800]   what
[00:58:46.800 --> 00:58:47.810]   eighteen
[00:58:47.810 --> 00:58:47.920]   eighteen
[00:58:47.920 --> 00:58:48.030]   to
[00:58:48.030 --> 00:58:48.620]   nineteen
[00:58:48.620 --> 00:58:48.990]   sounds
[00:58:48.990 --> 00:58:49.400]   better
[00:58:49.400 --> 00:58:49.670]   than
[00:58:49.670 --> 00:58:49.960]  .
[00:58:50.680 --> 00:58:50.920]  
[00:58:50.920 --> 00:58:50.990]   Well
[00:58:50.990 --> 00:58:50.990]   i
[00:58:50.990 --> 00:58:51.240]   mean
[00:58:51.240 --> 00:58:51.610]   eleven
[00:58:51.610 --> 00:58:51.980]   twelve
[00:58:51.980 --> 00:58:52.110]   is
[00:58:52.110 --> 00:58:52.280]   cl
[00:58:52.280 --> 00:58:52.280]  u
[00:58:52.280 --> 00:58:52.400]  ms
[00:58:52.400 --> 00:58:52.460]  y
[00:58:52.460 --> 00:58:52.890]   weekend
[00:58:52.890 --> 00:58:53.010]   to
[00:58:53.010 --> 00:58:53.130]   be
[00:58:53.130 --> 00:58:53.380]   like
[00:58:53.380 --> 00:58:53.440]   a
[00:58:53.440 --> 00:58:53.690]   mond
[00:58:53.690 --> 00:58:53.810]  ay
[00:58:53.810 --> 00:58:53.990]   off
[00:58:53.990 --> 00:58:54.050]   i
[00:58:54.050 --> 00:58:54.230]   don
[00:58:54.230 --> 00:58:54.350]  't
[00:58:54.350 --> 00:58:54.640]   know
[00:58:54.640 --> 00:58:54.660]   i
[00:58:54.660 --> 00:58:54.910]   mean
[00:58:54.910 --> 00:58:55.160]   yeah
[00:58:55.160 --> 00:58:55.220]   i
[00:58:55.220 --> 00:58:55.530]   think
[00:58:55.530 --> 00:58:55.760]   the
[00:58:55.760 --> 00:58:56.270]   nineteen
[00:58:56.270 --> 00:58:56.330]  th
[00:58:56.330 --> 00:58:56.640]   would
[00:58:56.640 --> 00:58:56.760]   be
[00:58:56.760 --> 00:58:57.310]   better
[00:58:57.310 --> 00:58:57.380]   for
[00:58:57.380 --> 00:58:57.620]   rooms
[00:58:57.620 --> 00:58:57.870]   but
[00:58:57.870 --> 00:58:57.920]   if
[00:58:57.920 --> 00:58:58.140]   we
[00:58:58.140 --> 00:58:58.360]   could
[00:58:58.360 --> 00:58:58.720]  .
[00:58:58.720 --> 00:58:58.920]   Res
[00:58:58.920 --> 00:58:59.380]  ult
[00:58:59.380 --> 00:58:59.390]   that
[00:58:59.390 --> 00:58:59.690]   that
[00:58:59.690 --> 00:58:59.790]  's
[00:58:59.790 --> 00:59:00.330]   another
[00:59:00.330 --> 00:59:00.540]   good
[00:59:00.540 --> 00:59:00.920]   point
[00:59:00.920 --> 00:59:01.150]   like
[00:59:01.150 --> 00:59:01.320]   so
[00:59:01.320 --> 00:59:01.410]   if
[00:59:01.410 --> 00:59:01.870]   people
[00:59:01.870 --> 00:59:02.030]   are
[00:59:02.030 --> 00:59:02.630]   traveling
[00:59:02.630 --> 00:59:03.250]   from
[00:59:03.250 --> 00:59:03.310]   abroad
[00:59:03.310 --> 00:59:03.580]   like
[00:59:03.580 --> 00:59:03.770]   la
[00:59:03.770 --> 00:59:03.780]  f
[00:59:03.780 --> 00:59:04.040]  ay
[00:59:04.040 --> 00:59:04.170]  ette
[00:59:04.170 --> 00:59:04.370]   for
[00:59:04.370 --> 00:59:04.900]   example
[00:59:04.900 --> 00:59:05.120]   does
[00:59:05.120 --> 00:59:05.530]   matter
[00:59:05.530 --> 00:59:05.730]   one
[00:59:05.730 --> 00:59:06.140]   person
[00:59:06.140 --> 00:59:06.260]  's
[00:59:06.260 --> 00:59:07.100]   booked
[00:59:07.100 --> 00:59:07.110]   right
[00:59:07.110 --> 00:59:07.220]   so
[00:59:07.220 --> 00:59:07.440]   that
[00:59:07.440 --> 00:59:07.660]   they
[00:59:07.660 --> 00:59:07.970]  're
[00:59:07.970 --> 00:59:08.310]   traveling
[00:59:08.310 --> 00:59:08.530]   from
[00:59:08.530 --> 00:59:08.640]   la
[00:59:08.640 --> 00:59:08.770]  f
[00:59:08.770 --> 00:59:08.790]  ay
[00:59:08.790 --> 00:59:09.040]  ette
[00:59:09.040 --> 00:59:09.240]   is
[00:59:09.240 --> 00:59:09.330]   it
[00:59:09.330 --> 00:59:09.450]   just
[00:59:09.450 --> 00:59:09.610]   for
[00:59:09.610 --> 00:59:09.770]   the
[00:59:09.770 --> 00:59:09.930]   two
[00:59:09.930 --> 00:59:10.140]   days
[00:59:10.140 --> 00:59:10.240]   or
[00:59:10.240 --> 00:59:10.500]   could
[00:59:10.500 --> 00:59:10.780]   they
[00:59:10.780 --> 00:59:10.920]   hang
[00:59:10.920 --> 00:59:11.240]   around
[00:59:11.240 --> 00:59:11.400]   for
[00:59:11.400 --> 00:59:11.520]   a
[00:59:11.520 --> 00:59:11.650]   bit
[00:59:11.650 --> 00:59:11.840]  .
[00:59:11.840 --> 00:59:12.290]   What
[00:59:12.290 --> 00:59:12.400]   do
[00:59:12.400 --> 00:59:12.520]   you
[00:59:12.520 --> 00:59:12.920]   think
[00:59:12.920 --> 00:59:13.050]   my
[00:59:13.050 --> 00:59:13.580]   thought
[00:59:13.580 --> 00:59:13.730]   is
[00:59:13.730 --> 00:59:14.000]  .
[00:59:14.680 --> 00:59:14.680]  
[00:59:14.680 --> 00:59:14.880]   If
[00:59:14.880 --> 00:59:14.940]   we
[00:59:14.940 --> 00:59:15.100]   did
[00:59:15.100 --> 00:59:15.280]   this
[00:59:15.280 --> 00:59:15.380]   and
[00:59:15.380 --> 00:59:15.690]   really
[00:59:15.690 --> 00:59:16.040]   depends
[00:59:16.040 --> 00:59:16.140]   on
[00:59:16.140 --> 00:59:16.290]   how
[00:59:16.290 --> 00:59:16.490]   many
[00:59:16.490 --> 00:59:16.820]   people
[00:59:16.820 --> 00:59:16.890]   we
[00:59:16.890 --> 00:59:17.040]   get
[00:59:17.040 --> 00:59:17.090]   i
[00:59:17.090 --> 00:59:17.340]   think
[00:59:17.340 --> 00:59:17.490]   the
[00:59:17.490 --> 00:59:17.850]   minimum
[00:59:17.850 --> 00:59:18.090]   for
[00:59:18.090 --> 00:59:18.370]   making
[00:59:18.370 --> 00:59:18.500]   this
[00:59:18.500 --> 00:59:18.700]   sort
[00:59:18.700 --> 00:59:18.800]   of
[00:59:18.800 --> 00:59:19.000]   like
[00:59:19.000 --> 00:59:19.250]   worth
[00:59:19.250 --> 00:59:19.600]   doing
[00:59:19.600 --> 00:59:19.600]   is
[00:59:19.600 --> 00:59:19.800]   like
[00:59:19.800 --> 00:59:20.100]   twelve
[00:59:20.100 --> 00:59:20.200]   to
[00:59:20.200 --> 00:59:20.560]   fifteen
[00:59:20.560 --> 00:59:20.880]  .
[00:59:20.880 --> 00:59:21.130]   We
[00:59:21.130 --> 00:59:21.170]   have
[00:59:21.170 --> 00:59:21.360]   less
[00:59:21.360 --> 00:59:21.600]   than
[00:59:21.600 --> 00:59:21.840]   twelve
[00:59:21.840 --> 00:59:22.180]   fifteen
[00:59:22.180 --> 00:59:22.230]   i
[00:59:22.230 --> 00:59:22.420]   just
[00:59:22.420 --> 00:59:22.560]   don
[00:59:22.560 --> 00:59:22.650]  't
[00:59:22.650 --> 00:59:22.890]   think
[00:59:22.890 --> 00:59:22.990]   of
[00:59:22.990 --> 00:59:23.130]   the
[00:59:23.130 --> 00:59:23.560]   critical
[00:59:23.560 --> 00:59:23.710]   mass
[00:59:23.710 --> 00:59:23.810]   to
[00:59:23.810 --> 00:59:24.060]   think
[00:59:24.060 --> 00:59:24.160]   if
[00:59:24.160 --> 00:59:24.260]   you
[00:59:24.260 --> 00:59:24.570]   had
[00:59:24.570 --> 00:59:24.570]   six
[00:59:24.570 --> 00:59:24.670]   or
[00:59:24.670 --> 00:59:24.900]   seven
[00:59:24.900 --> 00:59:25.200]   people
[00:59:25.200 --> 00:59:25.370]   it
[00:59:25.370 --> 00:59:25.390]  's
[00:59:25.390 --> 00:59:25.590]   like
[00:59:25.590 --> 00:59:25.740]   how
[00:59:25.740 --> 00:59:25.910]   many
[00:59:25.910 --> 00:59:26.150]   times
[00:59:26.150 --> 00:59:26.290]   you
[00:59:26.290 --> 00:59:26.430]   get
[00:59:26.430 --> 00:59:26.820]   together
[00:59:26.820 --> 00:59:27.020]   for
[00:59:27.020 --> 00:59:27.250]   people
[00:59:27.250 --> 00:59:27.450]   just
[00:59:27.450 --> 00:59:27.630]   like
[00:59:27.630 --> 00:59:27.680]   i
[00:59:27.680 --> 00:59:27.970]   pretty
[00:59:27.970 --> 00:59:28.180]   much
[00:59:28.180 --> 00:59:28.300]   run
[00:59:28.300 --> 00:59:28.440]   out
[00:59:28.440 --> 00:59:28.560]   of
[00:59:28.560 --> 00:59:28.830]   things
[00:59:28.830 --> 00:59:28.930]   to
[00:59:28.930 --> 00:59:29.080]   say
[00:59:29.080 --> 00:59:29.560]  .
[00:59:29.560 --> 00:59:29.940]   Right
[00:59:29.940 --> 00:59:30.200]   you
[00:59:30.200 --> 00:59:30.470]   know
[00:59:30.470 --> 00:59:30.700]   the
[00:59:30.700 --> 00:59:31.000]   more
[00:59:31.000 --> 00:59:31.460]   people
[00:59:31.460 --> 00:59:31.690]   you
[00:59:31.690 --> 00:59:32.010]   have
[00:59:32.010 --> 00:59:32.220]   the
[00:59:32.220 --> 00:59:32.550]   more
[00:59:32.550 --> 00:59:32.900]   ideas
[00:59:32.900 --> 00:59:33.430]   the
[00:59:33.430 --> 00:59:33.470]   more
[00:59:33.470 --> 00:59:34.050]   projects
[00:59:34.050 --> 00:59:34.270]   the
[00:59:34.270 --> 00:59:34.630]   more
[00:59:34.630 --> 00:59:35.030]   things
[00:59:35.030 --> 00:59:35.330]   that
[00:59:35.330 --> 00:59:35.560]   you
