
[00:00:00.000 --> 00:00:00.080]  
[00:00:00.080 --> 00:00:00.720]   Jing
[00:46:16.670 --> 00:46:17.000]   off
[00:46:17.000 --> 00:46:17.000]  ,
[00:46:17.000 --> 00:46:17.240]   because
[00:46:17.240 --> 00:46:17.280]   his
[00:46:17.280 --> 00:46:17.420]   other
[00:46:17.420 --> 00:46:17.530]   guys
[00:46:17.530 --> 00:46:17.640]   were
[00:46:17.640 --> 00:46:17.840]   getting
[00:46:17.840 --> 00:46:18.000]   paid
[00:46:18.000 --> 00:46:18.140]   like
[00:46:18.140 --> 00:46:18.170]   a
[00:46:18.170 --> 00:46:18.420]   million
[00:46:18.420 --> 00:46:18.670]   dollars
[00:46:18.670 --> 00:46:18.700]   a
[00:46:18.700 --> 00:46:18.840]   year
[00:46:18.840 --> 00:46:19.000]  .
[00:46:19.000 --> 00:46:19.210]   And
[00:46:19.210 --> 00:46:19.380]  ,
[00:46:19.380 --> 00:46:19.420]   I
[00:46:19.420 --> 00:46:19.560]  'm
[00:46:19.560 --> 00:46:19.840]   like
[00:46:19.840 --> 00:46:20.160]  ,
[00:46:20.160 --> 00:46:20.180]   "
[00:46:20.180 --> 00:46:20.320]  K
[00:46:20.320 --> 00:46:20.650]  az
[00:46:20.650 --> 00:46:21.000]  ,
[00:46:21.000 --> 00:46:21.360]   you
[00:46:21.360 --> 00:46:21.490]  're
[00:46:21.490 --> 00:46:22.000]   making
[00:46:22.000 --> 00:46:22.020]   $
[00:46:22.020 --> 00:46:22.200]  300
[00:46:22.200 --> 00:46:22.270]  ,
[00:46:22.270 --> 00:46:22.420]  000
[00:46:22.420 --> 00:46:22.440]   a
[00:46:22.440 --> 00:46:22.520]   year
[00:46:22.520 --> 00:46:22.580]   and
[00:46:22.580 --> 00:46:22.680]   not
[00:46:22.680 --> 00:46:22.740]   doing
[00:46:22.740 --> 00:46:22.900]   anything
[00:46:22.900 --> 00:46:23.000]  ."
[00:46:23.000 --> 00:46:23.070]   He
[00:46:23.070 --> 00:46:23.140]  's
[00:46:23.140 --> 00:46:23.290]   like
[00:46:23.290 --> 00:46:23.360]  ,
[00:46:23.360 --> 00:46:23.390]   "
[00:46:23.390 --> 00:46:23.540]  Yeah
[00:46:23.540 --> 00:46:23.630]  ,
[00:46:23.630 --> 00:46:23.640]   I
[00:46:23.640 --> 00:46:23.790]   know
[00:46:23.790 --> 00:46:24.000]  ."
[00:46:24.000 --> 00:46:24.130]   How
[00:46:24.130 --> 00:46:24.260]   did
[00:46:24.260 --> 00:46:24.390]   you
[00:46:24.390 --> 00:46:24.560]   feel
[00:46:24.560 --> 00:46:24.780]   about
[00:46:24.780 --> 00:46:24.820]   K
[00:46:24.820 --> 00:46:24.960]  oss
[00:46:24.960 --> 00:46:25.260]   earning
[00:46:25.260 --> 00:46:25.460]   that
[00:46:25.460 --> 00:46:25.600]   much
[00:46:25.600 --> 00:46:25.820]   money
[00:46:25.820 --> 00:46:26.000]  ?
[00:46:26.000 --> 00:46:26.200]   I
[00:46:26.200 --> 00:46:27.230]   was
[00:46:27.230 --> 00:46:27.580]   fine
[00:46:27.580 --> 00:46:28.470]   with
[00:46:28.470 --> 00:46:29.000]   him
[00:46:29.000 --> 00:46:29.000]  ,
[00:46:29.000 --> 00:46:29.370]   because
[00:46:29.370 --> 00:46:29.420]   I
[00:46:29.420 --> 00:46:29.580]   was
[00:46:29.580 --> 00:46:29.850]   doing
[00:46:29.850 --> 00:46:29.950]   my
[00:46:29.950 --> 00:46:30.110]   own
[00:46:30.110 --> 00:46:30.480]   trading
[00:46:30.480 --> 00:46:31.000]   operation
[00:46:31.000 --> 00:46:31.000]  .
[00:46:31.000 --> 00:46:31.060]   We
[00:46:31.060 --> 00:46:31.180]   were
[00:46:31.180 --> 00:46:31.370]   trying
[00:46:31.370 --> 00:46:31.430]   to
[00:46:31.430 --> 00:46:31.560]   get
[00:46:31.560 --> 00:46:31.580]   it
[00:46:31.580 --> 00:46:31.640]   up
[00:46:31.640 --> 00:46:31.750]   and
[00:46:31.750 --> 00:46:32.000]   running
[00:46:32.000 --> 00:46:32.290]  ,
[00:46:32.290 --> 00:46:32.660]   and
[00:46:32.660 --> 00:46:33.590]   working
[00:46:33.590 --> 00:46:34.000]  .
[00:46:34.000 --> 00:46:34.000]  
[00:46:34.000 --> 00:46:34.340]   But
[00:46:34.340 --> 00:46:34.570]  ,
[00:46:34.570 --> 00:46:34.680]   I
[00:46:34.680 --> 00:46:35.020]   was
[00:46:35.020 --> 00:46:35.820]   just
[00:46:35.820 --> 00:46:35.940]   glad
[00:46:35.940 --> 00:46:36.280]   for
[00:46:36.280 --> 00:46:36.620]   him
[00:46:36.620 --> 00:46:37.000]  .
[00:46:37.000 --> 00:46:37.060]   I
[00:46:37.060 --> 00:46:37.150]   wasn
[00:46:37.150 --> 00:46:37.210]  't
[00:46:37.210 --> 00:46:37.330]   like
[00:46:37.330 --> 00:46:37.540]   jealous
[00:46:37.540 --> 00:46:37.600]   or
[00:46:37.600 --> 00:46:37.880]   something
[00:46:37.880 --> 00:46:38.000]  .
[00:46:38.000 --> 00:46:38.060]   I
[00:46:38.060 --> 00:46:38.340]   just
[00:46:38.340 --> 00:46:38.780]   thought
[00:46:38.780 --> 00:46:38.920]   he
[00:46:38.920 --> 00:46:39.110]   was
[00:46:39.110 --> 00:46:39.800]   ridiculous
[00:46:39.800 --> 00:46:40.000]  .
[00:46:40.000 --> 00:46:40.100]   I
[00:46:40.100 --> 00:46:40.400]   was
[00:46:40.400 --> 00:46:40.790]   like
[00:46:40.790 --> 00:46:41.000]  ,
[00:46:41.000 --> 00:46:41.120]   "
[00:46:41.120 --> 00:46:41.280]  You
[00:46:41.280 --> 00:46:41.490]  're
[00:46:41.490 --> 00:46:41.780]   not
[00:46:41.780 --> 00:46:41.980]   even
[00:46:41.980 --> 00:46:42.470]   working
[00:46:42.470 --> 00:46:42.750]   hard
[00:46:42.750 --> 00:46:43.000]  .
[00:46:43.000 --> 00:46:43.090]   You
[00:46:43.090 --> 00:46:43.180]  're
[00:46:43.180 --> 00:46:43.380]   barely
[00:46:43.380 --> 00:46:43.480]   even
[00:46:43.480 --> 00:46:43.630]   doing
[00:46:43.630 --> 00:46:43.870]   anything
[00:46:43.870 --> 00:46:44.000]  .
[00:46:44.000 --> 00:46:44.130]   The
[00:46:44.130 --> 00:46:44.500]   computer
[00:46:44.500 --> 00:46:44.590]  's
[00:46:44.590 --> 00:46:44.820]   doing
[00:46:44.820 --> 00:46:45.000]   most
[00:46:45.000 --> 00:46:45.090]   of
[00:46:45.090 --> 00:46:45.220]   the
[00:46:45.220 --> 00:46:45.540]   trading
[00:46:45.540 --> 00:46:45.730]   for
[00:46:45.730 --> 00:46:45.800]   you
[00:46:45.800 --> 00:46:46.000]  .
[00:46:46.000 --> 00:46:46.140]   You
[00:46:46.140 --> 00:46:46.280]  're
[00:46:46.280 --> 00:46:46.580]   making
[00:46:46.580 --> 00:46:46.600]   $
[00:46:46.600 --> 00:46:47.020]  300
[00:46:47.020 --> 00:46:47.110]  ,
[00:46:47.110 --> 00:46:47.650]  000
[00:46:47.650 --> 00:46:47.720]   plus
[00:46:47.720 --> 00:46:47.760]   a
[00:46:47.760 --> 00:46:48.000]   year
[00:46:48.000 --> 00:46:48.000]  ,
[00:46:48.000 --> 00:46:48.220]   and
[00:46:48.220 --> 00:46:48.460]   you
[00:46:48.460 --> 00:46:48.690]  're
[00:46:48.690 --> 00:46:49.210]   unhappy
[00:46:49.210 --> 00:46:49.600]   about
[00:46:49.600 --> 00:46:49.750]   it
[00:46:49.750 --> 00:46:50.000]  ?
[00:46:50.000 --> 00:46:50.400]   Come
[00:46:50.400 --> 00:46:50.600]   on
[00:46:50.600 --> 00:46:51.000]  ."
[00:46:51.000 --> 00:46:51.150]   But
[00:46:51.150 --> 00:46:51.190]  ,
[00:46:51.190 --> 00:46:51.410]   that
[00:46:51.410 --> 00:46:51.420]  's
[00:46:51.420 --> 00:46:51.580]   just
[00:46:51.580 --> 00:46:51.700]   the
[00:46:51.700 --> 00:46:51.860]   case
[00:46:51.860 --> 00:46:52.000]  .
[00:46:52.000 --> 00:46:52.080]   It
[00:46:52.080 --> 00:46:52.160]   was
[00:46:52.160 --> 00:46:52.190]   a
[00:46:52.190 --> 00:46:52.430]   perfect
[00:46:52.430 --> 00:46:52.670]   example
[00:46:52.670 --> 00:46:52.740]   of
[00:46:52.740 --> 00:46:52.880]   that
[00:46:52.880 --> 00:46:53.000]  .
[00:46:53.000 --> 00:46:53.260]   Well
[00:46:53.260 --> 00:46:53.390]  ,
[00:46:53.390 --> 00:46:53.800]   anyway
[00:46:53.800 --> 00:46:54.000]  .
[00:46:54.000 --> 00:46:54.240]   So
[00:46:54.240 --> 00:46:54.460]  ,
[00:46:54.460 --> 00:46:55.010]   I
[00:46:55.010 --> 00:46:55.040]   went
[00:46:55.040 --> 00:46:55.610]   back
[00:46:55.610 --> 00:46:55.740]   to
[00:46:55.740 --> 00:46:56.310]   freel
[00:46:56.310 --> 00:46:57.280]  ancing
[00:46:57.280 --> 00:46:57.600]   rates
[00:46:57.600 --> 00:46:58.000]  .
[00:46:58.000 --> 00:46:58.690]   So
[00:46:58.690 --> 00:46:59.770]  ,
[00:46:59.770 --> 00:46:59.890]   Pat
[00:46:59.890 --> 00:47:00.500]   is
[00:47:00.500 --> 00:47:01.040]  ,
[00:47:01.040 --> 00:47:01.100]   and
[00:47:01.100 --> 00:47:01.130]   I
[00:47:01.130 --> 00:47:01.270]   just
[00:47:01.270 --> 00:47:01.390]   want
[00:47:01.390 --> 00:47:01.450]   to
[00:47:01.450 --> 00:47:01.650]   get
[00:47:01.650 --> 00:47:01.740]   out
[00:47:01.740 --> 00:47:01.750]   his
[00:47:01.750 --> 00:47:01.850]   URL
[00:47:01.850 --> 00:47:02.000]  .
[00:47:02.000 --> 00:47:02.000]  
[00:47:02.000 --> 00:47:02.310]   So
[00:47:02.310 --> 00:47:02.620]  ,
[00:47:02.620 --> 00:47:03.240]   it
[00:47:03.240 --> 00:47:03.250]  's
[00:47:03.250 --> 00:47:03.710]   pat
[00:47:03.710 --> 00:47:04.410]  mad
[00:47:04.410 --> 00:47:04.500]  do
[00:47:04.500 --> 00:47:04.640]  x
[00:47:04.640 --> 00:47:05.000]  ,
[00:47:05.000 --> 00:47:05.200]   pat
[00:47:05.200 --> 00:47:05.390]  mad
[00:47:05.390 --> 00:47:05.520]  do
[00:47:05.520 --> 00:47:05.570]  x
[00:47:05.570 --> 00:47:05.770]  .
[00:47:05.770 --> 00:47:06.000]  com
[00:47:06.000 --> 00:47:06.000]  .
[00:47:06.000 --> 00:47:06.210]   He
[00:47:06.210 --> 00:47:06.420]  's
[00:47:06.420 --> 00:47:06.560]   a
[00:47:06.560 --> 00:47:07.040]   Rails
[00:47:07.040 --> 00:47:07.670]   expert
[00:47:07.670 --> 00:47:08.000]  .
[00:47:08.000 --> 00:47:08.080]   I
[00:47:08.080 --> 00:47:08.560]   guess
[00:47:08.560 --> 00:47:08.690]   he
[00:47:08.690 --> 00:47:08.860]  's
[00:47:08.860 --> 00:47:09.120]   one
[00:47:09.120 --> 00:47:09.300]   of
[00:47:09.300 --> 00:47:09.550]   the
[00:47:09.550 --> 00:47:09.900]   core
[00:47:09.900 --> 00:47:11.000]   contributors
[00:47:11.000 --> 00:47:11.000]   to
[00:47:11.000 --> 00:47:11.000]   R
[00:47:11.000 --> 00:47:11.000]  Spe
[00:47:11.000 --> 00:47:11.000]  c
[00:47:11.000 --> 00:47:11.000]  ,
[00:47:11.000 --> 00:47:11.280]   which
[00:47:11.280 --> 00:47:11.390]   is
[00:47:11.390 --> 00:47:11.440]   a
[00:47:11.440 --> 00:47:11.610]   big
[00:47:11.610 --> 00:47:12.000]   testing
[00:47:12.000 --> 00:47:12.510]   framework
[00:47:12.510 --> 00:47:12.680]   for
[00:47:12.680 --> 00:47:13.000]   Rails
[00:47:13.000 --> 00:47:13.000]  ,
[00:47:13.000 --> 00:47:13.090]   and
[00:47:13.090 --> 00:47:13.150]   he
[00:47:13.150 --> 00:47:13.330]   speaks
[00:47:13.330 --> 00:47:13.390]   at
[00:47:13.390 --> 00:47:13.420]   a
[00:47:13.420 --> 00:47:13.510]   lot
[00:47:13.510 --> 00:47:13.570]   of
[00:47:13.570 --> 00:47:13.900]   conferences
[00:47:13.900 --> 00:47:14.000]  .
[00:47:14.000 --> 00:47:14.130]   So
[00:47:14.130 --> 00:47:14.260]  ,
[00:47:14.260 --> 00:47:14.320]   I
[00:47:14.320 --> 00:47:14.650]   asked
[00:47:14.650 --> 00:47:14.850]   him
[00:47:14.850 --> 00:47:15.040]  ,
[00:47:15.040 --> 00:47:15.200]   I
[00:47:15.200 --> 00:47:15.600]   go
[00:47:15.600 --> 00:47:16.000]  ,
[00:47:16.000 --> 00:47:16.000]   "
[00:47:16.000 --> 00:47:16.000]  When
[00:47:16.000 --> 00:47:16.000]   he
[00:47:16.000 --> 00:47:16.000]  ..."
[00:47:16.000 --> 00:47:16.580]   Because
[00:47:16.580 --> 00:47:16.740]   we
[00:47:16.740 --> 00:47:17.200]   were
[00:47:17.200 --> 00:47:17.560]   having
[00:47:17.560 --> 00:47:18.000]   lunch
[00:47:18.000 --> 00:47:18.000]  ,
[00:47:18.000 --> 00:47:18.000]   and
[00:47:18.000 --> 00:47:18.000]   we
[00:47:18.000 --> 00:47:18.000]   were
[00:47:18.000 --> 00:47:18.000]   talking
[00:47:18.000 --> 00:47:18.000]   about
[00:47:18.000 --> 00:47:18.000]   this
[00:47:18.000 --> 00:47:18.000]  ,
[00:47:18.000 --> 00:47:18.180]   and
[00:47:18.180 --> 00:47:18.210]   I
[00:47:18.210 --> 00:47:18.610]   basically
[00:47:18.610 --> 00:47:19.140]   practically
[00:47:19.140 --> 00:47:19.230]   ch
[00:47:19.230 --> 00:47:19.420]  oked
[00:47:19.420 --> 00:47:19.530]   on
[00:47:19.530 --> 00:47:19.600]   my
[00:47:19.600 --> 00:47:19.790]   taco
[00:47:19.790 --> 00:47:20.000]  .
[00:47:20.000 --> 00:47:20.220]   He
[00:47:20.220 --> 00:47:20.630]   said
[00:47:20.630 --> 00:47:20.730]   $
[00:47:20.730 --> 00:47:21.670]  160
[00:47:21.670 --> 00:47:22.000]  .
[00:47:22.000 --> 00:47:22.050]   I
[00:47:22.050 --> 00:47:22.160]  'm
[00:47:22.160 --> 00:47:22.460]   like
[00:47:22.460 --> 00:47:22.490]  ,
[00:47:22.490 --> 00:47:22.540]   "
[00:47:22.540 --> 00:47:22.760]  What
[00:47:22.760 --> 00:47:23.000]  ?"
[00:47:23.000 --> 00:47:23.030]   I
[00:47:23.030 --> 00:47:23.090]  'm
[00:47:23.090 --> 00:47:23.230]   like
[00:47:23.230 --> 00:47:23.280]  ,
[00:47:23.280 --> 00:47:23.310]   "
[00:47:23.310 --> 00:47:23.440]  Well
[00:47:23.440 --> 00:47:23.500]  ,
[00:47:23.500 --> 00:47:23.630]   what
[00:47:23.630 --> 00:47:23.690]   in
[00:47:23.690 --> 00:47:23.790]   the
[00:47:23.790 --> 00:47:24.000]   hell
[00:47:24.000 --> 00:47:24.550]   made
[00:47:24.550 --> 00:47:24.580]   you
[00:47:24.580 --> 00:47:25.000]   think
[00:47:25.000 --> 00:47:25.250]   that
[00:47:25.250 --> 00:47:25.490]   you
[00:47:25.490 --> 00:47:25.740]   could
[00:47:25.740 --> 00:47:26.110]   charge
[00:47:26.110 --> 00:47:26.210]   $
[00:47:26.210 --> 00:47:26.730]  160
[00:47:26.730 --> 00:47:27.000]  ?"
[00:47:27.000 --> 00:47:27.950]   Right
[00:47:27.950 --> 00:47:28.000]  ?
[00:47:28.000 --> 00:47:28.070]   I
[00:47:28.070 --> 00:47:28.350]   mean
[00:47:28.350 --> 00:47:29.000]  ...
[00:47:29.000 --> 00:47:29.370]  
[00:47:29.370 --> 00:47:29.490]   And
[00:47:29.490 --> 00:47:29.760]   he
[00:47:29.760 --> 00:47:30.060]  's
[00:47:30.060 --> 00:47:30.670]   like
[00:47:30.670 --> 00:47:31.000]  ,
[00:47:31.000 --> 00:47:31.140]   "
[00:47:31.140 --> 00:47:31.710]  Well
[00:47:31.710 --> 00:47:32.000]  ,
[00:47:32.000 --> 00:47:32.030]   I
[00:47:32.030 --> 00:47:32.360]   just
[00:47:32.360 --> 00:47:32.480]   worked
[00:47:32.480 --> 00:47:32.820]   backwards
[00:47:32.820 --> 00:47:33.000]  ."
[00:47:33.000 --> 00:47:33.160]   I
[00:47:33.160 --> 00:47:33.710]   said
[00:47:33.710 --> 00:47:34.000]  ,
[00:47:34.000 --> 00:47:34.040]   "
[00:47:34.040 --> 00:47:34.220]  Well
[00:47:34.220 --> 00:47:34.310]  ,
[00:47:34.310 --> 00:47:34.350]   I
[00:47:34.350 --> 00:47:34.530]   only
[00:47:34.530 --> 00:47:34.710]   want
[00:47:34.710 --> 00:47:34.800]   to
[00:47:34.800 --> 00:47:35.000]   work
[00:47:35.000 --> 00:47:35.490]   80
[00:47:35.490 --> 00:47:35.640]   hours
[00:47:35.640 --> 00:47:35.690]   a
[00:47:35.690 --> 00:47:36.000]   month
[00:47:36.000 --> 00:47:36.000]  ,
[00:47:36.000 --> 00:47:36.210]   and
[00:47:36.210 --> 00:47:36.420]   how
[00:47:36.420 --> 00:47:36.700]   much
[00:47:36.700 --> 00:47:37.050]   money
[00:47:37.050 --> 00:47:37.190]   do
[00:47:37.190 --> 00:47:37.260]   I
[00:47:37.260 --> 00:47:37.540]   need
[00:47:37.540 --> 00:47:37.670]   to
[00:47:37.670 --> 00:47:37.830]   make
[00:47:37.830 --> 00:47:38.000]  ,
[00:47:38.000 --> 00:47:38.110]   so
[00:47:38.110 --> 00:47:38.160]   I
[00:47:38.160 --> 00:47:38.620]   only
[00:47:38.620 --> 00:47:38.630]   have
[00:47:38.630 --> 00:47:38.730]   to
[00:47:38.730 --> 00:47:38.980]   work
[00:47:38.980 --> 00:47:39.310]   80
[00:47:39.310 --> 00:47:39.600]   hours
[00:47:39.600 --> 00:47:39.650]   a
[00:47:39.650 --> 00:47:40.000]   month
[00:47:40.000 --> 00:47:40.200]   and
[00:47:40.200 --> 00:47:40.400]   try
[00:47:40.400 --> 00:47:40.530]   to
[00:47:40.530 --> 00:47:40.650]   be
[00:47:40.650 --> 00:47:40.720]   $
[00:47:40.720 --> 00:47:41.300]  160
[00:47:41.300 --> 00:47:41.440]   an
[00:47:41.440 --> 00:47:41.490]   hour
[00:47:41.490 --> 00:47:42.000]  ?"
[00:47:42.000 --> 00:47:42.220]   And
[00:47:42.220 --> 00:47:42.320]   I
[00:47:42.320 --> 00:47:42.330]  'm
[00:47:42.330 --> 00:47:42.550]   like
[00:47:42.550 --> 00:47:42.660]  ,
[00:47:42.660 --> 00:47:42.710]   "
[00:47:42.710 --> 00:47:42.930]  That
[00:47:42.930 --> 00:47:43.040]  's
[00:47:43.040 --> 00:47:43.150]   no
[00:47:43.150 --> 00:47:43.410]   way
[00:47:43.410 --> 00:47:43.430]   to
[00:47:43.430 --> 00:47:43.710]   price
[00:47:43.710 --> 00:47:44.000]  ."
[00:47:44.000 --> 00:47:44.650]   Right
[00:47:44.650 --> 00:47:45.000]  ?
[00:47:45.000 --> 00:47:45.140]   Well
[00:47:45.140 --> 00:47:45.210]  ,
[00:47:45.210 --> 00:47:45.450]   clearly
[00:47:45.450 --> 00:47:45.520]   it
[00:47:45.520 --> 00:47:45.620]   is
[00:47:45.620 --> 00:47:45.630]   a
[00:47:45.630 --> 00:47:45.710]   way
[00:47:45.710 --> 00:47:45.790]   to
[00:47:45.790 --> 00:47:46.000]   price
[00:47:46.000 --> 00:47:46.000]  ,
[00:47:46.000 --> 00:47:46.330]   because
[00:47:46.330 --> 00:47:46.340]   it
[00:47:46.340 --> 00:47:46.400]  's
[00:47:46.400 --> 00:47:46.630]   worked
[00:47:46.630 --> 00:47:46.740]   for
[00:47:46.740 --> 00:47:46.850]   him
[00:47:46.850 --> 00:47:47.000]  .
[00:47:47.000 --> 00:47:47.290]   Well
[00:47:47.290 --> 00:47:47.650]  ,
[00:47:47.650 --> 00:47:47.750]   yeah
[00:47:47.750 --> 00:47:48.000]  .
[00:47:48.000 --> 00:47:48.210]   You
[00:47:48.210 --> 00:47:48.420]   can
[00:47:48.420 --> 00:47:48.560]   be
[00:47:48.560 --> 00:47:48.910]   like
[00:47:48.910 --> 00:47:49.000]  ,
[00:47:49.000 --> 00:47:49.030]   "
[00:47:49.030 --> 00:47:49.150]  Well
[00:47:49.150 --> 00:47:49.210]  ,
[00:47:49.210 --> 00:47:49.240]   I
[00:47:49.240 --> 00:47:49.390]   want
[00:47:49.390 --> 00:47:49.420]   to
[00:47:49.420 --> 00:47:49.540]   work
[00:47:49.540 --> 00:47:49.660]   five
[00:47:49.660 --> 00:47:49.830]   hours
[00:47:49.830 --> 00:47:49.840]   a
[00:47:49.840 --> 00:47:50.000]   month
[00:47:50.000 --> 00:47:50.000]  ,
[00:47:50.000 --> 00:47:50.110]   so
[00:47:50.110 --> 00:47:50.120]   I
[00:47:50.120 --> 00:47:50.250]  'm
[00:47:50.250 --> 00:47:50.410]   going
[00:47:50.410 --> 00:47:50.490]   to
[00:47:50.490 --> 00:47:50.660]   have
[00:47:50.660 --> 00:47:50.740]   to
[00:47:50.740 --> 00:47:50.990]   charge
[00:47:50.990 --> 00:47:51.030]   $
[00:47:51.030 --> 00:47:51.150]  1
[00:47:51.150 --> 00:47:51.230]  ,
[00:47:51.230 --> 00:47:51.610]  000
[00:47:51.610 --> 00:47:51.690]   an
[00:47:51.690 --> 00:47:51.860]   hour
[00:47:51.860 --> 00:47:52.000]  ,
[00:47:52.000 --> 00:47:52.120]   so
[00:47:52.120 --> 00:47:52.370]   that
[00:47:52.370 --> 00:47:52.510]  's
[00:47:52.510 --> 00:47:52.740]   what
[00:47:52.740 --> 00:47:52.800]   I
[00:47:52.800 --> 00:47:52.920]  'm
[00:47:52.920 --> 00:47:53.280]   going
[00:47:53.280 --> 00:47:53.350]   to
[00:47:53.350 --> 00:47:53.730]   charge
[00:47:53.730 --> 00:47:54.000]  ."
[00:47:54.000 --> 00:47:54.310]   But
[00:47:54.310 --> 00:47:54.330]  ,
[00:47:54.330 --> 00:47:54.530]   the
[00:47:54.530 --> 00:47:54.990]   reality
[00:47:54.990 --> 00:47:55.120]   is
[00:47:55.120 --> 00:47:55.250]  ,
[00:47:55.250 --> 00:47:55.450]   it
[00:47:55.450 --> 00:47:55.770]   worked
[00:47:55.770 --> 00:47:56.000]  .
[00:47:56.000 --> 00:47:56.000]  
[00:47:56.000 --> 00:47:56.400]   The
[00:47:56.400 --> 00:47:56.930]   real
[00:47:56.930 --> 00:47:57.720]   answer
[00:47:57.720 --> 00:47:58.040]   is
[00:47:58.040 --> 00:47:58.280]   that
[00:47:58.280 --> 00:47:58.420]   he
[00:47:58.420 --> 00:47:58.690]   had
[00:47:58.690 --> 00:47:59.000]   spent
[00:47:59.000 --> 00:47:59.000]   the
[00:47:59.000 --> 00:47:59.000]   time
[00:47:59.000 --> 00:48:00.070]   investing
[00:48:00.070 --> 00:48:00.310]   in
[00:48:00.310 --> 00:48:00.670]   his
[00:48:00.670 --> 00:48:02.000]   credibility
[00:48:02.000 --> 00:48:02.240]   and
[00:48:02.240 --> 00:48:02.360]   his
[00:48:02.360 --> 00:48:02.900]   authority
[00:48:02.900 --> 00:48:03.260]   within
[00:48:03.260 --> 00:48:03.440]   the
[00:48:03.440 --> 00:48:03.990]   community
[00:48:03.990 --> 00:48:04.000]  ,
[00:48:04.000 --> 00:48:04.330]   that
[00:48:04.330 --> 00:48:04.480]   he
[00:48:04.480 --> 00:48:04.740]   was
[00:48:04.740 --> 00:48:04.820]   a
[00:48:04.820 --> 00:48:05.210]   Rails
[00:48:05.210 --> 00:48:05.740]   expert
[00:48:05.740 --> 00:48:06.000]  .
[00:48:06.000 --> 00:48:06.230]   And
[00:48:06.230 --> 00:48:06.380]   if
[00:48:06.380 --> 00:48:06.610]   you
[00:48:06.610 --> 00:48:06.910]   want
[00:48:06.910 --> 00:48:06.980]   a
[00:48:06.980 --> 00:48:07.390]   Rails
[00:48:07.390 --> 00:48:07.860]   expert
[00:48:07.860 --> 00:48:08.000]  ,
[00:48:08.000 --> 00:48:08.230]   then
[00:48:08.230 --> 00:48:08.330]   you
[00:48:08.330 --> 00:48:08.470]  're
[00:48:08.470 --> 00:48:08.700]   going
[00:48:08.700 --> 00:48:08.790]   to
[00:48:08.790 --> 00:48:09.000]   hire
[00:48:09.000 --> 00:48:09.250]   a
[00:48:09.250 --> 00:48:10.010]   guy
[00:48:10.010 --> 00:48:10.130]   who
[00:48:10.130 --> 00:48:10.400]   speaks
[00:48:10.400 --> 00:48:10.510]   at
[00:48:10.510 --> 00:48:11.000]   conferences
[00:48:11.000 --> 00:48:11.140]   and
[00:48:11.140 --> 00:48:11.240]   is
[00:48:11.240 --> 00:48:11.270]   a
[00:48:11.270 --> 00:48:11.460]   core
[00:48:11.460 --> 00:48:12.040]   contributor
[00:48:12.040 --> 00:48:12.260]   to
[00:48:12.260 --> 00:48:12.650]   one
[00:48:12.650 --> 00:48:12.970]   of
[00:48:12.970 --> 00:48:13.300]   the
[00:48:13.300 --> 00:48:14.000]   major
[00:48:14.000 --> 00:48:15.560]   Rails
[00:48:15.560 --> 00:48:15.800]   software
[00:48:15.800 --> 00:48:16.000]  --
[00:48:16.000 --> 00:48:16.400]   There
[00:48:16.400 --> 00:48:16.560]  's
[00:48:16.560 --> 00:48:16.890]   also
[00:48:16.890 --> 00:48:17.600]   something
[00:48:17.600 --> 00:48:18.000]   about
[00:48:18.000 --> 00:48:18.640]   charging
[00:48:18.640 --> 00:48:19.000]   more
[00:48:19.000 --> 00:48:19.400]   that
[00:48:19.400 --> 00:48:20.450]   makes
[00:48:20.450 --> 00:48:20.680]   people
[00:48:20.680 --> 00:48:20.890]   feel
[00:48:20.890 --> 00:48:21.320]   more
[00:48:21.320 --> 00:48:22.180]   confident
[00:48:22.180 --> 00:48:22.380]   in
[00:48:22.380 --> 00:48:23.000]   you
[00:48:23.000 --> 00:48:23.000]  .
[00:48:23.000 --> 00:48:23.110]   It
[00:48:23.110 --> 00:48:23.390]   makes
[00:48:23.390 --> 00:48:23.610]   them
[00:48:23.610 --> 00:48:23.890]   think
[00:48:23.890 --> 00:48:24.110]   that
[00:48:24.110 --> 00:48:24.280]   you
[00:48:24.280 --> 00:48:24.450]  're
[00:48:24.450 --> 00:48:24.790]   better
[00:48:24.790 --> 00:48:25.000]  .
[00:48:25.000 --> 00:48:25.000]  
[00:48:25.000 --> 00:48:25.440]   It
[00:48:25.440 --> 00:48:25.490]  's
[00:48:25.490 --> 00:48:26.230]   almost
[00:48:26.230 --> 00:48:26.730]   like
[00:48:26.730 --> 00:48:27.070]  ,
[00:48:27.070 --> 00:48:27.140]   "
[00:48:27.140 --> 00:48:27.370]  Well
[00:48:27.370 --> 00:48:27.500]  ,
[00:48:27.500 --> 00:48:27.900]   look
[00:48:27.900 --> 00:48:28.000]  ,
[00:48:28.000 --> 00:48:28.160]   there
[00:48:28.160 --> 00:48:28.220]  's
[00:48:28.220 --> 00:48:28.280]   no
[00:48:28.280 --> 00:48:28.380]   way
[00:48:28.380 --> 00:48:28.510]   this
[00:48:28.510 --> 00:48:28.630]   guy
[00:48:28.630 --> 00:48:28.670]  's
[00:48:28.670 --> 00:48:28.830]   going
[00:48:28.830 --> 00:48:28.890]   to
[00:48:28.890 --> 00:48:29.090]   be
[00:48:29.090 --> 00:48:30.000]   charging
[00:48:30.000 --> 00:48:30.000]   that
[00:48:30.000 --> 00:48:30.000]   much
