
[00:00:00.660 --> 00:00:09.820]   Music
[00:40:52.230 --> 00:40:52.230]   a
[00:40:52.230 --> 00:40:52.300]   marketing
[00:40:52.300 --> 00:40:52.360]   company
[00:40:52.360 --> 00:40:52.370]   and
[00:40:52.370 --> 00:40:52.400]   what
[00:40:52.400 --> 00:40:52.410]  's
[00:40:52.410 --> 00:40:52.440]   most
[00:40:52.440 --> 00:40:52.450]   so
[00:40:52.450 --> 00:40:52.460]   we
[00:40:52.460 --> 00:40:52.520]   advocate
[00:40:52.520 --> 00:40:52.530]   in
[00:40:52.530 --> 00:40:52.550]   the
[00:40:52.550 --> 00:40:52.580]   book
[00:40:52.580 --> 00:40:52.600]   you
[00:40:52.600 --> 00:40:52.610]  ,
[00:40:52.610 --> 00:40:52.640]   know
[00:40:52.640 --> 00:40:52.650]   um
[00:40:52.650 --> 00:40:52.710]   spending
[00:40:52.710 --> 00:40:52.740]   half
[00:40:52.740 --> 00:40:52.770]   your
[00:40:52.770 --> 00:40:52.800]   time
[00:40:52.800 --> 00:40:52.810]   on
[00:40:52.810 --> 00:40:52.870]   traction
[00:40:52.870 --> 00:40:52.890]   and
[00:40:52.890 --> 00:40:52.920]   doing
[00:40:52.920 --> 00:40:52.940]   it
[00:40:52.940 --> 00:40:52.990]   right
[00:40:52.990 --> 00:40:53.420]   away
[00:40:53.420 --> 00:40:53.490]  
[00:40:53.490 --> 00:40:53.600]   Um
[00:40:53.600 --> 00:40:53.870]   and
[00:40:53.870 --> 00:40:53.960]   I
[00:40:53.960 --> 00:40:54.230]   can
[00:40:54.230 --> 00:40:54.680]   get
[00:40:54.680 --> 00:40:54.730]   in
[00:40:54.730 --> 00:40:54.950]   get
[00:40:54.950 --> 00:40:55.330]   into
[00:40:55.330 --> 00:40:55.670]   more
[00:40:55.670 --> 00:40:56.430]   detail
[00:40:56.430 --> 00:40:56.480]   why
[00:40:56.480 --> 00:40:56.660]  ,
[00:40:56.660 --> 00:40:56.910]   but
[00:40:56.910 --> 00:40:57.170]   he
[00:40:57.170 --> 00:40:57.380]   was
[00:40:57.380 --> 00:40:57.650]   the
[00:40:57.650 --> 00:40:58.280]   perfect
[00:40:58.280 --> 00:40:59.090]   example
[00:40:59.090 --> 00:40:59.090]   of
[00:40:59.090 --> 00:40:59.590]   that
[00:40:59.590 --> 00:40:59.740]   He
[00:40:59.740 --> 00:40:59.900]  .
[00:40:59.900 --> 00:41:00.620]   actually
[00:41:00.620 --> 00:41:01.520]   started
[00:41:01.520 --> 00:41:01.620]   his
[00:41:01.620 --> 00:41:01.880]   blog
[00:41:01.880 --> 00:41:02.530]   um
[00:41:02.530 --> 00:41:02.540]   right
[00:41:02.540 --> 00:41:02.890]  ,
[00:41:02.890 --> 00:41:03.180]   you
[00:41:03.180 --> 00:41:03.210]   know
[00:41:03.210 --> 00:41:03.320]  ,
[00:41:03.320 --> 00:41:03.890]   before
[00:41:03.890 --> 00:41:03.960]   you
[00:41:03.960 --> 00:41:04.330]   know
[00:41:04.330 --> 00:41:04.460]   any
[00:41:04.460 --> 00:41:04.600]  ,
[00:41:04.600 --> 00:41:05.200]   product
[00:41:05.200 --> 00:41:05.450]   work
[00:41:05.450 --> 00:41:05.890]   talking
[00:41:05.890 --> 00:41:06.250]   about
[00:41:06.250 --> 00:41:06.480]   the
[00:41:06.480 --> 00:41:06.530]   b
[00:41:06.530 --> 00:41:06.740]   and
[00:41:06.740 --> 00:41:06.910]   he
[00:41:06.910 --> 00:41:07.460]   actually
[00:41:07.460 --> 00:41:07.670]   had
[00:41:07.670 --> 00:41:07.740]   a
[00:41:07.740 --> 00:41:08.100]   first
[00:41:08.100 --> 00:41:08.390]   hire
[00:41:08.390 --> 00:41:08.800]  .
[00:41:08.800 --> 00:41:08.850]   He
[00:41:08.850 --> 00:41:09.190]   hired
[00:41:09.190 --> 00:41:09.250]   a
[00:41:09.250 --> 00:41:09.730]   blogger
[00:41:09.730 --> 00:41:09.860]   as
[00:41:09.860 --> 00:41:10.130]   the
[00:41:10.130 --> 00:41:10.400]   first
[00:41:10.400 --> 00:41:10.670]   full
[00:41:10.670 --> 00:41:10.940]   time
[00:41:10.940 --> 00:41:11.410]   hire
[00:41:11.410 --> 00:41:11.480]   not
[00:41:11.480 --> 00:41:11.540]  ,
[00:41:11.540 --> 00:41:11.870]   even
[00:41:11.870 --> 00:41:12.070]   a
[00:41:12.070 --> 00:41:12.350]   product
[00:41:12.350 --> 00:41:12.750]   person
[00:41:12.750 --> 00:41:13.230]  .
[00:41:13.230 --> 00:41:13.300]   Um
[00:41:13.300 --> 00:41:13.490]   and
[00:41:13.490 --> 00:41:13.810]   so
[00:41:13.810 --> 00:41:14.640]   essentially
[00:41:14.640 --> 00:41:15.260]   started
[00:41:15.260 --> 00:41:15.700]   doing
[00:41:15.700 --> 00:41:15.790]   a
[00:41:15.790 --> 00:41:16.230]   doing
[00:41:16.230 --> 00:41:17.120]   attraction
[00:41:17.120 --> 00:41:17.290]  ,
[00:41:17.290 --> 00:41:18.340]   exploration
[00:41:18.340 --> 00:41:18.360]   i
[00:41:18.360 --> 00:41:19.160]   instantly
[00:41:19.160 --> 00:41:19.590]   um
[00:41:19.590 --> 00:41:19.630]   and
[00:41:19.630 --> 00:41:19.760]   he
[00:41:19.760 --> 00:41:20.190]   tried
[00:41:20.190 --> 00:41:20.850]   various
[00:41:20.850 --> 00:41:21.350]   things
[00:41:21.350 --> 00:41:21.610]   but
[00:41:21.610 --> 00:41:21.870]   the
[00:41:21.870 --> 00:41:22.220]   blog
[00:41:22.220 --> 00:41:22.760]   really
[00:41:22.760 --> 00:41:23.010]   did
[00:41:23.010 --> 00:41:23.420]   end
[00:41:23.420 --> 00:41:23.420]  
[00:41:23.420 --> 00:41:23.750]   up
[00:41:23.750 --> 00:41:24.150]   being
[00:41:24.150 --> 00:41:24.550]   their
[00:41:24.550 --> 00:41:25.230]   first
[00:41:25.230 --> 00:41:25.490]   major
[00:41:25.490 --> 00:41:26.270]   growth
[00:41:26.270 --> 00:41:26.710]   channel
[00:41:26.710 --> 00:41:26.990]   and
[00:41:26.990 --> 00:41:27.700]   when
[00:41:27.700 --> 00:41:27.730]   they
[00:41:27.730 --> 00:41:28.600]   launched
[00:41:28.600 --> 00:41:28.850]   they
[00:41:28.850 --> 00:41:29.130]   had
[00:41:29.130 --> 00:41:29.600]   built
[00:41:29.600 --> 00:41:29.970]   this
[00:41:29.970 --> 00:41:30.530]   list
[00:41:30.530 --> 00:41:30.670]   of
[00:41:30.670 --> 00:41:31.280]   fourteen
[00:41:31.280 --> 00:41:31.780]   thousand
[00:41:31.780 --> 00:41:32.360]   um
[00:41:32.360 --> 00:41:32.500]   you
[00:41:32.500 --> 00:41:33.330]   know
[00:41:33.330 --> 00:41:33.430]   really
[00:41:33.430 --> 00:41:35.070]   interested
[00:41:35.070 --> 00:41:35.230]   marketers
[00:41:35.230 --> 00:41:35.410]   um
[00:41:35.410 --> 00:41:35.690]   for
[00:41:35.690 --> 00:41:36.160]   their
[00:41:36.160 --> 00:41:36.820]   product
[00:41:36.820 --> 00:41:37.100]   and
[00:41:37.100 --> 00:41:37.470]   they
[00:41:37.470 --> 00:41:37.840]   they
[00:41:37.840 --> 00:41:38.690]   instantly
[00:41:38.690 --> 00:41:39.340]   took
[00:41:39.340 --> 00:41:39.490]   off
[00:41:39.490 --> 00:41:39.530]   um
[00:41:39.530 --> 00:41:40.000]  .
[00:41:40.540 --> 00:41:40.630]  
[00:41:40.630 --> 00:41:40.810]   And
[00:41:40.810 --> 00:41:40.990]   it
[00:41:40.990 --> 00:41:41.340]  's
[00:41:41.340 --> 00:41:41.710]   really
[00:41:41.710 --> 00:41:42.070]   like
[00:41:42.070 --> 00:41:42.150]   a
[00:41:42.150 --> 00:41:43.030]   perfect
[00:41:43.030 --> 00:41:43.880]   illustration
[00:41:43.880 --> 00:41:44.060]   of
[00:41:44.060 --> 00:41:44.420]   kind
[00:41:44.420 --> 00:41:44.600]   of
[00:41:44.600 --> 00:41:45.090]   how
[00:41:45.090 --> 00:41:45.230]   this
[00:41:45.230 --> 00:41:45.860]   process
[00:41:45.860 --> 00:41:46.440]   worked
[00:41:46.440 --> 00:41:46.990]  .
[00:41:46.990 --> 00:41:47.310]   Another
[00:41:47.310 --> 00:41:47.880]   another
[00:41:47.880 --> 00:41:48.200]   good
[00:41:48.200 --> 00:41:48.450]   one
[00:41:48.450 --> 00:41:48.770]   was
[00:41:48.770 --> 00:41:49.000]   Noah
[00:41:49.000 --> 00:41:49.080]   K
[00:41:49.080 --> 00:41:49.560]  agan
[00:41:49.560 --> 00:41:49.670]   uh
[00:41:49.670 --> 00:41:49.720]  ,
[00:41:49.720 --> 00:41:49.960]   who
[00:41:49.960 --> 00:41:50.120]   we
[00:41:50.120 --> 00:41:50.530]   wrote
[00:41:50.530 --> 00:41:51.020]   within
[00:41:51.020 --> 00:41:51.550]   the
[00:41:51.550 --> 00:41:51.580]   book
[00:41:51.580 --> 00:41:51.660]   a
[00:41:51.660 --> 00:41:52.230]   bunch
[00:41:52.230 --> 00:41:52.290]  ,
[00:41:52.290 --> 00:41:52.470]   who
[00:41:52.470 --> 00:41:52.700]   has
[00:41:52.700 --> 00:41:52.790]   r
[00:41:52.790 --> 00:41:53.000]   r
[00:41:53.000 --> 00:41:53.110]   ran
[00:41:53.110 --> 00:41:53.600]   growth
[00:41:53.600 --> 00:41:53.760]   at
[00:41:53.760 --> 00:41:54.080]   Mint
[00:41:54.080 --> 00:41:54.320]   and
[00:41:54.320 --> 00:41:54.730]   now
[00:41:54.730 --> 00:41:54.800]   you
[00:41:54.800 --> 00:41:55.280]   know
[00:41:55.280 --> 00:41:55.440]   runs
[00:41:55.440 --> 00:41:55.600]   at
[00:41:55.600 --> 00:41:55.850]   Sum
[00:41:55.850 --> 00:41:55.920]  o
[00:41:55.920 --> 00:41:56.360]  .
[00:41:57.180 --> 00:41:57.180]  
[00:41:57.180 --> 00:41:57.370]   Um
[00:41:57.370 --> 00:41:57.670]   he
[00:41:57.670 --> 00:41:58.250]   applied
[00:41:58.250 --> 00:41:58.680]   this
[00:41:58.680 --> 00:41:59.330]   testing
[00:41:59.330 --> 00:42:00.120]   strategy
[00:42:00.120 --> 00:42:00.540]   that
[00:42:00.540 --> 00:42:00.700]   we
[00:42:00.700 --> 00:42:01.490]   advocate
[00:42:01.490 --> 00:42:01.830]   in
[00:42:01.830 --> 00:42:01.970]   the
[00:42:01.970 --> 00:42:02.360]   book
[00:42:02.360 --> 00:42:02.760]  .
[00:42:02.760 --> 00:42:02.970]  
[00:42:02.970 --> 00:42:03.020]   Um
[00:42:03.020 --> 00:42:03.580]   like
[00:42:03.580 --> 00:42:04.750]   perfectly
[00:42:04.750 --> 00:42:05.010]   at
[00:42:05.010 --> 00:42:05.300]   Ed
[00:42:05.300 --> 00:42:05.430]   Me
[00:42:05.430 --> 00:42:05.760]  ant
[00:42:05.760 --> 00:42:05.770]  ,
[00:42:05.770 --> 00:42:05.960]   you
[00:42:05.960 --> 00:42:06.230]   know
[00:42:06.230 --> 00:42:06.690]   they
[00:42:06.690 --> 00:42:06.700]   set
[00:42:06.700 --> 00:42:06.760]   a
[00:42:06.760 --> 00:42:06.820]   a
[00:42:06.820 --> 00:42:07.090]   goal
[00:42:07.090 --> 00:42:07.330]   for
[00:42:07.330 --> 00:42:07.720]   launch
[00:42:07.720 --> 00:42:07.820]   of
[00:42:07.820 --> 00:42:07.930]   a
[00:42:07.930 --> 00:42:08.350]   hundred
[00:42:08.350 --> 00:42:08.750]   throws
[00:42:08.750 --> 00:42:08.880]   on
[00:42:08.880 --> 00:42:09.490]   customers
[00:42:09.490 --> 00:42:09.620]   in
[00:42:09.620 --> 00:42:09.820]   the
[00:42:09.820 --> 00:42:10.150]   first
[00:42:10.150 --> 00:42:10.350]   six
[00:42:10.350 --> 00:42:10.750]   months
[00:42:10.750 --> 00:42:10.990]  .
[00:42:10.990 --> 00:42:11.080]   He
[00:42:11.080 --> 00:42:11.770]   brainstorm
[00:42:11.770 --> 00:42:11.950]  ed
[00:42:11.950 --> 00:42:12.080]   all
[00:42:12.080 --> 00:42:12.280]   the
[00:42:12.280 --> 00:42:12.820]   channels
[00:42:12.820 --> 00:42:12.950]  ,
[00:42:12.950 --> 00:42:13.080]   he
[00:42:13.080 --> 00:42:13.300]   you
[00:42:13.300 --> 00:42:13.550]   know
[00:42:13.550 --> 00:42:13.750]   put
[00:42:13.750 --> 00:42:14.240]   numbers
[00:42:14.240 --> 00:42:14.350]   to
[00:42:14.350 --> 00:42:14.750]   them
[00:42:14.750 --> 00:42:14.750]   in
[00:42:14.750 --> 00:42:15.070]   a
[00:42:15.070 --> 00:42:15.550]   spreadsheet
[00:42:15.550 --> 00:42:15.680]  ,
[00:42:15.680 --> 00:42:15.870]   he
[00:42:15.870 --> 00:42:16.080]   went
[00:42:16.080 --> 00:42:16.280]   out
[00:42:16.280 --> 00:42:16.480]   and
[00:42:16.480 --> 00:42:16.960]   tested
[00:42:16.960 --> 00:42:17.210]   which
[00:42:17.210 --> 00:42:17.480]   ones
[00:42:17.480 --> 00:42:17.750]   were
[00:42:17.750 --> 00:42:18.080]   gonna
[00:42:18.080 --> 00:42:18.210]   be
[00:42:18.210 --> 00:42:18.510]   most
[00:42:18.510 --> 00:42:19.090]   effective
[00:42:19.090 --> 00:42:19.290]   for
[00:42:19.290 --> 00:42:19.560]   that
[00:42:19.560 --> 00:42:19.850]   goal
[00:42:19.850 --> 00:42:19.960]  ,
[00:42:19.960 --> 00:42:20.190]   he
[00:42:20.190 --> 00:42:20.420]   ended
[00:42:20.420 --> 00:42:20.550]   up
[00:42:20.550 --> 00:42:21.020]   picking
[00:42:21.020 --> 00:42:21.150]   um
[00:42:21.150 --> 00:42:21.760]   targeting
[00:42:21.760 --> 00:42:22.220]   blogs
[00:42:22.220 --> 00:42:22.220]   as
[00:42:22.220 --> 00:42:22.410]   a
[00:42:22.410 --> 00:42:22.750]   channel
[00:42:22.750 --> 00:42:22.880]  ,
[00:42:22.880 --> 00:42:23.170]   then
[00:42:23.170 --> 00:42:23.350]   you
[00:42:23.350 --> 00:42:23.620]   know
[00:42:23.620 --> 00:42:24.090]   dropped
[00:42:24.090 --> 00:42:24.490]   all
[00:42:24.490 --> 00:42:24.540]   the
[00:42:24.540 --> 00:42:24.820]   other
[00:42:24.820 --> 00:42:25.380]   channels
[00:42:25.380 --> 00:42:25.490]  ,
[00:42:25.490 --> 00:42:25.960]   focused
[00:42:25.960 --> 00:42:26.330]   super
[00:42:26.330 --> 00:42:26.560]   hard
[00:42:26.560 --> 00:42:26.690]   on
[00:42:26.690 --> 00:42:26.790]   '
[00:42:26.790 --> 00:42:26.920]  em
[00:42:26.920 --> 00:42:27.210]   which
[00:42:27.210 --> 00:42:27.330]   is
[00:42:27.330 --> 00:42:27.610]   what
[00:42:27.610 --> 00:42:28.490]   we
[00:42:28.490 --> 00:42:28.690]   suggested
[00:42:28.690 --> 00:42:28.860]   the
[00:42:28.860 --> 00:42:29.080]   last
[00:42:29.080 --> 00:42:29.340]   step
[00:42:29.340 --> 00:42:29.410]  ,
[00:42:29.410 --> 00:42:29.580]   and
[00:42:29.580 --> 00:42:29.800]   then
[00:42:29.800 --> 00:42:30.310]   uncovered
[00:42:30.310 --> 00:42:30.620]   by
[00:42:30.620 --> 00:42:30.870]   focusing
[00:42:30.870 --> 00:42:30.980]   he
[00:42:30.980 --> 00:42:31.530]   uncovered
[00:42:31.530 --> 00:42:31.660]   all
[00:42:31.660 --> 00:42:32.020]   these
[00:42:32.020 --> 00:42:32.360]   special
[00:42:32.360 --> 00:42:32.360]  
[00:42:32.360 --> 00:42:33.060]   strategies
[00:42:33.060 --> 00:42:33.380]   that
[00:42:33.380 --> 00:42:33.490]   no
[00:42:33.490 --> 00:42:33.690]   one
[00:42:33.690 --> 00:42:33.980]   else
[00:42:33.980 --> 00:42:34.190]   had
[00:42:34.190 --> 00:42:34.620]   really
[00:42:34.620 --> 00:42:35.320]   done
[00:42:35.320 --> 00:42:35.330]   before
[00:42:35.330 --> 00:42:35.540]   and
[00:42:35.540 --> 00:42:35.680]   it
[00:42:35.680 --> 00:42:35.830]   it
[00:42:35.830 --> 00:42:36.320]   totally
[00:42:36.320 --> 00:42:36.750]   worked
[00:42:36.750 --> 00:42:36.820]   I
[00:42:36.820 --> 00:42:37.070]  .
[00:42:37.070 --> 00:42:37.450]   mean
[00:42:37.450 --> 00:42:37.560]   he
[00:42:37.560 --> 00:42:37.730]   took
[00:42:37.730 --> 00:42:37.940]   off
[00:42:37.940 --> 00:42:38.290]   again
[00:42:38.290 --> 00:42:38.710]   like
[00:42:38.710 --> 00:42:38.720]   um
[00:42:38.720 --> 00:42:39.140]   Market
[00:42:39.140 --> 00:42:39.210]  o
[00:42:39.210 --> 00:42:39.560]   right
[00:42:39.560 --> 00:42:39.700]   at
[00:42:39.700 --> 00:42:40.120]   launch
[00:42:40.120 --> 00:42:40.480]   and
[00:42:40.480 --> 00:42:40.720]   he
[00:42:40.720 --> 00:42:40.760]   made
[00:42:40.760 --> 00:42:40.970]   his
[00:42:40.970 --> 00:42:41.250]   goal
[00:42:41.250 --> 00:42:41.620]  . [SPEAKER_TURN]
[00:42:43.240 --> 00:42:43.320]  
[00:42:43.320 --> 00:42:43.370]   So
[00:42:43.370 --> 00:42:43.500]   so
[00:42:43.500 --> 00:42:43.650]   it
[00:42:43.650 --> 00:42:44.040]   sounds
[00:42:44.040 --> 00:42:44.510]   like
[00:42:44.510 --> 00:42:44.510]   you
[00:42:44.510 --> 00:42:44.740]   w
[00:42:44.740 --> 00:42:44.850]   when
[00:42:44.850 --> 00:42:44.980]   go
[00:42:44.980 --> 00:42:45.220]   when
[00:42:45.220 --> 00:42:45.860]   uh
[00:42:45.860 --> 00:42:45.930]   applying
[00:42:45.930 --> 00:42:46.130]   the
[00:42:46.130 --> 00:42:46.750]   framework
[00:42:46.750 --> 00:42:46.880]   it
[00:42:46.880 --> 00:42:47.080]   you
[00:42:47.080 --> 00:42:47.370]   you
[00:42:47.370 --> 00:42:47.550]   need
[00:42:47.550 --> 00:42:47.620]   a
[00:42:47.620 --> 00:42:47.820]   you
[00:42:47.820 --> 00:42:48.090]   need
[00:42:48.090 --> 00:42:48.220]   to
[00:42:48.220 --> 00:42:48.870]   approach
[00:42:48.870 --> 00:42:49.040]   with
[00:42:49.040 --> 00:42:49.110]   a
[00:42:49.110 --> 00:42:49.810]   scientific
[00:42:49.810 --> 00:42:50.280]   mindset
[00:42:50.280 --> 00:42:50.470]  .
[00:42:50.470 --> 00:42:50.670]   It
[00:42:50.670 --> 00:42:50.740]  's
[00:42:50.740 --> 00:42:50.940]   not
[00:42:50.940 --> 00:42:51.230]   just
[00:42:51.230 --> 00:42:51.550]   sort
[00:42:51.550 --> 00:42:51.610]   of
[00:42:51.610 --> 00:42:51.670]   this
[00:42:51.670 --> 00:42:52.140]   this
[00:42:52.140 --> 00:42:52.490]   maybe
[00:42:52.490 --> 00:42:52.760]   I
[00:42:52.760 --> 00:42:52.810]  'll
[00:42:52.810 --> 00:42:52.960]   try
[00:42:52.960 --> 00:42:53.250]   that
[00:42:53.250 --> 00:42:53.430]  .
[00:42:53.430 --> 00:42:53.560]   It
[00:42:53.560 --> 00:42:53.730]  's
[00:42:53.730 --> 00:42:53.970]   like
[00:42:53.970 --> 00:42:54.160]   you
[00:42:54.160 --> 00:42:54.430]   need
[00:42:54.430 --> 00:42:54.600]   to
[00:42:54.600 --> 00:42:54.940]   kind
[00:42:54.940 --> 00:42:54.960]   of
[00:42:54.960 --> 00:42:55.090]   be
[00:42:55.090 --> 00:42:55.220]   um
[00:42:55.220 --> 00:42:55.350]   uh
[00:42:55.350 --> 00:42:55.530]   you
[00:42:55.530 --> 00:42:55.890]   know
[00:42:55.890 --> 00:42:55.900]   uh
[00:42:55.900 --> 00:42:56.350]   what
[00:42:56.350 --> 00:42:56.450]  's
[00:42:56.450 --> 00:42:56.620]   more
[00:42:56.620 --> 00:42:56.890]   sort
[00:42:56.890 --> 00:42:57.020]   of
[00:42:57.020 --> 00:42:57.290]   more
[00:42:57.290 --> 00:42:57.700]   formal
[00:42:57.700 --> 00:42:58.000]   about
[00:42:58.000 --> 00:42:58.300]   it
[00:42:58.300 --> 00:42:58.310]  ,
[00:42:58.310 --> 00:42:58.540]   you
[00:42:58.540 --> 00:42:58.800]   know
[00:42:58.800 --> 00:42:59.040]   like
[00:42:59.040 --> 00:42:59.310]   this
[00:42:59.310 --> 00:42:59.430]   in
[00:42:59.430 --> 00:42:59.570]   on
[00:42:59.570 --> 00:43:00.190]   organised
[00:43:00.190 --> 00:43:00.390]   and
[00:43:00.390 --> 00:43:00.590]   and
[00:43:00.590 --> 00:43:00.720]   is
[00:43:00.720 --> 00:43:00.990]   that
[00:43:00.990 --> 00:43:01.120]   is
[00:43:01.120 --> 00:43:01.390]   that
[00:43:01.390 --> 00:43:02.010]   something
[00:43:02.010 --> 00:43:02.210]   you
[00:43:02.210 --> 00:43:02.410]   get
[00:43:02.410 --> 00:43:02.740]   into
[00:43:02.740 --> 00:43:02.810]   in
[00:43:02.810 --> 00:43:03.090]   the
[00:43:03.090 --> 00:43:03.280]   book
[00:43:03.280 --> 00:43:04.760]  ? [SPEAKER_TURN]
[00:43:05.480 --> 00:43:05.560]  
[00:43:05.560 --> 00:43:05.810]   Yeah
[00:43:05.810 --> 00:43:05.890]   I
[00:43:05.890 --> 00:43:06.140]  .
[00:43:06.140 --> 00:43:06.470]   mean
[00:43:06.470 --> 00:43:06.550]   I
[00:43:06.550 --> 00:43:06.780]   was
[00:43:06.780 --> 00:43:07.160]   so
[00:43:07.160 --> 00:43:07.210]   yes
[00:43:07.210 --> 00:43:07.370]  ,
[00:43:07.370 --> 00:43:07.620]   and
[00:43:07.620 --> 00:43:07.700]   I
[00:43:07.700 --> 00:43:07.900]  'm
[00:43:07.900 --> 00:43:07.940]   a
[00:43:07.940 --> 00:43:08.270]   very
[00:43:08.270 --> 00:43:09.250]   scientific
[00:43:09.250 --> 00:43:09.600]   person
[00:43:09.600 --> 00:43:09.850]   and
[00:43:09.850 --> 00:43:10.430]   numbers
[00:43:10.430 --> 00:43:10.930]   person
[00:43:10.930 --> 00:43:11.480]  .
[00:43:11.480 --> 00:43:11.610]   And
[00:43:11.610 --> 00:43:11.630]   so
[00:43:11.630 --> 00:43:11.740]   we
[00:43:11.740 --> 00:43:12.080]   wrote
[00:43:12.080 --> 00:43:12.520]   the
[00:43:12.520 --> 00:43:13.080]   whole
[00:43:13.080 --> 00:43:13.100]   chapter
[00:43:13.100 --> 00:43:13.250]   on
[00:43:13.250 --> 00:43:13.430]   the
[00:43:13.430 --> 00:43:14.040]   framework
[00:43:14.040 --> 00:43:14.520]   without
[00:43:14.520 --> 00:43:14.720]   any
[00:43:14.720 --> 00:43:15.200]   numbers
[00:43:15.200 --> 00:43:15.400]   and
[00:43:15.400 --> 00:43:15.680]   then
[00:43:15.680 --> 00:43:15.800]   we
[00:43:15.800 --> 00:43:15.860]   w
[00:43:15.860 --> 00:43:15.990]   we
[00:43:15.990 --> 00:43:16.670]   referenced
[00:43:16.670 --> 00:43:16.730]   a
[00:43:16.730 --> 00:43:17.480]   spreadsheet
[00:43:17.480 --> 00:43:17.630]   um
[00:43:17.630 --> 00:43:17.880]   that
[00:43:17.880 --> 00:43:18.080]   you
[00:43:18.080 --> 00:43:18.750]   could
[00:43:18.750 --> 00:43:18.970]   download
[00:43:18.970 --> 00:43:19.170]   and
[00:43:19.170 --> 00:43:19.300]   we
[00:43:19.300 --> 00:43:19.910]   suggested
[00:43:19.910 --> 00:43:20.310]   some
[00:43:20.310 --> 00:43:20.450]   of
[00:43:20.450 --> 00:43:20.510]   the
[00:43:20.510 --> 00:43:20.990]   columns
[00:43:20.990 --> 00:43:21.250]   like
[00:43:21.250 --> 00:43:21.460]   you
[00:43:21.460 --> 00:43:21.730]   know
[00:43:21.730 --> 00:43:21.930]   how
[00:43:21.930 --> 00:43:22.130]   how
[00:43:22.130 --> 00:43:22.190]   m
[00:43:22.190 --> 00:43:22.380]   how
[00:43:22.380 --> 00:43:22.520]   am
[00:43:22.520 --> 00:43:22.580]   I
[00:43:22.580 --> 00:43:22.710]   gu
[00:43:22.710 --> 00:43:22.970]  es
[00:43:22.970 --> 00:43:23.360]  st
[00:43:23.360 --> 00:43:23.450]  imating
[00:43:23.450 --> 00:43:23.930]   through
[00:43:23.930 --> 00:43:24.540]   your
[00:43:24.540 --> 00:43:24.610]   tests
[00:43:24.610 --> 00:43:24.740]   and
[00:43:24.740 --> 00:43:25.000]   then
[00:43:25.000 --> 00:43:25.690]   confirming
[00:43:25.690 --> 00:43:25.960]   them
[00:43:25.960 --> 00:43:26.300]   later
[00:43:26.300 --> 00:43:26.500]   how
[00:43:26.500 --> 00:43:26.630]  ,
[00:43:26.630 --> 00:43:26.900]   much
[00:43:26.900 --> 00:43:27.030]   it
[00:43:27.030 --> 00:43:27.370]   costs
[00:43:27.370 --> 00:43:27.500]   to
[00:43:27.500 --> 00:43:27.980]   require
[00:43:27.980 --> 00:43:28.040]   a
[00:43:28.040 --> 00:43:28.590]   customer
[00:43:28.590 --> 00:43:28.790]   how
[00:43:28.790 --> 00:43:28.920]  ,
[00:43:28.920 --> 00:43:29.190]   many
[00:43:29.190 --> 00:43:29.840]   customers
[00:43:29.840 --> 00:43:30.130]   maybe
[00:43:30.130 --> 00:43:30.340]   um
[00:43:30.340 --> 00:43:30.470]   you
[00:43:30.470 --> 00:43:31.150]   know
[00:43:31.150 --> 00:43:31.160]   coming
[00:43:31.160 --> 00:43:31.800]   through
[00:43:31.800 --> 00:43:31.900]   this
[00:43:31.900 --> 00:43:32.380]   channel
[00:43:32.380 --> 00:43:32.580]   Are
[00:43:32.580 --> 00:43:32.780]  .
[00:43:32.780 --> 00:43:33.110]   these
[00:43:33.110 --> 00:43:33.320]   the
[00:43:33.320 --> 00:43:33.730]   right
[00:43:33.730 --> 00:43:34.270]   customers
[00:43:34.270 --> 00:43:34.330]   a
[00:43:34.330 --> 00:43:34.800]   measure
[00:43:34.800 --> 00:43:35.480]   of
[00:43:35.480 --> 00:43:35.480]  
[00:43:35.480 --> 00:43:35.620]   Um
[00:43:35.620 --> 00:43:35.690]   I
[00:43:35.690 --> 00:43:36.700]   personally
[00:43:36.700 --> 00:43:36.930]   advocate
[00:43:36.930 --> 00:43:37.410]   getting
[00:43:37.410 --> 00:43:37.550]   as
[00:43:37.550 --> 00:43:38.380]   quantitative
[00:43:38.380 --> 00:43:38.520]   as
[00:43:38.520 --> 00:43:39.070]   possible
[00:43:39.070 --> 00:43:39.320]  .
[00:43:39.320 --> 00:43:39.390]   I
[00:43:39.390 --> 00:43:40.080]   hesitated
[00:43:40.080 --> 00:43:40.670]   doing
[00:43:40.670 --> 00:43:40.700]   too
[00:43:40.700 --> 00:43:41.010]   many
[00:43:41.010 --> 00:43:41.550]   numbers
[00:43:41.550 --> 00:43:41.700]   in
[00:43:41.700 --> 00:43:41.930]   the
[00:43:41.930 --> 00:43:42.700]   book
[00:43:42.700 --> 00:43:42.750]   because
[00:43:42.750 --> 00:43:42.760]   I
[00:43:42.760 --> 00:43:43.000]   didn
[00:43:43.000 --> 00:43:43.120]  't
[00:43:43.120 --> 00:43:43.420]   wanna
[00:43:43.420 --> 00:43:43.720]   scare
[00:43:43.720 --> 00:43:44.080]   people
[00:43:44.080 --> 00:43:44.260]   off
[00:43:44.260 --> 00:43:44.440]   and
[00:43:44.440 --> 00:43:44.500]   I
[00:43:44.500 --> 00:43:44.790]   think
[00:43:44.790 --> 00:43:45.300]   applying
