
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.310]   Just
[00:54:33.550 --> 00:54:33.570]   totally
[00:54:33.570 --> 00:54:33.570]  ,
[00:54:33.570 --> 00:54:33.580]   that
[00:54:33.580 --> 00:54:33.580]  's
[00:54:33.580 --> 00:54:33.590]   the
[00:54:33.590 --> 00:54:33.600]   stuff
[00:54:33.600 --> 00:54:33.600]  .
[00:54:33.600 --> 00:54:33.610]   And
[00:54:33.610 --> 00:54:33.620]   you
[00:54:33.620 --> 00:54:33.620]  're
[00:54:33.620 --> 00:54:33.630]   like
[00:54:33.630 --> 00:54:33.640]   okay
[00:54:33.640 --> 00:54:33.640]  ,
[00:54:33.640 --> 00:54:33.640]   so
[00:54:33.640 --> 00:54:33.660]   everybody
[00:54:33.660 --> 00:54:33.670]   gets
[00:54:33.670 --> 00:54:33.680]   real
[00:54:33.680 --> 00:54:33.700]   excited
[00:54:33.700 --> 00:54:33.710]   about
[00:54:33.710 --> 00:54:33.710]   it
[00:54:33.710 --> 00:54:33.710]  ,
[00:54:33.710 --> 00:54:33.720]   but
[00:54:33.720 --> 00:54:33.720]   I
[00:54:33.720 --> 00:54:33.720]  'm
[00:54:33.720 --> 00:54:33.730]   like
[00:54:33.730 --> 00:54:33.740]   you
[00:54:33.740 --> 00:54:33.750]   know
[00:54:33.750 --> 00:54:33.750]  ,
[00:54:33.750 --> 00:54:33.760]   the
[00:54:33.760 --> 00:54:33.760]   p
[00:54:33.760 --> 00:54:33.770]   the
[00:54:33.770 --> 00:54:34.030]   problem
[00:54:34.030 --> 00:54:34.360]   is
[00:54:34.360 --> 00:54:35.020]   I
[00:54:35.020 --> 00:54:37.010]   say
[00:54:37.010 --> 00:54:39.650]   you
[00:54:39.650 --> 00:54:41.660]   need
[00:54:41.660 --> 00:54:42.990]   to
[00:54:42.990 --> 00:54:44.980]   win
[00:54:44.980 --> 00:54:45.640]   U
[00:54:45.640 --> 00:54:47.630]  gly
[00:54:47.630 --> 00:54:49.620]  .
[00:54:49.620 --> 00:54:50.950]   if
[00:54:50.950 --> 00:54:52.940]   you
[00:54:52.940 --> 00:54:55.600]   have
[00:54:55.600 --> 00:54:56.930]   to
[00:54:56.930 --> 00:54:58.950]   win
[00:54:58.950 --> 00:55:06.280]  . [SPEAKER_TURN]
[00:55:11.180 --> 00:55:11.180]  
[00:55:11.180 --> 00:55:11.500]   rather
[00:55:11.500 --> 00:55:11.660]   win
[00:55:11.660 --> 00:55:11.940]   ugly
[00:55:11.940 --> 00:55:12.080]   than
[00:55:12.080 --> 00:55:12.290]   lose
[00:55:12.290 --> 00:55:12.610]   pretty
[00:55:12.610 --> 00:55:12.770]  .
[00:55:12.770 --> 00:55:13.040]   Right
[00:55:13.040 --> 00:55:13.200]  ?
[00:55:13.200 --> 00:55:13.440]   Like
[00:55:13.440 --> 00:55:13.510]   oh
[00:55:13.510 --> 00:55:13.610]  ,
[00:55:13.610 --> 00:55:13.660]   I
[00:55:13.660 --> 00:55:13.820]   was
[00:55:13.820 --> 00:55:14.030]   all
[00:55:14.030 --> 00:55:14.300]   pretty
[00:55:14.300 --> 00:55:14.540]   look
[00:55:14.540 --> 00:55:14.640]   at
[00:55:14.640 --> 00:55:14.710]   us
[00:55:14.710 --> 00:55:14.870]   and
[00:55:14.870 --> 00:55:14.970]  ,
[00:55:14.970 --> 00:55:15.180]   like
[00:55:15.180 --> 00:55:15.280]  ,
[00:55:15.280 --> 00:55:15.440]   but
[00:55:15.440 --> 00:55:15.600]   you
[00:55:15.600 --> 00:55:15.810]   lost
[00:55:15.810 --> 00:55:16.080]   three
[00:55:16.080 --> 00:55:16.560]   nothing
[00:55:16.560 --> 00:55:16.570]  ,
[00:55:16.570 --> 00:55:16.720]   you
[00:55:16.720 --> 00:55:16.820]  'd
[00:55:16.820 --> 00:55:17.090]   trade
[00:55:17.090 --> 00:55:17.300]   this
[00:55:17.300 --> 00:55:17.620]   really
[00:55:17.620 --> 00:55:17.940]   pretty
[00:55:17.940 --> 00:55:18.210]   style
[00:55:18.210 --> 00:55:18.530]   soccer
[00:55:18.530 --> 00:55:18.690]   but
[00:55:18.690 --> 00:55:18.790]  ,
[00:55:18.790 --> 00:55:18.950]   you
[00:55:18.950 --> 00:55:19.270]   sucked
[00:55:19.270 --> 00:55:19.650]  .
[00:55:19.650 --> 00:55:19.890]   And
[00:55:19.890 --> 00:55:19.920]   they
[00:55:19.920 --> 00:55:20.070]   were
[00:55:20.070 --> 00:55:20.220]   just
[00:55:20.220 --> 00:55:20.480]   playing
[00:55:20.480 --> 00:55:20.630]   long
[00:55:20.630 --> 00:55:20.780]   ball
[00:55:20.780 --> 00:55:20.900]   but
[00:55:20.900 --> 00:55:20.970]  ,
[00:55:20.970 --> 00:55:21.110]   they
[00:55:21.110 --> 00:55:21.260]   kept
[00:55:21.260 --> 00:55:21.560]   knocking
[00:55:21.560 --> 00:55:21.670]   the
[00:55:21.670 --> 00:55:21.860]   balls
[00:55:21.860 --> 00:55:21.980]   and
[00:55:21.980 --> 00:55:22.040]  ,
[00:55:22.040 --> 00:55:22.190]   they
[00:55:22.190 --> 00:55:22.300]   say
[00:55:22.300 --> 00:55:22.460]   win
[00:55:22.460 --> 00:55:22.480]   So
[00:55:22.480 --> 00:55:22.590]  .
[00:55:22.590 --> 00:55:22.700]   you
[00:55:22.700 --> 00:55:22.810]  're
[00:55:22.810 --> 00:55:22.920]   out
[00:55:22.920 --> 00:55:22.990]   of
[00:55:22.990 --> 00:55:23.100]   the
[00:55:23.100 --> 00:55:23.480]   tournament
[00:55:23.480 --> 00:55:23.590]   and
[00:55:23.590 --> 00:55:23.730]   they
[00:55:23.730 --> 00:55:23.990]  're
[00:55:23.990 --> 00:55:24.040]   going
[00:55:24.040 --> 00:55:24.110]   on
[00:55:24.110 --> 00:55:24.750]   congratulations
[00:55:24.750 --> 00:55:24.780]  ,
[00:55:24.780 --> 00:55:24.860]   you
[00:55:24.860 --> 00:55:25.010]   know
[00:55:25.010 --> 00:55:25.210]  .
[00:55:25.210 --> 00:55:25.510]   So
[00:55:25.510 --> 00:55:25.990]   sometimes
[00:55:25.990 --> 00:55:26.220]   you
[00:55:26.220 --> 00:55:26.470]   have
[00:55:26.470 --> 00:55:26.630]   to
[00:55:26.630 --> 00:55:26.950]   adapt
[00:55:26.950 --> 00:55:27.110]   and
[00:55:27.110 --> 00:55:27.390]   play
[00:55:27.390 --> 00:55:27.630]   ugly
[00:55:27.630 --> 00:55:27.760]  ,
[00:55:27.760 --> 00:55:28.020]   and
[00:55:28.020 --> 00:55:28.020]   I
[00:55:28.020 --> 00:55:28.370]   was
[00:55:28.370 --> 00:55:28.480]   like
[00:55:28.480 --> 00:55:28.610]  ,
[00:55:28.610 --> 00:55:28.810]   you
[00:55:28.810 --> 00:55:29.070]   know
[00:55:29.070 --> 00:55:29.130]   I
[00:55:29.130 --> 00:55:29.260]  ,
[00:55:29.260 --> 00:55:29.520]   said
[00:55:29.520 --> 00:55:29.650]   no
[00:55:29.650 --> 00:55:29.900]   this
[00:55:29.900 --> 00:55:30.370]   is
[00:55:30.370 --> 00:55:30.480]   gonna
[00:55:30.480 --> 00:55:30.700]   sound
[00:55:30.700 --> 00:55:30.960]   like
[00:55:30.960 --> 00:55:31.090]   an
[00:55:31.090 --> 00:55:31.420]   apost
[00:55:31.420 --> 00:55:31.620]  asy
[00:55:31.620 --> 00:55:31.830]   And
[00:55:31.830 --> 00:55:32.080]  .
[00:55:32.080 --> 00:55:32.160]   I
[00:55:32.160 --> 00:55:32.340]   said
[00:55:32.340 --> 00:55:32.600]   that
[00:55:32.600 --> 00:55:32.800]   but
[00:55:32.800 --> 00:55:32.860]   I
[00:55:32.860 --> 00:55:33.190]   think
[00:55:33.190 --> 00:55:33.390]   you
[00:55:33.390 --> 00:55:33.650]   need
[00:55:33.650 --> 00:55:33.780]   to
[00:55:33.780 --> 00:55:33.990]   go
[00:55:33.990 --> 00:55:34.310]   ghetto
[00:55:34.310 --> 00:55:34.840]   fabulous
[00:55:34.840 --> 00:55:35.040]  .
[00:55:35.040 --> 00:55:35.100]   I
[00:55:35.100 --> 00:55:35.430]   think
[00:55:35.430 --> 00:55:35.630]   you
[00:55:35.630 --> 00:55:35.920]   just
[00:55:35.920 --> 00:55:36.020]   go
[00:55:36.020 --> 00:55:36.220]   and
[00:55:36.220 --> 00:55:36.540]   build
[00:55:36.540 --> 00:55:36.680]   it
[00:55:36.680 --> 00:55:36.930]   in
[00:55:36.930 --> 00:55:37.280]   vanilla
[00:55:37.280 --> 00:55:37.410]  ,
[00:55:37.410 --> 00:55:37.870]   you
[00:55:37.870 --> 00:55:38.000]   know
[00:55:38.000 --> 00:55:38.040]  ,
[00:55:38.040 --> 00:55:38.100]   P
[00:55:38.100 --> 00:55:38.120]  _
[00:55:38.120 --> 00:55:38.180]  H
[00:55:38.180 --> 00:55:38.240]  _
[00:55:38.240 --> 00:55:38.300]  P
[00:55:38.300 --> 00:55:38.450]  _
[00:55:38.450 --> 00:55:38.490]  ,
[00:55:38.490 --> 00:55:38.620]   my
[00:55:38.620 --> 00:55:39.190]   sequel
[00:55:39.190 --> 00:55:39.220]  .
[00:55:39.220 --> 00:55:39.280]   I
[00:55:39.280 --> 00:55:39.540]   mean
[00:55:39.540 --> 00:55:39.670]   it
[00:55:39.670 --> 00:55:39.800]  's
[00:55:39.800 --> 00:55:40.050]   like
[00:55:40.050 --> 00:55:40.120]   I
[00:55:40.120 --> 00:55:40.380]   use
[00:55:40.380 --> 00:55:40.450]   it
[00:55:40.450 --> 00:55:40.510]   I
[00:55:40.510 --> 00:55:41.180]  .
[00:55:41.180 --> 00:55:41.180]  
[00:55:41.180 --> 00:55:41.390]   start
[00:55:41.390 --> 00:55:41.550]   from
[00:55:41.550 --> 00:55:41.920]   scratch
[00:55:41.920 --> 00:55:41.940]  ,
[00:55:41.940 --> 00:55:42.070]   yes
[00:55:42.070 --> 00:55:42.580]  . [SPEAKER_TURN]
[00:55:42.580 --> 00:55:42.840]   Yeah
[00:55:42.840 --> 00:55:42.950]  ,
[00:55:42.950 --> 00:55:43.320]   start
[00:55:43.320 --> 00:55:43.550]   from
[00:55:43.550 --> 00:55:43.950]   scratch
[00:55:43.950 --> 00:55:44.320]  ,
[00:55:44.320 --> 00:55:44.760]   hire
[00:55:44.760 --> 00:55:44.790]   someone
[00:55:44.790 --> 00:55:44.880]   um
[00:55:44.880 --> 00:55:45.070]   you
[00:55:45.070 --> 00:55:45.260]   can
[00:55:45.260 --> 00:55:45.450]   fin
[00:55:45.450 --> 00:55:45.640]   you
[00:55:45.640 --> 00:55:46.200]   can
[00:55:46.200 --> 00:55:46.220]   easily
[00:55:46.220 --> 00:55:46.450]   find
[00:55:46.450 --> 00:55:46.890]   someone
[00:55:46.890 --> 00:55:47.080]   who
[00:55:47.080 --> 00:55:47.200]  's
[00:55:47.200 --> 00:55:47.260]   a
[00:55:47.260 --> 00:55:47.820]   competent
[00:55:47.820 --> 00:55:47.880]   P
[00:55:47.880 --> 00:55:47.940]  _
[00:55:47.940 --> 00:55:48.040]  H
[00:55:48.040 --> 00:55:48.060]  _
[00:55:48.060 --> 00:55:48.120]  P
[00:55:48.120 --> 00:55:48.180]  _
[00:55:48.180 --> 00:55:48.330]  ,
[00:55:48.330 --> 00:55:48.610]   MySQL
[00:55:48.610 --> 00:55:49.170]   developer
[00:55:49.170 --> 00:55:49.470]   off
[00:55:49.470 --> 00:55:49.920]   something
[00:55:49.920 --> 00:55:50.250]   like
[00:55:50.250 --> 00:55:50.360]   you
[00:55:50.360 --> 00:55:50.610]   know
[00:55:50.610 --> 00:55:50.690]   I
[00:55:50.690 --> 00:55:50.790]   th
[00:55:50.790 --> 00:55:50.860]   I
[00:55:50.860 --> 00:55:51.100]   said
[00:55:51.100 --> 00:55:51.210]   I
[00:55:51.210 --> 00:55:51.470]   think
[00:55:51.470 --> 00:55:51.660]   you
[00:55:51.660 --> 00:55:51.920]   can
[00:55:51.920 --> 00:55:52.040]   off
[00:55:52.040 --> 00:55:52.100]   f
[00:55:52.100 --> 00:55:52.690]   something
[00:55:52.690 --> 00:55:52.910]   like
[00:55:52.910 --> 00:55:53.360]   freel
[00:55:53.360 --> 00:55:53.530]  ancer
[00:55:53.530 --> 00:55:53.820]   dot
[00:55:53.820 --> 00:55:53.910]   com
[00:55:53.910 --> 00:55:54.080]  .
[00:55:54.080 --> 00:55:54.210]   Uh
[00:55:54.210 --> 00:55:54.310]   l
[00:55:54.310 --> 00:55:54.320]   I
[00:55:54.320 --> 00:55:54.770]   mean
[00:55:54.770 --> 00:55:54.770]   you
[00:55:54.770 --> 00:55:55.090]   know
[00:55:55.090 --> 00:55:55.210]   ju
[00:55:55.210 --> 00:55:55.510]   Justin
[00:55:55.510 --> 00:55:55.670]  's
[00:55:55.670 --> 00:55:56.190]   Justin
[00:55:56.190 --> 00:55:56.280]   may
[00:55:56.280 --> 00:55:56.310]   be
[00:55:56.310 --> 00:55:56.870]   skeptical
[00:55:56.870 --> 00:55:57.120]   that
[00:55:57.120 --> 00:55:57.180]   I
[00:55:57.180 --> 00:55:57.370]   can
[00:55:57.370 --> 00:55:57.620]   find
[00:55:57.620 --> 00:55:57.810]   one
[00:55:57.810 --> 00:55:58.120]   that
[00:55:58.120 --> 00:55:58.430]   easily
[00:55:58.430 --> 00:55:58.550]  ,
[00:55:58.550 --> 00:55:58.740]   but
[00:55:58.740 --> 00:55:58.800]   I
[00:55:58.800 --> 00:55:59.110]   think
[00:55:59.110 --> 00:55:59.300]   you
[00:55:59.300 --> 00:55:59.490]   can
[00:55:59.490 --> 00:55:59.740]   find
[00:55:59.740 --> 00:55:59.930]   him
[00:55:59.930 --> 00:56:00.120]   one
[00:56:00.120 --> 00:56:00.490]   who
[00:56:00.490 --> 00:56:00.500]   you
[00:56:00.500 --> 00:56:00.690]   can
[00:56:00.690 --> 00:56:01.060]   afford
[00:56:01.060 --> 00:56:01.250]   and
[00:56:01.250 --> 00:56:01.420]   get
[00:56:01.420 --> 00:56:02.000]   something
[00:56:02.000 --> 00:56:02.330]   basic
[00:56:02.330 --> 00:56:02.430]   up
[00:56:02.430 --> 00:56:02.620]   way
[00:56:02.620 --> 00:56:02.990]   easier
[00:56:02.990 --> 00:56:03.180]   way
[00:56:03.180 --> 00:56:03.430]   more
[00:56:03.430 --> 00:56:03.800]   easily
[00:56:03.800 --> 00:56:04.140]   than
[00:56:04.140 --> 00:56:04.170]   if
[00:56:04.170 --> 00:56:04.360]   you
[00:56:04.360 --> 00:56:04.550]   had
[00:56:04.550 --> 00:56:04.670]   to
[00:56:04.670 --> 00:56:04.920]   find
[00:56:04.920 --> 00:56:05.360]   someone
[00:56:05.360 --> 00:56:05.550]   who
[00:56:05.550 --> 00:56:05.670]  's
[00:56:05.670 --> 00:56:06.420]   available
[00:56:06.420 --> 00:56:06.470]   and
[00:56:06.470 --> 00:56:06.980]   competent
[00:56:06.980 --> 00:56:07.100]   in
[00:56:07.100 --> 00:56:07.350]   Node
[00:56:07.350 --> 00:56:07.550]   and
[00:56:07.550 --> 00:56:07.850]   Mongo
[00:56:07.850 --> 00:56:08.980]  . [SPEAKER_TURN]
[00:56:08.980 --> 00:56:09.020]   M
[00:56:09.020 --> 00:56:09.060]  m
[00:56:09.060 --> 00:56:09.520]  . [SPEAKER_TURN]
[00:56:09.780 --> 00:56:09.870]  
[00:56:09.870 --> 00:56:10.120]   Because
[00:56:10.120 --> 00:56:10.130]   I
[00:56:10.130 --> 00:56:10.320]   think
[00:56:10.320 --> 00:56:10.430]   as
[00:56:10.430 --> 00:56:10.600]   like
[00:56:10.600 --> 00:56:10.810]   you
[00:56:10.810 --> 00:56:10.900]   know
[00:56:10.900 --> 00:56:11.050]   let
[00:56:11.050 --> 00:56:11.110]  's
[00:56:11.110 --> 00:56:11.280]   just
[00:56:11.280 --> 00:56:11.410]   say
[00:56:11.410 --> 00:56:11.550]   let
[00:56:11.550 --> 00:56:11.620]  's
[00:56:11.620 --> 00:56:11.790]   just
[00:56:11.790 --> 00:56:11.830]   I
[00:56:11.830 --> 00:56:12.130]   mean
[00:56:12.130 --> 00:56:12.250]   who
[00:56:12.250 --> 00:56:12.350]   knows
[00:56:12.350 --> 00:56:12.520]   what
[00:56:12.520 --> 00:56:12.690]   this
[00:56:12.690 --> 00:56:12.860]   site
[00:56:12.860 --> 00:56:13.050]   does
[00:56:13.050 --> 00:56:13.340]   exactly
[00:56:13.340 --> 00:56:13.410]   I
[00:56:13.410 --> 00:56:13.510]   don
[00:56:13.510 --> 00:56:13.590]  't
[00:56:13.590 --> 00:56:13.760]   even
[00:56:13.760 --> 00:56:14.250]   necessarily
[00:56:14.250 --> 00:56:14.420]   know
[00:56:14.420 --> 00:56:14.730]   exactly
[00:56:14.730 --> 00:56:14.900]   what
[00:56:14.900 --> 00:56:14.990]   it
[00:56:14.990 --> 00:56:15.150]   does
[00:56:15.150 --> 00:56:15.280]  .
[00:56:15.280 --> 00:56:15.410]   Let
[00:56:15.410 --> 00:56:15.490]  's
[00:56:15.490 --> 00:56:15.660]   just
[00:56:15.660 --> 00:56:15.790]   say
[00:56:15.790 --> 00:56:15.870]   it
[00:56:15.870 --> 00:56:15.950]  's
[00:56:15.950 --> 00:56:15.990]   a
[00:56:15.990 --> 00:56:16.030]   v
[00:56:16.030 --> 00:56:16.110]   it
[00:56:16.110 --> 00:56:16.190]  's
[00:56:16.190 --> 00:56:16.230]   a
[00:56:16.230 --> 00:56:16.310]   it
[00:56:16.310 --> 00:56:16.390]  's
[00:56:16.390 --> 00:56:16.430]   a
[00:56:16.430 --> 00:56:16.870]   vanilla
[00:56:16.870 --> 00:56:16.950]   web
[00:56:16.950 --> 00:56:17.000]   app
[00:56:17.000 --> 00:56:17.460]  .
[00:56:17.460 --> 00:56:17.620]   You
[00:56:17.620 --> 00:56:17.910]   know
[00:56:17.910 --> 00:56:18.250]   you
[00:56:18.250 --> 00:56:18.420]   might
[00:56:18.420 --> 00:56:18.590]   be
[00:56:18.590 --> 00:56:18.840]   able
[00:56:18.840 --> 00:56:18.930]   to
[00:56:18.930 --> 00:56:19.150]   get
[00:56:19.150 --> 00:56:19.190]   a
[00:56:19.190 --> 00:56:19.640]   vanilla
[00:56:19.640 --> 00:56:20.040]   app
[00:56:20.040 --> 00:56:20.090]   done
[00:56:20.090 --> 00:56:20.540]   between
[00:56:20.540 --> 00:56:20.800]   five
[00:56:20.800 --> 00:56:21.010]   and
[00:56:21.010 --> 00:56:21.180]   ten
[00:56:21.180 --> 00:56:21.500]   grand
[00:56:21.500 --> 00:56:21.630]   in
[00:56:21.630 --> 00:56:21.750]   P
[00:56:21.750 --> 00:56:21.760]  _
[00:56:21.760 --> 00:56:21.810]  H
[00:56:21.810 --> 00:56:21.890]  _
[00:56:21.890 --> 00:56:21.930]  P
[00:56:21.930 --> 00:56:21.990]  _
[00:56:21.990 --> 00:56:22.180]   and
[00:56:22.180 --> 00:56:22.500]   MySQL
[00:56:22.500 --> 00:56:23.000]  .
[00:56:23.000 --> 00:56:23.000]   You
[00:56:23.000 --> 00:56:23.320]   know
[00:56:23.320 --> 00:56:23.330]   if
[00:56:23.330 --> 00:56:23.490]   you
[00:56:23.490 --> 00:56:23.810]   were
[00:56:23.810 --> 00:56:23.820]   if
[00:56:23.820 --> 00:56:23.980]   you
[00:56:23.980 --> 00:56:24.090]   if
[00:56:24.090 --> 00:56:24.250]   you
[00:56:24.250 --> 00:56:24.410]  're
[00:56:24.410 --> 00:56:24.740]   really
[00:56:24.740 --> 00:56:24.960]   pars
[00:56:24.960 --> 00:56:25.230]  imony
[00:56:25.230 --> 00:56:25.450]   said
[00:56:25.450 --> 00:56:25.670]   look
[00:56:25.670 --> 00:56:25.890]   let
[00:56:25.890 --> 00:56:25.940]  's
[00:56:25.940 --> 00:56:26.160]   just
[00:56:26.160 --> 00:56:26.320]   let
[00:56:26.320 --> 00:56:26.430]  's
[00:56:26.430 --> 00:56:26.710]   just
[00:56:26.710 --> 00:56:26.750]   ki
[00:56:26.750 --> 00:56:27.050]   stick
[00:56:27.050 --> 00:56:27.280]   the
[00:56:27.280 --> 00:56:27.410]   real
[00:56:27.410 --> 00:56:27.460]   M
[00:56:27.460 --> 00:56:27.510]  _
[00:56:27.510 --> 00:56:27.560]  V
[00:56:27.560 --> 00:56:27.600]  _
[00:56:27.600 --> 00:56:27.660]  P
[00:56:27.660 --> 00:56:27.710]  _
[00:56:27.710 --> 00:56:27.980]   stuff
[00:56:27.980 --> 00:56:28.200]   here
[00:56:28.200 --> 00:56:28.520]  .
[00:56:28.520 --> 00:56:28.900]   And
[00:56:28.900 --> 00:56:28.950]   you
[00:56:28.950 --> 00:56:29.020]   at
[00:56:29.020 --> 00:56:29.310]   least
[00:56:29.310 --> 00:56:29.500]   you
[00:56:29.500 --> 00:56:29.740]   have
[00:56:29.740 --> 00:56:30.410]   something
[00:56:30.410 --> 00:56:30.450]   up
[00:56:30.450 --> 00:56:30.860]  .
[00:56:30.860 --> 00:56:31.020]   Because
[00:56:31.020 --> 00:56:31.080]   I
[00:56:31.080 --> 00:56:31.480]   mean
[00:56:31.480 --> 00:56:31.500]   she
[00:56:31.500 --> 00:56:31.740]   told
[00:56:31.740 --> 00:56:31.860]   me
[00:56:31.860 --> 00:56:32.050]   she
[00:56:32.050 --> 00:56:32.160]  's
[00:56:32.160 --> 00:56:32.400]   like
[00:56:32.400 --> 00:56:32.580]   you
[00:56:32.580 --> 00:56:32.820]   know
[00:56:32.820 --> 00:56:32.880]   I
[00:56:32.880 --> 00:56:32.990]   have
[00:56:32.990 --> 00:56:33.440]   you
[00:56:33.440 --> 00:56:34.140]   know [SPEAKER_TURN]
[00:56:34.920 --> 00:56:34.920]  
[00:56:34.920 --> 00:56:35.030]   it
[00:56:35.030 --> 00:56:35.250]   well
[00:56:35.250 --> 00:56:35.670]   enough
[00:56:35.670 --> 00:56:35.690]  ,
[00:56:35.690 --> 00:56:35.850]   you
[00:56:35.850 --> 00:56:36.010]   can
[00:56:36.010 --> 00:56:36.170]   get
[00:56:36.170 --> 00:56:36.280]   an
[00:56:36.280 --> 00:56:36.610]   Indian
[00:56:36.610 --> 00:56:36.830]   team
[00:56:36.830 --> 00:56:36.940]   or
[00:56:36.940 --> 00:56:36.990]   a
[00:56:36.990 --> 00:56:37.200]   like
[00:56:37.200 --> 00:56:37.310]   a
[00:56:37.310 --> 00:56:37.390]   R
[00:56:37.390 --> 00:56:37.420]   uh
[00:56:37.420 --> 00:56:37.470]   r
[00:56:37.470 --> 00:56:37.850]   Russian
[00:56:37.850 --> 00:56:38.060]   team
[00:56:38.060 --> 00:56:38.180]   to
[00:56:38.180 --> 00:56:38.490]   build
[00:56:38.490 --> 00:56:38.670]   that
[00:56:38.670 --> 00:56:38.830]   for
[00:56:38.830 --> 00:56:38.990]   you
[00:56:38.990 --> 00:56:39.150]   and
[00:56:39.150 --> 00:56:39.310]   for
[00:56:39.310 --> 00:56:39.470]   ten
[00:56:39.470 --> 00:56:39.810]   grand
[00:56:39.810 --> 00:56:39.900]  .
[00:56:39.900 --> 00:56:40.210]   Just
[00:56:40.210 --> 00:56:40.360]   you
[00:56:40.360 --> 00:56:40.550]   just
[00:56:40.550 --> 00:56:40.770]   gotta
[00:56:40.770 --> 00:56:41.260]   specify
[00:56:41.260 --> 00:56:41.390]   it
[00:56:41.390 --> 00:56:41.480]   well
[00:56:41.480 --> 00:56:41.810]   enough
[00:56:41.810 --> 00:56:41.960]  ,
[00:56:41.960 --> 00:56:42.140]   that
[00:56:42.140 --> 00:56:42.250]  's
[00:56:42.250 --> 00:56:42.410]   all
[00:56:42.410 --> 00:56:42.630]   Yeah
[00:56:42.630 --> 00:56:43.420]  . [SPEAKER_TURN]
[00:56:43.420 --> 00:56:43.600]   You
[00:56:43.600 --> 00:56:43.660]   c
[00:56:43.660 --> 00:56:43.900]   what
[00:56:43.900 --> 00:56:44.080]   you
[00:56:44.080 --> 00:56:44.380]   would
[00:56:44.380 --> 00:56:44.600]   you
[00:56:44.600 --> 00:56:44.650]   c
[00:56:44.650 --> 00:56:44.920]   could
[00:56:44.920 --> 00:56:45.160]   do
[00:56:45.160 --> 00:56:45.340]   is
[00:56:45.340 --> 00:56:45.430]   you
[00:56:45.430 --> 00:56:45.790]   could
[00:56:45.790 --> 00:56:45.880]   just
[00:56:45.880 --> 00:56:46.180]   um
[00:56:46.180 --> 00:56:46.240]   you
[00:56:46.240 --> 00:56:46.300]   go
[00:56:46.300 --> 00:56:46.420]   in
[00:56:46.420 --> 00:56:46.720]   steps
[00:56:46.720 --> 00:56:47.020]   right
[00:56:47.020 --> 00:56:47.200]   get
[00:56:47.200 --> 00:56:47.320]  ,
[00:56:47.320 --> 00:56:47.500]   the
[00:56:47.500 --> 00:56:48.010]   simplest
[00:56:48.010 --> 00:56:48.400]   version
[00:56:48.400 --> 00:56:48.580]   on
[00:56:48.580 --> 00:56:48.790]   them
[00:56:48.790 --> 00:56:48.940]   and
[00:56:48.940 --> 00:56:49.120]   you
[00:56:49.120 --> 00:56:49.300]   can
[00:56:49.300 --> 00:56:49.480]   you
[00:56:49.480 --> 00:56:49.780]   might
[00:56:49.780 --> 00:56:50.020]   have
[00:56:50.020 --> 00:56:50.140]   to
[00:56:50.140 --> 00:56:50.380]   try
[00:56:50.380 --> 00:56:50.470]   a
[00:56:50.470 --> 00:56:50.740]   couple
[00:56:50.740 --> 00:56:50.860]   of
[00:56:50.860 --> 00:56:51.240]   people
[00:56:51.240 --> 00:56:51.400]   but
[00:56:51.400 --> 00:56:51.520]  ,
[00:56:51.520 --> 00:56:52.130]   ultimately
[00:56:52.130 --> 00:56:52.300]   you
[00:56:52.300 --> 00:56:52.480]  'll
[00:56:52.480 --> 00:56:52.720]   find
[00:56:52.720 --> 00:56:53.200]   somebody
[00:56:53.200 --> 00:56:53.310]   who
[00:56:53.310 --> 00:56:53.690]  's
[00:56:53.690 --> 00:56:54.040]   competent
[00:56:54.040 --> 00:56:54.220]  .
[00:56:54.220 --> 00:56:54.280]   I
[00:56:54.280 --> 00:56:54.550]   mean
[00:56:54.550 --> 00:56:54.580]   I
[00:56:54.580 --> 00:56:54.830]   know
[00:56:54.830 --> 00:56:55.240]   people
[00:56:55.240 --> 00:56:55.360]   who
[00:56:55.360 --> 00:56:55.540]  've
[00:56:55.540 --> 00:56:55.720]   built
[00:56:55.720 --> 00:56:56.200]   stuff
[00:56:56.200 --> 00:56:56.230]   f
[00:56:56.230 --> 00:56:56.440]   this
[00:56:56.440 --> 00:56:56.620]   way
[00:56:56.620 --> 00:56:56.670]   And
[00:56:56.670 --> 00:56:57.160]  .
[00:56:57.160 --> 00:56:57.230]   you
[00:56:57.230 --> 00:56:57.400]   know
[00:56:57.400 --> 00:56:57.640]   Uber
[00:56:57.640 --> 00:56:57.760]  ,
[00:56:57.760 --> 00:56:57.930]   for
[00:56:57.930 --> 00:56:58.210]   the
[00:56:58.210 --> 00:56:58.490]   first
[00:56:58.490 --> 00:56:58.660]   year
[00:56:58.660 --> 00:56:58.780]  ,
[00:56:58.780 --> 00:56:58.950]   the
[00:56:58.950 --> 00:56:59.480]   entire
[00:56:59.480 --> 00:56:59.620]   first
[00:56:59.620 --> 00:56:59.930]   year
[00:56:59.930 --> 00:57:00.040]   the
[00:57:00.040 --> 00:57:00.540]   dispatch
[00:57:00.540 --> 00:57:00.940]   system
[00:57:00.940 --> 00:57:01.060]   was
[00:57:01.060 --> 00:57:01.360]   built
[00:57:01.360 --> 00:57:01.490]   in
[00:57:01.490 --> 00:57:01.540]   P
[00:57:01.540 --> 00:57:01.600]  _
