
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.330]   Oh
[01:15:22.950 --> 01:15:23.110]  .
[01:15:23.110 --> 01:15:23.340]   mean
[01:15:23.340 --> 01:15:23.370]   I
[01:15:23.370 --> 01:15:23.790]   lived
[01:15:23.790 --> 01:15:23.850]   out
[01:15:23.850 --> 01:15:23.890]   in
[01:15:23.890 --> 01:15:24.050]   the
[01:15:24.050 --> 01:15:24.420]   suburbs
[01:15:24.420 --> 01:15:24.630]   when
[01:15:24.630 --> 01:15:24.680]   I
[01:15:24.680 --> 01:15:24.890]   were
[01:15:24.890 --> 01:15:25.260]   younger
[01:15:25.260 --> 01:15:25.360]   so
[01:15:25.360 --> 01:15:25.570]   like
[01:15:25.570 --> 01:15:25.670]   we
[01:15:25.670 --> 01:15:25.830]   had
[01:15:25.830 --> 01:15:25.990]   the
[01:15:25.990 --> 01:15:26.150]   you
[01:15:26.150 --> 01:15:26.360]   know
[01:15:26.360 --> 01:15:26.620]   there
[01:15:26.620 --> 01:15:26.780]  'd
[01:15:26.780 --> 01:15:26.930]   be
[01:15:26.930 --> 01:15:27.030]   like
[01:15:27.030 --> 01:15:27.190]   the
[01:15:27.190 --> 01:15:27.460]   house
[01:15:27.460 --> 01:15:27.710]   being
[01:15:27.710 --> 01:15:28.180]   built
[01:15:28.180 --> 01:15:28.210]   down
[01:15:28.210 --> 01:15:28.340]   the
[01:15:28.340 --> 01:15:28.680]   street
[01:15:28.680 --> 01:15:28.820]   and
[01:15:28.820 --> 01:15:28.910]   so
[01:15:28.910 --> 01:15:29.250]   there
[01:15:29.250 --> 01:15:29.280]  's
[01:15:29.280 --> 01:15:29.490]   dirt
[01:15:29.490 --> 01:15:30.010]   everywhere
[01:15:30.010 --> 01:15:30.120]   so
[01:15:30.120 --> 01:15:30.280]   you
[01:15:30.280 --> 01:15:30.380]  'd
[01:15:30.380 --> 01:15:30.540]   see
[01:15:30.540 --> 01:15:30.800]   these
[01:15:30.800 --> 01:15:31.010]   dirt
[01:15:31.010 --> 01:15:31.110]   cl
[01:15:31.110 --> 01:15:31.210]  og
[01:15:31.210 --> 01:15:31.420]   wars
[01:15:31.420 --> 01:15:31.680]   you
[01:15:31.680 --> 01:15:31.720]  ,
[01:15:31.720 --> 01:15:31.890]   know
[01:15:31.890 --> 01:15:32.140]   have
[01:15:32.140 --> 01:15:32.260]   big
[01:15:32.260 --> 01:15:32.360]   cl
[01:15:32.360 --> 01:15:32.520]  ogs
[01:15:32.520 --> 01:15:32.620]   of
[01:15:32.620 --> 01:15:33.060]   dirt
[01:15:33.060 --> 01:15:33.250]   throwing
[01:15:33.250 --> 01:15:33.460]   dirt
[01:15:33.460 --> 01:15:33.560]   or
[01:15:33.560 --> 01:15:33.660]   sh
[01:15:33.660 --> 01:15:33.920]  ingle
[01:15:33.920 --> 01:15:33.970]   wars
[01:15:33.970 --> 01:15:34.290]   you
[01:15:34.290 --> 01:15:34.600]  ,
[01:15:34.600 --> 01:15:34.670]   know
[01:15:34.670 --> 01:15:34.810]   like
[01:15:34.810 --> 01:15:35.010]   the
[01:15:35.010 --> 01:15:35.070]   sh
[01:15:35.070 --> 01:15:35.230]  ing
[01:15:35.230 --> 01:15:35.390]  les
[01:15:35.390 --> 01:15:35.600]   that
[01:15:35.600 --> 01:15:35.700]   go
[01:15:35.700 --> 01:15:35.800]   on
[01:15:35.800 --> 01:15:36.010]   like
[01:15:36.010 --> 01:15:36.110]   uh
[01:15:36.110 --> 01:15:36.370]   roofs
[01:15:36.370 --> 01:15:36.530]   you
[01:15:36.530 --> 01:15:36.890]  ,
[01:15:36.890 --> 01:15:36.890]   throw
[01:15:36.890 --> 01:15:36.990]   it
[01:15:36.990 --> 01:15:37.250]   like
[01:15:37.250 --> 01:15:37.330]   a
[01:15:37.330 --> 01:15:37.350]   fr
[01:15:37.350 --> 01:15:37.490]  is
[01:15:37.490 --> 01:15:37.610]  bee
[01:15:37.610 --> 01:15:37.860]   like
[01:15:37.860 --> 01:15:37.970]   you
[01:15:37.970 --> 01:15:38.190]   know
[01:15:38.190 --> 01:15:39.280]  . [SPEAKER_TURN]
[01:15:39.280 --> 01:15:39.440]   Holy
[01:15:39.440 --> 01:15:39.620]   crap
[01:15:39.620 --> 01:15:39.760]   that
[01:15:39.760 --> 01:15:39.970]   could
[01:15:39.970 --> 01:15:40.220]   really
[01:15:40.220 --> 01:15:40.370]   hurt
[01:15:40.370 --> 01:15:40.660]   someone
[01:15:40.660 --> 01:15:41.160]  . [SPEAKER_TURN]
[01:15:41.480 --> 01:15:41.560]  
[01:15:41.560 --> 01:15:41.810]   yeah
[01:15:41.810 --> 01:15:42.250]  ,
[01:15:42.250 --> 01:15:42.310]   didn
[01:15:42.310 --> 01:15:42.460]  't
[01:15:42.460 --> 01:15:42.810]   hurt
[01:15:42.810 --> 01:15:42.870]   a
[01:15:42.870 --> 01:15:43.370]   little
[01:15:43.370 --> 01:15:43.620]   bit
[01:15:43.620 --> 01:15:43.870]  .
[01:15:43.870 --> 01:15:44.220]   Well
[01:15:44.220 --> 01:15:44.360]  ,
[01:15:44.360 --> 01:15:44.690]   like
[01:15:44.690 --> 01:15:44.940]   you
[01:15:44.940 --> 01:15:45.270]   know
[01:15:45.270 --> 01:15:45.450]  ,
[01:15:45.450 --> 01:15:45.760]   with
[01:15:45.760 --> 01:15:45.840]   a
[01:15:45.840 --> 01:15:46.340]   little
[01:15:46.340 --> 01:15:46.730]   pain
[01:15:46.730 --> 01:15:46.830]  ,
[01:15:46.830 --> 01:15:47.080]   you
[01:15:47.080 --> 01:15:47.410]   know
[01:15:47.410 --> 01:15:47.580]   it
[01:15:47.580 --> 01:15:47.740]  's
[01:15:47.740 --> 01:15:48.070]   like
[01:15:48.070 --> 01:15:48.320]   you
[01:15:48.320 --> 01:15:48.620]   know
[01:15:48.620 --> 01:15:48.810]  ,
[01:15:48.810 --> 01:15:48.910]   no
[01:15:48.910 --> 01:15:49.480]   pain
[01:15:49.480 --> 01:15:49.570]   no
[01:15:49.570 --> 01:15:49.640]  ,
[01:15:49.640 --> 01:15:49.970]   gain
[01:15:49.970 --> 01:15:50.130]  ,
[01:15:50.130 --> 01:15:50.210]   I
[01:15:50.210 --> 01:15:50.460]   don
[01:15:50.460 --> 01:15:50.620]  't
[01:15:50.620 --> 01:15:50.930]   know
[01:15:50.930 --> 01:15:51.030]   I
[01:15:51.030 --> 01:15:51.460]  .
[01:15:51.460 --> 01:15:51.610]   mean
[01:15:51.610 --> 01:15:51.840]   we
[01:15:51.840 --> 01:15:52.030]   did
[01:15:52.030 --> 01:15:52.260]   all
[01:15:52.260 --> 01:15:52.690]   that
[01:15:52.690 --> 01:15:52.770]   k
[01:15:52.770 --> 01:15:52.870]   I
[01:15:52.870 --> 01:15:53.020]   did
[01:15:53.020 --> 01:15:53.100]   I
[01:15:53.100 --> 01:15:53.350]   did
[01:15:53.350 --> 01:15:53.510]   I
[01:15:53.510 --> 01:15:53.520]   w
[01:15:53.520 --> 01:15:53.700]   I
[01:15:53.700 --> 01:15:53.920]   grew
[01:15:53.920 --> 01:15:54.090]   up
[01:15:54.090 --> 01:15:54.170]   I
[01:15:54.170 --> 01:15:54.500]   mean
[01:15:54.500 --> 01:15:54.690]   we
[01:15:54.690 --> 01:15:55.050]   were
[01:15:55.050 --> 01:15:55.330]   wild
[01:15:55.330 --> 01:15:55.580]  .
[01:15:55.580 --> 01:15:55.740]   We
[01:15:55.740 --> 01:15:56.170]   did
[01:15:56.170 --> 01:15:56.170]   um
[01:15:56.170 --> 01:15:56.550]   we
[01:15:56.550 --> 01:15:56.930]   created
[01:15:56.930 --> 01:15:57.100]   um
[01:15:57.100 --> 01:15:57.270]   we
[01:15:57.270 --> 01:15:57.680]   would
[01:15:57.680 --> 01:15:58.030]   j
[01:15:58.030 --> 01:15:58.270]   create
[01:15:58.270 --> 01:15:58.860]   cannons
[01:15:58.860 --> 01:15:59.190]   with
[01:15:59.190 --> 01:15:59.860]   gasoline
[01:15:59.860 --> 01:16:00.100]   and
[01:16:00.100 --> 01:16:00.610]   tennis
[01:16:00.610 --> 01:16:00.970]   ball
[01:16:00.970 --> 01:16:01.210]   can
[01:16:01.210 --> 01:16:01.440]  ons
[01:16:01.440 --> 01:16:01.690]  .
[01:16:01.690 --> 01:16:01.940]   Can
[01:16:01.940 --> 01:16:02.190]  ons
[01:16:02.190 --> 01:16:02.540]  ?
[01:16:02.540 --> 01:16:02.610]   So
[01:16:02.610 --> 01:16:02.780]   we
[01:16:02.780 --> 01:16:03.150]   did
[01:16:03.150 --> 01:16:03.480]   you
[01:16:03.480 --> 01:16:03.530]   get
[01:16:03.530 --> 01:16:03.950]   three
[01:16:03.950 --> 01:16:04.120]   of
[01:16:04.120 --> 01:16:04.530]   those
[01:16:04.530 --> 01:16:04.550]   um
[01:16:04.550 --> 01:16:05.050]   uh
[01:16:05.050 --> 01:16:05.280]   like
[01:16:05.280 --> 01:16:05.700]   uh
[01:16:05.700 --> 01:16:05.710]   soup
[01:16:05.710 --> 01:16:06.040]   cans
[01:16:06.040 --> 01:16:06.290]   cut
[01:16:06.290 --> 01:16:06.540]   out
[01:16:06.540 --> 01:16:06.830]   the
[01:16:06.830 --> 01:16:06.860]   t
[01:16:06.860 --> 01:16:07.410]   bottom
[01:16:07.410 --> 01:16:07.510]   '
[01:16:07.510 --> 01:16:07.760]  Kay
[01:16:07.760 --> 01:16:07.950]  ?
[01:16:07.950 --> 01:16:08.200]   You
[01:16:08.200 --> 01:16:08.540]   kn
[01:16:08.540 --> 01:16:08.620]   you
[01:16:08.620 --> 01:16:08.780]  'd
[01:16:08.780 --> 01:16:09.030]   and
[01:16:09.030 --> 01:16:09.360]   you
[01:16:09.360 --> 01:16:09.440]  'd
[01:16:09.440 --> 01:16:09.770]   tape
[01:16:09.770 --> 01:16:10.120]   them
[01:16:10.120 --> 01:16:11.480]   together
[01:16:11.480 --> 01:16:11.480]  
[01:16:11.480 --> 01:16:11.760]   duct
[01:16:11.760 --> 01:16:12.100]   tape
[01:16:12.100 --> 01:16:12.170]   to
[01:16:12.170 --> 01:16:12.410]   three
[01:16:12.410 --> 01:16:12.530]   in
[01:16:12.530 --> 01:16:12.590]   a
[01:16:12.590 --> 01:16:12.930]   row
[01:16:12.930 --> 01:16:12.970]   and
[01:16:12.970 --> 01:16:13.270]   then
[01:16:13.270 --> 01:16:13.410]   you
[01:16:13.410 --> 01:16:13.530]  'd
[01:16:13.530 --> 01:16:13.780]   put
[01:16:13.780 --> 01:16:13.780]   a
[01:16:13.780 --> 01:16:13.900]   co
[01:16:13.900 --> 01:16:14.070]  ke
[01:16:14.070 --> 01:16:14.210]   can
[01:16:14.210 --> 01:16:14.330]   at
[01:16:14.330 --> 01:16:14.900]   the
[01:16:14.900 --> 01:16:14.910]   bottom
[01:16:14.910 --> 01:16:15.210]   you
[01:16:15.210 --> 01:16:15.250]  ,
[01:16:15.250 --> 01:16:15.460]   duct
[01:16:15.460 --> 01:16:15.710]   tape
[01:16:15.710 --> 01:16:15.830]   it
[01:16:15.830 --> 01:16:16.140]   on
[01:16:16.140 --> 01:16:16.210]   and
[01:16:16.210 --> 01:16:16.330]   you
[01:16:16.330 --> 01:16:16.450]  'd
[01:16:16.450 --> 01:16:16.700]   make
[01:16:16.700 --> 01:16:16.760]   a
[01:16:16.760 --> 01:16:17.390]   little
[01:16:17.390 --> 01:16:17.450]   like
[01:16:17.450 --> 01:16:17.460]   a
[01:16:17.460 --> 01:16:17.700]   like
[01:16:17.700 --> 01:16:17.760]   a
[01:16:17.760 --> 01:16:18.040]   b
[01:16:18.040 --> 01:16:18.070]   nail
[01:16:18.070 --> 01:16:18.320]   hole
[01:16:18.320 --> 01:16:18.440]   in
[01:16:18.440 --> 01:16:18.630]   the
[01:16:18.630 --> 01:16:19.040]   bottom
[01:16:19.040 --> 01:16:19.320]   where
[01:16:19.320 --> 01:16:19.520]   you
[01:16:19.520 --> 01:16:19.850]   put
[01:16:19.850 --> 01:16:19.890]   gas
[01:16:19.890 --> 01:16:20.200]   maybe
[01:16:20.200 --> 01:16:20.390]   you
[01:16:20.390 --> 01:16:20.510]  ,
[01:16:20.510 --> 01:16:20.760]   know
[01:16:20.760 --> 01:16:20.820]   I
[01:16:20.820 --> 01:16:20.920]  ,
[01:16:20.920 --> 01:16:21.310]   dunno
[01:16:21.310 --> 01:16:21.500]   like
[01:16:21.500 --> 01:16:21.620]  ,
[01:16:21.620 --> 01:16:21.740]   uh
[01:16:21.740 --> 01:16:21.990]   half
[01:16:21.990 --> 01:16:22.050]   a
[01:16:22.050 --> 01:16:22.240]   cup
[01:16:22.240 --> 01:16:22.550]   worth
[01:16:22.550 --> 01:16:22.670]   of
[01:16:22.670 --> 01:16:22.860]   gas
[01:16:22.860 --> 01:16:22.980]   in
[01:16:22.980 --> 01:16:23.330]   there
[01:16:23.330 --> 01:16:23.480]   and
[01:16:23.480 --> 01:16:23.820]   then
[01:16:23.820 --> 01:16:23.940]   you
[01:16:23.940 --> 01:16:24.050]  'd
[01:16:24.050 --> 01:16:24.160]   uh
[01:16:24.160 --> 01:16:24.350]   put
[01:16:24.350 --> 01:16:24.470]   it
[01:16:24.470 --> 01:16:24.580]   to
[01:16:24.580 --> 01:16:25.070]   tennis
[01:16:25.070 --> 01:16:25.220]   ball
[01:16:25.220 --> 01:16:25.340]   in
[01:16:25.340 --> 01:16:25.650]   there
[01:16:25.650 --> 01:16:25.840]   and
[01:16:25.840 --> 01:16:26.060]   you
[01:16:26.060 --> 01:16:26.340]   would
[01:16:26.340 --> 01:16:26.650]   light
[01:16:26.650 --> 01:16:26.710]   a
[01:16:26.710 --> 01:16:26.830]   ma
[01:16:26.830 --> 01:16:27.020]   you
[01:16:27.020 --> 01:16:27.140]  'd
[01:16:27.140 --> 01:16:27.450]   light
[01:16:27.450 --> 01:16:27.640]   you
[01:16:27.640 --> 01:16:27.890]   know
[01:16:27.890 --> 01:16:28.300]   that
[01:16:28.300 --> 01:16:28.450]   light
[01:16:28.450 --> 01:16:28.970]   oh
[01:16:28.970 --> 01:16:29.500]   shoot
[01:16:29.500 --> 01:16:29.720]   that
[01:16:29.720 --> 01:16:30.170]   thing
[01:16:30.170 --> 01:16:30.460]   like
[01:16:30.460 --> 01:16:30.710]   two
[01:16:30.710 --> 01:16:31.290]   hundred
[01:16:31.290 --> 01:16:31.700]   yards
[01:16:31.700 --> 01:16:31.950]   Yes
[01:16:31.950 --> 01:16:32.190]  .
[01:16:32.190 --> 01:16:32.270]   I
[01:16:32.270 --> 01:16:32.600]   mean
[01:16:32.600 --> 01:16:32.920]   that
[01:16:32.920 --> 01:16:33.120]  's
[01:16:33.120 --> 01:16:33.340]   the
[01:16:33.340 --> 01:16:33.670]   kind
[01:16:33.670 --> 01:16:33.820]   of
[01:16:33.820 --> 01:16:34.320]   stuff
[01:16:34.320 --> 01:16:34.400]   we
[01:16:34.400 --> 01:16:34.730]   used
[01:16:34.730 --> 01:16:34.890]   to
[01:16:34.890 --> 01:16:35.040]   do
[01:16:35.040 --> 01:16:35.220]   we
[01:16:35.220 --> 01:16:35.570]   used
[01:16:35.570 --> 01:16:35.700]   to
[01:16:35.700 --> 01:16:36.020]   do
[01:16:36.020 --> 01:16:36.020]   we
[01:16:36.020 --> 01:16:36.510]   used
[01:16:36.510 --> 01:16:36.560]   to
[01:16:36.560 --> 01:16:36.670]   um
[01:16:36.670 --> 01:16:37.000]   play
[01:16:37.000 --> 01:16:37.330]   with
[01:16:37.330 --> 01:16:38.320]   um [SPEAKER_TURN]
[01:16:38.720 --> 01:16:38.770]  
[01:16:38.770 --> 01:16:38.840]   I
[01:16:38.840 --> 01:16:38.990]   just
[01:16:38.990 --> 01:16:39.270]   think
[01:16:39.270 --> 01:16:39.540]   that
[01:16:39.540 --> 01:16:39.600]   I
[01:16:39.600 --> 01:16:39.760]   just
[01:16:39.760 --> 01:16:40.040]   think
[01:16:40.040 --> 01:16:40.320]   Georg
[01:16:40.320 --> 01:16:40.450]  ie
[01:16:40.450 --> 01:16:40.710]   doesn
[01:16:40.710 --> 01:16:40.820]  't
[01:16:40.820 --> 01:16:41.610]   understand
[01:16:41.610 --> 01:16:41.950]   what
[01:16:41.950 --> 01:16:42.000]   having
[01:16:42.000 --> 01:16:42.000]   a
[01:16:42.000 --> 01:16:42.170]   boy
[01:16:42.170 --> 01:16:42.510]   means
[01:16:42.510 --> 01:16:43.200]  . [SPEAKER_TURN]
[01:16:43.420 --> 01:16:43.520]  
[01:16:43.520 --> 01:16:43.720]   most
[01:16:43.720 --> 01:16:44.100]   women
[01:16:44.100 --> 01:16:44.200]   don
[01:16:44.200 --> 01:16:44.710]  't
[01:16:44.710 --> 01:16:44.760]  .
[01:16:44.760 --> 01:16:45.010]   Most
[01:16:45.010 --> 01:16:45.470]   unless
[01:16:45.470 --> 01:16:45.850]   women
[01:16:45.850 --> 01:16:46.460]   unless
[01:16:46.460 --> 01:16:46.610]   girl
[01:16:46.610 --> 01:16:46.760]   uh
[01:16:46.760 --> 01:16:46.910]   th
[01:16:46.910 --> 01:16:47.290]   girls
[01:16:47.290 --> 01:16:47.560]   who
[01:16:47.560 --> 01:16:47.830]   did
[01:16:47.830 --> 01:16:48.010]   not
[01:16:48.010 --> 01:16:48.300]   pro
[01:16:48.300 --> 01:16:48.510]   with
[01:16:48.510 --> 01:16:49.120]   brothers
[01:16:49.120 --> 01:16:49.410]   have
[01:16:49.410 --> 01:16:49.570]   no
[01:16:49.570 --> 01:16:50.040]   idea
[01:16:50.040 --> 01:16:50.170]   what
[01:16:50.170 --> 01:16:50.470]   they
[01:16:50.470 --> 01:16:50.700]  're
[01:16:50.700 --> 01:16:50.850]   in
[01:16:50.850 --> 01:16:51.080]   for
[01:16:51.080 --> 01:16:51.310]   and
[01:16:51.310 --> 01:16:51.610]   they
[01:16:51.610 --> 01:16:51.860]  're
[01:16:51.860 --> 01:16:52.080]   uh
[01:16:52.080 --> 01:16:52.430]   they
[01:16:52.430 --> 01:16:52.520]  're
[01:16:52.520 --> 01:16:52.670]   up
[01:16:52.670 --> 01:16:52.820]   in
[01:16:52.820 --> 01:16:53.050]   for
[01:16:53.050 --> 01:16:53.120]   a
[01:16:53.120 --> 01:16:53.500]   shock
[01:16:53.500 --> 01:16:53.760]  .
[01:16:53.760 --> 01:16:54.050]   And
[01:16:54.050 --> 01:16:54.190]   but
[01:16:54.190 --> 01:16:54.280]   when
[01:16:54.280 --> 01:16:54.720]   you
[01:16:54.720 --> 01:16:55.160]   when
[01:16:55.160 --> 01:16:55.250]   you
[01:16:55.250 --> 01:16:55.550]   grew
[01:16:55.550 --> 01:16:55.700]   up
[01:16:55.700 --> 01:16:56.000]   with
[01:16:56.000 --> 01:16:56.450]   when
[01:16:56.450 --> 01:16:56.680]   girls
[01:16:56.680 --> 01:16:56.910]   who
[01:16:56.910 --> 01:16:57.290]   grew
[01:16:57.290 --> 01:16:57.360]   up
[01:16:57.360 --> 01:16:57.660]   with
[01:16:57.660 --> 01:16:58.270]   brothers
[01:16:58.270 --> 01:16:58.570]   they
[01:16:58.570 --> 01:16:58.830]   know
[01:16:58.830 --> 01:16:59.150]   how
[01:16:59.150 --> 01:16:59.490]   rough
[01:16:59.490 --> 01:16:59.740]   and
[01:16:59.740 --> 01:17:00.320]   reckless
[01:17:00.320 --> 01:17:00.550]   and
[01:17:00.550 --> 01:17:01.320]   disgusting
[01:17:01.320 --> 01:17:01.550]   and
[01:17:01.550 --> 01:17:01.780]   and
[01:17:01.780 --> 01:17:02.010]   and
[01:17:02.010 --> 01:17:02.260]   you
[01:17:02.260 --> 01:17:02.540]   know
[01:17:02.540 --> 01:17:02.840]   that
[01:17:02.840 --> 01:17:03.140]   boys
[01:17:03.140 --> 01:17:03.370]   can
[01:17:03.370 --> 01:17:03.520]   be
[01:17:03.520 --> 01:17:04.190]  .
[01:17:04.190 --> 01:17:04.320]   And
[01:17:04.320 --> 01:17:04.660]   they
[01:17:04.660 --> 01:17:04.680]   they
[01:17:04.680 --> 01:17:04.820]  're
[01:17:04.820 --> 01:17:05.000]   just
[01:17:05.000 --> 01:17:05.180]   used
[01:17:05.180 --> 01:17:05.270]   to
[01:17:05.270 --> 01:17:05.360]   it
[01:17:05.360 --> 01:17:05.500]  .
[01:17:05.500 --> 01:17:05.680]   They
[01:17:05.680 --> 01:17:05.830]  're
[01:17:05.830 --> 01:17:06.030]   like
[01:17:06.030 --> 01:17:06.180]   okay
[01:17:06.180 --> 01:17:06.350]   that
[01:17:06.350 --> 01:17:06.450]  's
[01:17:06.450 --> 01:17:06.630]   just
[01:17:06.630 --> 01:17:06.800]   what
[01:17:06.800 --> 01:17:06.990]   boys
[01:17:06.990 --> 01:17:07.100]   are
[01:17:07.100 --> 01:17:07.190]  .
[01:17:07.190 --> 01:17:07.540]   But
[01:17:07.540 --> 01:17:07.640]   women
[01:17:07.640 --> 01:17:07.820]   they
[01:17:07.820 --> 01:17:08.020]   just
[01:17:08.020 --> 01:17:08.140]   don
[01:17:08.140 --> 01:17:08.230]  't
[01:17:08.230 --> 01:17:08.510]   really
[01:17:08.510 --> 01:17:08.690]   they
[01:17:08.690 --> 01:17:08.830]  're
[01:17:08.830 --> 01:17:08.970]   not
[01:17:08.970 --> 01:17:09.200]   gonna
[01:17:09.200 --> 01:17:09.340]   get
[01:17:09.340 --> 01:17:09.430]   it
[01:17:09.430 --> 01:17:09.570]   and
[01:17:09.570 --> 01:17:09.660]   it
[01:17:09.660 --> 01:17:09.750]  's
[01:17:09.750 --> 01:17:09.980]   gonna
[01:17:09.980 --> 01:17:10.070]   be
[01:17:10.070 --> 01:17:10.110]   a
[01:17:10.110 --> 01:17:10.390]   series
[01:17:10.390 --> 01:17:10.480]   of
[01:17:10.480 --> 01:17:10.760]   shocks
[01:17:10.760 --> 01:17:11.520]  . [SPEAKER_TURN]
[01:17:11.520 --> 01:17:11.520]  
[01:17:11.520 --> 01:17:11.760]   just
[01:17:11.760 --> 01:17:12.250]   remember
[01:17:12.250 --> 01:17:12.300]   I
[01:17:12.300 --> 01:17:12.540]   used
[01:17:12.540 --> 01:17:12.660]   to
[01:17:12.660 --> 01:17:12.960]   climb
[01:17:12.960 --> 01:17:13.080]   on
[01:17:13.080 --> 01:17:13.290]   the
[01:17:13.290 --> 01:17:13.490]   roof
[01:17:13.490 --> 01:17:13.860]   all
[01:17:13.860 --> 01:17:13.890]   the
[01:17:13.890 --> 01:17:14.100]   time
[01:17:14.100 --> 01:17:14.280]  .
[01:17:14.280 --> 01:17:14.460]   You
[01:17:14.460 --> 01:17:14.700]   know
[01:17:14.700 --> 01:17:14.760]   I
[01:17:14.760 --> 01:17:14.880]   my
[01:17:14.880 --> 01:17:15.000]   my
[01:17:15.000 --> 01:17:15.550]   favourite
[01:17:15.550 --> 01:17:15.850]   thing
[01:17:15.850 --> 01:17:16.030]   was
[01:17:16.030 --> 01:17:16.200]   to
[01:17:16.200 --> 01:17:16.270]   be
[01:17:16.270 --> 01:17:16.390]   on
[01:17:16.390 --> 01:17:16.570]   the
[01:17:16.570 --> 01:17:16.810]   roof
[01:17:16.810 --> 01:17:17.110]   of
[01:17:17.110 --> 01:17:17.410]   the
[01:17:17.410 --> 01:17:17.450]   house
[01:17:17.450 --> 01:17:17.590]  .
[01:17:17.590 --> 01:17:17.710]   So
[01:17:17.710 --> 01:17:18.260]   dangerous
[01:17:18.260 --> 01:17:18.500]   when
[01:17:18.500 --> 01:17:18.560]   I
[01:17:18.560 --> 01:17:18.960]   think
[01:17:18.960 --> 01:17:19.160]   about
[01:17:19.160 --> 01:17:19.360]   it
[01:17:19.360 --> 01:17:19.460]   now
[01:17:19.460 --> 01:17:20.280]  . [SPEAKER_TURN]
[01:17:20.280 --> 01:17:20.540]   Yeah
[01:17:20.540 --> 01:17:20.800]   no
[01:17:20.800 --> 01:17:20.850]  ,
[01:17:20.850 --> 01:17:20.860]   I
[01:17:20.860 --> 01:17:21.060]   don
[01:17:21.060 --> 01:17:21.250]  't
[01:17:21.250 --> 01:17:21.310]   I
[01:17:21.310 --> 01:17:21.450]   don
[01:17:21.450 --> 01:17:21.580]  't
[01:17:21.580 --> 01:17:21.840]   know
[01:17:21.840 --> 01:17:22.100]   what
[01:17:22.100 --> 01:17:22.370]   time
[01:17:22.370 --> 01:17:22.490]   it
[01:17:22.490 --> 01:17:22.650]  's
[01:17:22.650 --> 01:17:22.880]   your
[01:17:22.880 --> 01:17:23.470]   climbing
[01:17:23.470 --> 01:17:23.770]   trees
[01:17:23.770 --> 01:17:23.980]  .
[01:17:23.980 --> 01:17:24.000]   I
[01:17:24.000 --> 01:17:24.260]   mean
[01:17:24.260 --> 01:17:24.460]   one
[01:17:24.460 --> 01:17:24.790]   thing
[01:17:24.790 --> 01:17:24.920]   we
[01:17:24.920 --> 01:17:25.180]   used
[01:17:25.180 --> 01:17:25.310]   to
[01:17:25.310 --> 01:17:25.440]   do
[01:17:25.440 --> 01:17:25.560]   is
[01:17:25.560 --> 01:17:25.830]   um
[01:17:25.830 --> 01:17:25.860]   we
[01:17:25.860 --> 01:17:26.260]   would
[01:17:26.260 --> 01:17:26.290]   uh
[01:17:26.290 --> 01:17:26.490]   get
[01:17:26.490 --> 01:17:26.550]   a
[01:17:26.550 --> 01:17:26.650]   b
[01:17:26.650 --> 01:17:26.740]   we
[01:17:26.740 --> 01:17:27.070]   would
[01:17:27.070 --> 01:17:27.330]   put
[01:17:27.330 --> 01:17:27.360]   g
[01:17:27.360 --> 01:17:27.550]   uh
[01:17:27.550 --> 01:17:28.010]   gasoline
[01:17:28.010 --> 01:17:28.150]   on
[01:17:28.150 --> 01:17:28.520]   tennis
[01:17:28.520 --> 01:17:28.850]   balls
[01:17:28.850 --> 01:17:29.070]   and
[01:17:29.070 --> 01:17:29.290]   you
[01:17:29.290 --> 01:17:29.380]  'd
[01:17:29.380 --> 01:17:29.770]   light
[01:17:29.770 --> 01:17:29.900]   '
[01:17:29.900 --> 01:17:30.020]  em
[01:17:30.020 --> 01:17:30.100]   and
[01:17:30.100 --> 01:17:30.430]   light
[01:17:30.430 --> 01:17:30.490]   '
[01:17:30.490 --> 01:17:30.620]  em
[01:17:30.620 --> 01:17:30.870]   on
[01:17:30.870 --> 01:17:31.010]   fire
[01:17:31.010 --> 01:17:31.390]   and
[01:17:31.390 --> 01:17:31.410]   and
[01:17:31.410 --> 01:17:31.610]   you
[01:17:31.610 --> 01:17:31.940]   could
[01:17:31.940 --> 01:17:32.260]   hold
[01:17:32.260 --> 01:17:32.430]   a
[01:17:32.430 --> 01:17:32.860]   burning
[01:17:32.860 --> 01:17:33.120]   tennis
[01:17:33.120 --> 01:17:33.390]   ball
[01:17:33.390 --> 01:17:33.860]   because
[01:17:33.860 --> 01:17:34.040]   the
[01:17:34.040 --> 01:17:34.300]   heat
[01:17:34.300 --> 01:17:34.430]   of
[01:17:34.430 --> 01:17:34.630]   the
[01:17:34.630 --> 01:17:34.960]   flame
[01:17:34.960 --> 01:17:35.090]   is
[01:17:35.090 --> 01:17:35.290]   not
[01:17:35.290 --> 01:17:35.420]   at
[01:17:35.420 --> 01:17:35.620]   the
[01:17:35.620 --> 01:17:36.160]   bottom
[01:17:36.160 --> 01:17:36.220]  .
[01:17:36.220 --> 01:17:36.350]   We
[01:17:36.350 --> 01:17:36.610]   just
[01:17:36.610 --> 01:17:36.990]   kinda
[01:17:36.990 --> 01:17:37.200]   warm
[01:17:37.200 --> 01:17:37.320]   so
[01:17:37.320 --> 01:17:37.770]   you
[01:17:37.770 --> 01:17:37.870]   could
[01:17:37.870 --> 01:17:38.190]   kinda
[01:17:38.190 --> 01:17:38.320]   so
