
[00:00:00.000 --> 00:00:00.020]  
[00:00:00.020 --> 00:00:05.390]   â™
[00:42:31.390 --> 00:42:31.640]   Right
[00:42:31.640 --> 00:42:31.820]   and
[00:42:31.820 --> 00:42:32.060]   that
[00:42:32.060 --> 00:42:32.180]  's
[00:42:32.180 --> 00:42:32.420]   that
[00:42:32.420 --> 00:42:32.540]  's
[00:42:32.540 --> 00:42:32.760]   one
[00:42:32.760 --> 00:42:32.840]   of
[00:42:32.840 --> 00:42:33.020]   the
[00:42:33.020 --> 00:42:33.140]   I
[00:42:33.140 --> 00:42:33.310]   guess
[00:42:33.310 --> 00:42:33.650]   the
[00:42:33.650 --> 00:42:33.800]   what
[00:42:33.800 --> 00:42:34.150]   people
[00:42:34.150 --> 00:42:34.710]   who
[00:42:34.710 --> 00:42:34.760]   special
[00:42:34.760 --> 00:42:34.940]  ise
[00:42:34.940 --> 00:42:35.070]   in
[00:42:35.070 --> 00:42:35.300]   this
[00:42:35.300 --> 00:42:35.540]   area
[00:42:35.540 --> 00:42:35.660]   is
[00:42:35.660 --> 00:42:36.140]   figuring
[00:42:36.140 --> 00:42:36.320]   out
[00:42:36.320 --> 00:42:36.660]   which
[00:42:36.660 --> 00:42:36.860]   tool
[00:42:36.860 --> 00:42:36.980]   to
[00:42:36.980 --> 00:42:37.160]   use
[00:42:37.160 --> 00:42:37.580]   because
[00:42:37.580 --> 00:42:37.760]   you
[00:42:37.760 --> 00:42:37.940]   you
[00:42:37.940 --> 00:42:38.180]   know
[00:42:38.180 --> 00:42:38.240]   a
[00:42:38.240 --> 00:42:38.600]   neural
[00:42:38.600 --> 00:42:38.780]   net
[00:42:38.780 --> 00:42:38.900]   is
[00:42:38.900 --> 00:42:39.080]   not
[00:42:39.080 --> 00:42:39.440]   always
[00:42:39.440 --> 00:42:39.680]   your
[00:42:39.680 --> 00:42:39.920]   best
[00:42:39.920 --> 00:42:40.400]   solution
[00:42:40.400 --> 00:42:40.520]   or
[00:42:40.520 --> 00:42:40.640]   a
[00:42:40.640 --> 00:42:41.000]   genetic
[00:42:41.000 --> 00:42:41.550]   algorithm
[00:42:41.550 --> 00:42:41.750]   or
[00:42:41.750 --> 00:42:41.790]   or
[00:42:41.790 --> 00:42:42.270]   whatever
[00:42:42.270 --> 00:42:42.390]   it
[00:42:42.390 --> 00:42:42.510]  's
[00:42:42.510 --> 00:42:42.570]   e
[00:42:42.570 --> 00:42:42.810]   some
[00:42:42.810 --> 00:42:43.050]   kind
[00:42:43.050 --> 00:42:43.170]   of
[00:42:43.170 --> 00:42:43.290]   it
[00:42:43.290 --> 00:42:43.410]  's
[00:42:43.410 --> 00:42:43.480]   a
[00:42:43.480 --> 00:42:43.830]   hybrid
[00:42:43.830 --> 00:42:44.380]   sometimes
[00:42:44.380 --> 00:42:44.530]   it
[00:42:44.530 --> 00:42:44.620]  's
[00:42:44.620 --> 00:42:44.790]   you
[00:42:44.790 --> 00:42:45.090]   know
[00:42:45.090 --> 00:42:45.160]   uh
[00:42:45.160 --> 00:42:45.340]   one
[00:42:45.340 --> 00:42:45.460]   or
[00:42:45.460 --> 00:42:45.730]   the
[00:42:45.730 --> 00:42:45.940]   other
[00:42:45.940 --> 00:42:46.490]   sometimes
[00:42:46.490 --> 00:42:46.610]   it
[00:42:46.610 --> 00:42:46.730]  's
[00:42:46.730 --> 00:42:46.970]   just
[00:42:46.970 --> 00:42:47.520]   something
[00:42:47.520 --> 00:42:47.880]   custom
[00:42:47.880 --> 00:42:47.940]   I
[00:42:47.940 --> 00:42:48.240]   guess
[00:42:48.240 --> 00:42:48.420]  .
[00:42:48.420 --> 00:42:49.360]   Um [SPEAKER_TURN]
[00:42:49.360 --> 00:42:49.450]   So
[00:42:49.450 --> 00:42:49.690]   would
[00:42:49.690 --> 00:42:49.830]   you
[00:42:49.830 --> 00:42:49.970]   use
[00:42:49.970 --> 00:42:50.110]   all
[00:42:50.110 --> 00:42:50.350]   would
[00:42:50.350 --> 00:42:50.490]   you
[00:42:50.490 --> 00:42:50.630]   use
[00:42:50.630 --> 00:42:50.770]   all
[00:42:50.770 --> 00:42:51.010]   three
[00:42:51.010 --> 00:42:51.500]   approaches
[00:42:51.500 --> 00:42:51.590]   in
[00:42:51.590 --> 00:42:51.730]   the
[00:42:51.730 --> 00:42:51.920]   same
[00:42:51.920 --> 00:42:52.110]   game
[00:42:52.110 --> 00:42:52.200]   or
[00:42:52.200 --> 00:42:52.390]   four
[00:42:52.390 --> 00:42:52.880]   approaches
[00:42:52.880 --> 00:42:53.540]  ? [SPEAKER_TURN]
[00:42:53.860 --> 00:42:53.930]  
[00:42:53.930 --> 00:42:54.110]   Well
[00:42:54.110 --> 00:42:54.290]   tha
[00:42:54.290 --> 00:42:54.540]   that
[00:42:54.540 --> 00:42:54.660]  's
[00:42:54.660 --> 00:42:55.090]   another
[00:42:55.090 --> 00:42:55.400]   thing
[00:42:55.400 --> 00:42:55.770]   really
[00:42:55.770 --> 00:42:55.970]   you
[00:42:55.970 --> 00:42:56.200]   that
[00:42:56.200 --> 00:42:56.340]  's
[00:42:56.340 --> 00:42:56.380]   a
[00:42:56.380 --> 00:42:56.570]   fun
[00:42:56.570 --> 00:42:56.810]   part
[00:42:56.810 --> 00:42:56.930]   of
[00:42:56.930 --> 00:42:57.070]   it
[00:42:57.070 --> 00:42:57.170]   is
[00:42:57.170 --> 00:42:57.290]   to
[00:42:57.290 --> 00:42:57.660]   figure
[00:42:57.660 --> 00:42:57.840]   out
[00:42:57.840 --> 00:42:57.950]   uh
[00:42:57.950 --> 00:42:58.220]   you
[00:42:58.220 --> 00:42:58.390]   know
[00:42:58.390 --> 00:42:58.700]   which
[00:42:58.700 --> 00:42:58.880]   one
[00:42:58.880 --> 00:42:59.010]   is
[00:42:59.010 --> 00:42:59.310]   gonna
[00:42:59.310 --> 00:42:59.560]   work
[00:42:59.560 --> 00:42:59.740]   the
[00:42:59.740 --> 00:42:59.990]   best
[00:42:59.990 --> 00:43:00.100]   uh
[00:43:00.100 --> 00:43:00.720]   initially
[00:43:00.720 --> 00:43:00.850]   but
[00:43:00.850 --> 00:43:01.030]   you
[00:43:01.030 --> 00:43:01.210]   can
[00:43:01.210 --> 00:43:01.460]   also
[00:43:01.460 --> 00:43:01.890]   combine
[00:43:01.890 --> 00:43:02.140]   them
[00:43:02.140 --> 00:43:02.320]   you
[00:43:02.320 --> 00:43:02.500]   can
[00:43:02.500 --> 00:43:02.750]   make
[00:43:02.750 --> 00:43:03.000]   them
[00:43:03.000 --> 00:43:03.370]   evolve
[00:43:03.370 --> 00:43:03.490]  ,
[00:43:03.490 --> 00:43:03.670]   you
[00:43:03.670 --> 00:43:03.920]   know
[00:43:03.920 --> 00:43:04.040]  ,
[00:43:04.040 --> 00:43:04.220]   you
[00:43:04.220 --> 00:43:04.400]   can
[00:43:04.400 --> 00:43:04.700]   really
[00:43:04.700 --> 00:43:04.900]   uh
[00:43:04.900 --> 00:43:05.140]   have
[00:43:05.140 --> 00:43:05.680]   multiple
[00:43:05.680 --> 00:43:06.000]   agents
[00:43:06.000 --> 00:43:06.250]   that
[00:43:06.250 --> 00:43:06.430]   are
[00:43:06.430 --> 00:43:06.740]   kinda
[00:43:06.740 --> 00:43:06.990]   give
[00:43:06.990 --> 00:43:07.170]   you
[00:43:07.170 --> 00:43:07.290]   an
[00:43:07.290 --> 00:43:07.660]   output
[00:43:07.660 --> 00:43:07.840]   and
[00:43:07.840 --> 00:43:08.150]   based
[00:43:08.150 --> 00:43:08.270]   on
[00:43:08.270 --> 00:43:08.450]   you
[00:43:08.450 --> 00:43:08.740]   know
[00:43:08.740 --> 00:43:09.260]   different
[00:43:09.260 --> 00:43:09.690]   factors
[00:43:09.690 --> 00:43:09.870]   you
[00:43:09.870 --> 00:43:10.050]   can
[00:43:10.050 --> 00:43:10.230]   say
[00:43:10.230 --> 00:43:10.330]   I
[00:43:10.330 --> 00:43:10.480]   can
[00:43:10.480 --> 00:43:10.840]   switch
[00:43:10.840 --> 00:43:11.380]  .
[00:43:11.380 --> 00:43:11.420]   I
[00:43:11.420 --> 00:43:11.610]   you
[00:43:11.610 --> 00:43:11.870]   know
[00:43:11.870 --> 00:43:12.060]   for
[00:43:12.060 --> 00:43:12.510]   example
[00:43:12.510 --> 00:43:12.570]   a
[00:43:12.570 --> 00:43:13.280]   personality
[00:43:13.280 --> 00:43:13.410]   or
[00:43:13.410 --> 00:43:13.600]   one
[00:43:13.600 --> 00:43:14.180]   algorithm
[00:43:14.180 --> 00:43:14.350]   may
[00:43:14.350 --> 00:43:14.460]   be
[00:43:14.460 --> 00:43:14.560]   a
[00:43:14.560 --> 00:43:15.010]   better
[00:43:15.010 --> 00:43:15.080]   g
[00:43:15.080 --> 00:43:15.270]   game
[00:43:15.270 --> 00:43:15.650]   opener
[00:43:15.650 --> 00:43:16.240]   than
[00:43:16.240 --> 00:43:16.250]   being
[00:43:16.250 --> 00:43:16.320]   a
[00:43:16.320 --> 00:43:16.560]   game
[00:43:16.560 --> 00:43:16.950]   closer
[00:43:16.950 --> 00:43:17.140]   you
[00:43:17.140 --> 00:43:17.410]   know
[00:43:17.410 --> 00:43:17.590]   you
[00:43:17.590 --> 00:43:17.860]   can
[00:43:17.860 --> 00:43:18.040]   find
[00:43:18.040 --> 00:43:18.360]   those
[00:43:18.360 --> 00:43:18.750]   things
[00:43:18.750 --> 00:43:18.940]   and
[00:43:18.940 --> 00:43:19.130]   and
[00:43:19.130 --> 00:43:19.580]   instead
[00:43:19.580 --> 00:43:19.710]   of
[00:43:19.710 --> 00:43:20.100]   really
[00:43:20.100 --> 00:43:20.420]   those
[00:43:20.420 --> 00:43:20.580]   uh
[00:43:20.580 --> 00:43:21.000]   genetic
[00:43:21.000 --> 00:43:21.620]   algorithms
[00:43:21.620 --> 00:43:21.840]   met
[00:43:21.840 --> 00:43:21.980]  h
[00:43:21.980 --> 00:43:22.190]  olog
[00:43:22.190 --> 00:43:22.220]  i
[00:43:22.220 --> 00:43:22.540]   works
[00:43:22.540 --> 00:43:22.800]   best
[00:43:22.800 --> 00:43:23.280]   because
[00:43:23.280 --> 00:43:23.310]   i
[00:43:23.310 --> 00:43:23.800]   once
[00:43:23.800 --> 00:43:23.800]  
[00:43:23.800 --> 00:43:23.980]   you
[00:43:23.980 --> 00:43:24.220]   have
[00:43:24.220 --> 00:43:24.520]   those
[00:43:24.520 --> 00:43:24.820]   basic
[00:43:24.820 --> 00:43:24.880]   A
[00:43:24.880 --> 00:43:24.940]  _
[00:43:24.940 --> 00:43:25.060]  Is
[00:43:25.060 --> 00:43:25.360]   built
[00:43:25.360 --> 00:43:25.540]   you
[00:43:25.540 --> 00:43:25.660]  ,
[00:43:25.660 --> 00:43:25.900]   can
[00:43:25.900 --> 00:43:26.140]   throw
[00:43:26.140 --> 00:43:26.380]   them
[00:43:26.380 --> 00:43:26.500]   in
[00:43:26.500 --> 00:43:26.620]   an
[00:43:26.620 --> 00:43:27.170]   environment
[00:43:27.170 --> 00:43:27.540]  ,
[00:43:27.540 --> 00:43:27.580]   get
[00:43:27.580 --> 00:43:27.820]   them
[00:43:27.820 --> 00:43:27.940]   to
[00:43:27.940 --> 00:43:28.360]   compete
[00:43:28.360 --> 00:43:28.780]   against
[00:43:28.780 --> 00:43:29.020]   each
[00:43:29.020 --> 00:43:29.320]   other
[00:43:29.320 --> 00:43:29.500]   and
[00:43:29.500 --> 00:43:29.680]   you
[00:43:29.680 --> 00:43:29.920]   see
[00:43:29.920 --> 00:43:30.100]   what
[00:43:30.100 --> 00:43:30.520]   happens
[00:43:30.520 --> 00:43:30.700]   you
[00:43:30.700 --> 00:43:30.940]   know
[00:43:30.940 --> 00:43:31.360]   which
[00:43:31.360 --> 00:43:31.420]   one
[00:43:31.420 --> 00:43:31.720]   comes
[00:43:31.720 --> 00:43:31.900]   out
[00:43:31.900 --> 00:43:32.030]   on
[00:43:32.030 --> 00:43:32.140]   on
[00:43:32.140 --> 00:43:32.320]   top
[00:43:32.320 --> 00:43:32.620]   right
[00:43:32.620 --> 00:43:32.740]  ,
[00:43:32.740 --> 00:43:33.040]   which
[00:43:33.040 --> 00:43:33.220]   one
[00:43:33.220 --> 00:43:33.700]   actually
[00:43:33.700 --> 00:43:33.880]   one
[00:43:33.880 --> 00:43:34.060]   one
[00:43:34.060 --> 00:43:34.240]   the
[00:43:34.240 --> 00:43:34.480]   most
[00:43:34.480 --> 00:43:34.780]   games
[00:43:34.780 --> 00:43:34.960]   and
[00:43:34.960 --> 00:43:35.140]   has
[00:43:35.140 --> 00:43:35.320]   the
[00:43:35.320 --> 00:43:35.560]   best
[00:43:35.560 --> 00:43:35.680]   uh
[00:43:35.680 --> 00:43:35.980]   tuned
[00:43:35.980 --> 00:43:36.340]   engine
[00:43:36.340 --> 00:43:36.520]   for
[00:43:36.520 --> 00:43:36.700]   you
[00:43:36.700 --> 00:43:36.940]   know
[00:43:36.940 --> 00:43:37.240]   maybe
[00:43:37.240 --> 00:43:37.420]   all
[00:43:37.420 --> 00:43:37.770]   around
[00:43:37.770 --> 00:43:38.100]  .
[00:43:38.100 --> 00:43:38.140]   Uh
[00:43:38.140 --> 00:43:38.240]   so
[00:43:38.240 --> 00:43:38.480]   you
[00:43:38.480 --> 00:43:38.590]   know
[00:43:38.590 --> 00:43:38.690]   so
[00:43:38.690 --> 00:43:38.890]   that
[00:43:38.890 --> 00:43:38.990]  's
[00:43:38.990 --> 00:43:39.180]   that
[00:43:39.180 --> 00:43:39.290]  's
[00:43:39.290 --> 00:43:39.590]   really
[00:43:39.590 --> 00:43:39.990]   exciting
[00:43:39.990 --> 00:43:40.160]  .
[00:43:40.160 --> 00:43:40.440]   Yeah
[00:43:40.440 --> 00:43:40.480]   I
[00:43:40.480 --> 00:43:40.790]   think
[00:43:40.790 --> 00:43:41.120]   the
[00:43:41.120 --> 00:43:41.410]   really
[00:43:41.410 --> 00:43:41.650]   with
[00:43:41.650 --> 00:43:41.710]   s
[00:43:41.710 --> 00:43:41.840]   to
[00:43:41.840 --> 00:43:42.110]   come
[00:43:42.110 --> 00:43:42.360]   back
[00:43:42.360 --> 00:43:42.490]   to
[00:43:42.490 --> 00:43:42.820]   swarm
[00:43:42.820 --> 00:43:42.950]   in
[00:43:42.950 --> 00:43:43.390]   itself
[00:43:43.390 --> 00:43:43.670]   there
[00:43:43.670 --> 00:43:43.800]  's
[00:43:43.800 --> 00:43:44.190]   really
[00:43:44.190 --> 00:43:44.250]   a
[00:43:44.250 --> 00:43:44.840]   multitude
[00:43:44.840 --> 00:43:44.970]   of
[00:43:44.970 --> 00:43:45.110]   of
[00:43:45.110 --> 00:43:45.430]   of
[00:43:45.430 --> 00:43:45.690]   options
[00:43:45.690 --> 00:43:45.820]   to
[00:43:45.820 --> 00:43:45.950]   to
[00:43:45.950 --> 00:43:46.070]   do
[00:43:46.070 --> 00:43:46.340]   and
[00:43:46.340 --> 00:43:46.460]   one
[00:43:46.460 --> 00:43:46.790]   thing
[00:43:46.790 --> 00:43:46.980]   you
[00:43:46.980 --> 00:43:47.210]   and
[00:43:47.210 --> 00:43:47.340]   I
[00:43:47.340 --> 00:43:47.620]   talked
[00:43:47.620 --> 00:43:47.950]   about
[00:43:47.950 --> 00:43:48.210]   just
[00:43:48.210 --> 00:43:48.360]   in
[00:43:48.360 --> 00:43:48.600]   that
[00:43:48.600 --> 00:43:48.930]   event
[00:43:48.930 --> 00:43:49.120]   you
[00:43:49.120 --> 00:43:49.380]   know
[00:43:49.380 --> 00:43:49.510]  ,
[00:43:49.510 --> 00:43:49.770]   once
[00:43:49.770 --> 00:43:49.900]   we
[00:43:49.900 --> 00:43:50.090]   get
[00:43:50.090 --> 00:43:50.410]   off
[00:43:50.410 --> 00:43:50.550]   over
[00:43:50.550 --> 00:43:50.600]   I
[00:43:50.600 --> 00:43:50.750]   would
[00:43:50.750 --> 00:43:51.460]   say
[00:43:51.460 --> 00:43:51.620]   getting
[00:43:51.620 --> 00:43:51.770]   the
[00:43:51.770 --> 00:43:52.360]   primitive
[00:43:52.360 --> 00:43:53.090]   implemented
[00:43:53.090 --> 00:43:53.220]   in
[00:43:53.220 --> 00:43:53.800]   your
[00:43:53.800 --> 00:43:53.800]  
[00:43:53.800 --> 00:43:53.930]   it
[00:43:53.930 --> 00:43:54.060]  's
[00:43:54.060 --> 00:43:54.310]   that
[00:43:54.310 --> 00:43:54.450]   it
[00:43:54.450 --> 00:43:54.840]   needs
[00:43:54.840 --> 00:43:54.850]   a
[00:43:54.850 --> 00:43:55.100]   game
[00:43:55.100 --> 00:43:55.500]   engine
[00:43:55.500 --> 00:43:55.630]   to
[00:43:55.630 --> 00:43:55.760]   uh
[00:43:55.760 --> 00:43:56.500]   potentially
[00:43:56.500 --> 00:43:56.700]   you
[00:43:56.700 --> 00:43:57.030]   know
[00:43:57.030 --> 00:43:57.090]   be
[00:43:57.090 --> 00:43:57.350]   able
[00:43:57.350 --> 00:43:57.480]   to
[00:43:57.480 --> 00:43:57.740]   look
[00:43:57.740 --> 00:43:57.890]   at
[00:43:57.890 --> 00:43:58.000]   uh
[00:43:58.000 --> 00:43:58.530]   multiple
[00:43:58.530 --> 00:43:58.930]   states
[00:43:58.930 --> 00:43:59.260]   ahead
[00:43:59.260 --> 00:43:59.390]   or
[00:43:59.390 --> 00:44:00.120]   actually
[00:44:00.120 --> 00:44:00.120]   use
[00:44:00.120 --> 00:44:00.380]   just
[00:44:00.380 --> 00:44:00.440]   a
[00:44:00.440 --> 00:44:00.770]   board
[00:44:00.770 --> 00:44:01.100]   state
[00:44:01.100 --> 00:44:01.230]   to
[00:44:01.230 --> 00:44:01.360]   to
[00:44:01.360 --> 00:44:01.760]   return
[00:44:01.760 --> 00:44:02.230]   results
[00:44:02.230 --> 00:44:02.710]  .
[00:44:02.710 --> 00:44:02.980]   And
[00:44:02.980 --> 00:44:03.200]   also
[00:44:03.200 --> 00:44:03.360]   uh
[00:44:03.360 --> 00:44:03.440]   I
[00:44:03.440 --> 00:44:03.790]   will
[00:44:03.790 --> 00:44:04.090]   say
[00:44:04.090 --> 00:44:04.240]   the
[00:44:04.240 --> 00:44:04.560]   next
[00:44:04.560 --> 00:44:04.880]   cool
[00:44:04.880 --> 00:44:05.300]   thing
[00:44:05.300 --> 00:44:05.440]   to
[00:44:05.440 --> 00:44:05.620]   do
[00:44:05.620 --> 00:44:06.160]   would
[00:44:06.160 --> 00:44:06.250]   be
[00:44:06.250 --> 00:44:06.320]   to
[00:44:06.320 --> 00:44:06.400]   v
[00:44:06.400 --> 00:44:06.960]   virtual
[00:44:06.960 --> 00:44:07.210]  ize
[00:44:07.210 --> 00:44:07.560]   that
[00:44:07.560 --> 00:44:07.840]   game
[00:44:07.840 --> 00:44:08.320]   engine
[00:44:08.320 --> 00:44:08.520]   so
[00:44:08.520 --> 00:44:08.640]   it
[00:44:08.640 --> 00:44:09.040]   could
[00:44:09.040 --> 00:44:09.200]   be
[00:44:09.200 --> 00:44:09.440]   run
[00:44:09.440 --> 00:44:09.600]   uh
[00:44:09.600 --> 00:44:09.920]   like
[00:44:09.920 --> 00:44:10.080]   on
[00:44:10.080 --> 00:44:10.160]   a
[00:44:10.160 --> 00:44:10.480]   node
[00:44:10.480 --> 00:44:10.560]   G
[00:44:10.560 --> 00:44:10.640]  _
[00:44:10.640 --> 00:44:10.720]  F
[00:44:10.720 --> 00:44:10.800]  _
[00:44:10.800 --> 00:44:11.420]   instance
[00:44:11.420 --> 00:44:11.900]  .
[00:44:11.900 --> 00:44:11.940]   So
[00:44:11.940 --> 00:44:12.260]   we
[00:44:12.260 --> 00:44:12.410]   could
[00:44:12.410 --> 00:44:12.750]   start
[00:44:12.750 --> 00:44:12.870]   to
[00:44:12.870 --> 00:44:13.200]   maybe
[00:44:13.200 --> 00:44:13.460]   open
[00:44:13.460 --> 00:44:13.650]   up
[00:44:13.650 --> 00:44:13.840]   the
[00:44:13.840 --> 00:44:14.050]   kind
[00:44:14.050 --> 00:44:14.180]   of
[00:44:14.180 --> 00:44:14.340]   an
[00:44:14.340 --> 00:44:14.370]   A
[00:44:14.370 --> 00:44:14.430]  _
[00:44:14.430 --> 00:44:14.490]  I
[00:44:14.490 --> 00:44:14.550]  _
[00:44:14.550 --> 00:44:15.280]   competition
[00:44:15.280 --> 00:44:15.540]   down
[00:44:15.540 --> 00:44:15.740]   the
[00:44:15.740 --> 00:44:16.000]   road
[00:44:16.000 --> 00:44:16.120]   uh
[00:44:16.120 --> 00:44:16.480]   with
[00:44:16.480 --> 00:44:17.300]   s [SPEAKER_TURN]
[00:44:17.300 --> 00:44:17.370]   Do
[00:44:17.370 --> 00:44:17.480]   you
[00:44:17.480 --> 00:44:17.630]   like
[00:44:17.630 --> 00:44:17.780]   that
[00:44:17.780 --> 00:44:17.930]   idea
[00:44:17.930 --> 00:44:18.040]  ?
[00:44:18.040 --> 00:44:18.230]   Would
[00:44:18.230 --> 00:44:18.340]   you
[00:44:18.340 --> 00:44:18.490]   like
[00:44:18.490 --> 00:44:18.680]   would
[00:44:18.680 --> 00:44:18.790]   you
[00:44:18.790 --> 00:44:19.000]   like
[00:44:19.000 --> 00:44:19.160]   other
[00:44:19.160 --> 00:44:19.360]   people
[00:44:19.360 --> 00:44:19.440]   to
[00:44:19.440 --> 00:44:19.700]   program
[00:44:19.700 --> 00:44:19.730]   A
[00:44:19.730 --> 00:44:19.760]  _
[00:44:19.760 --> 00:44:19.790]  I
[00:44:19.790 --> 00:44:19.820]  _
[00:44:19.820 --> 00:44:19.850]  s
[00:44:19.850 --> 00:44:19.920]   to
[00:44:19.920 --> 00:44:20.070]   play
[00:44:20.070 --> 00:44:20.340]   against
[00:44:20.340 --> 00:44:20.490]   your
[00:44:20.490 --> 00:44:20.520]   A
[00:44:20.520 --> 00:44:20.550]  _
[00:44:20.550 --> 00:44:20.580]  I
[00:44:20.580 --> 00:44:20.610]  _
[00:44:20.610 --> 00:44:21.240]  ? [SPEAKER_TURN]
[00:44:21.540 --> 00:44:21.590]  
[00:44:21.590 --> 00:44:21.760]   Well
[00:44:21.760 --> 00:44:21.810]   I
[00:44:21.810 --> 00:44:22.070]  've
[00:44:22.070 --> 00:44:22.090]   th
[00:44:22.090 --> 00:44:22.140]   I
[00:44:22.140 --> 00:44:22.420]   think
[00:44:22.420 --> 00:44:22.530]   it
[00:44:22.530 --> 00:44:22.810]   would
[00:44:22.810 --> 00:44:22.920]   be
[00:44:22.920 --> 00:44:22.970]   a
[00:44:22.970 --> 00:44:23.250]   great
[00:44:23.250 --> 00:44:23.360]   uh
[00:44:23.360 --> 00:44:23.670]   the
[00:44:23.670 --> 00:44:23.980]   greatest
[00:44:23.980 --> 00:44:24.150]   way
[00:44:24.150 --> 00:44:24.260]   to
[00:44:24.260 --> 00:44:24.370]   to
[00:44:24.370 --> 00:44:24.480]   to
[00:44:24.480 --> 00:44:24.700]   look
[00:44:24.700 --> 00:44:24.820]   at
[00:44:24.820 --> 00:44:24.920]   uh
[00:44:24.920 --> 00:44:25.200]   other
[00:44:25.200 --> 00:44:25.600]   options
[00:44:25.600 --> 00:44:25.740]  ,
[00:44:25.740 --> 00:44:25.820]   to
[00:44:25.820 --> 00:44:25.990]   see
[00:44:25.990 --> 00:44:26.210]   what
[00:44:26.210 --> 00:44:26.720]   algorithm
[00:44:26.720 --> 00:44:26.830]  ,
[00:44:26.830 --> 00:44:27.230]   because
[00:44:27.230 --> 00:44:27.400]   the
[00:44:27.400 --> 00:44:27.570]   the
[00:44:27.570 --> 00:44:27.790]   cool
[00:44:27.790 --> 00:44:28.070]   thing
[00:44:28.070 --> 00:44:28.120]   I
[00:44:28.120 --> 00:44:28.340]   like
[00:44:28.340 --> 00:44:28.620]   about
[00:44:28.620 --> 00:44:28.810]   the
[00:44:28.810 --> 00:44:28.840]   A
[00:44:28.840 --> 00:44:28.890]  _
[00:44:28.890 --> 00:44:29.570]   competition
[00:44:29.570 --> 00:44:29.630]  ,
[00:44:29.630 --> 00:44:29.860]   once
[00:44:29.860 --> 00:44:29.960]   we
[00:44:29.960 --> 00:44:30.130]   get
[00:44:30.130 --> 00:44:30.290]   to
[00:44:30.290 --> 00:44:30.460]   that
[00:44:30.460 --> 00:44:30.680]   step
[00:44:30.680 --> 00:44:30.960]   where
[00:44:30.960 --> 00:44:31.070]   we
[00:44:31.070 --> 00:44:31.280]   have
[00:44:31.280 --> 00:44:31.400]   we
[00:44:31.400 --> 00:44:31.620]   know
[00:44:31.620 --> 00:44:31.810]   we
[00:44:31.810 --> 00:44:31.950]   have
[00:44:31.950 --> 00:44:32.110]   all
[00:44:32.110 --> 00:44:32.340]   the
[00:44:32.340 --> 00:44:32.560]   prim
[00:44:32.560 --> 00:44:32.850]  itives
[00:44:32.850 --> 00:44:33.480]   implemented
[00:44:33.480 --> 00:44:33.700]   that
[00:44:33.700 --> 00:44:33.930]   will
[00:44:33.930 --> 00:44:34.260]   allow
[00:44:34.260 --> 00:44:34.540]   people
[00:44:34.540 --> 00:44:34.650]   to
[00:44:34.650 --> 00:44:35.050]   program
[00:44:35.050 --> 00:44:35.220]  .
[00:44:35.220 --> 00:44:35.360]   We
[00:44:35.360 --> 00:44:35.550]   know
[00:44:35.550 --> 00:44:35.660]   we
[00:44:35.660 --> 00:44:35.880]   have
[00:44:35.880 --> 00:44:35.930]   a
[00:44:35.930 --> 00:44:36.150]   game
[00:44:36.150 --> 00:44:36.520]   engine
[00:44:36.520 --> 00:44:36.710]   that
[00:44:36.710 --> 00:44:36.930]   runs
[00:44:36.930 --> 00:44:37.040]   on
[00:44:37.040 --> 00:44:37.090]   a
[00:44:37.090 --> 00:44:37.510]   platform
[00:44:37.510 --> 00:44:37.770]   like
[00:44:37.770 --> 00:44:37.980]   node
[00:44:37.980 --> 00:44:38.150]  .
[00:44:38.150 --> 00:44:38.260]  js
[00:44:38.260 --> 00:44:38.850]  .
[00:44:38.850 --> 00:44:39.130]   And
[00:44:39.130 --> 00:44:39.280]   we
[00:44:39.280 --> 00:44:39.410]   can
[00:44:39.410 --> 00:44:39.820]   provide
[00:44:39.820 --> 00:44:40.350]   different
[00:44:40.350 --> 00:44:40.880]   interface
[00:44:40.880 --> 00:44:41.050]  .
[00:44:41.050 --> 00:44:41.100]   I
[00:44:41.100 --> 00:44:41.270]  'll
[00:44:41.270 --> 00:44:41.320]   I
[00:44:41.320 --> 00:44:41.490]   don
[00:44:41.490 --> 00:44:41.600]  't
[00:44:41.600 --> 00:44:41.830]   know
[00:44:41.830 --> 00:44:41.950]   if
[00:44:41.950 --> 00:44:42.160]   you
[00:44:42.160 --> 00:44:42.380]   guys
[00:44:42.380 --> 00:44:42.570]   have
[00:44:42.570 --> 00:44:42.840]   have
[00:44:42.840 --> 00:44:42.910]   ch
[00:44:42.910 --> 00:44:43.130]   I
[00:44:43.130 --> 00:44:43.150]  've
[00:44:43.150 --> 00:44:43.540]   checked
[00:44:43.540 --> 00:44:43.710]   out
[00:44:43.710 --> 00:44:43.820]   or
[00:44:43.820 --> 00:44:44.050]   even
[00:44:44.050 --> 00:44:44.560]   played
[00:44:44.560 --> 00:44:44.630]   with
[00:44:44.630 --> 00:44:44.680]   a
[00:44:44.680 --> 00:44:45.150]   Facebook
[00:44:45.150 --> 00:44:45.260]   uh
[00:44:45.260 --> 00:44:45.490]   game
[00:44:45.490 --> 00:44:45.600]   um
[00:44:45.600 --> 00:44:46.070]   services
[00:44:46.070 --> 00:44:46.260]   they
[00:44:46.260 --> 00:44:46.380]   have
[00:44:46.380 --> 00:44:46.820]  .
[00:44:46.820 --> 00:44:46.930]   You
[00:44:46.930 --> 00:44:47.100]   know
[00:44:47.100 --> 00:44:47.270]   you
