
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.540]   '
[00:25:30.430 --> 00:25:30.680]   just
[00:25:30.680 --> 00:25:30.800]   be
[00:25:30.800 --> 00:25:31.190]   really
[00:25:31.190 --> 00:25:31.500]   lucky
[00:25:31.500 --> 00:25:31.690]   and
[00:25:31.690 --> 00:25:31.810]   go
[00:25:31.810 --> 00:25:32.320]   straight
[00:25:32.320 --> 00:25:32.770]   through
[00:25:32.770 --> 00:25:32.960]   and
[00:25:32.960 --> 00:25:33.410]   another
[00:25:33.410 --> 00:25:33.730]   mouse
[00:25:33.730 --> 00:25:33.920]   may
[00:25:33.920 --> 00:25:34.110]   hit
[00:25:34.110 --> 00:25:34.170]   a
[00:25:34.170 --> 00:25:34.360]   lot
[00:25:34.360 --> 00:25:34.480]   of
[00:25:34.480 --> 00:25:34.730]   dead
[00:25:34.730 --> 00:25:34.970]   ends
[00:25:34.970 --> 00:25:35.170]   and
[00:25:35.170 --> 00:25:35.560]   it
[00:25:35.560 --> 00:25:35.670]   sounds
[00:25:35.670 --> 00:25:35.920]   like
[00:25:35.920 --> 00:25:36.040]   uh
[00:25:36.040 --> 00:25:36.230]   you
[00:25:36.230 --> 00:25:36.420]  're
[00:25:36.420 --> 00:25:36.610]   the
[00:25:36.610 --> 00:25:36.930]   mouse
[00:25:36.930 --> 00:25:37.120]   who
[00:25:37.120 --> 00:25:37.240]  's
[00:25:37.240 --> 00:25:37.690]   getting
[00:25:37.690 --> 00:25:37.880]   who
[00:25:37.880 --> 00:25:38.030]  's
[00:25:38.030 --> 00:25:38.320]   going
[00:25:38.320 --> 00:25:38.910]   getting
[00:25:38.910 --> 00:25:39.090]   lucky
[00:25:39.090 --> 00:25:39.340]   and
[00:25:39.340 --> 00:25:39.570]   a
[00:25:39.570 --> 00:25:39.900]   bit [SPEAKER_TURN]
[00:25:40.740 --> 00:25:40.740]  
[00:25:40.740 --> 00:25:41.050]   M
[00:25:41.050 --> 00:25:41.360]  m
[00:25:41.360 --> 00:25:41.710]  -
[00:25:41.710 --> 00:25:41.980]  h
[00:25:41.980 --> 00:25:42.610]  mm
[00:25:42.610 --> 00:25:48.320]  . [SPEAKER_TURN]
[00:25:48.320 --> 00:25:48.410]   Oh
[00:25:48.410 --> 00:25:48.600]   yeah
[00:25:48.600 --> 00:25:49.160]  . [SPEAKER_TURN]
[00:25:51.000 --> 00:25:51.000]  
[00:25:51.000 --> 00:25:51.250]   they
[00:25:51.250 --> 00:25:51.380]   th
[00:25:51.380 --> 00:25:51.680]   they
[00:25:51.680 --> 00:25:51.820]   don
[00:25:51.820 --> 00:25:51.940]  't
[00:25:51.940 --> 00:25:52.190]   even
[00:25:52.190 --> 00:25:52.570]   get
[00:25:52.570 --> 00:25:52.580]   out
[00:25:52.580 --> 00:25:52.700]   of
[00:25:52.700 --> 00:25:52.890]   the
[00:25:52.890 --> 00:25:53.140]   gate
[00:25:53.140 --> 00:25:53.400]  .
[00:25:53.400 --> 00:25:53.580]   And
[00:25:53.580 --> 00:25:53.760]   the
[00:25:53.760 --> 00:25:53.940]   and
[00:25:53.940 --> 00:25:54.060]   th
[00:25:54.060 --> 00:25:54.240]   the
[00:25:54.240 --> 00:25:54.420]   way
[00:25:54.420 --> 00:25:54.600]   the
[00:25:54.600 --> 00:25:54.850]   only
[00:25:54.850 --> 00:25:55.110]   way
[00:25:55.110 --> 00:25:55.210]   you
[00:25:55.210 --> 00:25:55.460]   give
[00:25:55.460 --> 00:25:55.960]   yourself
[00:25:55.960 --> 00:25:56.020]   a
[00:25:56.020 --> 00:25:56.270]   shot
[00:25:56.270 --> 00:25:56.390]   is
[00:25:56.390 --> 00:25:56.510]   by
[00:25:56.510 --> 00:25:56.880]   trying
[00:25:56.880 --> 00:25:57.430]   something
[00:25:57.430 --> 00:25:57.760]  .
[00:25:57.760 --> 00:25:57.820]   And
[00:25:57.820 --> 00:25:57.880]   if
[00:25:57.880 --> 00:25:58.060]   this
[00:25:58.060 --> 00:25:58.250]   exceeds
[00:25:58.250 --> 00:25:58.350]   and
[00:25:58.350 --> 00:25:58.550]   great
[00:25:58.550 --> 00:25:58.580]  ,
[00:25:58.580 --> 00:25:58.640]   or
[00:25:58.640 --> 00:25:58.700]   if
[00:25:58.700 --> 00:25:58.930]   it
[00:25:58.930 --> 00:25:58.950]   doesn
[00:25:58.950 --> 00:25:58.990]  't
[00:25:58.990 --> 00:25:59.230]   succeed
[00:25:59.230 --> 00:25:59.330]   and
[00:25:59.330 --> 00:25:59.430]   you
[00:25:59.430 --> 00:25:59.600]   try
[00:25:59.600 --> 00:25:59.770]   other
[00:25:59.770 --> 00:25:59.900]   things
[00:25:59.900 --> 00:25:59.960]  ,
[00:25:59.960 --> 00:26:00.060]   and
[00:26:00.060 --> 00:26:00.190]   most
[00:26:00.190 --> 00:26:00.390]   likely
[00:26:00.390 --> 00:26:00.520]   what
[00:26:00.520 --> 00:26:00.620]  'll
[00:26:00.620 --> 00:26:00.850]   happen
[00:26:00.850 --> 00:26:00.880]   is
[00:26:00.880 --> 00:26:00.960]  ,
[00:26:00.960 --> 00:26:01.040]   say
[00:26:01.040 --> 00:26:01.070]   f
[00:26:01.070 --> 00:26:01.200]   they
[00:26:01.200 --> 00:26:01.340]  've
[00:26:01.340 --> 00:26:01.400]   got
[00:26:01.400 --> 00:26:01.430]   a
[00:26:01.430 --> 00:26:01.600]   they
[00:26:01.600 --> 00:26:01.660]  've
[00:26:01.660 --> 00:26:01.770]   got
[00:26:01.770 --> 00:26:01.790]   a
[00:26:01.790 --> 00:26:01.960]   solid
[00:26:01.960 --> 00:26:02.090]   idea
[00:26:02.090 --> 00:26:02.190]  .
[00:26:02.190 --> 00:26:02.320]   They
[00:26:02.320 --> 00:26:02.420]  've
[00:26:02.420 --> 00:26:02.520]   got
[00:26:02.520 --> 00:26:02.550]   a
[00:26:02.550 --> 00:26:02.580]   g
[00:26:02.580 --> 00:26:02.630]   a
[00:26:02.630 --> 00:26:02.740]   good
[00:26:02.740 --> 00:26:02.910]   start
[00:26:02.910 --> 00:26:02.970]   on
[00:26:02.970 --> 00:26:03.000]   a
[00:26:03.000 --> 00:26:03.240]   product
[00:26:03.240 --> 00:26:03.340]   and
[00:26:03.340 --> 00:26:03.400]  ,
[00:26:03.400 --> 00:26:03.530]   they
[00:26:03.530 --> 00:26:03.630]  'll
[00:26:03.630 --> 00:26:03.900]   continue
[00:26:03.900 --> 00:26:03.960]   to
[00:26:03.960 --> 00:26:04.090]   iter
[00:26:04.090 --> 00:26:04.190]  ate
[00:26:04.190 --> 00:26:04.290]   and
[00:26:04.290 --> 00:26:04.420]   they
[00:26:04.420 --> 00:26:04.520]  'll
[00:26:04.520 --> 00:26:04.720]   just
[00:26:04.720 --> 00:26:04.850]   figure
[00:26:04.850 --> 00:26:05.010]   it
[00:26:05.010 --> 00:26:05.020]   out
[00:26:05.020 --> 00:26:05.070]  ,
[00:26:05.070 --> 00:26:05.240]   which
[00:26:05.240 --> 00:26:05.290]   is
[00:26:05.290 --> 00:26:05.420]   the
[00:26:05.420 --> 00:26:05.670]   same
[00:26:05.670 --> 00:26:05.700]   thing
[00:26:05.700 --> 00:26:05.830]   that
[00:26:05.830 --> 00:26:05.930]   you
[00:26:05.930 --> 00:26:06.030]  're
[00:26:06.030 --> 00:26:06.200]   doing
[00:26:06.200 --> 00:26:06.330]   with
[00:26:06.330 --> 00:26:06.920]   Tweet
[00:26:12.180 --> 00:26:12.180]  
[00:26:12.180 --> 00:26:12.430]   minor
[00:26:12.430 --> 00:26:12.530]  ,
[00:26:12.530 --> 00:26:12.630]   it
[00:26:12.630 --> 00:26:12.730]  's
[00:26:12.730 --> 00:26:12.880]   the
[00:26:12.880 --> 00:26:13.080]   same
[00:26:13.080 --> 00:26:13.330]   thing
[00:26:13.330 --> 00:26:13.530]   that
[00:26:13.530 --> 00:26:13.720]   um
[00:26:13.720 --> 00:26:13.780]   you
[00:26:13.780 --> 00:26:13.980]   know
[00:26:13.980 --> 00:26:14.170]   that
[00:26:14.170 --> 00:26:14.340]   I
[00:26:14.340 --> 00:26:14.380]  've
[00:26:14.380 --> 00:26:14.580]   done
[00:26:14.580 --> 00:26:14.780]   and
[00:26:14.780 --> 00:26:14.880]   r
[00:26:14.880 --> 00:26:14.960]   my
[00:26:14.960 --> 00:26:15.390]   approaches
[00:26:15.390 --> 00:26:15.490]   to
[00:26:15.490 --> 00:26:15.800]   things
[00:26:15.800 --> 00:26:15.950]  .
[00:26:15.950 --> 00:26:16.100]   And
[00:26:16.100 --> 00:26:16.180]   I
[00:26:16.180 --> 00:26:16.400]   think
[00:26:16.400 --> 00:26:16.550]   any
[00:26:16.550 --> 00:26:16.700]   any
[00:26:16.700 --> 00:26:16.800]   if
[00:26:16.800 --> 00:26:16.950]   you
[00:26:16.950 --> 00:26:17.100]   ask
[00:26:17.100 --> 00:26:17.200]   if
[00:26:17.200 --> 00:26:17.350]   you
[00:26:17.350 --> 00:26:17.660]   really
[00:26:17.660 --> 00:26:18.070]   analysed
[00:26:18.070 --> 00:26:18.220]   all
[00:26:18.220 --> 00:26:18.360]   the
[00:26:18.360 --> 00:26:18.830]   things
[00:26:18.830 --> 00:26:18.880]   that
[00:26:18.880 --> 00:26:19.080]   have
[00:26:19.080 --> 00:26:19.390]   worked
[00:26:19.390 --> 00:26:19.490]  ,
[00:26:19.490 --> 00:26:19.590]   it
[00:26:19.590 --> 00:26:19.690]  's
[00:26:19.690 --> 00:26:19.890]   like
[00:26:19.890 --> 00:26:20.200]   nobody
[00:26:20.200 --> 00:26:20.420]   just
[00:26:20.420 --> 00:26:20.650]   wrote
[00:26:20.650 --> 00:26:20.750]   up
[00:26:20.750 --> 00:26:20.960]   an
[00:26:20.960 --> 00:26:21.090]   idea
[00:26:21.090 --> 00:26:21.250]   like
[00:26:21.250 --> 00:26:21.450]   this
[00:26:21.450 --> 00:26:21.600]   is
[00:26:21.600 --> 00:26:21.800]   great
[00:26:21.800 --> 00:26:22.000]   idea
[00:26:22.000 --> 00:26:22.200]   and
[00:26:22.200 --> 00:26:22.250]  ,
[00:26:22.250 --> 00:26:22.300]   I
[00:26:22.300 --> 00:26:22.490]   just
[00:26:22.490 --> 00:26:22.840]   worked
[00:26:22.840 --> 00:26:22.960]  .
[00:26:22.960 --> 00:26:23.110]   It
[00:26:23.110 --> 00:26:23.160]  's
[00:26:23.160 --> 00:26:23.310]   and
[00:26:23.310 --> 00:26:23.410]   uh
[00:26:23.410 --> 00:26:23.510]   uh
[00:26:23.510 --> 00:26:23.710]   they
[00:26:23.710 --> 00:26:23.940]   they
[00:26:23.940 --> 00:26:24.110]   they
[00:26:24.110 --> 00:26:24.310]   they
[00:26:24.310 --> 00:26:24.510]   kept
[00:26:24.510 --> 00:26:24.820]   trying
[00:26:24.820 --> 00:26:25.130]   things
[00:26:25.130 --> 00:26:25.280]  .
[00:26:25.280 --> 00:26:25.460]   The
[00:26:25.460 --> 00:26:25.860]   whether
[00:26:25.860 --> 00:26:25.890]   it
[00:26:25.890 --> 00:26:26.040]   was
[00:26:26.040 --> 00:26:26.140]   in
[00:26:26.140 --> 00:26:26.350]   the
[00:26:26.350 --> 00:26:26.650]   context
[00:26:26.650 --> 00:26:26.750]   of
[00:26:26.750 --> 00:26:26.900]   the
[00:26:26.900 --> 00:26:27.260]   initial
[00:26:27.260 --> 00:26:27.470]   idea
[00:26:27.470 --> 00:26:27.770]   trying
[00:26:27.770 --> 00:26:27.980]   lots
[00:26:27.980 --> 00:26:28.070]   of
[00:26:28.070 --> 00:26:28.550]   different
[00:26:28.550 --> 00:26:28.780]   ideas
[00:26:28.780 --> 00:26:29.030]   about
[00:26:29.030 --> 00:26:29.230]   that
[00:26:29.230 --> 00:26:29.600]   product
[00:26:29.600 --> 00:26:29.690]   or
[00:26:29.690 --> 00:26:29.840]   was
[00:26:29.840 --> 00:26:30.150]   trying
[00:26:30.150 --> 00:26:30.350]   lots
[00:26:30.350 --> 00:26:30.490]   of
[00:26:30.490 --> 00:26:30.750]   different
[00:26:30.750 --> 00:26:31.310]   ideas
[00:26:31.310 --> 00:26:31.380]   and
[00:26:31.380 --> 00:26:31.410]   pr
[00:26:31.410 --> 00:26:31.560]   and
[00:26:31.560 --> 00:26:31.780]   then
[00:26:31.780 --> 00:26:32.120]   hitting
[00:26:32.120 --> 00:26:32.320]   upon
[00:26:32.320 --> 00:26:32.390]   a
[00:26:32.390 --> 00:26:32.680]   simple
[00:26:32.680 --> 00:26:32.830]   one
[00:26:32.830 --> 00:26:33.030]   that
[00:26:33.030 --> 00:26:33.440]   actually
[00:26:33.440 --> 00:26:33.750]   played
[00:26:33.750 --> 00:26:33.940]   off
[00:26:33.940 --> 00:26:35.040]  . [SPEAKER_TURN]
[00:26:35.040 --> 00:26:35.400]   Yeah
[00:26:35.400 --> 00:26:35.680]  . [SPEAKER_TURN]
[00:26:36.660 --> 00:26:36.720]  
[00:26:36.720 --> 00:26:36.800]   So
[00:26:36.800 --> 00:26:36.930]   at
[00:26:36.930 --> 00:26:37.200]   the
[00:26:37.200 --> 00:26:37.610]   macro
[00:26:37.610 --> 00:26:37.650]   or
[00:26:37.650 --> 00:26:38.010]   micro
[00:26:38.010 --> 00:26:38.370]   level
[00:26:38.370 --> 00:26:38.580]  .
[00:26:38.580 --> 00:26:38.790]   But
[00:26:38.790 --> 00:26:38.930]   so
[00:26:38.930 --> 00:26:39.220]   that
[00:26:39.220 --> 00:26:39.360]  's
[00:26:39.360 --> 00:26:39.860]   awesome
[00:26:39.860 --> 00:26:40.070]  .
[00:26:40.070 --> 00:26:40.210]   So
[00:26:40.210 --> 00:26:40.430]   you
[00:26:40.430 --> 00:26:40.560]   so
[00:26:40.560 --> 00:26:40.770]   you
[00:26:40.770 --> 00:26:40.840]   c
[00:26:40.840 --> 00:26:40.980]   so
[00:26:40.980 --> 00:26:41.190]   you
[00:26:41.190 --> 00:26:41.330]   um
[00:26:41.330 --> 00:26:41.540]   you
[00:26:41.540 --> 00:26:41.830]   got
[00:26:41.830 --> 00:26:42.040]   this
[00:26:42.040 --> 00:26:42.540]   partner
[00:26:42.540 --> 00:26:42.680]   in
[00:26:42.680 --> 00:26:43.120]   crime
[00:26:43.120 --> 00:26:43.180]  ,
[00:26:43.180 --> 00:26:43.470]   Andy
[00:26:43.470 --> 00:26:43.820]  ,
[00:26:43.820 --> 00:26:43.830]   and
[00:26:43.830 --> 00:26:44.030]   you
[00:26:44.030 --> 00:26:44.320]   guys
[00:26:44.320 --> 00:26:44.750]   worked
[00:26:44.750 --> 00:26:44.890]   on
[00:26:44.890 --> 00:26:45.250]   this
[00:26:45.250 --> 00:26:45.540]   thing
[00:26:45.540 --> 00:26:45.780]  .
[00:26:45.780 --> 00:26:45.890]   So
[00:26:45.890 --> 00:26:46.100]   how
[00:26:46.100 --> 00:26:46.240]   do
[00:26:46.240 --> 00:26:46.450]   you
[00:26:46.450 --> 00:26:46.660]   end
[00:26:46.660 --> 00:26:46.800]   up
[00:26:46.800 --> 00:26:47.440]   working
[00:26:47.440 --> 00:26:47.440]   in
[00:26:47.440 --> 00:26:47.580]   a
[00:26:47.580 --> 00:26:47.650]   V
[00:26:47.650 --> 00:26:47.650]  _
[00:26:47.650 --> 00:26:47.720]  C
[00:26:47.720 --> 00:26:47.790]  _
[00:26:47.790 --> 00:26:47.910]  '
[00:26:47.910 --> 00:26:47.930]  s
[00:26:47.930 --> 00:26:48.360]   office
[00:26:48.360 --> 00:26:48.500]   to
[00:26:48.500 --> 00:26:48.640]   do
[00:26:48.640 --> 00:26:48.930]   this
[00:26:48.930 --> 00:26:49.140]  ?
[00:26:49.140 --> 00:26:49.210]   I
[00:26:49.210 --> 00:26:49.500]   mean
[00:26:49.500 --> 00:26:49.710]   how
[00:26:49.710 --> 00:26:50.000]   does
[00:26:50.000 --> 00:26:50.290]   that
[00:26:50.290 --> 00:26:50.600]   even
[00:26:50.600 --> 00:26:51.140]   happen
[00:26:51.140 --> 00:26:52.140]  ? [SPEAKER_TURN]
[00:26:52.800 --> 00:26:52.870]  
[00:26:52.870 --> 00:26:53.330]   Yeah
[00:26:53.330 --> 00:26:53.430]  .
[00:26:53.430 --> 00:26:53.520]   I
[00:26:53.520 --> 00:26:54.140]   mean
[00:26:54.140 --> 00:26:54.240]   this
[00:26:54.240 --> 00:26:54.420]   is
[00:26:54.420 --> 00:26:54.720]   the
[00:26:54.720 --> 00:26:55.230]   honest
[00:26:55.230 --> 00:26:55.680]   story
[00:26:55.680 --> 00:26:55.950]  .
[00:26:55.950 --> 00:26:56.040]   I
[00:26:56.040 --> 00:26:56.230]  'm
[00:26:56.230 --> 00:26:56.490]   not
[00:26:56.490 --> 00:26:56.850]   like
[00:26:56.850 --> 00:26:57.030]   fl
[00:26:57.030 --> 00:26:57.300]  uff
[00:26:57.300 --> 00:26:57.610]  ing
[00:26:57.610 --> 00:26:57.750]   it
[00:26:57.750 --> 00:26:57.920]   up
[00:26:57.920 --> 00:26:58.280]   in
[00:26:58.280 --> 00:26:58.380]   any
[00:26:58.380 --> 00:26:58.650]   way
[00:26:58.650 --> 00:26:58.920]  .
[00:26:58.920 --> 00:26:59.120]   Um
[00:26:59.120 --> 00:26:59.360]   but
[00:26:59.360 --> 00:27:00.550]   essentially
[00:27:00.550 --> 00:27:00.620]   um
[00:27:00.620 --> 00:27:00.640]   I
[00:27:00.640 --> 00:27:01.090]   think
[00:27:01.090 --> 00:27:01.670]   early
[00:27:01.670 --> 00:27:01.720]   in
[00:27:01.720 --> 00:27:02.040]   the
[00:27:02.040 --> 00:27:02.530]   spring
[00:27:02.530 --> 00:27:03.260]   semester
[00:27:03.260 --> 00:27:03.440]  ,
[00:27:03.440 --> 00:27:03.530]   I
[00:27:03.530 --> 00:27:03.980]   got
[00:27:03.980 --> 00:27:04.240]   an
[00:27:04.240 --> 00:27:04.430]   email
[00:27:04.430 --> 00:27:04.880]   about
[00:27:04.880 --> 00:27:05.240]   free
[00:27:05.240 --> 00:27:05.710]   sushi
[00:27:05.710 --> 00:27:05.870]  ,
[00:27:05.870 --> 00:27:06.040]   so
[00:27:06.040 --> 00:27:06.140]   I
[00:27:06.140 --> 00:27:06.500]   didn
[00:27:06.500 --> 00:27:06.680]  't
[00:27:06.680 --> 00:27:06.860]   it
[00:27:06.860 --> 00:27:07.230]   said
[00:27:07.230 --> 00:27:07.580]   like
[00:27:07.580 --> 00:27:07.740]   do
[00:27:07.740 --> 00:27:08.400]   you
[00:27:08.400 --> 00:27:08.480]   wanna
[00:27:08.480 --> 00:27:08.840]   like
[00:27:08.840 --> 00:27:09.200]   work
[00:27:09.200 --> 00:27:09.380]   on
[00:27:09.380 --> 00:27:09.740]   your
[00:27:09.740 --> 00:27:10.380]   project
[00:27:10.380 --> 00:27:10.650]   the
[00:27:10.650 --> 00:27:11.270]   summer
[00:27:11.270 --> 00:27:11.460]   and
[00:27:11.460 --> 00:27:11.820]   like
[00:27:11.820 --> 00:27:12.090]   win
[00:27:12.090 --> 00:27:12.630]   thirty
[00:27:12.630 --> 00:27:12.990]   five
[00:27:12.990 --> 00:27:13.080]   K
[00:27:13.080 --> 00:27:13.180]  _
[00:27:13.180 --> 00:27:13.350]   in
[00:27:13.350 --> 00:27:13.470]   a
[00:27:13.470 --> 00:27:13.530]   V
[00:27:13.530 --> 00:27:13.620]  _
[00:27:13.620 --> 00:27:13.710]  C
[00:27:13.710 --> 00:27:13.800]  _
[00:27:13.800 --> 00:27:13.890]  '
[00:27:13.890 --> 00:27:13.980]  s
[00:27:13.980 --> 00:27:14.520]   office
[00:27:14.520 --> 00:27:14.880]  ?
[00:27:14.880 --> 00:27:15.060]   And
[00:27:15.060 --> 00:27:15.440]   like
[00:27:15.440 --> 00:27:15.630]   I
[00:27:15.630 --> 00:27:15.930]   kind
[00:27:15.930 --> 00:27:16.050]   of
[00:27:16.050 --> 00:27:16.730]   ignored
[00:27:16.730 --> 00:27:17.070]   that
[00:27:17.070 --> 00:27:17.320]   and
[00:27:17.320 --> 00:27:17.410]   I
[00:27:17.410 --> 00:27:17.770]   just
[00:27:17.770 --> 00:27:18.170]   like
[00:27:18.170 --> 00:27:18.500]   went
[00:27:18.500 --> 00:27:18.760]   for
[00:27:18.760 --> 00:27:19.030]   the
[00:27:19.030 --> 00:27:19.390]   free
[00:27:19.390 --> 00:27:19.840]   sushi
[00:27:19.840 --> 00:27:20.220]  ,
[00:27:20.220 --> 00:27:20.290]   and
[00:27:20.290 --> 00:27:20.560]   and
[00:27:20.560 --> 00:27:20.740]   it
[00:27:20.740 --> 00:27:20.920]  's
[00:27:20.920 --> 00:27:21.460]   this
[00:27:21.460 --> 00:27:21.780]   event
[00:27:21.780 --> 00:27:21.930]  ,
[00:27:21.930 --> 00:27:22.800]   they
[00:27:22.800 --> 00:27:22.800]  
[00:27:22.800 --> 00:27:23.090]   give
[00:27:23.090 --> 00:27:23.320]   out
[00:27:23.320 --> 00:27:23.600]   free
[00:27:23.600 --> 00:27:24.120]   station
[00:27:24.120 --> 00:27:24.210]   and
[00:27:24.210 --> 00:27:24.650]   and
[00:27:24.650 --> 00:27:24.870]   they
[00:27:24.870 --> 00:27:25.290]   talked
[00:27:25.290 --> 00:27:25.800]   about
[00:27:25.800 --> 00:27:25.890]   um
[00:27:25.890 --> 00:27:26.170]   light
[00:27:26.170 --> 00:27:26.590]   speed
[00:27:26.590 --> 00:27:27.080]   venture
[00:27:27.080 --> 00:27:27.700]   partners
[00:27:27.700 --> 00:27:28.090]   giving
[00:27:28.090 --> 00:27:28.530]   out
[00:27:28.530 --> 00:27:28.750]   grants
[00:27:28.750 --> 00:27:29.010]   to
[00:27:29.010 --> 00:27:29.410]   student
[00:27:29.410 --> 00:27:30.470]   entrepreneurs
[00:27:30.470 --> 00:27:30.910]   and
[00:27:30.910 --> 00:27:31.540]   the
[00:27:31.540 --> 00:27:31.620]   two
[00:27:31.620 --> 00:27:33.140]   requirements
[00:27:33.140 --> 00:27:33.680]   were
[00:27:33.680 --> 00:27:33.720]   that
[00:27:33.720 --> 00:27:34.690]   you
[00:27:34.690 --> 00:27:34.710]   had
[00:27:34.710 --> 00:27:34.910]   to
[00:27:34.910 --> 00:27:35.160]   be
[00:27:35.160 --> 00:27:35.340]   an
[00:27:35.340 --> 00:27:36.170]   engineer
[00:27:36.170 --> 00:27:36.480]   and
[00:27:36.480 --> 00:27:37.200]   that
[00:27:37.200 --> 00:27:37.250]   you
[00:27:37.250 --> 00:27:37.510]   had
[00:27:37.510 --> 00:27:37.720]   to
[00:27:37.720 --> 00:27:38.290]   still
[00:27:38.290 --> 00:27:38.450]   be
[00:27:38.450 --> 00:27:38.660]   in
[00:27:38.660 --> 00:27:39.280]   school
[00:27:39.280 --> 00:27:40.500]  . [SPEAKER_TURN]
[00:27:40.500 --> 00:27:40.650]   Okay
[00:27:40.650 --> 00:27:41.560]  . [SPEAKER_TURN]
[00:27:41.920 --> 00:27:41.960]  
[00:27:41.960 --> 00:27:42.120]   So
[00:27:42.120 --> 00:27:42.180]   I
[00:27:42.180 --> 00:27:42.830]   thought
[00:27:42.830 --> 00:27:43.420]   alright
[00:27:43.420 --> 00:27:43.680]   let
[00:27:43.680 --> 00:27:43.850]  's
[00:27:43.850 --> 00:27:44.200]   just
[00:27:44.200 --> 00:27:44.640]   apply
[00:27:44.640 --> 00:27:44.930]   for
[00:27:44.930 --> 00:27:45.250]   this
[00:27:45.250 --> 00:27:45.550]   see
[00:27:45.550 --> 00:27:45.680]  ,
[00:27:45.680 --> 00:27:45.960]   what
[00:27:45.960 --> 00:27:46.780]   happens
[00:27:46.780 --> 00:27:46.820]   um
[00:27:46.820 --> 00:27:46.990]   we
[00:27:46.990 --> 00:27:47.250]   got
[00:27:47.250 --> 00:27:48.070]   outright
[00:27:48.070 --> 00:27:48.670]   rejected
[00:27:48.670 --> 00:27:48.930]   our
[00:27:48.930 --> 00:27:49.370]   first
[00:27:49.370 --> 00:27:49.810]   round
[00:27:49.810 --> 00:27:50.140]   but
[00:27:50.140 --> 00:27:50.240]   we
[00:27:50.240 --> 00:27:50.710]   fixed
[00:27:50.710 --> 00:27:50.860]   up
[00:27:50.860 --> 00:27:51.140]   our
[00:27:51.140 --> 00:27:52.260]   application
[00:27:52.260 --> 00:27:52.260]   we
[00:27:52.260 --> 00:27:52.730]  ,
[00:27:52.730 --> 00:27:52.780]   sent
[00:27:52.780 --> 00:27:53.760]   screenshots
[00:27:53.760 --> 00:27:53.930]   of
[00:27:53.930 --> 00:27:54.190]   our
[00:27:54.190 --> 00:27:54.900]   progress
[00:27:54.900 --> 00:27:55.160]   and
[00:27:55.160 --> 00:27:55.250]   I
[00:27:55.250 --> 00:27:55.770]   had
[00:27:55.770 --> 00:27:56.780]   um
[00:27:56.780 --> 00:27:56.780]   I
[00:27:56.780 --> 00:27:56.840]   had
[00:27:56.840 --> 00:27:57.020]   a
[00:27:57.020 --> 00:27:57.370]   lot
[00:27:57.370 --> 00:27:57.730]   of
[00:27:57.730 --> 00:27:57.780]   people
[00:27:57.780 --> 00:27:58.250]   sending
[00:27:58.250 --> 00:27:59.270]   recommendations
[00:27:59.270 --> 00:27:59.470]   for
[00:27:59.470 --> 00:27:59.600]   me
[00:27:59.600 --> 00:27:59.940]   which
[00:27:59.940 --> 00:28:00.210]   they
[00:28:00.210 --> 00:28:00.510]   didn
[00:28:00.510 --> 00:28:00.610]  't
[00:28:00.610 --> 00:28:00.810]   ask
[00:28:00.810 --> 00:28:01.010]   for
[00:28:01.010 --> 00:28:01.210]   but
[00:28:01.210 --> 00:28:01.270]   I
[00:28:01.270 --> 00:28:01.400]  'm
[00:28:01.400 --> 00:28:01.990]   pretty
[00:28:01.990 --> 00:28:02.110]   sure
[00:28:02.110 --> 00:28:02.350]   that
[00:28:02.350 --> 00:28:02.760]   helped
[00:28:02.760 --> 00:28:03.090]  .
[00:28:03.090 --> 00:28:03.570]   And
[00:28:03.570 --> 00:28:04.290]   um
[00:28:04.290 --> 00:28:04.330]   and
[00:28:04.330 --> 00:28:04.640]   we
[00:28:04.640 --> 00:28:05.420]   got
[00:28:05.420 --> 00:28:05.460]   in
[00:28:05.460 --> 00:28:07.160]  . [SPEAKER_TURN]
[00:28:07.160 --> 00:28:07.220]   W
[00:28:07.220 --> 00:28:07.460]   what
[00:28:07.460 --> 00:28:07.600]   would
[00:28:07.600 --> 00:28:08.150]   be
[00:28:08.150 --> 00:28:08.170]   your
[00:28:08.170 --> 00:28:08.390]   take
[00:28:08.390 --> 00:28:08.460]  -
[00:28:08.460 --> 00:28:08.740]  home
[00:28:08.740 --> 00:28:09.150]   lessons
[00:28:09.150 --> 00:28:09.400]   from
[00:28:09.400 --> 00:28:09.650]   that
[00:28:09.650 --> 00:28:10.280]   experience
[00:28:10.280 --> 00:28:10.470]   the
[00:28:10.470 --> 00:28:10.660]   way
[00:28:10.660 --> 00:28:10.910]   that
[00:28:10.910 --> 00:28:11.100]   you
[00:28:11.100 --> 00:28:11.290]   got
[00:28:11.290 --> 00:28:11.410]   in
[00:28:11.410 --> 00:28:11.700]  ?
[00:28:11.700 --> 00:28:11.700]  
[00:28:11.700 --> 00:28:11.900]   Um
[00:28:11.900 --> 00:28:12.390]  .
[00:28:12.390 --> 00:28:12.730]   I
[00:28:12.730 --> 00:28:13.240]   think
[00:28:13.240 --> 00:28:13.660]   two
[00:28:13.660 --> 00:28:15.060]   things
[00:28:15.060 --> 00:28:15.110]   were
[00:28:15.110 --> 00:28:15.940]   really
[00:28:15.940 --> 00:28:17.160]   important
[00:28:17.160 --> 00:28:17.710]  .
[00:28:17.710 --> 00:28:17.710]   Um
