
[00:00:00.000 --> 00:00:00.820]  
[00:00:00.820 --> 00:00:09.710]   ðŸ
[00:23:37.600 --> 00:23:37.700]   haven
[00:23:37.700 --> 00:23:37.880]  't
[00:23:37.880 --> 00:23:38.330]   asked
[00:23:38.330 --> 00:23:39.380]  ? [SPEAKER_TURN]
[00:23:39.380 --> 00:23:39.690]   I
[00:23:39.690 --> 00:23:39.740]   dunno
[00:23:39.740 --> 00:23:39.760]   I
[00:23:39.760 --> 00:23:39.890]  .
[00:23:39.890 --> 00:23:40.090]   mean
[00:23:40.090 --> 00:23:40.190]   if
[00:23:40.190 --> 00:23:40.330]   you
[00:23:40.330 --> 00:23:40.500]   mi
[00:23:40.500 --> 00:23:40.600]   if
[00:23:40.600 --> 00:23:40.710]   you
[00:23:40.710 --> 00:23:41.000]   wouldn
[00:23:41.000 --> 00:23:41.100]  't
[00:23:41.100 --> 00:23:41.300]   mind
[00:23:41.300 --> 00:23:41.580]   could
[00:23:41.580 --> 00:23:41.710]   you
[00:23:41.710 --> 00:23:41.910]   tell
[00:23:41.910 --> 00:23:42.110]   tell
[00:23:42.110 --> 00:23:42.220]   me
[00:23:42.220 --> 00:23:42.260]   a
[00:23:42.260 --> 00:23:42.570]   little
[00:23:42.570 --> 00:23:42.720]   bit
[00:23:42.720 --> 00:23:42.970]   more
[00:23:42.970 --> 00:23:43.180]   about
[00:23:43.180 --> 00:23:43.330]   the
[00:23:43.330 --> 00:23:43.480]   the
[00:23:43.480 --> 00:23:43.790]   widget
[00:23:43.790 --> 00:23:44.010]   that
[00:23:44.010 --> 00:23:44.140]   you
[00:23:44.140 --> 00:23:44.460]   guys
[00:23:44.460 --> 00:23:44.490]   are
[00:23:44.490 --> 00:23:45.110]   implementing
[00:23:45.110 --> 00:23:45.860]  ? [SPEAKER_TURN]
[00:23:46.100 --> 00:23:46.150]  
[00:23:46.150 --> 00:23:46.430]   Yeah
[00:23:46.430 --> 00:23:46.760]   sure
[00:23:46.760 --> 00:23:46.920]   uh
[00:23:46.920 --> 00:23:47.660]   basically
[00:23:47.660 --> 00:23:47.820]   um
[00:23:47.820 --> 00:23:47.980]   we
[00:23:47.980 --> 00:23:48.200]  're
[00:23:48.200 --> 00:23:48.310]   w
[00:23:48.310 --> 00:23:48.460]   we
[00:23:48.460 --> 00:23:48.700]  're
[00:23:48.700 --> 00:23:49.110]   doing
[00:23:49.110 --> 00:23:49.190]   a
[00:23:49.190 --> 00:23:49.850]   discount
[00:23:49.850 --> 00:23:49.930]   a
[00:23:49.930 --> 00:23:50.590]   discount
[00:23:50.590 --> 00:23:51.080]   widget
[00:23:51.080 --> 00:23:51.360]  .
[00:23:51.360 --> 00:23:51.480]   So
[00:23:51.480 --> 00:23:51.620]   um
[00:23:51.620 --> 00:23:52.240]   what
[00:23:52.240 --> 00:23:52.550]   happens
[00:23:52.550 --> 00:23:52.710]   is
[00:23:52.710 --> 00:23:52.790]   a
[00:23:52.790 --> 00:23:53.120]   user
[00:23:53.120 --> 00:23:53.450]   will
[00:23:53.450 --> 00:23:53.610]   be
[00:23:53.610 --> 00:23:53.950]   able
[00:23:53.950 --> 00:23:54.100]   to
[00:23:54.100 --> 00:23:54.260]   uh
[00:23:54.260 --> 00:23:54.420]   go
[00:23:54.420 --> 00:23:54.580]   to
[00:23:54.580 --> 00:23:54.660]   a
[00:23:54.660 --> 00:23:54.900]   web
[00:23:54.900 --> 00:23:55.230]   site
[00:23:55.230 --> 00:23:55.470]   and
[00:23:55.470 --> 00:23:56.200]   our
[00:23:56.200 --> 00:23:56.310]   widget
[00:23:56.310 --> 00:23:56.530]   will
[00:23:56.530 --> 00:23:56.900]   pop
[00:23:56.900 --> 00:23:56.930]   up
[00:23:56.930 --> 00:23:57.180]   and
[00:23:57.180 --> 00:23:57.500]   then
[00:23:57.500 --> 00:23:57.750]   the
[00:23:57.750 --> 00:23:58.230]   widget
[00:23:58.230 --> 00:23:58.560]   will
[00:23:58.560 --> 00:23:58.970]   offer
[00:23:58.970 --> 00:23:59.260]   you
[00:23:59.260 --> 00:23:59.530]   a
[00:23:59.530 --> 00:23:59.950]   discount
[00:23:59.950 --> 00:24:00.190]   for
[00:24:00.190 --> 00:24:00.820]   filling
[00:24:00.820 --> 00:24:00.930]   in
[00:24:00.930 --> 00:24:01.010]   a
[00:24:01.010 --> 00:24:01.500]   survey
[00:24:01.500 --> 00:24:02.720]  . [SPEAKER_TURN]
[00:24:02.720 --> 00:24:08.210]   Right
[00:24:08.210 --> 00:24:11.580]  . [SPEAKER_TURN]
[00:24:14.060 --> 00:24:14.100]  
[00:24:14.100 --> 00:24:14.320]   Right
[00:24:14.320 --> 00:24:14.470]  .
[00:24:14.470 --> 00:24:14.640]   And
[00:24:14.640 --> 00:24:14.670]   I
[00:24:14.670 --> 00:24:14.860]   am
[00:24:14.860 --> 00:24:15.380]  . [SPEAKER_TURN]
[00:24:15.380 --> 00:24:15.600]   Well
[00:24:15.600 --> 00:24:15.730]   ask
[00:24:15.730 --> 00:24:16.240]   more
[00:24:16.240 --> 00:24:16.380]   questions
[00:24:16.380 --> 00:24:16.530]   but
[00:24:16.530 --> 00:24:16.590]   I
[00:24:16.590 --> 00:24:16.930]   already
[00:24:16.930 --> 00:24:17.130]   have
[00:24:17.130 --> 00:24:17.180]   I
[00:24:17.180 --> 00:24:17.380]   have
[00:24:17.380 --> 00:24:17.430]   a
[00:24:17.430 --> 00:24:17.730]   couple
[00:24:17.730 --> 00:24:17.980]   notes
[00:24:17.980 --> 00:24:18.170]   here
[00:24:18.170 --> 00:24:18.280]   of
[00:24:18.280 --> 00:24:18.580]   things
[00:24:18.580 --> 00:24:18.780]   that
[00:24:18.780 --> 00:24:19.050]   you
[00:24:19.050 --> 00:24:19.080]   may
[00:24:19.080 --> 00:24:19.330]   wanna
[00:24:19.330 --> 00:24:19.580]   think
[00:24:19.580 --> 00:24:19.830]   about
[00:24:19.830 --> 00:24:20.030]   that
[00:24:20.030 --> 00:24:20.130]   we
[00:24:20.130 --> 00:24:20.340]   run
[00:24:20.340 --> 00:24:20.480]   into
[00:24:20.480 --> 00:24:21.100]  . [SPEAKER_TURN]
[00:24:21.100 --> 00:24:21.270]   W
[00:24:21.270 --> 00:24:21.440]   well
[00:24:21.440 --> 00:24:21.710]   okay
[00:24:21.710 --> 00:24:21.780]   I
[00:24:21.780 --> 00:24:21.870]   I
[00:24:21.870 --> 00:24:21.990]   do
[00:24:21.990 --> 00:24:22.260]   have
[00:24:22.260 --> 00:24:22.470]   one
[00:24:22.470 --> 00:24:22.810]   thing
[00:24:22.810 --> 00:24:23.030]   how
[00:24:23.030 --> 00:24:23.360]   about
[00:24:23.360 --> 00:24:24.020]   security
[00:24:24.020 --> 00:24:24.210]   like
[00:24:24.210 --> 00:24:24.320]   in
[00:24:24.320 --> 00:24:24.660]   terms
[00:24:24.660 --> 00:24:25.020]   of
[00:24:25.020 --> 00:24:25.020]   um
[00:24:25.020 --> 00:24:25.150]   I
[00:24:25.150 --> 00:24:25.740]   dunno
[00:24:25.740 --> 00:24:25.760]   just
[00:24:25.760 --> 00:24:26.030]   just
[00:24:26.030 --> 00:24:26.320]   what
[00:24:26.320 --> 00:24:26.460]  's
[00:24:26.460 --> 00:24:26.600]   happening
[00:24:26.600 --> 00:24:27.440]   on
[00:24:27.440 --> 00:24:27.470]   the
[00:24:27.470 --> 00:24:27.750]   page
[00:24:27.750 --> 00:24:28.110]   like
[00:24:28.110 --> 00:24:28.250]   was
[00:24:28.250 --> 00:24:28.390]   th
[00:24:28.390 --> 00:24:28.470]   w
[00:24:28.470 --> 00:24:28.600]   is
[00:24:28.600 --> 00:24:28.960]   there
[00:24:28.960 --> 00:24:29.170]   any
[00:24:29.170 --> 00:24:29.310]   be
[00:24:29.310 --> 00:24:29.460]   no
[00:24:29.460 --> 00:24:29.520]   l
[00:24:29.520 --> 00:24:30.100]   security
[00:24:30.100 --> 00:24:30.390]   that
[00:24:30.390 --> 00:24:30.530]  's
[00:24:30.530 --> 00:24:30.740]   the
[00:24:30.740 --> 00:24:31.100]   wrong
[00:24:31.100 --> 00:24:31.400]   word
[00:24:31.400 --> 00:24:31.530]   is
[00:24:31.530 --> 00:24:31.960]   there
[00:24:31.960 --> 00:24:32.100]   any
[00:24:32.100 --> 00:24:32.390]   best
[00:24:32.390 --> 00:24:33.040]   practices
[00:24:33.040 --> 00:24:33.320]   that
[00:24:33.320 --> 00:24:33.540]   you
[00:24:33.540 --> 00:24:33.860]  've
[00:24:33.860 --> 00:24:34.040]   kind
[00:24:34.040 --> 00:24:34.180]   of
[00:24:34.180 --> 00:24:34.690]   looked
[00:24:34.690 --> 00:24:34.750]   up
[00:24:34.750 --> 00:24:35.110]   about
[00:24:35.110 --> 00:24:35.710]   serving
[00:24:35.710 --> 00:24:35.840]   out
[00:24:35.840 --> 00:24:36.340]   widgets
[00:24:36.340 --> 00:24:36.410]   I
[00:24:36.410 --> 00:24:36.770]   dunno
[00:24:36.770 --> 00:24:37.300]   whether
[00:24:37.300 --> 00:24:37.640]   there
[00:24:37.640 --> 00:24:37.780]  's
[00:24:37.780 --> 00:24:38.070]   like
[00:24:38.070 --> 00:24:38.140]   a
[00:24:38.140 --> 00:24:38.240]   f
[00:24:38.240 --> 00:24:38.350]   uh
[00:24:38.350 --> 00:24:38.680]   like
[00:24:38.680 --> 00:24:38.990]   some
[00:24:38.990 --> 00:24:39.140]   web
[00:24:39.140 --> 00:24:39.430]   site
[00:24:39.430 --> 00:24:40.090]  .
[00:24:40.090 --> 00:24:40.330]   But
[00:24:40.330 --> 00:24:40.380]   best
[00:24:40.380 --> 00:24:40.930]   practices
[00:24:40.930 --> 00:24:41.060]   of
[00:24:41.060 --> 00:24:41.480]   serving
[00:24:41.480 --> 00:24:42.420]   widgets [SPEAKER_TURN]
[00:24:42.420 --> 00:24:42.430]  
[00:24:42.430 --> 00:24:42.790]   There
[00:24:42.790 --> 00:24:43.390]   actually
[00:24:43.390 --> 00:24:43.540]   is
[00:24:43.540 --> 00:24:43.760]  .
[00:24:43.760 --> 00:24:43.940]   So
[00:24:43.940 --> 00:24:44.240]   there
[00:24:44.240 --> 00:24:44.460]  's
[00:24:44.460 --> 00:24:44.500]   a
[00:24:44.500 --> 00:24:44.870]   great
[00:24:44.870 --> 00:24:45.170]   book
[00:24:45.170 --> 00:24:45.330]   um
[00:24:45.330 --> 00:24:45.470]   by
[00:24:45.470 --> 00:24:45.690]   the
[00:24:45.690 --> 00:24:46.150]   guys
[00:24:46.150 --> 00:24:46.210]   who
[00:24:46.210 --> 00:24:46.510]   made
[00:24:46.510 --> 00:24:46.660]   uh
[00:24:46.660 --> 00:24:47.190]   disgust
[00:24:47.190 --> 00:24:47.260]  s
[00:24:47.260 --> 00:24:47.620]  ,
[00:24:47.620 --> 00:24:47.640]   you
[00:24:47.640 --> 00:24:47.930]   know
[00:24:47.930 --> 00:24:48.230]   they
[00:24:48.230 --> 00:24:48.830]   embedded
[00:24:48.830 --> 00:24:49.360]   comment
[00:24:49.360 --> 00:24:49.650]   the
[00:24:49.650 --> 00:24:49.880]   it
[00:24:49.880 --> 00:24:49.980]  's
[00:24:49.980 --> 00:24:50.250]   think
[00:24:50.250 --> 00:24:50.400]   it
[00:24:50.400 --> 00:24:50.550]  's
[00:24:50.550 --> 00:24:51.140]   called
[00:24:51.140 --> 00:24:51.370]   third
[00:24:51.370 --> 00:24:51.430]  -
[00:24:51.430 --> 00:24:51.810]  party
[00:24:51.810 --> 00:24:52.560]   JavaScript
[00:24:52.560 --> 00:24:52.710]   or
[00:24:52.710 --> 00:24:53.390]   something
[00:24:53.390 --> 00:24:53.690]   like
[00:24:53.690 --> 00:24:53.990]   that
[00:24:53.990 --> 00:24:54.140]   um
[00:24:54.140 --> 00:24:54.360]   and
[00:24:54.360 --> 00:24:54.670]   I
[00:24:54.670 --> 00:24:54.960]   checked
[00:24:54.960 --> 00:24:55.260]   that
[00:24:55.260 --> 00:24:55.580]   book
[00:24:55.580 --> 00:24:55.830]   out
[00:24:55.830 --> 00:24:56.150]   early
[00:24:56.150 --> 00:24:56.310]   on
[00:24:56.310 --> 00:24:56.830]   because
[00:24:56.830 --> 00:24:57.130]   they
[00:24:57.130 --> 00:24:57.430]   talk
[00:24:57.430 --> 00:24:57.730]   they
[00:24:57.730 --> 00:24:58.180]   talk
[00:24:58.180 --> 00:24:58.270]   all
[00:24:58.270 --> 00:24:58.620]   about
[00:24:58.620 --> 00:24:58.840]   how
[00:24:58.840 --> 00:24:58.990]   to
[00:24:58.990 --> 00:24:59.140]   be
[00:24:59.140 --> 00:24:59.820]   defensive
[00:24:59.820 --> 00:25:00.120]   with
[00:25:00.120 --> 00:25:00.420]   your
[00:25:00.420 --> 00:25:00.490]   C
[00:25:00.490 --> 00:25:00.560]  _
[00:25:00.560 --> 00:25:00.630]  S
[00:25:00.630 --> 00:25:00.700]  _
[00:25:00.700 --> 00:25:00.770]  S
[00:25:00.770 --> 00:25:00.840]  _
[00:25:00.840 --> 00:25:01.060]   and
[00:25:01.060 --> 00:25:01.280]   the
[00:25:01.280 --> 00:25:01.580]   best
[00:25:01.580 --> 00:25:01.880]   ways
[00:25:01.880 --> 00:25:02.030]   to
[00:25:02.030 --> 00:25:02.250]   you
[00:25:02.250 --> 00:25:02.400]  ,
[00:25:02.400 --> 00:25:02.620]   know
[00:25:02.620 --> 00:25:03.070]  ,
[00:25:03.070 --> 00:25:03.220]   style
[00:25:03.220 --> 00:25:03.670]   things
[00:25:03.670 --> 00:25:03.820]   so
[00:25:03.820 --> 00:25:04.120]   that
[00:25:04.120 --> 00:25:04.410]   the
[00:25:04.410 --> 00:25:04.640]   user
[00:25:04.640 --> 00:25:04.790]  's
[00:25:04.790 --> 00:25:05.160]   style
[00:25:05.160 --> 00:25:05.610]   sheets
[00:25:05.610 --> 00:25:05.830]   won
[00:25:05.830 --> 00:25:05.990]  't
[00:25:05.990 --> 00:25:06.130]   cl
[00:25:06.130 --> 00:25:06.280]  ob
[00:25:06.280 --> 00:25:06.500]  ber
[00:25:06.500 --> 00:25:06.940]   what
[00:25:06.940 --> 00:25:07.020]   you
[00:25:07.020 --> 00:25:07.240]  're
[00:25:07.240 --> 00:25:07.690]   trying
[00:25:07.690 --> 00:25:07.840]   to
[00:25:07.840 --> 00:25:08.140]   show
[00:25:08.140 --> 00:25:08.330]   on
[00:25:08.330 --> 00:25:08.510]   the
[00:25:08.510 --> 00:25:08.810]   page
[00:25:08.810 --> 00:25:09.110]   um
[00:25:09.110 --> 00:25:09.490]  ,
[00:25:09.490 --> 00:25:09.790]   different
[00:25:09.790 --> 00:25:10.320]   methods
[00:25:10.320 --> 00:25:10.470]   of
[00:25:10.470 --> 00:25:10.840]   using
[00:25:10.840 --> 00:25:10.910]   I
[00:25:10.910 --> 00:25:10.980]  _
[00:25:10.980 --> 00:25:11.430]   frames
[00:25:11.430 --> 00:25:12.420]   versus
[00:25:12.420 --> 00:25:12.640]  
[00:25:12.640 --> 00:25:12.680]   know
[00:25:12.680 --> 00:25:12.740]   I
[00:25:12.740 --> 00:25:12.870]  'm
[00:25:12.870 --> 00:25:13.450]   injecting
[00:25:13.450 --> 00:25:13.710]   into
[00:25:13.710 --> 00:25:13.900]   the
[00:25:13.900 --> 00:25:14.090]   DOM
[00:25:14.090 --> 00:25:14.270]   and
[00:25:14.270 --> 00:25:14.600]   there
[00:25:14.600 --> 00:25:14.730]  's
[00:25:14.730 --> 00:25:15.010]   just
[00:25:15.010 --> 00:25:15.180]   all
[00:25:15.180 --> 00:25:15.500]   kinds
[00:25:15.500 --> 00:25:15.630]   of
[00:25:15.630 --> 00:25:16.080]   goodies
[00:25:16.080 --> 00:25:16.210]   in
[00:25:16.210 --> 00:25:16.470]   that
[00:25:16.470 --> 00:25:16.730]   book
[00:25:16.730 --> 00:25:16.920]  .
[00:25:16.920 --> 00:25:17.050]   Um
[00:25:17.050 --> 00:25:17.780]   so [SPEAKER_TURN]
[00:25:17.780 --> 00:25:18.040]   Well
[00:25:18.040 --> 00:25:18.260]   what
[00:25:18.260 --> 00:25:18.500]  's
[00:25:18.500 --> 00:25:18.620]   been
[00:25:18.620 --> 00:25:18.890]   your
[00:25:18.890 --> 00:25:19.500]   experience
[00:25:19.500 --> 00:25:19.710]   with
[00:25:19.710 --> 00:25:19.950]   with
[00:25:19.950 --> 00:25:20.440]   actually
[00:25:20.440 --> 00:25:20.930]   tracking
[00:25:20.930 --> 00:25:21.230]   users
[00:25:21.230 --> 00:25:21.410]   and
[00:25:21.410 --> 00:25:22.150]   successfully
[00:25:22.150 --> 00:25:22.680]   tracking
[00:25:22.680 --> 00:25:22.940]   users
[00:25:22.940 --> 00:25:23.120]  ?
[00:25:23.120 --> 00:25:23.300]   Are
[00:25:23.300 --> 00:25:23.480]   you
[00:25:23.480 --> 00:25:23.670]   for
[00:25:23.670 --> 00:25:24.340]   example
[00:25:24.340 --> 00:25:24.520]   setting
[00:25:24.520 --> 00:25:24.580]   a
[00:25:24.580 --> 00:25:24.880]   third
[00:25:24.880 --> 00:25:25.180]   party
[00:25:25.180 --> 00:25:25.550]   cookie
[00:25:25.550 --> 00:25:25.670]   on
[00:25:25.670 --> 00:25:25.910]   your
[00:25:25.910 --> 00:25:26.340]   servers
[00:25:26.340 --> 00:25:26.460]   or
[00:25:26.460 --> 00:25:26.640]   are
[00:25:26.640 --> 00:25:26.820]   you
[00:25:26.820 --> 00:25:27.260]   setting
[00:25:27.260 --> 00:25:27.310]   a
[00:25:27.310 --> 00:25:27.680]   cookie
[00:25:27.680 --> 00:25:27.800]   on
[00:25:27.800 --> 00:25:28.060]   the
[00:25:28.060 --> 00:25:28.220]   page
[00:25:28.220 --> 00:25:28.460]   that
[00:25:28.460 --> 00:25:28.990]   the
[00:25:28.990 --> 00:25:29.010]   widget
[00:25:29.010 --> 00:25:29.130]  's
[00:25:29.130 --> 00:25:29.490]   served
[00:25:29.490 --> 00:25:29.620]   on
[00:25:29.620 --> 00:25:30.520]  ? [SPEAKER_TURN]
[00:25:30.520 --> 00:25:30.800]   Um
[00:25:30.800 --> 00:25:30.960]   so
[00:25:30.960 --> 00:25:31.180]   we
[00:25:31.180 --> 00:25:31.400]   we
[00:25:31.400 --> 00:25:31.730]   can
[00:25:31.730 --> 00:25:32.000]   do
[00:25:32.000 --> 00:25:32.390]   both
[00:25:32.390 --> 00:25:32.720]  .
[00:25:32.720 --> 00:25:32.930]   Um
[00:25:32.930 --> 00:25:33.220]   by
[00:25:33.220 --> 00:25:33.960]   default
[00:25:33.960 --> 00:25:34.290]   we
[00:25:34.290 --> 00:25:34.700]   store
[00:25:34.700 --> 00:25:35.030]   the
[00:25:35.030 --> 00:25:35.470]   data
[00:25:35.470 --> 00:25:35.690]   um
[00:25:35.690 --> 00:25:36.130]   just
[00:25:36.130 --> 00:25:36.350]   as
[00:25:36.350 --> 00:25:36.460]   a
[00:25:36.460 --> 00:25:37.230]   regular
[00:25:37.230 --> 00:25:37.450]   as
[00:25:37.450 --> 00:25:37.560]   a
[00:25:37.560 --> 00:25:38.330]   regular
[00:25:38.330 --> 00:25:39.300]   cookie
[00:25:39.300 --> 00:25:39.320]   not
[00:25:39.320 --> 00:25:39.540]   as
[00:25:39.540 --> 00:25:39.650]   a
[00:25:39.650 --> 00:25:40.200]   third
[00:25:40.200 --> 00:25:40.750]   party
[00:25:40.750 --> 00:25:41.080]  .
[00:25:41.080 --> 00:25:42.340]   Um [SPEAKER_TURN]
[00:25:42.340 --> 00:25:42.340]  
[00:25:42.340 --> 00:25:42.380]   I
[00:25:42.380 --> 00:25:42.560]   mean
[00:25:42.560 --> 00:25:42.650]   so
[00:25:42.650 --> 00:25:42.740]   so
[00:25:42.740 --> 00:25:42.940]   that
[00:25:42.940 --> 00:25:43.150]   means
[00:25:43.150 --> 00:25:43.290]   you
[00:25:43.290 --> 00:25:43.430]  're
[00:25:43.430 --> 00:25:43.760]   storing
[00:25:43.760 --> 00:25:43.840]   it
[00:25:43.840 --> 00:25:44.440]   essentially
[00:25:44.440 --> 00:25:44.490]   on
[00:25:44.490 --> 00:25:44.610]   the
[00:25:44.610 --> 00:25:44.870]   server
[00:25:44.870 --> 00:25:44.960]   on
[00:25:44.960 --> 00:25:45.130]   the
[00:25:45.130 --> 00:25:45.300]   page
[00:25:45.300 --> 00:25:45.450]   that
[00:25:45.450 --> 00:25:45.600]   you
[00:25:45.600 --> 00:25:45.930]   visited
[00:25:45.930 --> 00:25:46.540]  . [SPEAKER_TURN]
[00:25:46.540 --> 00:25:46.930]   Right
[00:25:46.930 --> 00:25:47.160]  .
[00:25:47.160 --> 00:25:47.310]   So
[00:25:47.310 --> 00:25:47.510]   it
[00:25:47.510 --> 00:25:47.610]  's
[00:25:47.610 --> 00:25:47.760]   on
[00:25:47.760 --> 00:25:47.990]   the
[00:25:47.990 --> 00:25:48.220]   it
[00:25:48.220 --> 00:25:48.290]  's
[00:25:48.290 --> 00:25:48.440]   on
[00:25:48.440 --> 00:25:48.670]   the
[00:25:48.670 --> 00:25:49.140]   domain
[00:25:49.140 --> 00:25:49.420]   of
[00:25:49.420 --> 00:25:49.920]   whatever
[00:25:49.920 --> 00:25:50.540]   wherever
[00:25:50.540 --> 00:25:50.780]   the
[00:25:50.780 --> 00:25:51.250]   widget
[00:25:51.250 --> 00:25:51.400]   is
[00:25:51.400 --> 00:25:52.110]   installed
[00:25:52.110 --> 00:25:52.260]   so
[00:25:52.260 --> 00:25:52.720]   that
[00:25:52.720 --> 00:25:52.920]   as
[00:25:52.920 --> 00:25:53.110]   users
[00:25:53.110 --> 00:25:53.340]   are
[00:25:53.340 --> 00:25:53.890]   hopping
[00:25:53.890 --> 00:25:54.460]   around
[00:25:54.460 --> 00:25:54.510]   um
[00:25:54.510 --> 00:25:54.740]   the
[00:25:54.740 --> 00:25:55.050]   site
[00:25:55.050 --> 00:25:55.200]   it
[00:25:55.200 --> 00:25:55.450]  'll
[00:25:55.450 --> 00:25:55.900]   follow
[00:25:55.900 --> 00:25:56.210]   them
[00:25:56.210 --> 00:25:56.680]   around
[00:25:56.680 --> 00:25:56.910]  .
[00:25:56.910 --> 00:25:58.020]   Um [SPEAKER_TURN]
[00:25:58.020 --> 00:26:05.060]   Yeah
[00:26:05.060 --> 00:26:10.400]  . [SPEAKER_TURN]
[00:26:10.780 --> 00:26:10.840]  
[00:26:10.840 --> 00:26:10.940]   in
[00:26:10.940 --> 00:26:11.070]   a
[00:26:11.070 --> 00:26:11.420]   third
[00:26:11.420 --> 00:26:11.820]   party
[00:26:11.820 --> 00:26:11.980]   cookie
[00:26:11.980 --> 00:26:12.710]   so
[00:26:12.710 --> 00:26:12.780]   that
[00:26:12.780 --> 00:26:13.100]   they
[00:26:13.100 --> 00:26:13.340]   can
[00:26:13.340 --> 00:26:13.900]   because
[00:26:13.900 --> 00:26:14.060]   we
[00:26:14.060 --> 00:26:14.380]   have
[00:26:14.380 --> 00:26:14.700]   some
[00:26:14.700 --> 00:26:15.180]   people
[00:26:15.180 --> 00:26:15.410]   who
[00:26:15.410 --> 00:26:15.760]   you
[00:26:15.760 --> 00:26:15.980]   know
[00:26:15.980 --> 00:26:16.300]   want
[00:26:16.300 --> 00:26:16.460]   it
[00:26:16.460 --> 00:26:16.940]   across
[00:26:16.940 --> 00:26:17.180]   sub
[00:26:17.180 --> 00:26:17.260]  -
[00:26:17.260 --> 00:26:17.500]  dom
[00:26:17.500 --> 00:26:17.810]  ains
[00:26:17.810 --> 00:26:17.980]   or
[00:26:17.980 --> 00:26:18.300]   want
[00:26:18.300 --> 00:26:18.460]   it
[00:26:18.460 --> 00:26:18.620]   on
[00:26:18.620 --> 00:26:18.860]   two
[00:26:18.860 --> 00:26:19.020]   of
[00:26:19.020 --> 00:26:19.420]   their
[00:26:19.420 --> 00:26:19.820]   blogs
[00:26:19.820 --> 00:26:20.080]   and
[00:26:20.080 --> 00:26:20.700]   they
[00:26:20.700 --> 00:26:20.720]   want
[00:26:20.720 --> 00:26:21.020]   they
[00:26:21.020 --> 00:26:21.340]   want
[00:26:21.340 --> 00:26:21.500]   us
[00:26:21.500 --> 00:26:21.660]   to
[00:26:21.660 --> 00:26:21.900]   see
[00:26:21.900 --> 00:26:22.060]   it
[00:26:22.060 --> 00:26:22.220]   as
[00:26:22.220 --> 00:26:22.460]   one
[00:26:22.460 --> 00:26:22.780]   site
[00:26:22.780 --> 00:26:23.160]  .
[00:26:23.160 --> 00:26:23.360]   So
[00:26:23.360 --> 00:26:23.660]   um
[00:26:23.660 --> 00:26:23.880]   we
[00:26:23.880 --> 00:26:24.410]   have
[00:26:24.410 --> 00:26:24.940]   that
[00:26:24.940 --> 00:26:25.740]   option
[00:26:25.740 --> 00:26:26.250]   but
[00:26:26.250 --> 00:26:26.250]   I
[00:26:26.250 --> 00:26:26.930]   think
[00:26:26.930 --> 00:26:26.950]   there
[00:26:26.950 --> 00:26:27.090]  's
[00:26:27.090 --> 00:26:27.220]   a
[00:26:27.220 --> 00:26:27.370]   lot
[00:26:27.370 --> 00:26:27.510]   of
[00:26:27.510 --> 00:26:27.580]   a
[00:26:27.580 --> 00:26:27.780]   lot
[00:26:27.780 --> 00:26:27.930]   of
[00:26:27.930 --> 00:26:28.530]   browser
[00:26:28.530 --> 00:26:29.000]   security
[00:26:29.000 --> 00:26:29.260]   plug
[00:26:29.260 --> 00:26:29.320]  -
[00:26:29.320 --> 00:26:29.540]  ins
[00:26:29.540 --> 00:26:29.890]   that
[00:26:29.890 --> 00:26:30.100]   will
[00:26:30.100 --> 00:26:30.170]   s
[00:26:30.170 --> 00:26:30.310]   um
[00:26:30.310 --> 00:26:30.660]   throw
[00:26:30.660 --> 00:26:30.800]   up
[00:26:30.800 --> 00:26:31.370]   warnings
[00:26:31.370 --> 00:26:31.500]   if
[00:26:31.500 --> 00:26:31.990]   third
[00:26:31.990 --> 00:26:32.200]   party
[00:26:32.200 --> 00:26:32.690]   cookies
[00:26:32.690 --> 00:26:32.930]   are
[00:26:32.930 --> 00:26:33.140]   set
[00:26:33.140 --> 00:26:33.320]   and
[00:26:33.320 --> 00:26:33.670]   there
[00:26:33.670 --> 00:26:33.810]  's
[00:26:33.810 --> 00:26:34.370]   probably
[00:26:34.370 --> 00:26:34.730]   some
[00:26:34.730 --> 00:26:34.930]   laws
[00:26:34.930 --> 00:26:35.190]   in
[00:26:35.190 --> 00:26:35.380]   some
[00:26:35.380 --> 00:26:35.700]   parts
[00:26:35.700 --> 00:26:35.840]   of
[00:26:35.840 --> 00:26:36.050]   the
[00:26:36.050 --> 00:26:36.400]   world
[00:26:36.400 --> 00:26:36.680]   that
[00:26:36.680 --> 00:26:37.260]   prohibit
[00:26:37.260 --> 00:26:37.520]   them
[00:26:37.520 --> 00:26:37.660]   so
[00:26:37.660 --> 00:26:37.940]   they
[00:26:37.940 --> 00:26:38.150]  're
[00:26:38.150 --> 00:26:38.430]   they
[00:26:38.430 --> 00:26:38.630]  're
[00:26:38.630 --> 00:26:38.910]   a
[00:26:38.910 --> 00:26:39.130]   little
[00:26:39.130 --> 00:26:39.340]   bit
[00:26:39.340 --> 00:26:39.620]   dice
[00:26:39.620 --> 00:26:39.690]  y
[00:26:39.690 --> 00:26:39.750]   I
[00:26:39.750 --> 00:26:40.110]   think
[00:26:40.110 --> 00:26:40.560]  .
[00:26:40.640 --> 00:26:40.770]   But
[00:26:40.770 --> 00:26:41.040]   yeah
[00:26:41.040 --> 00:26:41.180]   it
[00:26:41.180 --> 00:26:41.320]  's
[00:26:41.320 --> 00:26:41.430]   a
[00:26:41.430 --> 00:26:41.590]   bit
[00:26:41.590 --> 00:26:41.730]   it
