
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:01.030]  ced
[00:30:25.650 --> 00:30:25.980]   could
[00:30:25.980 --> 00:30:26.160]   use
[00:30:26.160 --> 00:30:26.350]   the
[00:30:26.350 --> 00:30:26.600]   time
[00:30:26.600 --> 00:30:26.790]   you
[00:30:26.790 --> 00:30:27.040]   know
[00:30:27.040 --> 00:30:27.360]   could
[00:30:27.360 --> 00:30:27.930]   they
[00:30:27.930 --> 00:30:27.960]   would
[00:30:27.960 --> 00:30:28.050]   be
[00:30:28.050 --> 00:30:28.370]   happy
[00:30:28.370 --> 00:30:28.490]   to
[00:30:28.490 --> 00:30:28.610]   go
[00:30:28.610 --> 00:30:28.860]   down
[00:30:28.860 --> 00:30:28.980]   to
[00:30:28.980 --> 00:30:29.300]   fewer
[00:30:29.300 --> 00:30:29.620]   hours
[00:30:29.620 --> 00:30:29.680]   a
[00:30:29.680 --> 00:30:30.040]   month
[00:30:30.040 --> 00:30:30.580]  .
[00:30:30.940 --> 00:30:30.710]   Uh
[00:30:30.710 --> 00:30:30.820]   or
[00:30:30.820 --> 00:30:31.030]   a
[00:30:31.030 --> 00:30:31.060]   few
[00:30:31.060 --> 00:30:31.370]   hours
[00:30:31.370 --> 00:30:31.550]   per
[00:30:31.550 --> 00:30:31.800]   week
[00:30:31.800 --> 00:30:31.980]   and
[00:30:31.980 --> 00:30:32.230]   then
[00:30:32.230 --> 00:30:32.350]   um
[00:30:32.350 --> 00:30:32.660]   there
[00:30:32.660 --> 00:30:32.840]   are
[00:30:32.840 --> 00:30:32.900]   a
[00:30:32.900 --> 00:30:33.250]   few
[00:30:33.250 --> 00:30:33.470]   people
[00:30:33.470 --> 00:30:33.640]   he
[00:30:33.640 --> 00:30:33.690]  's
[00:30:33.690 --> 00:30:34.020]   like
[00:30:34.020 --> 00:30:34.190]   yeah
[00:30:34.190 --> 00:30:34.500]   there
[00:30:34.500 --> 00:30:34.620]  's
[00:30:34.620 --> 00:30:34.680]   a
[00:30:34.680 --> 00:30:34.860]   few
[00:30:34.860 --> 00:30:35.250]   people
[00:30:35.250 --> 00:30:35.410]   who
[00:30:35.410 --> 00:30:35.490]   I
[00:30:35.490 --> 00:30:35.780]   think
[00:30:35.780 --> 00:30:35.960]   are
[00:30:35.960 --> 00:30:36.330]   coming
[00:30:36.330 --> 00:30:36.640]   kinda
[00:30:36.640 --> 00:30:36.880]   weak
[00:30:36.880 --> 00:30:36.950]   I
[00:30:36.950 --> 00:30:37.260]   think
[00:30:37.260 --> 00:30:37.440]   are
[00:30:37.440 --> 00:30:37.500]   a
[00:30:37.500 --> 00:30:37.680]   lot
[00:30:37.680 --> 00:30:37.860]   not
[00:30:37.860 --> 00:30:37.980]   as
[00:30:37.980 --> 00:30:38.610]   productive
[00:30:38.610 --> 00:30:38.730]   as
[00:30:38.730 --> 00:30:39.290]   they
[00:30:39.290 --> 00:30:39.300]   could
[00:30:39.300 --> 00:30:39.410]   be
[00:30:39.410 --> 00:30:39.470]   I
[00:30:39.470 --> 00:30:39.780]   think
[00:30:39.780 --> 00:30:39.950]   we
[00:30:39.950 --> 00:30:40.210]   could
[00:30:40.210 --> 00:30:40.520]   kinda
[00:30:40.520 --> 00:30:40.950]   they
[00:30:40.950 --> 00:30:41.200]  're
[00:30:41.200 --> 00:30:41.220]   just
[00:30:41.220 --> 00:30:41.450]   more
[00:30:41.450 --> 00:30:41.490]   they
[00:30:41.490 --> 00:30:41.870]  're
[00:30:41.870 --> 00:30:42.380]   more
[00:30:42.380 --> 00:30:42.410]   work
[00:30:42.410 --> 00:30:42.700]   than
[00:30:42.700 --> 00:30:43.190]   necessary
[00:30:43.190 --> 00:30:43.440]   than
[00:30:43.440 --> 00:30:43.680]   than
[00:30:43.680 --> 00:30:43.940]   than
[00:30:43.940 --> 00:30:44.000]   I
[00:30:44.000 --> 00:30:44.310]   think
[00:30:44.310 --> 00:30:44.450]   they
[00:30:44.450 --> 00:30:44.810]   they
[00:30:44.810 --> 00:30:45.060]   take
[00:30:45.060 --> 00:30:45.320]   up
[00:30:45.320 --> 00:30:45.360]   too
[00:30:45.360 --> 00:30:45.610]   much
[00:30:45.610 --> 00:30:45.860]   time
[00:30:45.860 --> 00:30:45.980]   to
[00:30:45.980 --> 00:30:46.350]   manage
[00:30:46.350 --> 00:30:46.700]   them
[00:30:46.700 --> 00:30:47.700]  . [SPEAKER_TURN]
[00:30:47.700 --> 00:30:47.880]   But
[00:30:47.880 --> 00:30:48.170]   going
[00:30:48.170 --> 00:30:48.410]   down
[00:30:48.410 --> 00:30:48.560]   to
[00:30:48.560 --> 00:30:48.770]   half
[00:30:48.770 --> 00:30:49.180]   the
[00:30:49.180 --> 00:30:49.190]   burn
[00:30:49.190 --> 00:30:49.430]   rate
[00:30:49.430 --> 00:30:49.670]   does
[00:30:49.670 --> 00:30:49.780]  ,
[00:30:49.780 --> 00:30:50.000]   that
[00:30:50.000 --> 00:30:50.440]   make
[00:30:50.440 --> 00:30:50.490]   you
[00:30:50.490 --> 00:30:50.730]   happy
[00:30:50.730 --> 00:30:51.420]  ? [SPEAKER_TURN]
[00:30:51.420 --> 00:30:51.740]   Makes
[00:30:51.740 --> 00:30:51.860]   me
[00:30:51.860 --> 00:30:51.920]   a
[00:30:51.920 --> 00:30:52.220]   lot
[00:30:52.220 --> 00:30:52.550]   happier
[00:30:52.550 --> 00:30:53.280]  . [SPEAKER_TURN]
[00:30:53.280 --> 00:30:53.490]   And
[00:30:53.490 --> 00:30:53.760]   how
[00:30:53.760 --> 00:30:54.560]   much
[00:30:54.560 --> 00:30:54.600]   runway
[00:30:54.600 --> 00:30:54.880]   does
[00:30:54.880 --> 00:30:55.040]   it
[00:30:55.040 --> 00:30:55.360]   give
[00:30:55.360 --> 00:30:55.600]   you
[00:30:55.600 --> 00:30:56.500]  ? [SPEAKER_TURN]
[00:30:56.520 --> 00:30:57.180]  
[00:30:57.180 --> 00:30:57.210]   Well
[00:30:57.210 --> 00:30:57.820]   that
[00:30:57.820 --> 00:30:58.320]  's
[00:30:58.320 --> 00:30:58.760]   let
[00:30:58.760 --> 00:30:59.380]   me
[00:30:59.380 --> 00:30:59.660]   put
[00:30:59.660 --> 00:31:00.540]   it
[00:31:00.540 --> 00:31:00.650]   this
[00:31:00.650 --> 00:31:01.190]   way
[00:31:01.190 --> 00:31:01.560]   so
[00:31:01.560 --> 00:31:02.470]   the
[00:31:02.470 --> 00:31:02.520]   Uber
[00:31:02.520 --> 00:31:02.600]   I
[00:31:02.600 --> 00:31:02.730]  _
[00:31:02.730 --> 00:31:02.860]  P
[00:31:02.860 --> 00:31:02.990]  _
[00:31:02.990 --> 00:31:03.230]  O
[00:31:03.230 --> 00:31:03.250]  _
[00:31:03.250 --> 00:31:03.510]   is
[00:31:03.510 --> 00:31:04.160]   gonna
[00:31:04.160 --> 00:31:04.500]   be
[00:31:04.500 --> 00:31:04.500]   I
[00:31:04.500 --> 00:31:04.750]   dunno
[00:31:04.750 --> 00:31:04.960]   in
[00:31:04.960 --> 00:31:05.390]   the
[00:31:05.390 --> 00:31:05.480]   next
[00:31:05.480 --> 00:31:05.750]   month
[00:31:05.750 --> 00:31:05.880]   or
[00:31:05.880 --> 00:31:06.080]   two
[00:31:06.080 --> 00:31:06.210]   or
[00:31:06.210 --> 00:31:06.930]   something
[00:31:06.930 --> 00:31:07.140]   right
[00:31:07.140 --> 00:31:07.270]  ,
[00:31:07.270 --> 00:31:07.600]   which
[00:31:07.600 --> 00:31:08.090]   means
[00:31:08.090 --> 00:31:08.130]   six
[00:31:08.130 --> 00:31:08.820]   months
[00:31:08.820 --> 00:31:08.860]   after
[00:31:08.860 --> 00:31:09.120]   that
[00:31:09.120 --> 00:31:09.180]   I
[00:31:09.180 --> 00:31:09.420]   can
[00:31:09.420 --> 00:31:09.630]   get
[00:31:09.630 --> 00:31:09.840]   some
[00:31:09.840 --> 00:31:10.100]   more
[00:31:10.100 --> 00:31:10.700]   liquidity
[00:31:10.700 --> 00:31:11.040]   that
[00:31:11.040 --> 00:31:11.220]   will
[00:31:11.220 --> 00:31:12.020]   change
[00:31:12.020 --> 00:31:12.020]   things
[00:31:12.020 --> 00:31:12.220]   and
[00:31:12.220 --> 00:31:12.550]   it
[00:31:12.550 --> 00:31:12.650]   all
[00:31:12.650 --> 00:31:13.020]   depends
[00:31:13.020 --> 00:31:13.140]   on
[00:31:13.140 --> 00:31:13.460]   how
[00:31:13.460 --> 00:31:13.610]   well
[00:31:13.610 --> 00:31:13.930]   they
[00:31:13.930 --> 00:31:14.000]   do
[00:31:14.000 --> 00:31:14.180]   you
[00:31:14.180 --> 00:31:14.320]  ,
[00:31:14.320 --> 00:31:14.720]   know
[00:31:14.720 --> 00:31:14.790]   do
[00:31:14.790 --> 00:31:14.980]   they
[00:31:14.980 --> 00:31:15.270]   come
[00:31:15.270 --> 00:31:15.440]   out
[00:31:15.440 --> 00:31:15.850]   pretty
[00:31:15.850 --> 00:31:16.240]   strong
[00:31:16.240 --> 00:31:16.440]   and
[00:31:16.440 --> 00:31:16.760]   then
[00:31:16.760 --> 00:31:16.980]   the
[00:31:16.980 --> 00:31:17.230]   whole
[00:31:17.230 --> 00:31:17.630]   thing
[00:31:17.630 --> 00:31:17.820]   goes
[00:31:17.820 --> 00:31:18.020]   you
[00:31:18.020 --> 00:31:18.340]   know
[00:31:18.340 --> 00:31:18.540]   then
[00:31:18.540 --> 00:31:18.600]   I
[00:31:18.600 --> 00:31:18.740]  'm
[00:31:18.740 --> 00:31:19.200]   screwed
[00:31:19.200 --> 00:31:19.690]  .
[00:31:19.690 --> 00:31:19.940]   If
[00:31:19.940 --> 00:31:19.970]   it
[00:31:19.970 --> 00:31:20.240]   comes
[00:31:20.240 --> 00:31:20.510]   out
[00:31:20.510 --> 00:31:20.780]   strong
[00:31:20.780 --> 00:31:20.900]   it
[00:31:20.900 --> 00:31:21.220]   even
[00:31:21.220 --> 00:31:21.380]   goes
[00:31:21.380 --> 00:31:21.860]   stronger
[00:31:21.860 --> 00:31:21.920]   I
[00:31:21.920 --> 00:31:22.160]   mean
[00:31:22.160 --> 00:31:22.220]   I
[00:31:22.220 --> 00:31:22.390]  'll
[00:31:22.390 --> 00:31:22.520]   be
[00:31:22.520 --> 00:31:22.740]   like
[00:31:22.740 --> 00:31:22.880]   it
[00:31:22.880 --> 00:31:23.300]   uh
[00:31:23.300 --> 00:31:23.360]   doesn
[00:31:23.360 --> 00:31:23.420]  't
[00:31:23.420 --> 00:31:23.820]   even
[00:31:23.820 --> 00:31:24.020]   matter
[00:31:24.020 --> 00:31:24.140]   we
[00:31:24.140 --> 00:31:24.320]   can
[00:31:24.320 --> 00:31:24.690]   spend
[00:31:24.690 --> 00:31:25.100]   whatever
[00:31:25.100 --> 00:31:25.220]   we
[00:31:25.220 --> 00:31:25.640]   want
[00:31:25.640 --> 00:31:25.640]   you
[00:31:25.640 --> 00:31:25.930]  ,
[00:31:25.930 --> 00:31:26.000]   know
[00:31:26.000 --> 00:31:26.220]  .
[00:31:26.320 --> 00:31:26.650]   So
[00:31:26.650 --> 00:31:27.080]   so
[00:31:27.080 --> 00:31:27.170]   But
[00:31:27.170 --> 00:31:27.370]   I
[00:31:27.370 --> 00:31:27.590]   don
[00:31:27.590 --> 00:31:27.740]  't
[00:31:27.740 --> 00:31:28.330]   know
[00:31:28.330 --> 00:31:28.340]   what
[00:31:28.340 --> 00:31:28.490]  's
[00:31:28.490 --> 00:31:28.680]   gonna
[00:31:28.680 --> 00:31:29.530]   happen
[00:31:29.530 --> 00:31:29.540]   and
[00:31:29.540 --> 00:31:29.610]   I
[00:31:29.610 --> 00:31:29.910]   have
[00:31:29.910 --> 00:31:30.060]   to
[00:31:30.060 --> 00:31:30.130]   I
[00:31:30.130 --> 00:31:30.440]   have
[00:31:30.440 --> 00:31:30.580]   to
[00:31:30.580 --> 00:31:30.950]   count
[00:31:30.950 --> 00:31:31.100]   on
[00:31:31.100 --> 00:31:31.260]   it
[00:31:31.260 --> 00:31:31.400]   I
[00:31:31.400 --> 00:31:31.690]   have
[00:31:31.690 --> 00:31:31.780]   to
[00:31:31.780 --> 00:31:32.160]   count
[00:31:32.160 --> 00:31:32.310]   on
[00:31:32.310 --> 00:31:32.690]   worst
[00:31:32.690 --> 00:31:33.010]   case
[00:31:33.010 --> 00:31:33.710]   scenario
[00:31:33.710 --> 00:31:33.810]  .
[00:31:33.810 --> 00:31:33.990]   I
[00:31:33.990 --> 00:31:34.190]   have
[00:31:34.190 --> 00:31:34.330]   to
[00:31:34.330 --> 00:31:34.540]   say
[00:31:34.540 --> 00:31:35.230]   well
[00:31:35.230 --> 00:31:35.240]   there
[00:31:35.240 --> 00:31:35.380]   is
[00:31:35.380 --> 00:31:35.470]   a
[00:31:35.470 --> 00:31:35.670]   non
[00:31:35.670 --> 00:31:35.740]  -
[00:31:35.740 --> 00:31:36.650]  zero
[00:31:36.650 --> 00:31:36.870]   probability
[00:31:36.870 --> 00:31:37.170]   that
[00:31:37.170 --> 00:31:37.470]   Uber
[00:31:37.470 --> 00:31:37.860]   comes
[00:31:37.860 --> 00:31:38.070]   out
[00:31:38.070 --> 00:31:38.280]   and
[00:31:38.280 --> 00:31:38.600]   for
[00:31:38.600 --> 00:31:39.110]   whatever
[00:31:39.110 --> 00:31:39.560]   reason
[00:31:39.560 --> 00:31:39.820]   the
[00:31:39.820 --> 00:31:40.470]   financial
[00:31:40.470 --> 00:31:40.990]   markets
[00:31:40.990 --> 00:31:41.330]   over
[00:31:41.330 --> 00:31:41.590]   time
[00:31:41.590 --> 00:31:42.040]   decide
[00:31:42.040 --> 00:31:42.190]   it
[00:31:42.190 --> 00:31:42.340]  's
[00:31:42.340 --> 00:31:42.560]   not
[00:31:42.560 --> 00:31:42.630]   a
[00:31:42.630 --> 00:31:43.290]   great
[00:31:43.290 --> 00:31:43.770]   investment
[00:31:43.770 --> 00:31:43.990]   and
[00:31:43.990 --> 00:31:44.340]   they
[00:31:44.340 --> 00:31:44.510]  're
[00:31:44.510 --> 00:31:44.810]   half
[00:31:44.810 --> 00:31:45.190]   their
[00:31:45.190 --> 00:31:45.260]   I
[00:31:45.260 --> 00:31:45.330]  _
[00:31:45.330 --> 00:31:45.400]  P
[00:31:45.400 --> 00:31:45.470]  _
[00:31:45.470 --> 00:31:45.540]  O
[00:31:45.540 --> 00:31:45.610]  _
[00:31:45.610 --> 00:31:46.020]   price
[00:31:46.020 --> 00:31:46.210]   and
[00:31:46.210 --> 00:31:46.510]   then
[00:31:46.510 --> 00:31:46.810]   with
[00:31:46.810 --> 00:31:47.030]   the
[00:31:47.030 --> 00:31:47.410]   money
[00:31:47.410 --> 00:31:47.480]   I
[00:31:47.480 --> 00:31:48.010]   thought
[00:31:48.010 --> 00:31:48.080]   I
[00:31:48.080 --> 00:31:48.300]   was
[00:31:48.300 --> 00:31:48.680]   gonna
[00:31:48.680 --> 00:31:48.980]   make
[00:31:48.980 --> 00:31:49.130]   is
[00:31:49.130 --> 00:31:49.220]   a
[00:31:49.220 --> 00:31:49.800]   fraction
[00:31:49.800 --> 00:31:49.950]   of
[00:31:49.950 --> 00:31:50.250]   what
[00:31:50.250 --> 00:31:50.410]   it
[00:31:50.410 --> 00:31:50.840]   was
[00:31:50.840 --> 00:31:50.840]   and
[00:31:50.840 --> 00:31:51.130]   so
[00:31:51.130 --> 00:31:51.350]   then
[00:31:51.350 --> 00:31:51.370]   I
[00:31:51.370 --> 00:31:51.500]  'm
[00:31:51.500 --> 00:31:52.300]   like
[00:31:53.380 --> 00:31:53.460]  
[00:31:53.460 --> 00:31:53.550]   you
[00:31:53.550 --> 00:31:53.780]   know
[00:31:53.780 --> 00:31:54.010]   then
[00:31:54.010 --> 00:31:54.070]   I
[00:31:54.070 --> 00:31:54.240]  've
[00:31:54.240 --> 00:31:54.530]   kinda
[00:31:54.530 --> 00:31:55.010]   screwed
[00:31:55.010 --> 00:31:55.320]   myself
[00:31:55.320 --> 00:31:55.400]   if
[00:31:55.400 --> 00:31:55.460]   I
[00:31:55.460 --> 00:31:55.520]   c
[00:31:55.520 --> 00:31:55.650]   if
[00:31:55.650 --> 00:31:55.690]   I
[00:31:55.690 --> 00:31:55.980]   spend
[00:31:55.980 --> 00:31:56.150]   too
[00:31:56.150 --> 00:31:56.410]   much
[00:31:56.410 --> 00:31:56.490]   if
[00:31:56.490 --> 00:31:56.600]   I
[00:31:56.600 --> 00:31:56.740]   cut
[00:31:56.740 --> 00:31:56.890]   the
[00:31:56.890 --> 00:31:57.120]   burn
[00:31:57.120 --> 00:31:57.410]   right
[00:31:57.410 --> 00:31:57.580]   now
[00:31:57.580 --> 00:31:57.740]   and
[00:31:57.740 --> 00:31:57.870]   I
[00:31:57.870 --> 00:31:57.980]   say
[00:31:57.980 --> 00:31:58.210]   let
[00:31:58.210 --> 00:31:58.260]  's
[00:31:58.260 --> 00:31:58.510]   get
[00:31:58.510 --> 00:31:58.660]   this
[00:31:58.660 --> 00:31:59.050]   thing
[00:31:59.050 --> 00:31:59.240]   under
[00:31:59.240 --> 00:31:59.480]   control
[00:31:59.480 --> 00:31:59.990]   then
[00:31:59.990 --> 00:32:00.060]   we
[00:32:00.060 --> 00:32:00.160]  'll
[00:32:00.160 --> 00:32:00.270]   be
[00:32:00.270 --> 00:32:00.670]   fine
[00:32:00.670 --> 00:32:01.440]  . [SPEAKER_TURN]
[00:32:01.440 --> 00:32:01.450]   Didn
[00:32:01.450 --> 00:32:01.860]  't
[00:32:01.860 --> 00:32:02.140]   that
[00:32:02.140 --> 00:32:02.560]   happen
[00:32:02.560 --> 00:32:03.160]   to
[00:32:03.160 --> 00:32:03.270]   Facebook
[00:32:03.270 --> 00:32:03.470]   but
[00:32:03.470 --> 00:32:03.760]   then
[00:32:03.760 --> 00:32:03.870]   I
[00:32:03.870 --> 00:32:04.040]  'll
[00:32:04.040 --> 00:32:04.320]   over
[00:32:04.320 --> 00:32:04.600]   time
[00:32:04.600 --> 00:32:04.870]   over
[00:32:04.870 --> 00:32:04.950]   a
[00:32:04.950 --> 00:32:05.370]   longer
[00:32:05.370 --> 00:32:05.650]   time
[00:32:05.650 --> 00:32:05.790]   it
[00:32:05.790 --> 00:32:06.070]   then
[00:32:06.070 --> 00:32:06.460]   went
[00:32:06.460 --> 00:32:06.630]   back
[00:32:06.630 --> 00:32:06.770]   up
[00:32:06.770 --> 00:32:06.980]  .
[00:32:06.980 --> 00:32:07.170]   It
[00:32:07.170 --> 00:32:07.260]  'd
[00:32:07.260 --> 00:32:07.400]   be
[00:32:07.400 --> 00:32:07.780]   uh
[00:32:07.780 --> 00:32:07.930]   much
[00:32:07.930 --> 00:32:08.240]   higher
[00:32:08.240 --> 00:32:09.160]  . [SPEAKER_TURN]
[00:32:09.880 --> 00:32:09.880]  
[00:32:09.880 --> 00:32:10.360]   M
[00:32:10.360 --> 00:32:10.790]  m
[00:32:10.790 --> 00:32:22.190]  .
[00:32:22.190 --> 00:32:22.610]   M
[00:32:22.610 --> 00:32:23.060]  m
[00:32:23.060 --> 00:32:23.960]  -
[00:32:23.960 --> 00:32:23.970]  h
[00:32:23.970 --> 00:32:24.900]  mm
[00:32:24.900 --> 00:32:29.940]  . [SPEAKER_TURN]
[00:32:29.940 --> 00:32:29.940]  
[00:32:29.940 --> 00:32:30.030]   No
[00:32:30.030 --> 00:32:30.210]   but
[00:32:30.210 --> 00:32:30.250]   I
[00:32:30.250 --> 00:32:30.270]   I
[00:32:30.270 --> 00:32:30.400]   can
[00:32:30.400 --> 00:32:30.480]  't
[00:32:30.480 --> 00:32:30.620]   you
[00:32:30.620 --> 00:32:30.760]   can
[00:32:30.760 --> 00:32:30.920]  't
[00:32:30.920 --> 00:32:31.090]   count
[00:32:31.090 --> 00:32:31.180]   on
[00:32:31.180 --> 00:32:31.370]   that
[00:32:31.370 --> 00:32:31.620]   right
[00:32:31.620 --> 00:32:31.700]  ,
[00:32:31.700 --> 00:32:31.890]   That
[00:32:31.890 --> 00:32:31.970]  's
[00:32:31.970 --> 00:32:32.220]   why
[00:32:32.220 --> 00:32:32.360]   you
[00:32:32.360 --> 00:32:32.400]   put
[00:32:32.400 --> 00:32:32.640]   money
[00:32:32.640 --> 00:32:32.730]   in
[00:32:32.730 --> 00:32:32.870]   the
[00:32:32.870 --> 00:32:33.050]   bank
[00:32:33.050 --> 00:32:33.250]   that
[00:32:33.250 --> 00:32:33.340]  's
[00:32:33.340 --> 00:32:33.430]  ,
[00:32:33.430 --> 00:32:33.710]   where
[00:32:33.710 --> 00:32:33.810]   you
[00:32:33.810 --> 00:32:34.070]   build
[00:32:34.070 --> 00:32:34.190]   the
[00:32:34.190 --> 00:32:34.620]   savings
[00:32:34.620 --> 00:32:34.670]   you
[00:32:34.670 --> 00:32:34.860]   know
[00:32:34.860 --> 00:32:35.140]   that
[00:32:35.140 --> 00:32:35.150]  's
[00:32:35.150 --> 00:32:35.280]   why
[00:32:35.280 --> 00:32:35.420]   you
[00:32:35.420 --> 00:32:35.460]   '
[00:32:35.460 --> 00:32:35.700]  cause
[00:32:35.700 --> 00:32:35.840]   you
[00:32:35.840 --> 00:32:35.980]   don
[00:32:35.980 --> 00:32:36.070]  't
[00:32:36.070 --> 00:32:36.290]   know
[00:32:36.290 --> 00:32:36.450]   what
[00:32:36.450 --> 00:32:36.540]  's
[00:32:36.540 --> 00:32:36.780]   gonna
[00:32:36.780 --> 00:32:37.040]   happen
[00:32:37.040 --> 00:32:37.210]   you
[00:32:37.210 --> 00:32:37.300]  ,
[00:32:37.300 --> 00:32:37.610]   know
[00:32:37.610 --> 00:32:38.150]  .
[00:32:38.150 --> 00:32:38.290]   We
[00:32:38.290 --> 00:32:38.430]   could
[00:32:38.430 --> 00:32:38.600]   hit
[00:32:38.600 --> 00:32:38.650]   a
[00:32:38.650 --> 00:32:38.930]   major
[00:32:38.930 --> 00:32:39.430]   recession
[00:32:39.430 --> 00:32:39.550]   in
[00:32:39.550 --> 00:32:39.720]   the
[00:32:39.720 --> 00:32:39.940]   like
[00:32:39.940 --> 00:32:40.090]   in
[00:32:40.090 --> 00:32:40.210]   the
[00:32:40.210 --> 00:32:40.510]   next
[00:32:40.510 --> 00:32:40.610]   six
[00:32:40.610 --> 00:32:40.950]   months
[00:32:40.950 --> 00:32:41.160]   and
[00:32:41.160 --> 00:32:41.570]   things
[00:32:41.570 --> 00:32:41.710]   go
[00:32:41.710 --> 00:32:41.850]   south
[00:32:41.850 --> 00:32:42.020]   and
[00:32:42.020 --> 00:32:42.240]   then
[00:32:42.240 --> 00:32:42.290]   I
[00:32:42.290 --> 00:32:42.400]  'm
[00:32:42.400 --> 00:32:42.620]   just
[00:32:42.620 --> 00:32:42.840]   like
[00:32:42.840 --> 00:32:43.010]   you
[00:32:43.010 --> 00:32:43.230]   know
[00:32:43.230 --> 00:32:43.390]   the
[00:32:43.390 --> 00:32:43.670]   money
[00:32:43.670 --> 00:32:44.120]   I
[00:32:44.120 --> 00:32:44.220]   thought
[00:32:44.220 --> 00:32:44.340]   that
[00:32:44.340 --> 00:32:44.390]   I
[00:32:44.390 --> 00:32:44.700]   could
[00:32:44.700 --> 00:32:44.840]   put
[00:32:44.840 --> 00:32:44.990]   in
[00:32:44.990 --> 00:32:45.000]   a
[00:32:45.000 --> 00:32:45.220]   math
[00:32:45.220 --> 00:32:45.610]   academy
[00:32:45.610 --> 00:32:45.820]   just
[00:32:45.820 --> 00:32:46.000]   isn
[00:32:46.000 --> 00:32:46.110]  't
[00:32:46.110 --> 00:32:46.380]   there
[00:32:46.380 --> 00:32:46.660]   right
[00:32:46.660 --> 00:32:47.460]  , [SPEAKER_TURN]
[00:32:47.460 --> 00:32:47.890]   Okay
[00:32:47.890 --> 00:32:47.900]   let
[00:32:47.900 --> 00:32:48.020]  's
[00:32:48.020 --> 00:32:48.480]   just
[00:32:48.480 --> 00:32:48.520]   talk
[00:32:48.520 --> 00:32:48.910]   about
[00:32:48.910 --> 00:32:49.090]   what
[00:32:49.090 --> 00:32:49.340]   what
[00:32:49.340 --> 00:32:49.530]   the
[00:32:49.530 --> 00:32:49.850]   path
[00:32:49.850 --> 00:32:50.020]   to
[00:32:50.020 --> 00:32:50.220]   monet
[00:32:50.220 --> 00:32:50.660]  ization
[00:32:50.660 --> 00:32:50.990]   for
[00:32:50.990 --> 00:32:51.160]   math
[00:32:51.160 --> 00:32:51.600]   academy
[00:32:51.600 --> 00:32:51.680]   is
[00:32:51.680 --> 00:32:51.870]   and
[00:32:51.870 --> 00:32:52.060]   how
[00:32:52.060 --> 00:32:52.510]   quickly
[00:32:52.510 --> 00:32:52.720]   you
[00:32:52.720 --> 00:32:52.890]   can
[00:32:52.890 --> 00:32:53.090]   get
[00:32:53.090 --> 00:32:53.420]   money
[00:32:53.420 --> 00:32:53.650]   from
[00:32:53.650 --> 00:32:53.790]   it
[00:32:53.790 --> 00:32:54.640]  . [SPEAKER_TURN]
[00:32:54.800 --> 00:32:54.800]  
[00:32:54.800 --> 00:32:55.000]   Oh
[00:32:55.000 --> 00:32:55.060]   oh
[00:32:55.060 --> 00:32:55.250]   and
[00:32:55.250 --> 00:32:55.410]   so
[00:32:55.410 --> 00:32:55.590]   the
[00:32:55.590 --> 00:32:55.930]   other
[00:32:55.930 --> 00:32:56.270]   thing
[00:32:56.270 --> 00:32:56.460]   let
[00:32:56.460 --> 00:32:56.630]   me
[00:32:56.630 --> 00:32:56.870]   just
[00:32:56.870 --> 00:32:57.260]   think
[00:32:57.260 --> 00:32:57.480]   of
[00:32:57.480 --> 00:32:57.860]   before
[00:32:57.860 --> 00:32:58.140]   before
[00:32:58.140 --> 00:32:58.240]   I
[00:32:58.240 --> 00:32:58.260]   g
[00:32:58.260 --> 00:32:58.440]   say
[00:32:58.440 --> 00:32:58.860]   that
[00:32:58.860 --> 00:32:58.940]   is
[00:32:58.940 --> 00:32:58.990]   it
[00:32:58.990 --> 00:32:59.260]   also
[00:32:59.260 --> 00:32:59.390]   uh
[00:32:59.390 --> 00:32:59.730]   there
[00:32:59.730 --> 00:32:59.990]   was
[00:32:59.990 --> 00:33:00.320]   a
[00:33:00.320 --> 00:33:00.340]   there
[00:33:00.340 --> 00:33:00.530]   was
[00:33:00.530 --> 00:33:00.660]   an
[00:33:00.660 --> 00:33:01.130]   article
[00:33:01.130 --> 00:33:01.400]   that
[00:33:01.400 --> 00:33:01.460]   I
[00:33:01.460 --> 00:33:01.890]   read
[00:33:01.890 --> 00:33:02.240]   called
[00:33:02.240 --> 00:33:02.390]   um
[00:33:02.390 --> 00:33:02.450]   I
[00:33:02.450 --> 00:33:02.630]   can
[00:33:02.630 --> 00:33:03.220]  't
[00:33:03.220 --> 00:33:03.250]   remember
[00:33:03.250 --> 00:33:03.500]   what
[00:33:03.500 --> 00:33:03.990]   actually
[00:33:03.990 --> 00:33:04.220]   it
[00:33:04.220 --> 00:33:04.540]   was
[00:33:04.540 --> 00:33:04.860]   something
[00:33:04.860 --> 00:33:05.010]   it
[00:33:05.010 --> 00:33:05.200]   was
[00:33:05.200 --> 00:33:05.340]   but
[00:33:05.340 --> 00:33:05.500]   it
[00:33:05.500 --> 00:33:05.690]   was
[00:33:05.690 --> 00:33:05.890]   came
[00:33:05.890 --> 00:33:06.010]   on
[00:33:06.010 --> 00:33:06.380]   Hacker
[00:33:06.380 --> 00:33:06.630]   News
[00:33:06.630 --> 00:33:06.810]   and
[00:33:06.810 --> 00:33:06.960]   it
[00:33:06.960 --> 00:33:07.110]   was
[00:33:07.110 --> 00:33:07.480]   really
[00:33:07.480 --> 00:33:07.600]   it
[00:33:07.600 --> 00:33:07.780]   was
