
[00:00:00.000 --> 00:00:00.880]  
[00:00:00.880 --> 00:00:02.000]   ordinary
[01:17:34.450 --> 01:17:34.930]   took
[01:17:34.930 --> 01:17:35.180]   Chinese
[01:17:35.180 --> 01:17:35.680]   Mandarin
[01:17:35.680 --> 01:17:35.810]   in
[01:17:35.810 --> 01:17:36.260]   college
[01:17:36.260 --> 01:17:36.450]   and
[01:17:36.450 --> 01:17:36.710]   then
[01:17:36.710 --> 01:17:36.830]   he
[01:17:36.830 --> 01:17:37.150]   spent
[01:17:37.150 --> 01:17:37.520]   some
[01:17:37.520 --> 01:17:37.870]   summers
[01:17:37.870 --> 01:17:38.300]   there
[01:17:38.300 --> 01:17:38.380]   and
[01:17:38.380 --> 01:17:38.570]   and
[01:17:38.570 --> 01:17:38.690]   uh
[01:17:38.690 --> 01:17:38.960]   took
[01:17:38.960 --> 01:17:39.020]   a
[01:17:39.020 --> 01:17:39.280]   year
[01:17:39.280 --> 01:17:39.470]   off
[01:17:39.470 --> 01:17:39.530]   I
[01:17:39.530 --> 01:17:39.850]   think
[01:17:39.850 --> 01:17:40.110]   even
[01:17:40.110 --> 01:17:40.300]   and
[01:17:40.300 --> 01:17:40.430]   so
[01:17:40.430 --> 01:17:40.560]   he
[01:17:40.560 --> 01:17:41.210]   ultimately
[01:17:41.210 --> 01:17:41.810]   became
[01:17:41.810 --> 01:17:41.990]   fluent
[01:17:41.990 --> 01:17:42.120]   in
[01:17:42.120 --> 01:17:42.670]   Mandarin
[01:17:42.670 --> 01:17:42.770]   to
[01:17:42.770 --> 01:17:42.960]   the
[01:17:42.960 --> 01:17:43.280]   point
[01:17:43.280 --> 01:17:43.540]   that
[01:17:43.540 --> 01:17:44.050]   people
[01:17:44.050 --> 01:17:44.060]   on
[01:17:44.060 --> 01:17:44.290]   the
[01:17:44.290 --> 01:17:44.640]   phone
[01:17:44.640 --> 01:17:44.890]   would
[01:17:44.890 --> 01:17:45.210]   think
[01:17:45.210 --> 01:17:45.530]   that
[01:17:45.530 --> 01:17:45.600]   he
[01:17:45.600 --> 01:17:45.790]   was
[01:17:45.790 --> 01:17:45.920]   an
[01:17:45.920 --> 01:17:46.450]   educated
[01:17:46.450 --> 01:17:46.830]   native
[01:17:46.830 --> 01:17:47.280]   speaker
[01:17:47.280 --> 01:17:47.880]  .
[01:17:48.340 --> 01:17:48.390]  
[01:17:48.390 --> 01:17:48.400]   a
[01:17:48.400 --> 01:17:48.860]   college
[01:17:48.860 --> 01:17:49.380]   educated
[01:17:49.380 --> 01:17:49.770]   native
[01:17:49.770 --> 01:17:50.240]   speaker
[01:17:50.240 --> 01:17:50.420]   Now
[01:17:50.420 --> 01:17:50.600]  .
[01:17:50.600 --> 01:17:50.850]   that
[01:17:50.850 --> 01:17:51.280]  's
[01:17:51.280 --> 01:17:51.710]   impressive
[01:17:51.710 --> 01:17:51.850]  .
[01:17:51.850 --> 01:17:52.510]   Especially
[01:17:52.510 --> 01:17:52.800]   for
[01:17:52.800 --> 01:17:53.290]   something
[01:17:53.290 --> 01:17:53.420]   as
[01:17:53.420 --> 01:17:54.000]   different
[01:17:54.000 --> 01:17:54.520]   from
[01:17:54.520 --> 01:17:54.730]   English
[01:17:54.730 --> 01:17:54.870]   as
[01:17:54.870 --> 01:17:55.400]   Mandarin
[01:17:55.400 --> 01:17:55.570]  .
[01:17:55.570 --> 01:17:55.690]   Um
[01:17:55.690 --> 01:17:55.880]   and
[01:17:55.880 --> 01:17:56.340]   you
[01:17:56.340 --> 01:17:56.360]   know
[01:17:56.360 --> 01:17:56.400]   a
[01:17:56.400 --> 01:17:56.730]   buddy
[01:17:56.730 --> 01:17:56.860]   of
[01:17:56.860 --> 01:17:57.120]   mine
[01:17:57.120 --> 01:17:57.380]   from
[01:17:57.380 --> 01:17:57.440]   g
[01:17:57.440 --> 01:17:57.640]   who
[01:17:57.640 --> 01:17:57.760]   in
[01:17:57.760 --> 01:17:58.220]   college
[01:17:58.220 --> 01:17:58.480]   with
[01:17:58.480 --> 01:17:58.740]   Phil
[01:17:58.740 --> 01:17:58.930]   and
[01:17:58.930 --> 01:17:58.990]   I
[01:17:58.990 --> 01:17:59.120]   he
[01:17:59.120 --> 01:17:59.380]   used
[01:17:59.380 --> 01:17:59.510]   to
[01:17:59.510 --> 01:17:59.700]   say
[01:17:59.700 --> 01:18:00.110]   that
[01:18:00.110 --> 01:18:00.220]   yeah
[01:18:00.220 --> 01:18:00.550]   there
[01:18:00.550 --> 01:18:00.680]  's
[01:18:00.680 --> 01:18:00.740]   a
[01:18:00.740 --> 01:18:01.070]   group
[01:18:01.070 --> 01:18:01.200]   of
[01:18:01.200 --> 01:18:01.390]   exp
[01:18:01.390 --> 01:18:01.580]  ats
[01:18:01.580 --> 01:18:01.770]   and
[01:18:01.770 --> 01:18:02.030]   they
[01:18:02.030 --> 01:18:02.280]   were
[01:18:02.280 --> 01:18:02.460]   all
[01:18:02.460 --> 01:18:02.570]   marvel
[01:18:02.570 --> 01:18:03.230]   at
[01:18:03.230 --> 01:18:03.330]   Jesse
[01:18:03.330 --> 01:18:03.460]  's
[01:18:03.460 --> 01:18:03.590]   um
[01:18:03.590 --> 01:18:04.100]   Mandarin
[01:18:04.100 --> 01:18:04.380]  .
[01:18:04.380 --> 01:18:04.630]   Maybe
[01:18:04.630 --> 01:18:04.750]   he
[01:18:04.750 --> 01:18:04.950]   was
[01:18:04.950 --> 01:18:05.210]   just
[01:18:05.210 --> 01:18:05.350]   he
[01:18:05.350 --> 01:18:05.590]   was
[01:18:05.590 --> 01:18:05.790]   like
[01:18:05.790 --> 01:18:05.890]   he
[01:18:05.890 --> 01:18:06.100]   was
[01:18:06.100 --> 01:18:06.410]   a
[01:18:06.410 --> 01:18:06.430]   phen
[01:18:06.430 --> 01:18:06.580]  om
[01:18:06.580 --> 01:18:06.690]   to
[01:18:06.690 --> 01:18:06.960]   them
[01:18:06.960 --> 01:18:07.140]  .
[01:18:07.140 --> 01:18:07.330]   And
[01:18:07.330 --> 01:18:07.610]   but
[01:18:07.610 --> 01:18:07.940]   you
[01:18:07.940 --> 01:18:07.970]   know
[01:18:07.970 --> 01:18:08.160]   not
[01:18:08.160 --> 01:18:08.490]   Jesse
[01:18:08.490 --> 01:18:08.520]   lives
[01:18:08.520 --> 01:18:08.930]   in
[01:18:08.930 --> 01:18:09.390]   Hong
[01:18:09.390 --> 01:18:09.470]   Kong
[01:18:09.470 --> 01:18:10.660]  . [SPEAKER_TURN]
[01:18:10.660 --> 01:18:11.930]   Right
[01:18:11.930 --> 01:18:13.000]  . [SPEAKER_TURN]
[01:18:13.200 --> 01:18:13.200]  
[01:18:13.200 --> 01:18:15.890]   of
[01:18:15.890 --> 01:18:18.300]   uh
[01:18:18.300 --> 01:18:20.850]   an
[01:18:20.850 --> 01:18:24.680]   ann
[01:18:24.680 --> 01:18:24.720]  al
[01:18:24.720 --> 01:18:24.780]   and
[01:18:24.780 --> 01:18:24.970]   financial
[01:18:24.970 --> 01:18:25.120]   analyst
[01:18:25.120 --> 01:18:25.450]   investment
[01:18:25.450 --> 01:18:25.460]   banker
[01:18:25.460 --> 01:18:25.520]  .
[01:18:25.520 --> 01:18:25.560]   He
[01:18:25.560 --> 01:18:25.660]   could
[01:18:25.660 --> 01:18:25.700]   do
[01:18:25.700 --> 01:18:25.760]   the
[01:18:25.760 --> 01:18:25.830]   same
[01:18:25.830 --> 01:18:25.940]   thing
[01:18:25.940 --> 01:18:25.980]   in
[01:18:25.980 --> 01:18:26.110]   London
[01:18:26.110 --> 01:18:26.150]  ,
[01:18:26.150 --> 01:18:26.190]   he
[01:18:26.190 --> 01:18:26.290]   could
[01:18:26.290 --> 01:18:26.330]   do
[01:18:26.330 --> 01:18:26.390]   the
[01:18:26.390 --> 01:18:26.470]   same
[01:18:26.470 --> 01:18:26.570]   thing
[01:18:26.570 --> 01:18:26.610]   in
[01:18:26.610 --> 01:18:26.670]   New
[01:18:26.670 --> 01:18:26.750]   York
[01:18:26.750 --> 01:18:26.790]   or
[01:18:26.790 --> 01:18:26.830]   or
[01:18:26.830 --> 01:18:26.890]   San
[01:18:26.890 --> 01:18:27.080]   Francisco
[01:18:27.080 --> 01:18:27.150]  .
[01:18:27.150 --> 01:18:27.180]   But
[01:18:27.180 --> 01:18:27.350]   because
[01:18:27.350 --> 01:18:27.430]   he
[01:18:27.430 --> 01:18:27.490]   uh
[01:18:27.490 --> 01:18:27.490]   you
[01:18:27.490 --> 01:18:27.570]   know
[01:18:27.570 --> 01:18:27.730]   wanted
[01:18:27.730 --> 01:18:27.740]   to
[01:18:27.740 --> 01:18:27.910]   leverage
[01:18:27.910 --> 01:18:27.990]   that
[01:18:27.990 --> 01:18:28.070]   he
[01:18:28.070 --> 01:18:28.090]  's
[01:18:28.090 --> 01:18:28.230]   there
[01:18:28.230 --> 01:18:28.230]  .
[01:18:28.230 --> 01:18:28.270]   He
[01:18:28.270 --> 01:18:28.310]  's
[01:18:28.310 --> 01:18:28.370]   not
[01:18:28.370 --> 01:18:28.500]   making
[01:18:28.500 --> 01:18:28.580]   any
[01:18:28.580 --> 01:18:28.640]   more
[01:18:28.640 --> 01:18:28.740]   money
[01:18:28.740 --> 01:18:28.800]  .
[01:18:28.800 --> 01:18:28.840]   He
[01:18:28.840 --> 01:18:28.880]  's
[01:18:28.880 --> 01:18:29.020]   doesn
[01:18:29.020 --> 01:18:29.100]  't
[01:18:29.100 --> 01:18:29.150]   have
[01:18:29.150 --> 01:18:29.160]   any
[01:18:29.160 --> 01:18:29.240]   more
[01:18:29.240 --> 01:18:29.260]   I
[01:18:29.260 --> 01:18:29.360]   don
[01:18:29.360 --> 01:18:29.410]  't
[01:18:29.410 --> 01:18:29.460]   think
[01:18:29.460 --> 01:18:29.520]   any
[01:18:29.520 --> 01:18:29.920]   professional
[01:18:29.920 --> 01:18:29.930]   success
[01:18:29.930 --> 01:18:29.990]  .
[01:18:29.990 --> 01:18:30.030]   It
[01:18:30.030 --> 01:18:30.070]  's
[01:18:30.070 --> 01:18:30.150]   just
[01:18:30.150 --> 01:18:30.210]   but
[01:18:30.210 --> 01:18:30.270]   now
[01:18:30.270 --> 01:18:30.320]   he
[01:18:30.320 --> 01:18:30.350]  's
[01:18:30.350 --> 01:18:30.390]   in
[01:18:30.390 --> 01:18:30.470]   Hong
[01:18:30.470 --> 01:18:30.550]   Kong
[01:18:30.550 --> 01:18:30.610]   and
[01:18:30.610 --> 01:18:30.730]   we
[01:18:30.730 --> 01:18:30.750]   never
[01:18:30.750 --> 01:18:30.810]   see
[01:18:30.810 --> 01:18:30.870]   him
[01:18:30.870 --> 01:18:31.560]  . [SPEAKER_TURN]
[01:18:37.820 --> 01:18:37.820]  
[01:18:37.820 --> 01:18:38.070]   that
[01:18:38.070 --> 01:18:38.190]   if
[01:18:38.190 --> 01:18:38.400]   you
[01:18:38.400 --> 01:18:38.570]  're
[01:18:38.570 --> 01:18:38.820]   kind
[01:18:38.820 --> 01:18:38.940]   of
[01:18:38.940 --> 01:18:39.190]   like
[01:18:39.190 --> 01:18:39.640]   equally
[01:18:39.640 --> 01:18:40.280]   interested
[01:18:40.280 --> 01:18:40.400]   in
[01:18:40.400 --> 01:18:40.720]   that
[01:18:40.720 --> 01:18:40.840]   but
[01:18:40.840 --> 01:18:41.150]   there
[01:18:41.150 --> 01:18:41.340]  's
[01:18:41.340 --> 01:18:41.530]   this
[01:18:41.530 --> 01:18:41.850]   other
[01:18:41.850 --> 01:18:42.170]   thing
[01:18:42.170 --> 01:18:42.650]   just
[01:18:42.650 --> 01:18:42.930]   afforded
[01:18:42.930 --> 01:18:43.120]   you
[01:18:43.120 --> 01:18:43.180]   a
[01:18:43.180 --> 01:18:43.360]   lot
[01:18:43.360 --> 01:18:43.490]   of
[01:18:43.490 --> 01:18:43.780]   easy
[01:18:43.780 --> 01:18:44.120]   access
[01:18:44.120 --> 01:18:44.980]  . [SPEAKER_TURN]
[01:18:44.980 --> 01:18:45.890]   Right
[01:18:45.890 --> 01:18:46.240]  . [SPEAKER_TURN]
[01:18:46.300 --> 01:18:46.340]  
[01:18:46.340 --> 01:18:46.370]   I
[01:18:46.370 --> 01:18:46.650]   think
[01:18:46.650 --> 01:18:46.660]   it
[01:18:46.660 --> 01:18:46.740]  's
[01:18:46.740 --> 01:18:47.140]   premature
[01:18:47.140 --> 01:18:47.360]   optim
[01:18:47.360 --> 01:18:47.670]  isation
[01:18:47.670 --> 01:18:47.840]  .
[01:18:47.840 --> 01:18:47.980]   You
[01:18:47.980 --> 01:18:48.170]   know
[01:18:48.170 --> 01:18:48.350]  ,
[01:18:48.350 --> 01:18:48.440]   if
[01:18:48.440 --> 01:18:48.460]   if
[01:18:48.460 --> 01:18:48.530]   if
[01:18:48.530 --> 01:18:48.570]   a
[01:18:48.570 --> 01:18:48.710]   kid
[01:18:48.710 --> 01:18:48.900]   gets
[01:18:48.900 --> 01:18:49.180]   to
[01:18:49.180 --> 01:18:49.220]   high
[01:18:49.220 --> 01:18:49.500]   school
[01:18:49.500 --> 01:18:49.610]   and
[01:18:49.610 --> 01:18:49.800]   they
[01:18:49.800 --> 01:18:50.130]  're
[01:18:50.130 --> 01:18:50.130]   like
[01:18:50.130 --> 01:18:50.170]   I
[01:18:50.170 --> 01:18:50.360]   just
[01:18:50.360 --> 01:18:50.710]   wanna
[01:18:50.710 --> 01:18:50.840]   learn
[01:18:50.840 --> 01:18:51.030]   this
[01:18:51.030 --> 01:18:51.420]   language
[01:18:51.420 --> 01:18:51.510]  ,
[01:18:51.510 --> 01:18:51.550]   I
[01:18:51.550 --> 01:18:51.640]  'm
[01:18:51.640 --> 01:18:51.880]   gonna
[01:18:51.880 --> 01:18:52.130]   spend
[01:18:52.130 --> 01:18:52.260]   the
[01:18:52.260 --> 01:18:52.550]   summer
[01:18:52.550 --> 01:18:52.740]   here
[01:18:52.740 --> 01:18:52.830]  ,
[01:18:52.830 --> 01:18:52.870]   I
[01:18:52.870 --> 01:18:52.960]  'm
[01:18:52.960 --> 01:18:53.190]   like
[01:18:53.190 --> 01:18:53.390]   right
[01:18:53.390 --> 01:18:53.520]   I
[01:18:53.520 --> 01:18:53.520]  'm
[01:18:53.520 --> 01:18:53.970]  ,
[01:18:53.970 --> 01:18:54.000]   sticking
[01:18:54.000 --> 01:18:54.040]   '
[01:18:54.040 --> 01:18:54.200]  em
[01:18:54.200 --> 01:18:54.220]   in
[01:18:54.220 --> 01:18:54.560]   because
[01:18:54.560 --> 01:18:54.600]   I
[01:18:54.600 --> 01:18:54.840]   wanna
[01:18:54.840 --> 01:18:55.030]   give
[01:18:55.030 --> 01:18:55.120]   my
[01:18:55.120 --> 01:18:55.260]   kid
[01:18:55.260 --> 01:18:55.470]   this
[01:18:55.470 --> 01:18:55.640]   high
[01:18:55.640 --> 01:18:55.790]   e
[01:18:55.790 --> 01:18:55.820]   and
[01:18:55.820 --> 01:18:56.010]   they
[01:18:56.010 --> 01:18:56.200]   they
[01:18:56.200 --> 01:18:56.290]   if
[01:18:56.290 --> 01:18:56.630]   nothing
[01:18:56.630 --> 01:18:56.870]   about
[01:18:56.870 --> 01:18:57.090]   them
[01:18:57.090 --> 01:18:57.250]   says
[01:18:57.250 --> 01:18:57.580]   that
[01:18:57.580 --> 01:18:57.630]   that
[01:18:57.630 --> 01:18:57.730]  's
[01:18:57.730 --> 01:18:57.990]   stuff
[01:18:57.990 --> 01:18:58.230]   that
[01:18:58.230 --> 01:18:58.340]   they
[01:18:58.340 --> 01:18:58.470]  're
[01:18:58.470 --> 01:18:58.870]   remotely
[01:18:58.870 --> 01:18:59.350]   interested
[01:18:59.350 --> 01:18:59.440]   in
[01:18:59.440 --> 01:18:59.520]  ,
[01:18:59.520 --> 01:18:59.620]   it
[01:18:59.620 --> 01:18:59.810]   just
[01:18:59.810 --> 01:19:00.050]   seems
[01:19:00.050 --> 01:19:00.290]   weird
[01:19:00.290 --> 01:19:00.980]  .
[01:19:00.980 --> 01:19:01.090]   And
[01:19:01.090 --> 01:19:01.360]   y
[01:19:01.360 --> 01:19:01.400]   you
[01:19:01.400 --> 01:19:01.600]   know
[01:19:01.600 --> 01:19:01.920]  ,
[01:19:01.920 --> 01:19:02.080]   unless
[01:19:02.080 --> 01:19:02.560]   there
[01:19:02.560 --> 01:19:02.660]   are
[01:19:02.660 --> 01:19:02.980]   certain
[01:19:02.980 --> 01:19:03.210]   th
[01:19:03.210 --> 01:19:03.340]   like
[01:19:03.340 --> 01:19:03.870]   language
[01:19:03.870 --> 01:19:03.890]   I
[01:19:03.890 --> 01:19:04.190]   think
[01:19:04.190 --> 01:19:04.310]   is
[01:19:04.310 --> 01:19:04.550]   very
[01:19:04.550 --> 01:19:05.310]   different
[01:19:05.310 --> 01:19:05.340]   than
[01:19:05.340 --> 01:19:05.950]   something
[01:19:05.950 --> 01:19:06.130]   like
[01:19:06.130 --> 01:19:06.370]   say
[01:19:06.370 --> 01:19:06.490]   art
[01:19:06.490 --> 01:19:06.970]   or
[01:19:06.970 --> 01:19:06.990]   sports
[01:19:06.990 --> 01:19:07.090]   or
[01:19:07.090 --> 01:19:07.390]   music
[01:19:07.390 --> 01:19:07.690]   where
[01:19:07.690 --> 01:19:07.900]   it
[01:19:07.900 --> 01:19:07.930]  's
[01:19:07.930 --> 01:19:08.170]   like
[01:19:08.170 --> 01:19:08.360]   hey
[01:19:08.360 --> 01:19:08.520]   my
[01:19:08.520 --> 01:19:08.700]   wife
[01:19:08.700 --> 01:19:08.950]   and
[01:19:08.950 --> 01:19:09.130]   I
[01:19:09.130 --> 01:19:09.130]   are
[01:19:09.130 --> 01:19:09.370]   both
[01:19:09.370 --> 01:19:09.920]   musicians
[01:19:09.920 --> 01:19:10.040]  ,
[01:19:10.040 --> 01:19:10.160]   we
[01:19:10.160 --> 01:19:10.400]   love
[01:19:10.400 --> 01:19:10.700]   music
[01:19:10.700 --> 01:19:10.880]   our
[01:19:10.880 --> 01:19:11.000]  ,
[01:19:11.000 --> 01:19:11.220]   kid
[01:19:11.220 --> 01:19:11.290]   I
[01:19:11.290 --> 01:19:11.420]   can
[01:19:11.420 --> 01:19:11.670]   tell
[01:19:11.670 --> 01:19:12.080]   already
[01:19:12.080 --> 01:19:12.380]   loves
[01:19:12.380 --> 01:19:12.710]   music
[01:19:12.710 --> 01:19:12.870]   you
[01:19:12.870 --> 01:19:12.910]  ,
[01:19:12.910 --> 01:19:13.380]   know
[01:19:13.380 --> 01:19:13.460]   okay
[01:19:13.460 --> 01:19:13.700]   fine
[01:19:13.700 --> 01:19:14.120]  .
[01:19:14.120 --> 01:19:14.800]   But
[01:19:14.800 --> 01:19:15.120]   language
[01:19:15.120 --> 01:19:15.300]   is
[01:19:15.300 --> 01:19:15.720]   that
[01:19:15.720 --> 01:19:15.840]  's
[01:19:15.840 --> 01:19:16.000]   such
[01:19:16.000 --> 01:19:16.300]   a
[01:19:16.300 --> 01:19:16.520]  
[01:19:16.520 --> 01:19:16.850]   different
[01:19:16.850 --> 01:19:17.030]   thing
[01:19:17.030 --> 01:19:18.110]  .
[01:19:18.110 --> 01:19:18.300]   Uh
[01:19:18.300 --> 01:19:18.610]   tell
[01:19:18.610 --> 01:19:18.940]   me
[01:19:18.940 --> 01:19:18.940]   to
[01:19:18.940 --> 01:19:19.370]   pick
[01:19:19.370 --> 01:19:19.420]   on
[01:19:19.420 --> 01:19:19.660]   you
[01:19:19.660 --> 01:19:19.900]   but
[01:19:19.900 --> 01:19:20.060]  ,
[01:19:20.060 --> 01:19:20.300]   you
[01:19:20.300 --> 01:19:20.620]   just
[01:19:20.620 --> 01:19:21.100]   happen
[01:19:21.100 --> 01:19:21.460]   to
[01:19:21.460 --> 01:19:21.550]   pick
[01:19:21.550 --> 01:19:21.670]   it
[01:19:21.670 --> 01:19:21.800]   on
[01:19:21.800 --> 01:19:21.930]   me
[01:19:21.930 --> 01:19:22.090]   I
[01:19:22.090 --> 01:19:22.180]  .
[01:19:22.180 --> 01:19:22.250]   I
[01:19:22.250 --> 01:19:22.620]   agree
[01:19:22.620 --> 01:19:22.830]   with
[01:19:22.830 --> 01:19:23.020]   you
[01:19:23.020 --> 01:19:23.800]  . [SPEAKER_TURN]
[01:19:23.800 --> 01:19:23.960]   So
[01:19:23.960 --> 01:19:24.080]   so
[01:19:24.080 --> 01:19:24.510]   living
[01:19:24.510 --> 01:19:24.650]   in
[01:19:24.650 --> 01:19:24.720]   the
[01:19:24.720 --> 01:19:25.090]   living
[01:19:25.090 --> 01:19:25.570]   in
[01:19:25.570 --> 01:19:25.640]   the
[01:19:25.640 --> 01:19:25.850]   big
[01:19:25.850 --> 01:19:26.210]   house
[01:19:26.210 --> 01:19:26.500]   with
[01:19:26.500 --> 01:19:26.710]   the
[01:19:26.710 --> 01:19:26.920]   two
[01:19:26.920 --> 01:19:27.500]   families
[01:19:27.500 --> 01:19:27.710]   and
[01:19:27.710 --> 01:19:27.920]   you
[01:19:27.920 --> 01:19:28.130]  're
[01:19:28.130 --> 01:19:28.640]   working
[01:19:28.640 --> 01:19:28.930]   from
[01:19:28.930 --> 01:19:29.220]   home
[01:19:29.220 --> 01:19:29.620]  ,
[01:19:29.620 --> 01:19:29.620]   so
[01:19:29.620 --> 01:19:29.810]   are
[01:19:29.810 --> 01:19:30.310]   you
[01:19:30.310 --> 01:19:30.360]   gonna
[01:19:30.360 --> 01:19:30.570]   have
[01:19:30.570 --> 01:19:30.630]   I
[01:19:30.630 --> 01:19:30.880]   mean
[01:19:30.880 --> 01:19:31.120]   did
[01:19:31.120 --> 01:19:31.260]   you
[01:19:31.260 --> 01:19:31.450]   did
[01:19:31.450 --> 01:19:31.640]   you
[01:19:31.640 --> 01:19:32.020]   expect
[01:19:32.020 --> 01:19:32.270]   that
[01:19:32.270 --> 01:19:32.390]   it
[01:19:32.390 --> 01:19:32.580]   was
[01:19:32.580 --> 01:19:32.900]   gonna
[01:19:32.900 --> 01:19:33.020]   be
[01:19:33.020 --> 01:19:33.140]   as
[01:19:33.140 --> 01:19:33.840]   distracting
[01:19:33.840 --> 01:19:34.020]   as
[01:19:34.020 --> 01:19:34.080]   it
[01:19:34.080 --> 01:19:34.270]   was
[01:19:34.270 --> 01:19:35.120]  ? [SPEAKER_TURN]
[01:19:35.120 --> 01:19:35.420]   M
[01:19:35.420 --> 01:19:35.720]  m
[01:19:35.720 --> 01:19:36.020]  -
[01:19:36.020 --> 01:19:36.320]  h
[01:19:36.320 --> 01:19:36.940]  mm
[01:19:36.940 --> 01:19:37.840]  .
[01:19:37.840 --> 01:19:38.920]   Right
[01:19:38.920 --> 01:19:41.320]  . [SPEAKER_TURN]
[01:19:41.320 --> 01:19:41.380]  
[01:19:41.380 --> 01:19:41.590]   Well
[01:19:41.590 --> 01:19:41.760]   we
[01:19:41.760 --> 01:19:42.060]   asked
[01:19:42.060 --> 01:19:42.260]   you
[01:19:42.260 --> 01:19:42.570]   that
[01:19:42.570 --> 01:19:42.870]   lunch
[01:19:42.870 --> 01:19:43.090]   and
[01:19:43.090 --> 01:19:43.400]   it
[01:19:43.400 --> 01:19:43.440]   was
[01:19:43.440 --> 01:19:43.530]   to
[01:19:43.530 --> 01:19:43.960]   save
[01:19:43.960 --> 01:19:44.140]   money
[01:19:44.140 --> 01:19:44.220]  .
[01:19:44.220 --> 01:19:44.600]   Okay
[01:19:44.600 --> 01:19:44.940]  .
[01:19:44.940 --> 01:19:45.080]   Prim
[01:19:45.080 --> 01:19:45.420]  arily
[01:19:45.420 --> 01:19:45.550]   it
[01:19:45.550 --> 01:19:45.750]   was
[01:19:45.750 --> 01:19:45.820]   a
[01:19:45.820 --> 01:19:46.440]   financial
[01:19:46.440 --> 01:19:47.080]   decision
[01:19:47.080 --> 01:19:47.190]  .
[01:19:47.190 --> 01:19:47.430]   Got
[01:19:47.430 --> 01:19:47.520]   it
[01:19:47.520 --> 01:19:47.720]  .
[01:19:47.720 --> 01:19:48.000]   Okay
[01:19:48.000 --> 01:19:48.190]  .
[01:19:48.190 --> 01:19:48.330]   So
[01:19:48.330 --> 01:19:48.520]   the
[01:19:48.520 --> 01:19:49.070]   question
[01:19:49.070 --> 01:19:49.160]   is
[01:19:49.160 --> 01:19:49.260]   y
[01:19:49.260 --> 01:19:49.690]   the
[01:19:49.690 --> 01:19:50.110]   question
[01:19:50.110 --> 01:19:50.150]   is
[01:19:50.150 --> 01:19:50.350]   you
[01:19:50.350 --> 01:19:50.620]   know
[01:19:50.620 --> 01:19:50.820]   did
[01:19:50.820 --> 01:19:50.960]  ,
[01:19:50.960 --> 01:19:51.150]   you
[01:19:51.150 --> 01:19:51.630]   receive
[01:19:51.630 --> 01:19:51.830]   the
[01:19:51.830 --> 01:19:52.170]   value
[01:19:52.170 --> 01:19:52.370]   for
[01:19:52.370 --> 01:19:52.500]   it
[01:19:52.500 --> 01:19:53.620]  ? [SPEAKER_TURN]
[01:19:53.620 --> 01:19:55.340]   M
[01:19:55.340 --> 01:19:57.040]  m
[01:19:57.040 --> 01:19:58.740]  -
[01:19:58.740 --> 01:20:00.440]  h
[01:20:00.440 --> 01:20:04.230]  mm
[01:20:04.230 --> 01:20:09.000]  .
[01:20:09.000 --> 01:20:09.000]  
[01:20:09.000 --> 01:20:09.060]   '
[01:20:09.060 --> 01:20:09.360]  Cause
[01:20:09.360 --> 01:20:09.480]   um
[01:20:09.480 --> 01:20:09.540]   i
[01:20:09.540 --> 01:20:09.960]   because
[01:20:09.960 --> 01:20:10.140]   if
[01:20:10.140 --> 01:20:10.200]   I
[01:20:10.200 --> 01:20:10.260]  'm
[01:20:10.260 --> 01:20:10.620]   tucked
[01:20:10.620 --> 01:20:10.870]   away
[01:20:10.870 --> 01:20:10.980]   in
[01:20:10.980 --> 01:20:11.130]   a
[01:20:11.130 --> 01:20:11.280]   room
[01:20:11.280 --> 01:20:11.760]   upstairs
[01:20:11.760 --> 01:20:11.900]   in
[01:20:11.900 --> 01:20:11.940]   a
[01:20:11.940 --> 01:20:12.180]   much
[01:20:12.180 --> 01:20:12.540]   larger
[01:20:12.540 --> 01:20:12.840]   house
[01:20:12.840 --> 01:20:13.020]   and
[01:20:13.020 --> 01:20:13.320]   Georg
[01:20:13.320 --> 01:20:13.440]  ie
[01:20:13.440 --> 01:20:13.560]  's
[01:20:13.560 --> 01:20:14.160]   downstairs
[01:20:14.160 --> 01:20:14.390]   with
[01:20:14.390 --> 01:20:14.640]   Jack
[01:20:14.640 --> 01:20:14.820]   and
[01:20:14.820 --> 01:20:15.060]   with
[01:20:15.060 --> 01:20:15.300]   her
[01:20:15.300 --> 01:20:15.550]   sister
[01:20:15.550 --> 01:20:15.970]   and
[01:20:15.970 --> 01:20:16.020]   with
[01:20:16.020 --> 01:20:16.190]   the
[01:20:16.190 --> 01:20:16.560]   other
[01:20:16.560 --> 01:20:16.740]   baby
[01:20:16.740 --> 01:20:17.040]   then
[01:20:17.040 --> 01:20:17.230]   they
[01:20:17.230 --> 01:20:17.400]  've
[01:20:17.400 --> 01:20:17.580]   got
[01:20:17.580 --> 01:20:17.820]   each
[01:20:17.820 --> 01:20:18.120]   other
[01:20:18.120 --> 01:20:18.480]   to
[01:20:18.480 --> 01:20:18.660]   support
[01:20:18.660 --> 01:20:18.900]   each
[01:20:18.900 --> 01:20:19.190]   other
[01:20:19.190 --> 01:20:19.360]   you
[01:20:19.360 --> 01:20:19.520]  ,
[01:20:19.520 --> 01:20:19.740]   know
[01:20:19.740 --> 01:20:20.580]  . [SPEAKER_TURN]
[01:20:20.580 --> 01:20:20.750]   So
[01:20:20.750 --> 01:20:20.760]   you
[01:20:20.760 --> 01:20:20.830]   so
[01:20:20.830 --> 01:20:21.020]   Georg
