
[00:00:00.000 --> 00:00:00.000]  
[00:00:00.000 --> 00:00:00.210]   Hey
[00:38:23.820 --> 00:38:23.950]   that
[00:38:23.950 --> 00:38:24.220]   movie
[00:38:24.220 --> 00:38:24.600]   Monster
[00:38:24.600 --> 00:38:24.880]   that
[00:38:24.880 --> 00:38:24.980]   was
[00:38:24.980 --> 00:38:25.250]   done
[00:38:25.250 --> 00:38:25.420]   that
[00:38:25.420 --> 00:38:25.670]   way
[00:38:25.670 --> 00:38:26.220]  ? [SPEAKER_TURN]
[00:38:26.220 --> 00:38:26.540]   Monster
[00:38:26.540 --> 00:38:26.670]   was
[00:38:26.670 --> 00:38:26.790]   my
[00:38:26.790 --> 00:38:27.290]   inspiration
[00:38:27.290 --> 00:38:27.780]  . [SPEAKER_TURN]
[00:38:27.780 --> 00:38:28.120]   And
[00:38:28.120 --> 00:38:28.140]   and
[00:38:28.140 --> 00:38:28.260]   wh
[00:38:28.260 --> 00:38:28.320]   I
[00:38:28.320 --> 00:38:28.440]  'm
[00:38:28.440 --> 00:38:28.520]   I
[00:38:28.520 --> 00:38:28.600]   s
[00:38:28.600 --> 00:38:29.060]   remember
[00:38:29.060 --> 00:38:29.480]   hearing
[00:38:29.480 --> 00:38:29.680]   him
[00:38:29.680 --> 00:38:30.340]   interviewed
[00:38:30.340 --> 00:38:30.460]   on
[00:38:30.460 --> 00:38:30.520]   N
[00:38:30.520 --> 00:38:30.580]  _
[00:38:30.580 --> 00:38:30.640]  P
[00:38:30.640 --> 00:38:30.700]  _
[00:38:30.700 --> 00:38:30.760]  R
[00:38:30.760 --> 00:38:30.820]  _
[00:38:30.820 --> 00:38:31.000]   and
[00:38:31.000 --> 00:38:31.120]   he
[00:38:31.120 --> 00:38:31.180]   w
[00:38:31.180 --> 00:38:31.300]   he
[00:38:31.300 --> 00:38:31.540]   said
[00:38:31.540 --> 00:38:31.720]   you
[00:38:31.720 --> 00:38:31.960]   know
[00:38:31.960 --> 00:38:32.140]   the
[00:38:32.140 --> 00:38:32.510]   really
[00:38:32.510 --> 00:38:32.690]   the
[00:38:32.690 --> 00:38:32.930]   only
[00:38:32.930 --> 00:38:33.240]   thing
[00:38:33.240 --> 00:38:33.360]   is
[00:38:33.360 --> 00:38:33.840]   that
[00:38:33.840 --> 00:38:34.020]   that
[00:38:34.020 --> 00:38:34.020]   you
[00:38:34.020 --> 00:38:34.200]   can
[00:38:34.200 --> 00:38:35.050]   differentiate
[00:38:35.050 --> 00:38:35.440]   between
[00:38:35.440 --> 00:38:35.520]   a
[00:38:35.520 --> 00:38:36.240]   professional
[00:38:36.240 --> 00:38:36.860]   production
[00:38:36.860 --> 00:38:37.100]   and
[00:38:37.100 --> 00:38:37.160]   an
[00:38:37.160 --> 00:38:37.220]   a
[00:38:37.220 --> 00:38:37.400]   non
[00:38:37.400 --> 00:38:37.460]  -
[00:38:37.460 --> 00:38:38.200]  professional
[00:38:38.200 --> 00:38:38.510]   these
[00:38:38.510 --> 00:38:38.820]   days
[00:38:38.820 --> 00:38:38.870]   is
[00:38:38.870 --> 00:38:39.050]   the
[00:38:39.050 --> 00:38:39.360]   audio
[00:38:39.360 --> 00:38:40.100]  .
[00:38:40.100 --> 00:38:40.250]   Basically
[00:38:40.250 --> 00:38:40.340]   yeah
[00:38:40.340 --> 00:38:40.900]   basically
[00:38:40.900 --> 00:38:41.210]   the
[00:38:41.210 --> 00:38:41.260]   the
[00:38:41.260 --> 00:38:41.570]   audio
[00:38:41.570 --> 00:38:41.760]   and
[00:38:41.760 --> 00:38:42.120]   having
[00:38:42.120 --> 00:38:42.270]   a
[00:38:42.270 --> 00:38:42.490]   sound
[00:38:42.490 --> 00:38:42.670]   guy
[00:38:42.670 --> 00:38:42.780]   is
[00:38:42.780 --> 00:38:42.910]   an
[00:38:42.910 --> 00:38:43.430]   absolute
[00:38:43.430 --> 00:38:43.640]   must
[00:38:43.640 --> 00:38:44.700]  . [SPEAKER_TURN]
[00:38:44.700 --> 00:38:45.050]   M
[00:38:45.050 --> 00:38:45.400]  m
[00:38:45.400 --> 00:38:45.800]  -
[00:38:45.800 --> 00:38:46.100]  h
[00:38:46.100 --> 00:38:46.800]  mm
[00:38:46.800 --> 00:38:47.880]  .
[00:38:47.880 --> 00:38:47.880]  
[00:38:47.880 --> 00:38:48.060]   M
[00:38:48.060 --> 00:38:48.090]  m
[00:38:48.090 --> 00:38:48.150]  -
[00:38:48.150 --> 00:38:48.240]  h
[00:38:48.240 --> 00:38:48.420]  mm
[00:38:48.420 --> 00:38:48.720]  .
[00:38:48.720 --> 00:38:48.720]  
[00:38:48.720 --> 00:38:48.810]   M
[00:38:48.810 --> 00:38:48.900]  m
[00:38:48.900 --> 00:38:48.990]  -
[00:38:48.990 --> 00:38:49.080]  h
[00:38:49.080 --> 00:38:49.260]  mm
[00:38:49.260 --> 00:38:49.560]  .
[00:38:49.560 --> 00:38:49.570]  
[00:38:49.570 --> 00:38:49.650]   M
[00:38:49.650 --> 00:38:49.740]  m
[00:38:49.740 --> 00:38:49.830]  -
[00:38:49.830 --> 00:38:49.920]  h
[00:38:49.920 --> 00:38:50.100]  mm
[00:38:50.100 --> 00:38:50.400]  .
[00:38:50.400 --> 00:38:50.400]  
[00:38:50.400 --> 00:38:50.490]   M
[00:38:50.490 --> 00:38:50.580]  m
[00:38:50.580 --> 00:38:50.730]  -
[00:38:50.730 --> 00:38:50.760]  h
[00:38:50.760 --> 00:38:50.940]  mm
[00:38:50.940 --> 00:38:51.240]  .
[00:38:51.240 --> 00:38:51.240]  
[00:38:51.240 --> 00:38:51.330]   M
[00:38:51.330 --> 00:38:51.420]  m
[00:38:51.420 --> 00:38:51.510]  -
[00:38:51.510 --> 00:38:51.600]  h
[00:38:51.600 --> 00:38:51.780]  mm
[00:38:51.780 --> 00:38:52.080]  .
[00:38:52.080 --> 00:38:52.080]  
[00:38:52.080 --> 00:38:52.170]   M
[00:38:52.170 --> 00:38:52.260]  m
[00:38:52.260 --> 00:38:52.350]  -
[00:38:52.350 --> 00:38:52.440]  h
[00:38:52.440 --> 00:38:52.620]  mm
[00:38:52.620 --> 00:38:52.920]  .
[00:38:52.920 --> 00:38:52.920]  
[00:38:52.920 --> 00:38:53.010]   M
[00:38:53.010 --> 00:38:53.100]  m
[00:38:53.100 --> 00:38:53.190]  -
[00:38:53.190 --> 00:38:53.280]  h
[00:38:53.280 --> 00:38:53.460]  mm
[00:38:53.460 --> 00:38:53.760]  .
[00:38:53.760 --> 00:38:53.760]  
[00:38:53.760 --> 00:38:53.850]   M
[00:38:53.850 --> 00:38:53.990]  m
[00:38:53.990 --> 00:38:54.030]  -
[00:38:54.030 --> 00:38:54.120]  h
[00:38:54.120 --> 00:38:54.300]  mm
[00:38:54.300 --> 00:38:54.600]  .
[00:38:54.600 --> 00:38:54.650]  
[00:38:54.650 --> 00:38:54.690]   M
[00:38:54.690 --> 00:38:54.780]  m
[00:38:54.780 --> 00:38:54.960]  -
[00:38:54.960 --> 00:38:55.000]  h
[00:38:55.000 --> 00:38:55.140]  mm
[00:38:55.140 --> 00:38:55.440]  .
[00:38:55.440 --> 00:38:55.440]  
[00:38:55.440 --> 00:38:55.620]   M
[00:38:55.620 --> 00:38:55.640]  m
[00:38:55.640 --> 00:38:55.710]  -
[00:38:55.710 --> 00:38:55.800]  h
[00:38:55.800 --> 00:38:55.980]  mm
[00:38:55.980 --> 00:38:56.280]  .
[00:38:56.280 --> 00:38:56.280]  
[00:38:56.280 --> 00:38:56.370]   M
[00:38:56.370 --> 00:38:56.460]  m
[00:38:56.460 --> 00:38:56.550]  -
[00:38:56.550 --> 00:38:56.640]  h
[00:38:56.640 --> 00:38:56.820]  mm
[00:38:56.820 --> 00:38:57.120]  .
[00:38:57.120 --> 00:38:57.130]  
[00:38:57.130 --> 00:38:57.240]   so
[00:38:57.240 --> 00:38:57.480]   when
[00:38:57.480 --> 00:38:57.600]   it
[00:38:57.600 --> 00:38:57.840]   gets
[00:38:57.840 --> 00:38:58.330]   released
[00:38:58.330 --> 00:38:58.650]   we
[00:38:58.650 --> 00:38:58.680]   shot
[00:38:58.680 --> 00:38:58.800]   on
[00:38:58.800 --> 00:38:58.860]   a
[00:38:58.860 --> 00:38:59.220]   street
[00:38:59.220 --> 00:38:59.460]   with
[00:38:59.460 --> 00:38:59.700]   zero
[00:38:59.700 --> 00:39:00.180]   lighting
[00:39:00.180 --> 00:39:00.300]  ,
[00:39:00.300 --> 00:39:00.420]   it
[00:39:00.420 --> 00:39:00.570]  's
[00:39:00.570 --> 00:39:00.720]   all
[00:39:00.720 --> 00:39:01.140]   ambient
[00:39:01.140 --> 00:39:01.320]   and
[00:39:01.320 --> 00:39:01.440]   we
[00:39:01.440 --> 00:39:01.620]   got
[00:39:01.620 --> 00:39:01.860]   some
[00:39:01.860 --> 00:39:02.410]   beautiful
[00:39:02.410 --> 00:39:02.830]   colours
[00:39:02.830 --> 00:39:02.950]  ,
[00:39:02.950 --> 00:39:03.370]   because
[00:39:03.370 --> 00:39:03.490]   of
[00:39:03.490 --> 00:39:03.740]   what
[00:39:03.740 --> 00:39:04.060]   these
[00:39:04.060 --> 00:39:04.450]   cameras
[00:39:04.450 --> 00:39:04.630]   can
[00:39:04.630 --> 00:39:04.750]   do
[00:39:04.750 --> 00:39:04.900]   in
[00:39:04.900 --> 00:39:05.170]   terms
[00:39:05.170 --> 00:39:05.290]   of
[00:39:05.290 --> 00:39:05.840]   capturing
[00:39:05.840 --> 00:39:06.030]   the
[00:39:06.030 --> 00:39:06.320]   image
[00:39:06.320 --> 00:39:06.500]   now
[00:39:06.500 --> 00:39:06.960]  .
[00:39:06.960 --> 00:39:07.220]   Audio
[00:39:07.220 --> 00:39:07.430]   is
[00:39:07.430 --> 00:39:07.680]   a
[00:39:07.680 --> 00:39:07.860]   little
[00:39:07.860 --> 00:39:07.930]   I
[00:39:07.930 --> 00:39:08.290]   think
[00:39:08.290 --> 00:39:08.720]   behind
[00:39:08.720 --> 00:39:08.860]   in
[00:39:08.860 --> 00:39:09.000]   in
[00:39:09.000 --> 00:39:09.140]   in
[00:39:09.140 --> 00:39:09.420]   that
[00:39:09.420 --> 00:39:09.780]   sense
[00:39:09.780 --> 00:39:09.990]   you
[00:39:09.990 --> 00:39:10.270]   need
[00:39:10.270 --> 00:39:10.550]   good
[00:39:10.550 --> 00:39:11.270]   production
[00:39:11.270 --> 00:39:11.630]   sound
[00:39:11.630 --> 00:39:11.760]  ,
[00:39:11.760 --> 00:39:11.980]   you
[00:39:11.980 --> 00:39:12.260]   need
[00:39:12.260 --> 00:39:12.400]   uh
[00:39:12.400 --> 00:39:12.610]   you
[00:39:12.610 --> 00:39:12.890]   know
[00:39:12.890 --> 00:39:13.120]   the
[00:39:13.120 --> 00:39:13.460]   right
[00:39:13.460 --> 00:39:13.740]   kind
[00:39:13.740 --> 00:39:13.880]   of
[00:39:13.880 --> 00:39:14.520]   equipment
[00:39:14.520 --> 00:39:14.660]   to
[00:39:14.660 --> 00:39:14.900]   get
[00:39:14.900 --> 00:39:15.010]   in
[00:39:15.010 --> 00:39:15.370]   there
[00:39:15.370 --> 00:39:15.640]   get
[00:39:15.640 --> 00:39:15.790]   the
[00:39:15.790 --> 00:39:16.150]   right
[00:39:16.150 --> 00:39:16.580]   sounds
[00:39:16.580 --> 00:39:16.720]   it
[00:39:16.720 --> 00:39:16.950]   has
[00:39:16.950 --> 00:39:17.070]   to
[00:39:17.070 --> 00:39:17.210]   be
[00:39:17.210 --> 00:39:17.570]   quiet
[00:39:17.570 --> 00:39:17.710]  ,
[00:39:17.710 --> 00:39:17.930]   you
[00:39:17.930 --> 00:39:18.200]   have
[00:39:18.200 --> 00:39:18.340]   to
[00:39:18.340 --> 00:39:18.480]   be
[00:39:18.480 --> 00:39:18.760]   able
[00:39:18.760 --> 00:39:18.900]   to
[00:39:18.900 --> 00:39:19.400]   control
[00:39:19.400 --> 00:39:19.680]   your
[00:39:19.680 --> 00:39:19.880]   set
[00:39:19.880 --> 00:39:20.510]  .
[00:39:20.510 --> 00:39:20.510]   Uh
[00:39:20.510 --> 00:39:20.640]   so
[00:39:20.640 --> 00:39:20.700]   f
[00:39:20.700 --> 00:39:20.910]   so
[00:39:20.910 --> 00:39:21.100]   that
[00:39:21.100 --> 00:39:21.440]   those
[00:39:21.440 --> 00:39:21.650]   are
[00:39:21.650 --> 00:39:21.840]   the
[00:39:21.840 --> 00:39:22.380]   problems
[00:39:22.380 --> 00:39:22.580]   you
[00:39:22.580 --> 00:39:22.980]   always
[00:39:22.980 --> 00:39:23.250]   run
[00:39:23.250 --> 00:39:23.450]   into
[00:39:23.450 --> 00:39:23.720]   when
[00:39:23.720 --> 00:39:23.920]   you
[00:39:23.920 --> 00:39:24.120]  're
[00:39:24.120 --> 00:39:24.520]   trying
[00:39:24.520 --> 00:39:24.650]   to
[00:39:24.650 --> 00:39:25.120]   capture
[00:39:25.120 --> 00:39:25.470]   audio
[00:39:25.470 --> 00:39:25.620]   at
[00:39:25.620 --> 00:39:25.790]   the
[00:39:25.790 --> 00:39:26.340]   moment
[00:39:26.340 --> 00:39:26.390]   and
[00:39:26.390 --> 00:39:26.520]   uh
[00:39:26.520 --> 00:39:26.790]   they
[00:39:26.790 --> 00:39:27.120]  'll
[00:39:27.120 --> 00:39:27.120]  
[00:39:27.120 --> 00:39:27.400]   probably
[00:39:27.400 --> 00:39:27.470]   be
[00:39:27.470 --> 00:39:27.640]   there
[00:39:27.640 --> 00:39:27.760]   for
[00:39:27.760 --> 00:39:27.770]   a
[00:39:27.770 --> 00:39:27.910]   long
[00:39:27.910 --> 00:39:28.050]   time
[00:39:28.050 --> 00:39:28.150]   you
[00:39:28.150 --> 00:39:28.290]   know
[00:39:28.290 --> 00:39:28.720]  . [SPEAKER_TURN]
[00:39:28.720 --> 00:39:29.010]   What
[00:39:29.010 --> 00:39:29.220]   were
[00:39:29.220 --> 00:39:29.340]   wh
[00:39:29.340 --> 00:39:29.400]  a
[00:39:29.400 --> 00:39:29.520]   wh
[00:39:29.520 --> 00:39:29.690]  a
[00:39:29.690 --> 00:39:29.770]   how
[00:39:29.770 --> 00:39:30.020]   much
[00:39:30.020 --> 00:39:30.210]   was
[00:39:30.210 --> 00:39:30.400]   the
[00:39:30.400 --> 00:39:30.720]   audio
[00:39:30.720 --> 00:39:30.840]   I
[00:39:30.840 --> 00:39:30.970]  ?
[00:39:30.970 --> 00:39:31.220]   mean
[00:39:31.220 --> 00:39:31.560]   these
[00:39:31.560 --> 00:39:31.870]   these
[00:39:31.870 --> 00:39:32.300]   cameras
[00:39:32.300 --> 00:39:32.940]   themselves
[00:39:32.940 --> 00:39:33.130]   how
[00:39:33.130 --> 00:39:33.380]   much
[00:39:33.380 --> 00:39:33.570]   did
[00:39:33.570 --> 00:39:33.780]   the
[00:39:33.780 --> 00:39:34.230]   cameras
[00:39:34.230 --> 00:39:34.450]   cost
[00:39:34.450 --> 00:39:34.640]   and
[00:39:34.640 --> 00:39:34.830]   how
[00:39:34.830 --> 00:39:35.070]   much
[00:39:35.070 --> 00:39:35.200]   do
[00:39:35.200 --> 00:39:35.390]   the
[00:39:35.390 --> 00:39:35.510]   um
[00:39:35.510 --> 00:39:35.700]   did
[00:39:35.700 --> 00:39:35.880]   the
[00:39:35.880 --> 00:39:36.220]   audio
[00:39:36.220 --> 00:39:36.650]   cost
[00:39:36.650 --> 00:39:36.680]  ?
[00:39:36.680 --> 00:39:36.780]   Wh
[00:39:36.780 --> 00:39:37.020]   what
[00:39:37.020 --> 00:39:37.340]   would
[00:39:37.340 --> 00:39:37.640]   you
[00:39:37.640 --> 00:39:37.720]   use
[00:39:37.720 --> 00:39:38.620]  ? [SPEAKER_TURN]
[00:39:38.620 --> 00:39:38.840]   Well
[00:39:38.840 --> 00:39:39.030]   our
[00:39:39.030 --> 00:39:39.160]   so
[00:39:39.160 --> 00:39:39.300]   we
[00:39:39.300 --> 00:39:39.660]   ended
[00:39:39.660 --> 00:39:39.800]   up
[00:39:39.800 --> 00:39:40.090]   well
[00:39:40.090 --> 00:39:40.450]   first
[00:39:40.450 --> 00:39:40.590]   we
[00:39:40.590 --> 00:39:41.100]   started
[00:39:41.100 --> 00:39:41.330]   off
[00:39:41.330 --> 00:39:41.620]   with
[00:39:41.620 --> 00:39:41.830]   the
[00:39:41.830 --> 00:39:42.340]   seventy
[00:39:42.340 --> 00:39:42.560]   and
[00:39:42.560 --> 00:39:42.780]   and
[00:39:42.780 --> 00:39:43.000]   the
[00:39:43.000 --> 00:39:43.290]   five
[00:39:43.290 --> 00:39:43.430]   D
[00:39:43.430 --> 00:39:43.480]  _
[00:39:43.480 --> 00:39:43.650]   and
[00:39:43.650 --> 00:39:44.480]   um [SPEAKER_TURN]
[00:39:44.480 --> 00:39:44.600]   The
[00:39:44.600 --> 00:39:44.790]   seven
[00:39:44.790 --> 00:39:44.830]   D
[00:39:44.830 --> 00:39:44.860]  _
[00:39:44.860 --> 00:39:44.980]   the
[00:39:44.980 --> 00:39:45.210]   cannon
[00:39:45.210 --> 00:39:45.490]   seventy
[00:39:45.490 --> 00:39:45.600]   and
[00:39:45.600 --> 00:39:45.720]   the
[00:39:45.720 --> 00:39:45.980]   cannon
[00:39:45.980 --> 00:39:46.110]   five
[00:39:46.110 --> 00:39:46.150]   D
[00:39:46.150 --> 00:39:46.180]  _
[00:39:46.180 --> 00:39:46.370]   right
[00:39:46.370 --> 00:39:46.520]  ,
[00:39:46.520 --> 00:39:46.720]   And
[00:39:46.720 --> 00:39:47.030]   those
[00:39:47.030 --> 00:39:47.290]   costs
[00:39:47.290 --> 00:39:47.560]   like
[00:39:47.560 --> 00:39:47.780]   what
[00:39:47.780 --> 00:39:48.200]   fifteen
[00:39:48.200 --> 00:39:48.620]   hundred
[00:39:48.620 --> 00:39:49.060]   dollars
[00:39:49.060 --> 00:39:49.200]   or
[00:39:49.200 --> 00:39:49.710]   something
[00:39:49.710 --> 00:39:50.440]  ? [SPEAKER_TURN]
[00:39:50.620 --> 00:39:50.620]  
[00:39:50.620 --> 00:39:50.810]   Yes
[00:39:50.810 --> 00:39:51.140]   about
[00:39:51.140 --> 00:39:51.270]  ,
[00:39:51.270 --> 00:39:51.530]   that
[00:39:51.530 --> 00:39:51.710]   and
[00:39:51.710 --> 00:39:51.780]  ,
[00:39:51.780 --> 00:39:52.250]   um
[00:39:52.250 --> 00:39:52.370]   really
[00:39:52.370 --> 00:39:52.700]   small
[00:39:52.700 --> 00:39:53.620]   compact
[00:39:53.620 --> 00:39:53.720]   cameras
[00:39:53.720 --> 00:39:53.810]   but
[00:39:53.810 --> 00:39:53.940]  ,
[00:39:53.940 --> 00:39:54.220]   even
[00:39:54.220 --> 00:39:54.540]   those
[00:39:54.540 --> 00:39:55.080]   cameras
[00:39:55.080 --> 00:39:55.250]   were
[00:39:55.250 --> 00:39:55.310]   a
[00:39:55.310 --> 00:39:55.700]   little
[00:39:55.700 --> 00:39:55.900]   bit
[00:39:55.900 --> 00:39:56.220]   bulky
[00:39:56.220 --> 00:39:56.410]   for
[00:39:56.410 --> 00:39:56.540]   us
[00:39:56.540 --> 00:39:56.670]   in
[00:39:56.670 --> 00:39:57.100]   terms
[00:39:57.100 --> 00:39:57.130]   of
[00:39:57.130 --> 00:39:57.390]   some
[00:39:57.390 --> 00:39:57.530]   of
[00:39:57.530 --> 00:39:57.710]   the
[00:39:57.710 --> 00:39:58.170]   driving
[00:39:58.170 --> 00:39:58.560]   scenes
[00:39:58.560 --> 00:39:58.820]   that
[00:39:58.820 --> 00:39:59.000]   we
[00:39:59.000 --> 00:39:59.140]   had
[00:39:59.140 --> 00:39:59.270]   to
[00:39:59.270 --> 00:39:59.400]   do
[00:39:59.400 --> 00:39:59.660]   when
[00:39:59.660 --> 00:39:59.790]   we
[00:39:59.790 --> 00:40:00.180]   wanted
[00:40:00.180 --> 00:40:00.310]   to
[00:40:00.310 --> 00:40:00.640]   mount
[00:40:00.640 --> 00:40:00.830]   the
[00:40:00.830 --> 00:40:01.330]   cameras
[00:40:01.330 --> 00:40:01.420]   on
[00:40:01.420 --> 00:40:01.610]   the
[00:40:01.610 --> 00:40:02.000]   inside
[00:40:02.000 --> 00:40:02.430]  .
[00:40:02.430 --> 00:40:02.530]   On
[00:40:02.530 --> 00:40:02.950]   both
[00:40:02.950 --> 00:40:02.990]   ends
[00:40:02.990 --> 00:40:03.210]   that
[00:40:03.210 --> 00:40:03.260]   c
[00:40:03.260 --> 00:40:03.480]   both
[00:40:03.480 --> 00:40:03.880]   sides
[00:40:03.880 --> 00:40:03.910]   the
[00:40:03.910 --> 00:40:04.460]   windshield
[00:40:04.460 --> 00:40:04.570]   so
[00:40:04.570 --> 00:40:04.700]   we
[00:40:04.700 --> 00:40:04.950]   could
[00:40:04.950 --> 00:40:05.220]   catch
[00:40:05.220 --> 00:40:05.380]   the
[00:40:05.380 --> 00:40:05.540]   two
[00:40:05.540 --> 00:40:05.890]   actors
[00:40:05.890 --> 00:40:06.250]   talking
[00:40:06.250 --> 00:40:06.520]   while
[00:40:06.520 --> 00:40:06.630]   we
[00:40:06.630 --> 00:40:06.850]   were
[00:40:06.850 --> 00:40:07.230]   driving
[00:40:07.230 --> 00:40:07.630]  .
[00:40:07.630 --> 00:40:07.650]   So
[00:40:07.650 --> 00:40:07.780]   um
[00:40:07.780 --> 00:40:08.100]   but
[00:40:08.100 --> 00:40:08.160]   we
[00:40:08.160 --> 00:40:08.470]   shot
[00:40:08.470 --> 00:40:08.700]   the
[00:40:08.700 --> 00:40:09.090]   first
[00:40:09.090 --> 00:40:09.240]   uh
[00:40:09.240 --> 00:40:09.520]   six
[00:40:09.520 --> 00:40:10.100]   episodes
[00:40:10.100 --> 00:40:10.410]   with
[00:40:10.410 --> 00:40:10.720]   that
[00:40:10.720 --> 00:40:10.950]   and
[00:40:10.950 --> 00:40:11.260]   then
[00:40:11.260 --> 00:40:11.410]   we
[00:40:11.410 --> 00:40:11.720]   went
[00:40:11.720 --> 00:40:12.040]   back
[00:40:12.040 --> 00:40:12.260]   and
[00:40:12.260 --> 00:40:12.490]   did
[00:40:12.490 --> 00:40:13.040]   pickups
[00:40:13.040 --> 00:40:13.270]   and
[00:40:13.270 --> 00:40:13.630]   shot
[00:40:13.630 --> 00:40:13.810]   the
[00:40:13.810 --> 00:40:14.120]   rest
[00:40:14.120 --> 00:40:14.270]   of
[00:40:14.270 --> 00:40:14.820]   the
[00:40:14.820 --> 00:40:15.130]   episodes
[00:40:15.130 --> 00:40:15.680]   through
[00:40:15.680 --> 00:40:15.910]   ten
[00:40:15.910 --> 00:40:16.140]   and
[00:40:16.140 --> 00:40:16.610]   eleven
[00:40:16.610 --> 00:40:16.870]   with
[00:40:16.870 --> 00:40:17.230]   the
[00:40:17.230 --> 00:40:17.290]   G
[00:40:17.290 --> 00:40:17.300]  _
[00:40:17.300 --> 00:40:18.010]   Panasonic
[00:40:18.010 --> 00:40:18.160]   G
[00:40:18.160 --> 00:40:18.230]  _
[00:40:18.230 --> 00:40:18.300]  H
[00:40:18.300 --> 00:40:18.310]  _
[00:40:18.310 --> 00:40:18.530]   two
[00:40:18.530 --> 00:40:18.760]  .
[00:40:18.760 --> 00:40:18.870]   I
[00:40:18.870 --> 00:40:19.230]   think
[00:40:19.230 --> 00:40:19.540]   with
[00:40:19.540 --> 00:40:19.770]   the
[00:40:19.770 --> 00:40:20.620]   hacked
[00:40:20.620 --> 00:40:20.620]  
[00:40:20.620 --> 00:40:20.910]   And
[00:40:20.910 --> 00:40:20.910]   I
[00:40:20.910 --> 00:40:21.430]   like
[00:40:21.430 --> 00:40:21.450]   the
[00:40:21.450 --> 00:40:22.040]   picture
[00:40:22.040 --> 00:40:22.470]   quality
[00:40:22.470 --> 00:40:22.620]   on
[00:40:22.620 --> 00:40:22.920]   that
[00:40:22.920 --> 00:40:23.220]   that
[00:40:23.220 --> 00:40:23.770]   camera
[00:40:23.770 --> 00:40:23.820]   so
[00:40:23.820 --> 00:40:24.120]   much
[00:40:24.120 --> 00:40:24.570]   better
[00:40:24.570 --> 00:40:24.850]  .
[00:40:24.850 --> 00:40:25.360]   And
[00:40:25.360 --> 00:40:25.390]   we
[00:40:25.390 --> 00:40:25.660]   did
[00:40:25.660 --> 00:40:26.060]   that
[00:40:26.060 --> 00:40:26.460]   with
[00:40:26.460 --> 00:40:26.860]   just
[00:40:26.860 --> 00:40:27.060]   my
[00:40:27.060 --> 00:40:27.860]   director
[00:40:27.860 --> 00:40:28.000]   D
[00:40:28.000 --> 00:40:28.060]  _
[00:40:28.060 --> 00:40:28.160]  P
[00:40:28.160 --> 00:40:28.560]  _
[00:40:28.560 --> 00:40:28.660]  ing
[00:40:28.660 --> 00:40:29.260]   himself
[00:40:29.260 --> 00:40:29.620]  .
[00:40:29.620 --> 00:40:30.000]   And
[00:40:30.000 --> 00:40:30.100]   the
[00:40:30.100 --> 00:40:30.510]   pictures
[00:40:30.510 --> 00:40:30.760]   look
[00:40:30.760 --> 00:40:30.820]   I
[00:40:30.820 --> 00:40:31.280]   think
[00:40:31.280 --> 00:40:31.390]   even
[00:40:31.390 --> 00:40:31.640]   more
[00:40:31.640 --> 00:40:32.210]   beautiful
[00:40:32.210 --> 00:40:32.510]   than
[00:40:32.510 --> 00:40:32.650]   the
[00:40:32.650 --> 00:40:33.160]   pictures
[00:40:33.160 --> 00:40:33.280]   we
[00:40:33.280 --> 00:40:33.490]   got
[00:40:33.490 --> 00:40:33.720]   with
[00:40:33.720 --> 00:40:33.780]   a
[00:40:33.780 --> 00:40:34.030]   full
[00:40:34.030 --> 00:40:34.170]   on
[00:40:34.170 --> 00:40:34.210]   D
[00:40:34.210 --> 00:40:34.270]  _
[00:40:34.270 --> 00:40:34.330]  P
[00:40:34.330 --> 00:40:34.390]  _
[00:40:34.390 --> 00:40:34.580]   and
[00:40:34.580 --> 00:40:34.770]   you
[00:40:34.770 --> 00:40:35.040]   know
[00:40:35.040 --> 00:40:35.140]   an
[00:40:35.140 --> 00:40:35.200]   A
[00:40:35.200 --> 00:40:35.260]  _
[00:40:35.260 --> 00:40:35.320]  C
[00:40:35.320 --> 00:40:35.380]  _
[00:40:35.380 --> 00:40:35.630]   and
[00:40:35.630 --> 00:40:35.640]   A
[00:40:35.640 --> 00:40:35.690]  _
[00:40:35.690 --> 00:40:35.750]  C
[00:40:35.750 --> 00:40:35.810]  _
[00:40:35.810 --> 00:40:36.130]   being
[00:40:36.130 --> 00:40:36.250]   an
[00:40:36.250 --> 00:40:36.960]   assistant
[00:40:36.960 --> 00:40:37.220]   camera
[00:40:37.220 --> 00:40:37.710]   operator
[00:40:37.710 --> 00:40:37.870]   as
[00:40:37.870 --> 00:40:38.080]   well
[00:40:38.080 --> 00:40:38.980]  . [SPEAKER_TURN]
[00:40:38.980 --> 00:40:39.200]   Well
[00:40:39.200 --> 00:40:39.540]   how
[00:40:39.540 --> 00:40:39.580]   much
[00:40:39.580 --> 00:40:39.740]   did
[00:40:39.740 --> 00:40:39.900]   the
[00:40:39.900 --> 00:40:40.010]   uh
[00:40:40.010 --> 00:40:40.170]   the
[00:40:40.170 --> 00:40:40.670]   Panasonic
[00:40:40.670 --> 00:40:40.890]   cost
[00:40:40.890 --> 00:40:41.050]  ?
[00:40:41.050 --> 00:40:41.170]   W
[00:40:41.170 --> 00:40:41.320]   what
[00:40:41.320 --> 00:40:41.530]   was
[00:40:41.530 --> 00:40:41.640]   the
[00:40:41.640 --> 00:40:41.930]   model
[00:40:41.930 --> 00:40:42.200]   again
[00:40:42.200 --> 00:40:42.360]  ?
[00:40:42.360 --> 00:40:42.520]   The
[00:40:42.520 --> 00:40:42.620]   G
