
[00:00:00.000 --> 00:00:00.010]  
[00:00:00.010 --> 00:00:00.110]   '
[00:36:38.690 --> 00:36:38.700]   H
[00:36:38.700 --> 00:36:38.710]  _
[00:36:38.710 --> 00:36:38.720]  T
[00:36:38.720 --> 00:36:38.730]  _
[00:36:38.730 --> 00:36:38.740]  M
[00:36:38.740 --> 00:36:38.750]  _
[00:36:38.750 --> 00:36:38.760]  L
[00:36:38.760 --> 00:36:38.770]  _
[00:36:38.770 --> 00:36:38.800]   and
[00:36:38.800 --> 00:36:39.400]   Th
[00:36:39.400 --> 00:36:39.460]  
[00:36:39.460 --> 00:36:39.540]   it
[00:36:39.540 --> 00:36:39.660]   in
[00:36:39.660 --> 00:36:39.790]   in
[00:36:39.790 --> 00:36:40.060]   that
[00:36:40.060 --> 00:36:40.530]   by
[00:36:40.530 --> 00:36:40.660]   doing
[00:36:40.660 --> 00:36:40.850]   that
[00:36:40.850 --> 00:36:41.000]   you
[00:36:41.000 --> 00:36:41.200]   you
[00:36:41.200 --> 00:36:41.540]   allow
[00:36:41.540 --> 00:36:41.730]   all
[00:36:41.730 --> 00:36:41.870]   of
[00:36:41.870 --> 00:36:42.210]   these
[00:36:42.210 --> 00:36:42.950]   developers
[00:36:42.950 --> 00:36:43.020]   to
[00:36:43.020 --> 00:36:43.150]   to
[00:36:43.150 --> 00:36:43.620]   join
[00:36:43.620 --> 00:36:43.660]   the
[00:36:43.660 --> 00:36:43.830]   market
[00:36:43.830 --> 00:36:44.390]   to
[00:36:44.390 --> 00:36:44.530]   start
[00:36:44.530 --> 00:36:45.170]   developing
[00:36:45.170 --> 00:36:45.520]   games
[00:36:45.520 --> 00:36:45.880]   where
[00:36:45.880 --> 00:36:46.330]   without
[00:36:46.330 --> 00:36:46.530]   you
[00:36:46.530 --> 00:36:46.810]   they
[00:36:46.810 --> 00:36:47.150]   just
[00:36:47.150 --> 00:36:47.510]   wouldn
[00:36:47.510 --> 00:36:47.610]  't
[00:36:47.610 --> 00:36:47.880]   they
[00:36:47.880 --> 00:36:48.010]  ,
[00:36:48.010 --> 00:36:48.350]   would
[00:36:48.350 --> 00:36:48.620]   they
[00:36:48.620 --> 00:36:49.000]   would
[00:36:49.000 --> 00:36:49.090]   be
[00:36:49.090 --> 00:36:49.660]   sitting
[00:36:49.660 --> 00:36:49.760]   out
[00:36:49.760 --> 00:36:49.890]   on
[00:36:49.890 --> 00:36:50.090]   the
[00:36:50.090 --> 00:36:50.700]   sidelines
[00:36:50.700 --> 00:36:51.160]  .
[00:36:51.160 --> 00:36:51.340]   Um
[00:36:51.340 --> 00:36:51.890]   another
[00:36:51.890 --> 00:36:52.170]   good
[00:36:52.170 --> 00:36:52.740]   example
[00:36:52.740 --> 00:36:52.900]   is
[00:36:52.900 --> 00:36:53.060]   is
[00:36:53.060 --> 00:36:53.950]   potentially
[00:36:53.950 --> 00:36:54.100]   uh
[00:36:54.100 --> 00:36:54.600]   you
[00:36:54.600 --> 00:36:54.670]   know
[00:36:54.670 --> 00:36:55.070]   Adobe
[00:36:55.070 --> 00:36:55.230]  ,
[00:36:55.230 --> 00:36:55.460]   Air
[00:36:55.460 --> 00:36:55.890]   right
[00:36:55.890 --> 00:36:56.020]  ,
[00:36:56.020 --> 00:36:56.350]   Um
[00:36:56.350 --> 00:36:56.370]   if
[00:36:56.370 --> 00:36:56.590]   you
[00:36:56.590 --> 00:36:56.910]   want
[00:36:56.910 --> 00:36:56.990]   a
[00:36:56.990 --> 00:36:57.470]   design
[00:36:57.470 --> 00:36:57.630]   it
[00:36:57.630 --> 00:36:57.790]   it
[00:36:57.790 --> 00:36:58.270]   allows
[00:36:58.270 --> 00:36:58.510]   you
[00:36:58.510 --> 00:36:58.670]   to
[00:36:58.670 --> 00:36:58.830]   it
[00:36:58.830 --> 00:36:58.990]  's
[00:36:58.990 --> 00:36:59.070]   a
[00:36:59.070 --> 00:36:59.310]   run
[00:36:59.310 --> 00:36:59.630]   time
[00:36:59.630 --> 00:36:59.780]   of
[00:36:59.780 --> 00:37:00.270]   course
[00:37:00.270 --> 00:37:00.750]   and
[00:37:00.750 --> 00:37:00.780]   you
[00:37:00.780 --> 00:37:00.990]   can
[00:37:00.990 --> 00:37:01.310]   just
[00:37:01.310 --> 00:37:01.630]   just
[00:37:01.630 --> 00:37:01.790]   by
[00:37:01.790 --> 00:37:02.360]   knowing
[00:37:02.360 --> 00:37:02.600]   how
[00:37:02.600 --> 00:37:02.790]   to
[00:37:02.790 --> 00:37:03.160]   write
[00:37:03.160 --> 00:37:03.320]   in
[00:37:03.320 --> 00:37:03.480]   H
[00:37:03.480 --> 00:37:03.480]  _
[00:37:03.480 --> 00:37:03.580]  T
[00:37:03.580 --> 00:37:03.640]  _
[00:37:03.640 --> 00:37:03.720]  M
[00:37:03.720 --> 00:37:03.800]  _
[00:37:03.800 --> 00:37:03.880]  L
[00:37:03.880 --> 00:37:04.140]  _
[00:37:04.140 --> 00:37:04.210]   and
[00:37:04.210 --> 00:37:04.360]   F
[00:37:04.360 --> 00:37:04.400]  _
[00:37:04.400 --> 00:37:04.680]   dash
[00:37:04.680 --> 00:37:04.840]   uh
[00:37:04.840 --> 00:37:05.000]  ,
[00:37:05.000 --> 00:37:05.240]   you
[00:37:05.240 --> 00:37:05.480]   can
[00:37:05.480 --> 00:37:05.960]   create
[00:37:05.960 --> 00:37:06.040]   a
[00:37:06.040 --> 00:37:06.610]   number
[00:37:06.610 --> 00:37:06.680]   of
[00:37:06.680 --> 00:37:07.650]   applications
[00:37:07.650 --> 00:37:07.900]   and
[00:37:07.900 --> 00:37:08.210]   they
[00:37:08.210 --> 00:37:08.450]  'll
[00:37:08.450 --> 00:37:08.690]   run
[00:37:08.690 --> 00:37:09.400]   cross
[00:37:09.400 --> 00:37:09.400]  
[00:37:09.400 --> 00:37:09.530]   as
[00:37:09.530 --> 00:37:09.730]   long
[00:37:09.730 --> 00:37:09.840]   as
[00:37:09.840 --> 00:37:10.110]   Adobe
[00:37:10.110 --> 00:37:10.440]   errors
[00:37:10.440 --> 00:37:10.710]   there
[00:37:10.710 --> 00:37:10.900]  .
[00:37:10.900 --> 00:37:11.050]   So
[00:37:11.050 --> 00:37:11.220]   so
[00:37:11.220 --> 00:37:11.800]   similar
[00:37:11.800 --> 00:37:12.220]   tools
[00:37:12.220 --> 00:37:12.380]   uh
[00:37:12.380 --> 00:37:12.710]   that
[00:37:12.710 --> 00:37:13.130]   allow
[00:37:13.130 --> 00:37:13.460]   less
[00:37:13.460 --> 00:37:14.080]   skilled
[00:37:14.080 --> 00:37:14.100]  ,
[00:37:14.100 --> 00:37:14.430]   less
[00:37:14.430 --> 00:37:15.150]   rich
[00:37:15.150 --> 00:37:15.500]   developers
[00:37:15.500 --> 00:37:15.640]   to
[00:37:15.640 --> 00:37:15.800]   to
[00:37:15.800 --> 00:37:15.920]   do
[00:37:15.920 --> 00:37:16.620]   something
[00:37:16.620 --> 00:37:16.830]   that
[00:37:16.830 --> 00:37:17.040]   was
[00:37:17.040 --> 00:37:17.320]   only
[00:37:17.320 --> 00:37:18.010]   previously
[00:37:18.010 --> 00:37:18.310]   done
[00:37:18.310 --> 00:37:18.500]   by
[00:37:18.500 --> 00:37:18.650]   the
[00:37:18.650 --> 00:37:18.860]   you
[00:37:18.860 --> 00:37:19.140]   know
[00:37:19.140 --> 00:37:19.420]   they
[00:37:19.420 --> 00:37:19.630]  're
[00:37:19.630 --> 00:37:19.910]   very
[00:37:19.910 --> 00:37:20.200]   rich
[00:37:20.200 --> 00:37:20.430]   and
[00:37:20.430 --> 00:37:20.680]   very
[00:37:20.680 --> 00:37:21.170]   skilled
[00:37:21.170 --> 00:37:21.310]  ,
[00:37:21.310 --> 00:37:21.450]   it
[00:37:21.450 --> 00:37:21.660]   has
[00:37:21.660 --> 00:37:21.730]   a
[00:37:21.730 --> 00:37:21.940]   you
[00:37:21.940 --> 00:37:22.430]   know
[00:37:22.430 --> 00:37:22.540]   oft
[00:37:22.540 --> 00:37:23.000]  entimes
[00:37:23.000 --> 00:37:23.270]   leads
[00:37:23.270 --> 00:37:23.410]   to
[00:37:23.410 --> 00:37:23.480]   a
[00:37:23.480 --> 00:37:24.180]   disruptive
[00:37:24.180 --> 00:37:24.460]   path
[00:37:24.460 --> 00:37:25.300]  . [SPEAKER_TURN]
[00:37:25.820 --> 00:37:25.920]  
[00:37:25.920 --> 00:37:26.060]   Yeah
[00:37:26.060 --> 00:37:26.490]   another
[00:37:26.490 --> 00:37:26.610]  ,
[00:37:26.610 --> 00:37:27.040]   example
[00:37:27.040 --> 00:37:27.150]   I
[00:37:27.150 --> 00:37:27.400]   would
[00:37:27.400 --> 00:37:27.600]   use
[00:37:27.600 --> 00:37:27.710]   um
[00:37:27.710 --> 00:37:27.950]   sort
[00:37:27.950 --> 00:37:28.090]   of
[00:37:28.090 --> 00:37:28.310]   like
[00:37:28.310 --> 00:37:28.490]   one
[00:37:28.490 --> 00:37:29.110]   competitor
[00:37:29.110 --> 00:37:29.290]   you
[00:37:29.290 --> 00:37:29.600]   could
[00:37:29.600 --> 00:37:29.900]   put
[00:37:29.900 --> 00:37:30.010]   up
[00:37:30.010 --> 00:37:30.080]   for
[00:37:30.080 --> 00:37:30.260]   for
[00:37:30.260 --> 00:37:30.380]   my
[00:37:30.380 --> 00:37:30.440]   c
[00:37:30.440 --> 00:37:30.560]   um
[00:37:30.560 --> 00:37:30.990]   project
[00:37:30.990 --> 00:37:31.360]   called
[00:37:31.360 --> 00:37:31.830]   app
[00:37:31.830 --> 00:37:31.910]   ignite
[00:37:31.910 --> 00:37:32.030]   is
[00:37:32.030 --> 00:37:32.150]   uh
[00:37:32.150 --> 00:37:32.460]   Quick
[00:37:32.460 --> 00:37:32.710]  base
[00:37:32.710 --> 00:37:32.820]  ,
[00:37:32.820 --> 00:37:33.080]   which
[00:37:33.080 --> 00:37:33.380]   is
[00:37:33.380 --> 00:37:33.560]   owned
[00:37:33.560 --> 00:37:33.680]   by
[00:37:33.680 --> 00:37:33.860]   Int
[00:37:33.860 --> 00:37:34.040]  uit
[00:37:34.040 --> 00:37:34.340]  ,
[00:37:34.340 --> 00:37:34.450]   and
[00:37:34.450 --> 00:37:34.600]   they
[00:37:34.600 --> 00:37:34.760]  're
[00:37:34.760 --> 00:37:34.940]   per
[00:37:34.940 --> 00:37:35.180]   they
[00:37:35.180 --> 00:37:35.360]  're
[00:37:35.360 --> 00:37:35.730]   pretty
[00:37:35.730 --> 00:37:35.970]   big
[00:37:35.970 --> 00:37:35.970]   I
[00:37:35.970 --> 00:37:36.020]   I
[00:37:36.020 --> 00:37:36.090]   I
[00:37:36.090 --> 00:37:36.240]   can
[00:37:36.240 --> 00:37:36.720]  't
[00:37:36.720 --> 00:37:36.880]   remember
[00:37:36.880 --> 00:37:37.060]  .
[00:37:37.060 --> 00:37:37.320]   I
[00:37:37.320 --> 00:37:37.610]   thought
[00:37:37.610 --> 00:37:37.620]   I
[00:37:37.620 --> 00:37:38.100]   remember
[00:37:38.100 --> 00:37:38.470]   seeing
[00:37:38.470 --> 00:37:39.020]   something
[00:37:39.020 --> 00:37:39.270]   like
[00:37:39.270 --> 00:37:39.500]   they
[00:37:39.500 --> 00:37:39.680]   had
[00:37:39.680 --> 00:37:39.740]   a
[00:37:39.740 --> 00:37:40.170]   revenue
[00:37:40.170 --> 00:37:40.290]   of
[00:37:40.290 --> 00:37:40.600]   sixty
[00:37:40.600 --> 00:37:41.030]   million
[00:37:41.030 --> 00:37:41.130]   a
[00:37:41.130 --> 00:37:41.330]   year
[00:37:41.330 --> 00:37:41.450]   or
[00:37:41.450 --> 00:37:42.000]   something
[00:37:42.000 --> 00:37:42.120]   ma
[00:37:42.120 --> 00:37:42.180]   I
[00:37:42.180 --> 00:37:42.490]   might
[00:37:42.490 --> 00:37:42.610]   be
[00:37:42.610 --> 00:37:42.930]   wrong
[00:37:42.930 --> 00:37:43.230]   about
[00:37:43.230 --> 00:37:43.480]   that
[00:37:43.480 --> 00:37:43.650]   but
[00:37:43.650 --> 00:37:43.770]  ,
[00:37:43.770 --> 00:37:44.010]   they
[00:37:44.010 --> 00:37:44.250]   have
[00:37:44.250 --> 00:37:44.370]   al
[00:37:44.370 --> 00:37:44.610]   they
[00:37:44.610 --> 00:37:44.850]   they
[00:37:44.850 --> 00:37:45.120]   make
[00:37:45.120 --> 00:37:45.150]   a
[00:37:45.150 --> 00:37:45.400]   fair
[00:37:45.400 --> 00:37:45.760]   amount
[00:37:45.760 --> 00:37:45.880]   of
[00:37:45.880 --> 00:37:46.190]   money
[00:37:46.190 --> 00:37:46.370]   and
[00:37:46.370 --> 00:37:46.610]   they
[00:37:46.610 --> 00:37:46.850]   they
[00:37:46.850 --> 00:37:47.090]   sell
[00:37:47.090 --> 00:37:47.400]   their
[00:37:47.400 --> 00:37:47.710]   stuff
[00:37:47.710 --> 00:37:47.830]   to
[00:37:47.830 --> 00:37:48.570]   corporations
[00:37:48.570 --> 00:37:48.840]   that
[00:37:48.840 --> 00:37:49.070]   they
[00:37:49.070 --> 00:37:49.440]   charge
[00:37:49.440 --> 00:37:49.730]   sixty
[00:37:49.730 --> 00:37:50.160]   dollars
[00:37:50.160 --> 00:37:50.340]   per
[00:37:50.340 --> 00:37:50.580]   user
[00:37:50.580 --> 00:37:50.760]   per
[00:37:50.760 --> 00:37:51.200]   month
[00:37:51.200 --> 00:37:51.250]   for
[00:37:51.250 --> 00:37:51.370]   an
[00:37:51.370 --> 00:37:52.050]   application
[00:37:52.050 --> 00:37:52.610]   developed
[00:37:52.610 --> 00:37:52.720]   in
[00:37:52.720 --> 00:37:53.270]   Quick
[00:37:53.270 --> 00:37:53.270]  base
[00:37:53.270 --> 00:37:54.840]  . [SPEAKER_TURN]
[00:37:54.840 --> 00:37:54.840]  
[00:37:54.840 --> 00:37:54.950]   So
[00:37:54.950 --> 00:37:55.290]   that
[00:37:55.290 --> 00:37:55.310]  's
[00:37:55.310 --> 00:37:55.550]   that
[00:37:55.550 --> 00:37:55.630]  's
[00:37:55.630 --> 00:37:55.690]   a
[00:37:55.690 --> 00:37:55.860]   lot
[00:37:55.860 --> 00:37:56.150]   right
[00:37:56.150 --> 00:37:56.260]  ,
[00:37:56.260 --> 00:37:56.320]   I
[00:37:56.320 --> 00:37:56.550]   mean
[00:37:56.550 --> 00:37:56.660]   it
[00:37:56.660 --> 00:37:56.770]  's
[00:37:56.770 --> 00:37:56.890]   a
[00:37:56.890 --> 00:37:57.110]   quick
[00:37:57.110 --> 00:37:57.410]   basis
[00:37:57.410 --> 00:37:57.840]   probably
[00:37:57.840 --> 00:37:57.990]  ,
[00:37:57.990 --> 00:37:58.210]   it
[00:37:58.210 --> 00:37:58.250]  's
[00:37:58.250 --> 00:37:58.560]   really
[00:37:58.560 --> 00:37:58.910]   geared
[00:37:58.910 --> 00:37:59.320]   towards
[00:37:59.320 --> 00:38:00.030]   corporations
[00:38:00.030 --> 00:38:00.320]   cause
[00:38:00.320 --> 00:38:00.550]   only
[00:38:00.550 --> 00:38:01.300]   corporations
[00:38:01.300 --> 00:38:01.430]   are
[00:38:01.430 --> 00:38:01.720]   gonna
[00:38:01.720 --> 00:38:01.830]   pl
[00:38:01.830 --> 00:38:01.880]  a
[00:38:01.880 --> 00:38:02.050]   pay
[00:38:02.050 --> 00:38:02.280]   that
[00:38:02.280 --> 00:38:02.640]   kinda
[00:38:02.640 --> 00:38:02.860]   money
[00:38:02.860 --> 00:38:02.970]   Um
[00:38:02.970 --> 00:38:03.150]  .
[00:38:03.150 --> 00:38:03.310]   and
[00:38:03.310 --> 00:38:03.530]   it
[00:38:03.530 --> 00:38:03.800]  's
[00:38:03.800 --> 00:38:04.000]   probably
[00:38:04.000 --> 00:38:04.350]   fairly
[00:38:04.350 --> 00:38:04.700]   robust
[00:38:04.700 --> 00:38:04.810]  ,
[00:38:04.810 --> 00:38:04.920]   it
[00:38:04.920 --> 00:38:05.030]  's
[00:38:05.030 --> 00:38:05.260]   been
[00:38:05.260 --> 00:38:05.610]   around
[00:38:05.610 --> 00:38:05.780]   for
[00:38:05.780 --> 00:38:05.840]   a
[00:38:05.840 --> 00:38:06.060]   long
[00:38:06.060 --> 00:38:06.370]   time
[00:38:06.370 --> 00:38:06.520]   it
[00:38:06.520 --> 00:38:06.540]  's
[00:38:06.540 --> 00:38:06.630]  ,
[00:38:06.630 --> 00:38:06.740]   it
[00:38:06.740 --> 00:38:06.850]  's
[00:38:06.850 --> 00:38:07.020]   you
[00:38:07.020 --> 00:38:07.250]   know
[00:38:07.250 --> 00:38:07.420]   has
[00:38:07.420 --> 00:38:07.530]  ,
[00:38:07.530 --> 00:38:07.590]   a
[00:38:07.590 --> 00:38:07.760]   lot
[00:38:07.760 --> 00:38:07.870]   of
[00:38:07.870 --> 00:38:07.980]   it
[00:38:07.980 --> 00:38:08.090]  's
[00:38:08.090 --> 00:38:08.320]   very
[00:38:08.320 --> 00:38:08.670]   secure
[00:38:08.670 --> 00:38:08.850]   and
[00:38:08.850 --> 00:38:09.070]   all
[00:38:09.070 --> 00:38:09.240]   that
[00:38:09.240 --> 00:38:09.350]  ,
[00:38:09.350 --> 00:38:09.520]   but
[00:38:09.520 --> 00:38:09.810]   again
[00:38:09.810 --> 00:38:09.920]   it
[00:38:09.920 --> 00:38:10.030]  's
[00:38:10.030 --> 00:38:10.260]   very
[00:38:10.260 --> 00:38:10.490]   very
[00:38:10.490 --> 00:38:10.720]   high
[00:38:10.720 --> 00:38:11.010]   price
[00:38:11.010 --> 00:38:11.300]   there
[00:38:11.300 --> 00:38:11.410]  's
[00:38:11.410 --> 00:38:11.520]   no
[00:38:11.520 --> 00:38:11.690]   way
[00:38:11.690 --> 00:38:11.860]   you
[00:38:11.860 --> 00:38:12.080]  're
[00:38:12.080 --> 00:38:12.320]   gonna
[00:38:12.320 --> 00:38:12.610]   build
[00:38:12.610 --> 00:38:13.140]   something
[00:38:13.140 --> 00:38:13.370]   like
[00:38:13.370 --> 00:38:13.600]   that
[00:38:13.600 --> 00:38:13.750]   for
[00:38:13.750 --> 00:38:13.830]   a
[00:38:13.830 --> 00:38:14.180]   really
[00:38:14.180 --> 00:38:14.470]   small
[00:38:14.470 --> 00:38:14.880]   smaller
[00:38:14.880 --> 00:38:15.410]   companies
[00:38:15.410 --> 00:38:15.580]   are
[00:38:15.580 --> 00:38:15.870]   gonna
[00:38:15.870 --> 00:38:16.040]   use
[00:38:16.040 --> 00:38:16.260]   that
[00:38:16.260 --> 00:38:16.780]   for
[00:38:16.780 --> 00:38:16.910]   internal
[00:38:16.910 --> 00:38:17.090]   use
[00:38:17.090 --> 00:38:17.190]   or
[00:38:17.190 --> 00:38:17.300]   or
[00:38:17.300 --> 00:38:17.650]   anyone
[00:38:17.650 --> 00:38:17.760]  's
[00:38:17.760 --> 00:38:18.050]   gonna
[00:38:18.050 --> 00:38:18.340]   build
[00:38:18.340 --> 00:38:18.650]   that
[00:38:18.650 --> 00:38:18.740]   for
[00:38:18.740 --> 00:38:18.800]   a
[00:38:18.800 --> 00:38:18.910]   mu
[00:38:18.910 --> 00:38:19.140]   more
[00:38:19.140 --> 00:38:19.250]   of
[00:38:19.250 --> 00:38:19.310]   a
[00:38:19.310 --> 00:38:19.660]   public
[00:38:19.660 --> 00:38:20.310]   application
[00:38:20.310 --> 00:38:20.450]  ,
[00:38:20.450 --> 00:38:20.530]   so
[00:38:20.530 --> 00:38:20.760]   that
[00:38:20.760 --> 00:38:20.980]  's
[00:38:20.980 --> 00:38:21.260]   just
[00:38:21.260 --> 00:38:21.510]   another
[00:38:21.510 --> 00:38:21.920]   example
[00:38:21.920 --> 00:38:21.980]   I
[00:38:21.980 --> 00:38:22.270]   guess
[00:38:22.270 --> 00:38:22.360]   of
[00:38:22.360 --> 00:38:22.870]   more
[00:38:22.870 --> 00:38:23.170]   expensive
[00:38:23.170 --> 00:38:24.840]   competitor
[00:38:24.840 --> 00:38:25.000]  
[00:38:25.000 --> 00:38:25.160]   Yeah
[00:38:25.160 --> 00:38:25.290]  ,
[00:38:25.290 --> 00:38:25.510]   Int
[00:38:25.510 --> 00:38:25.730]  uit
[00:38:25.730 --> 00:38:25.950]   has
[00:38:25.950 --> 00:38:26.250]   done
[00:38:26.250 --> 00:38:26.320]   a
[00:38:26.320 --> 00:38:26.620]   good
[00:38:26.620 --> 00:38:26.840]   job
[00:38:26.840 --> 00:38:26.990]   uh
[00:38:26.990 --> 00:38:27.900]   historically
[00:38:27.900 --> 00:38:28.050]   of
[00:38:28.050 --> 00:38:28.530]   coming
[00:38:28.530 --> 00:38:28.720]   out
[00:38:28.720 --> 00:38:29.020]   with
[00:38:29.020 --> 00:38:29.850]   disruptions
[00:38:29.850 --> 00:38:30.070]   and
[00:38:30.070 --> 00:38:30.140]   I
[00:38:30.140 --> 00:38:30.510]   think
[00:38:30.510 --> 00:38:30.880]   Scott
[00:38:30.880 --> 00:38:31.180]   Cook
[00:38:31.180 --> 00:38:31.340]   I
[00:38:31.340 --> 00:38:31.400]  ,
[00:38:31.400 --> 00:38:31.700]   just
[00:38:31.700 --> 00:38:32.000]   sort
[00:38:32.000 --> 00:38:32.150]   of
[00:38:32.150 --> 00:38:32.370]   had
[00:38:32.370 --> 00:38:32.510]   an
[00:38:32.510 --> 00:38:33.220]   intuition
[00:38:33.220 --> 00:38:33.350]   uh
[00:38:33.350 --> 00:38:33.720]   about
[00:38:33.720 --> 00:38:33.860]   it
[00:38:33.860 --> 00:38:34.260]  .
[00:38:34.260 --> 00:38:34.410]   Um
[00:38:34.410 --> 00:38:34.640]   you
[00:38:34.640 --> 00:38:34.940]   know
[00:38:34.940 --> 00:38:35.090]  ,
[00:38:35.090 --> 00:38:35.500]   Quick
[00:38:35.500 --> 00:38:35.850]  books
[00:38:35.850 --> 00:38:36.300]   very
[00:38:36.300 --> 00:38:36.310]  ,
[00:38:36.310 --> 00:38:36.600]   very
[00:38:36.600 --> 00:38:37.490]   disruptive
[00:38:37.490 --> 00:38:37.520]   to
[00:38:37.520 --> 00:38:37.820]   book
[00:38:37.820 --> 00:38:38.370]  keepers
[00:38:38.370 --> 00:38:38.590]   and
[00:38:38.590 --> 00:38:38.660]   C
[00:38:38.660 --> 00:38:38.730]  _
[00:38:38.730 --> 00:38:38.800]  P
[00:38:38.800 --> 00:38:38.870]  _
[00:38:38.870 --> 00:38:39.020]  As
[00:38:39.020 --> 00:38:39.310]  .
[00:38:39.310 --> 00:38:39.510]   Um
[00:38:39.510 --> 00:38:39.970]   and
[00:38:39.970 --> 00:38:40.000]   and
[00:38:40.000 --> 00:38:40.200]   and
[00:38:40.200 --> 00:38:40.730]   payroll
[00:38:40.730 --> 00:38:41.350]   services
[00:38:41.350 --> 00:38:41.530]  ,
[00:38:41.530 --> 00:38:41.870]   right
[00:38:41.870 --> 00:38:42.260]   Turbo
[00:38:42.260 --> 00:38:42.480]  Tax
[00:38:42.480 --> 00:38:42.780]   lots
[00:38:42.780 --> 00:38:42.930]  ,
[00:38:42.930 --> 00:38:43.080]   of
[00:38:43.080 --> 00:38:43.510]   those
[00:38:43.510 --> 00:38:44.380]   applications
[00:38:44.380 --> 00:38:44.680]   were
[00:38:44.680 --> 00:38:44.980]   very
[00:38:44.980 --> 00:38:45.740]   disruptive
[00:38:45.740 --> 00:38:45.970]   and
[00:38:45.970 --> 00:38:46.200]   and
[00:38:46.200 --> 00:38:46.430]   had
[00:38:46.430 --> 00:38:46.500]   a
[00:38:46.500 --> 00:38:46.800]   huge
[00:38:46.800 --> 00:38:47.320]   impact
[00:38:47.320 --> 00:38:47.410]   on
[00:38:47.410 --> 00:38:48.090]   companies
[00:38:48.090 --> 00:38:48.470]   like
[00:38:48.470 --> 00:38:48.480]   A
[00:38:48.480 --> 00:38:48.540]  _
[00:38:48.540 --> 00:38:48.610]  D
[00:38:48.610 --> 00:38:48.690]  _
[00:38:48.690 --> 00:38:48.750]  P
[00:38:48.750 --> 00:38:48.860]  _
[00:38:48.860 --> 00:38:49.050]   and
[00:38:49.050 --> 00:38:49.280]   Pay
[00:38:49.280 --> 00:38:49.510]  che
[00:38:49.510 --> 00:38:49.600]  x
[00:38:49.600 --> 00:38:49.810]   and
[00:38:49.810 --> 00:38:50.040]   and
[00:38:50.040 --> 00:38:50.270]   and
[00:38:50.270 --> 00:38:50.960]   different
[00:38:50.960 --> 00:38:51.340]   folks
[00:38:51.340 --> 00:38:51.490]   in
[00:38:51.490 --> 00:38:51.810]   that
[00:38:51.810 --> 00:38:52.400]   industry
[00:38:52.400 --> 00:38:52.940]  . [SPEAKER_TURN]
[00:38:53.780 --> 00:38:53.830]  
[00:38:53.830 --> 00:38:53.970]   Okay
[00:38:53.970 --> 00:38:54.260]  .
[00:38:54.260 --> 00:38:54.300]   Well
[00:38:54.300 --> 00:38:54.490]   here
[00:38:54.490 --> 00:38:54.530]   I
[00:38:54.530 --> 00:38:54.620]  'd
[00:38:54.620 --> 00:38:54.810]   yeah
[00:38:54.810 --> 00:38:54.850]   I
[00:38:54.850 --> 00:38:54.940]  ,
[00:38:54.940 --> 00:38:55.080]   you
[00:38:55.080 --> 00:38:55.270]   know
[00:38:55.270 --> 00:38:55.310]   I
[00:38:55.310 --> 00:38:55.600]   wanted
[00:38:55.600 --> 00:38:55.690]   to
[00:38:55.690 --> 00:38:55.830]   one
[00:38:55.830 --> 00:38:56.070]   thing
[00:38:56.070 --> 00:38:56.160]   we
[00:38:56.160 --> 00:38:56.350]   just
[00:38:56.350 --> 00:38:56.590]   kinda
[00:38:56.590 --> 00:38:56.780]   skip
[00:38:56.780 --> 00:38:56.870]   by
[00:38:56.870 --> 00:38:57.020]   but
[00:38:57.020 --> 00:38:57.050]   I
[00:38:57.050 --> 00:38:57.410]   thought
[00:38:57.410 --> 00:38:57.470]   it
[00:38:57.470 --> 00:38:57.570]  'd
[00:38:57.570 --> 00:38:57.650]   be
[00:38:57.650 --> 00:38:57.890]   kinda
[00:38:57.890 --> 00:38:58.090]   fun
[00:38:58.090 --> 00:38:58.120]   to
[00:38:58.120 --> 00:38:58.320]   talk
[00:38:58.320 --> 00:38:58.550]   about
[00:38:58.550 --> 00:38:58.590]   y
[00:38:58.590 --> 00:38:58.730]   you
[00:38:58.730 --> 00:38:58.860]   you
[00:38:58.860 --> 00:38:59.150]   said
[00:38:59.150 --> 00:38:59.250]   that
[00:38:59.250 --> 00:38:59.290]   y
[00:38:59.290 --> 00:38:59.430]   you
[00:38:59.430 --> 00:38:59.860]   mentioned
[00:38:59.860 --> 00:39:00.070]   about
[00:39:00.070 --> 00:39:00.690]   predicting
[00:39:00.690 --> 00:39:00.910]   whether
[00:39:00.910 --> 00:39:01.050]   you
[00:39:01.050 --> 00:39:01.290]   think
[00:39:01.290 --> 00:39:01.580]   Google
[00:39:01.580 --> 00:39:01.760]   Doc
[00:39:01.760 --> 00:39:01.800]  s
[00:39:01.800 --> 00:39:01.950]   will
[00:39:01.950 --> 00:39:02.280]   succeed
[00:39:02.280 --> 00:39:02.370]   in
[00:39:02.370 --> 00:39:02.510]   the
[00:39:02.510 --> 00:39:02.650]   end
[00:39:02.650 --> 00:39:02.740]   in
[00:39:02.740 --> 00:39:02.830]   in
[00:39:02.830 --> 00:39:03.070]   terms
[00:39:03.070 --> 00:39:03.280]   of
[00:39:03.280 --> 00:39:03.640]   disrupting
[00:39:03.640 --> 00:39:04.070]   Microsoft
[00:39:04.070 --> 00:39:04.360]   Office
[00:39:04.360 --> 00:39:04.510]  .
[00:39:04.510 --> 00:39:04.540]   I
[00:39:04.540 --> 00:39:04.730]   mean
[00:39:04.730 --> 00:39:04.820]   do
[00:39:04.820 --> 00:39:04.960]   you
