
[00:00:00.640 --> 00:00:01.010]   (
[00:31:46.160 --> 00:31:46.560]   because
[00:31:46.560 --> 00:31:46.580]   I
[00:31:46.580 --> 00:31:46.680]   I
[00:31:46.680 --> 00:31:46.700]   I
[00:31:46.700 --> 00:31:47.470]   remember
[00:31:47.470 --> 00:31:47.530]   reading
[00:31:47.530 --> 00:31:47.680]   this
[00:31:47.680 --> 00:31:47.890]   post
[00:31:47.890 --> 00:31:47.990]   by
[00:31:47.990 --> 00:31:48.250]   Jason
[00:31:48.250 --> 00:31:48.460]   Call
[00:31:48.460 --> 00:31:48.700]  ik
[00:31:48.700 --> 00:31:49.170]   Harris
[00:31:49.170 --> 00:31:49.480]   that
[00:31:49.480 --> 00:31:49.630]   he
[00:31:49.630 --> 00:31:49.790]  's
[00:31:49.790 --> 00:31:50.300]   saying
[00:31:50.300 --> 00:31:50.600]   like
[00:31:50.600 --> 00:31:50.790]   you
[00:31:50.790 --> 00:31:51.080]   know
[00:31:51.080 --> 00:31:51.120]   it
[00:31:51.120 --> 00:31:51.670]  's
[00:31:51.670 --> 00:31:51.790]   kinda
[00:31:51.790 --> 00:31:52.100]   hard
[00:31:52.100 --> 00:31:52.330]   for
[00:31:52.330 --> 00:31:52.910]   Angels
[00:31:52.910 --> 00:31:52.950]   to
[00:31:52.950 --> 00:31:53.260]   find
[00:31:53.260 --> 00:31:53.570]   good
[00:31:53.570 --> 00:31:54.040]   deals
[00:31:54.040 --> 00:31:54.270]   like
[00:31:54.270 --> 00:31:54.420]   he
[00:31:54.420 --> 00:31:54.740]  's
[00:31:54.740 --> 00:31:55.060]   like
[00:31:55.060 --> 00:31:55.110]   for
[00:31:55.110 --> 00:31:55.650]   example
[00:31:55.650 --> 00:31:56.200]   like
[00:31:56.200 --> 00:31:56.240]   the
[00:31:56.240 --> 00:31:56.510]   Uber
[00:31:56.510 --> 00:31:56.820]   deal
[00:31:56.820 --> 00:31:57.130]   like
[00:31:57.130 --> 00:31:57.310]   no
[00:31:57.310 --> 00:31:57.510]   one
[00:31:57.510 --> 00:31:57.900]   could
[00:31:57.900 --> 00:31:58.280]   get
[00:31:58.280 --> 00:31:58.350]   on
[00:31:58.350 --> 00:31:58.430]   in
[00:31:58.430 --> 00:31:58.770]   that
[00:31:58.770 --> 00:31:58.810]   '
[00:31:58.810 --> 00:31:59.200]  cause
[00:31:59.200 --> 00:31:59.350]   it
[00:31:59.350 --> 00:31:59.580]   was
[00:31:59.580 --> 00:31:59.890]   just
[00:31:59.890 --> 00:32:00.360]   Travis
[00:32:00.360 --> 00:32:00.510]  's
[00:32:00.510 --> 00:32:01.060]   friends
[00:32:01.060 --> 00:32:01.510]   and
[00:32:01.510 --> 00:32:01.840]   like
[00:32:01.840 --> 00:32:02.450]   ha
[00:32:02.450 --> 00:32:02.980]   I
[00:32:02.980 --> 00:32:04.520]   mean
[00:32:04.520 --> 00:32:04.520]   there
[00:32:04.520 --> 00:32:04.670]  's
[00:32:04.670 --> 00:32:04.750]   a
[00:32:04.750 --> 00:32:05.000]   lot
[00:32:05.000 --> 00:32:05.330]   of
[00:32:05.330 --> 00:32:05.560]   deals
[00:32:05.560 --> 00:32:05.800]   out
[00:32:05.800 --> 00:32:06.200]   there
[00:32:06.200 --> 00:32:06.440]   and
[00:32:06.440 --> 00:32:06.520]   i
[00:32:06.520 --> 00:32:06.680]   if
[00:32:06.680 --> 00:32:06.940]   you
[00:32:06.940 --> 00:32:07.240]   meet
[00:32:07.240 --> 00:32:07.720]   people
[00:32:07.720 --> 00:32:07.880]   at
[00:32:07.880 --> 00:32:08.200]   your
[00:32:08.200 --> 00:32:08.600]   stage
[00:32:08.600 --> 00:32:08.930]   you
[00:32:08.930 --> 00:32:09.160]   know
[00:32:09.160 --> 00:32:09.240]   y
[00:32:09.240 --> 00:32:09.880]   you
[00:32:09.880 --> 00:32:09.900]   could
[00:32:09.900 --> 00:32:10.040]   be
[00:32:10.040 --> 00:32:10.360]   able
[00:32:10.360 --> 00:32:10.550]   to
[00:32:10.550 --> 00:32:10.840]   kind
[00:32:10.840 --> 00:32:11.040]   of
[00:32:11.040 --> 00:32:11.600]   ascertain
[00:32:11.600 --> 00:32:11.600]  . [SPEAKER_TURN]
[00:32:11.600 --> 00:32:11.810]  
[00:32:11.810 --> 00:32:11.810]   Wait
[00:32:11.810 --> 00:32:11.860]   a
[00:32:11.860 --> 00:32:12.370]   second
[00:32:12.370 --> 00:32:12.430]   these
[00:32:12.430 --> 00:32:12.530]  ,
[00:32:12.530 --> 00:32:12.740]   guys
[00:32:12.740 --> 00:32:12.950]   have
[00:32:12.950 --> 00:32:13.040]   a
[00:32:13.040 --> 00:32:13.150]   lot
[00:32:13.150 --> 00:32:13.250]   of
[00:32:13.250 --> 00:32:13.670]   shit
[00:32:13.670 --> 00:32:13.880]   together
[00:32:13.880 --> 00:32:14.030]  .
[00:32:14.030 --> 00:32:14.250]   This
[00:32:14.250 --> 00:32:14.340]   is
[00:32:14.340 --> 00:32:14.490]   the
[00:32:14.490 --> 00:32:14.680]   time
[00:32:14.680 --> 00:32:14.830]   that
[00:32:14.830 --> 00:32:15.120]   I
[00:32:15.120 --> 00:32:15.290]   should
[00:32:15.290 --> 00:32:15.370]   be
[00:32:15.370 --> 00:32:15.840]   investing
[00:32:15.840 --> 00:32:15.940]   so
[00:32:15.940 --> 00:32:16.170]   that
[00:32:16.170 --> 00:32:16.200]   I
[00:32:16.200 --> 00:32:16.380]   get
[00:32:16.380 --> 00:32:16.400]   a
[00:32:16.400 --> 00:32:16.660]   great
[00:32:16.660 --> 00:32:16.970]   reward
[00:32:16.970 --> 00:32:17.130]  .
[00:32:17.130 --> 00:32:17.270]   But
[00:32:17.270 --> 00:32:17.640]   because
[00:32:17.640 --> 00:32:17.950]   if
[00:32:17.950 --> 00:32:18.100]   they
[00:32:18.100 --> 00:32:18.190]   try
[00:32:18.190 --> 00:32:18.250]   and
[00:32:18.250 --> 00:32:18.560]   invest
[00:32:18.560 --> 00:32:18.620]   later
[00:32:18.620 --> 00:32:19.020]   as
[00:32:19.020 --> 00:32:19.080]  ,
[00:32:19.080 --> 00:32:19.200]   you
[00:32:19.200 --> 00:32:19.320]   say
[00:32:19.320 --> 00:32:19.470]   the
[00:32:19.470 --> 00:32:19.730]   terms
[00:32:19.730 --> 00:32:19.880]   are
[00:32:19.880 --> 00:32:20.140]   gonna
[00:32:20.140 --> 00:32:20.240]   be
[00:32:20.240 --> 00:32:20.450]   shit
[00:32:20.450 --> 00:32:21.320]  . [SPEAKER_TURN]
[00:32:22.140 --> 00:32:22.210]  
[00:32:22.210 --> 00:32:22.380]   Yeah
[00:32:22.380 --> 00:32:22.500]  ,
[00:32:22.500 --> 00:32:22.560]   I
[00:32:22.560 --> 00:32:22.870]   mean
[00:32:22.870 --> 00:32:22.980]   you
[00:32:22.980 --> 00:32:23.220]   know
[00:32:23.220 --> 00:32:23.370]   I
[00:32:23.370 --> 00:32:23.460]   was
[00:32:23.460 --> 00:32:23.830]   funny
[00:32:23.830 --> 00:32:23.840]   I
[00:32:23.840 --> 00:32:23.950]  ,
[00:32:23.950 --> 00:32:24.120]   was
[00:32:24.120 --> 00:32:24.680]   talking
[00:32:24.680 --> 00:32:24.680]   to
[00:32:24.680 --> 00:32:24.790]   my
[00:32:24.790 --> 00:32:25.070]   um
[00:32:25.070 --> 00:32:25.160]   well
[00:32:25.160 --> 00:32:25.220]   I
[00:32:25.220 --> 00:32:25.400]   won
[00:32:25.400 --> 00:32:25.520]  't
[00:32:25.520 --> 00:32:25.950]   mention
[00:32:25.950 --> 00:32:26.260]   names
[00:32:26.260 --> 00:32:26.500]   here
[00:32:26.500 --> 00:32:27.110]   because
[00:32:27.110 --> 00:32:27.170]   but
[00:32:27.170 --> 00:32:27.200]   a
[00:32:27.200 --> 00:32:27.480]   buddy
[00:32:27.480 --> 00:32:27.600]   of
[00:32:27.600 --> 00:32:27.840]   mine
[00:32:27.840 --> 00:32:28.020]   who
[00:32:28.020 --> 00:32:28.440]   worked
[00:32:28.440 --> 00:32:28.630]   with
[00:32:28.630 --> 00:32:28.750]   an
[00:32:28.750 --> 00:32:29.060]   angel
[00:32:29.060 --> 00:32:29.370]   group
[00:32:29.370 --> 00:32:29.550]   and
[00:32:29.550 --> 00:32:29.690]   he
[00:32:29.690 --> 00:32:29.960]   said
[00:32:29.960 --> 00:32:30.270]   he
[00:32:30.270 --> 00:32:30.780]   said
[00:32:30.780 --> 00:32:30.790]  ,
[00:32:30.790 --> 00:32:31.020]   you
[00:32:31.020 --> 00:32:31.340]   know
[00:32:31.340 --> 00:32:31.580]   the
[00:32:31.580 --> 00:32:31.830]   the
[00:32:31.830 --> 00:32:31.900]   A
[00:32:31.900 --> 00:32:32.330]  ins
[00:32:32.330 --> 00:32:32.460]  rell
[00:32:32.460 --> 00:32:32.720]   are
[00:32:32.720 --> 00:32:33.500]   constantly
[00:32:33.500 --> 00:32:34.550]   complaining
[00:32:34.550 --> 00:32:34.700]   that
[00:32:34.700 --> 00:32:35.010]   they
[00:32:35.010 --> 00:32:35.020]   can
[00:32:35.020 --> 00:32:35.660]  't
[00:32:35.660 --> 00:32:35.700]   get
[00:32:35.700 --> 00:32:35.820]   in
[00:32:35.820 --> 00:32:35.980]   on
[00:32:35.980 --> 00:32:36.220]   the
[00:32:36.220 --> 00:32:36.530]   good
[00:32:36.530 --> 00:32:36.940]   deals
[00:32:36.940 --> 00:32:37.340]   right
[00:32:37.340 --> 00:32:37.820]  ,
[00:32:37.820 --> 00:32:38.050]   They
[00:32:38.050 --> 00:32:38.060]  're
[00:32:38.060 --> 00:32:38.300]  .
[00:32:38.300 --> 00:32:38.450]   al
[00:32:38.450 --> 00:32:38.780]   this
[00:32:38.780 --> 00:32:39.100]   is
[00:32:39.100 --> 00:32:39.260]   like
[00:32:39.260 --> 00:32:39.570]   this
[00:32:39.570 --> 00:32:39.800]   on
[00:32:39.800 --> 00:32:39.820]  -
[00:32:39.820 --> 00:32:40.490]  going
[00:32:40.490 --> 00:32:40.620]   bitch
[00:32:40.620 --> 00:32:40.940]   fest
[00:32:40.940 --> 00:32:41.500]   right
[00:32:41.500 --> 00:32:41.630]  ,
[00:32:41.630 --> 00:32:41.740]   you
[00:32:41.740 --> 00:32:42.130]  ,
[00:32:42.130 --> 00:32:42.220]   know
[00:32:42.220 --> 00:32:42.460]   but
[00:32:42.460 --> 00:32:42.620]  ,
[00:32:42.620 --> 00:32:42.940]   they
[00:32:42.940 --> 00:32:43.040]   never
[00:32:43.040 --> 00:32:43.490]   uh
[00:32:43.490 --> 00:32:43.950]   they
[00:32:43.950 --> 00:32:44.060]  're
[00:32:44.060 --> 00:32:44.370]   very
[00:32:44.370 --> 00:32:44.780]   risk
[00:32:44.780 --> 00:32:44.780]   a
[00:32:44.780 --> 00:32:45.300]  verse
[00:32:45.300 --> 00:32:45.420]   and
[00:32:45.420 --> 00:32:45.740]  ,
[00:32:45.740 --> 00:32:45.900]   they
[00:32:45.900 --> 00:32:46.140]  're
[00:32:46.140 --> 00:32:46.460]   very
[00:32:46.460 --> 00:32:46.780]   slow
[00:32:46.780 --> 00:32:46.940]   to
[00:32:46.940 --> 00:32:47.260]   move
[00:32:47.260 --> 00:32:47.500]   and
[00:32:47.500 --> 00:32:47.820]   they
[00:32:47.820 --> 00:32:48.300]   always
[00:32:48.300 --> 00:32:48.700]   wanna
[00:32:48.700 --> 00:32:48.880]   go
[00:32:48.880 --> 00:32:49.140]   who
[00:32:49.140 --> 00:32:49.260]  's
[00:32:49.260 --> 00:32:49.420]   el
[00:32:49.420 --> 00:32:49.660]   who
[00:32:49.660 --> 00:32:50.020]   else
[00:32:50.020 --> 00:32:50.140]   is
[00:32:50.140 --> 00:32:50.930]   investing
[00:32:50.930 --> 00:32:51.100]   Who
[00:32:51.100 --> 00:32:51.340]  .
[00:32:51.340 --> 00:32:51.660]   else
[00:32:51.660 --> 00:32:51.820]   is
[00:32:51.820 --> 00:32:52.140]   in
[00:32:52.140 --> 00:32:52.140]  
[00:32:52.140 --> 00:32:52.200]   I
[00:32:52.200 --> 00:32:52.290]   they
[00:32:52.290 --> 00:32:52.410]   just
[00:32:52.410 --> 00:32:52.530]   they
[00:32:52.530 --> 00:32:52.630]  're
[00:32:52.630 --> 00:32:52.810]   sheep
[00:32:52.810 --> 00:32:52.890]   they
[00:32:52.890 --> 00:32:52.950]  ,
[00:32:52.950 --> 00:32:53.070]   just
[00:32:53.070 --> 00:32:53.230]   wanna
[00:32:53.230 --> 00:32:53.440]   follow
[00:32:53.440 --> 00:32:53.610]   someone
[00:32:53.610 --> 00:32:53.770]   else
[00:32:53.770 --> 00:32:54.100]  . [SPEAKER_TURN]
[00:32:54.160 --> 00:32:54.220]  
[00:32:54.220 --> 00:32:54.240]   I
[00:32:54.240 --> 00:32:54.470]   mean
[00:32:54.470 --> 00:32:54.530]   I
[00:32:54.530 --> 00:32:54.780]   like
[00:32:54.780 --> 00:32:54.850]   I
[00:32:54.850 --> 00:32:54.980]   if
[00:32:54.980 --> 00:32:55.020]   I
[00:32:55.020 --> 00:32:55.530]   had
[00:32:55.530 --> 00:32:55.580]   money
[00:32:55.580 --> 00:32:55.590]   I
[00:32:55.590 --> 00:32:55.650]   I
[00:32:55.650 --> 00:32:55.970]   would
[00:32:55.970 --> 00:32:56.100]   be
[00:32:56.100 --> 00:32:56.540]   exactly
[00:32:56.540 --> 00:32:56.860]   the
[00:32:56.860 --> 00:32:57.240]   opposite
[00:32:57.240 --> 00:32:57.490]  .
[00:32:57.490 --> 00:32:57.550]   I
[00:32:57.550 --> 00:32:57.680]   I
[00:32:57.680 --> 00:32:57.800]   have
[00:32:57.800 --> 00:32:57.920]   to
[00:32:57.920 --> 00:32:58.070]   be
[00:32:58.070 --> 00:32:58.420]   honest
[00:32:58.420 --> 00:32:58.660]   with
[00:32:58.660 --> 00:32:58.730]   you
[00:32:58.730 --> 00:32:59.040]  .
[00:32:59.040 --> 00:32:59.350]   I
[00:32:59.350 --> 00:32:59.360]   know
[00:32:59.360 --> 00:32:59.610]   that
[00:32:59.610 --> 00:32:59.730]  's
[00:32:59.730 --> 00:32:59.980]   that
[00:32:59.980 --> 00:33:00.100]  's
[00:33:00.100 --> 00:33:00.350]   that
[00:33:00.350 --> 00:33:00.470]  's
[00:33:00.470 --> 00:33:00.720]   true
[00:33:00.720 --> 00:33:00.910]  .
[00:33:00.910 --> 00:33:01.100]   But
[00:33:01.100 --> 00:33:01.160]   I
[00:33:01.160 --> 00:33:01.480]   would
[00:33:01.480 --> 00:33:01.540]   I
[00:33:01.540 --> 00:33:01.860]   would
[00:33:01.860 --> 00:33:02.240]   really
[00:33:02.240 --> 00:33:02.360]   th
[00:33:02.360 --> 00:33:02.420]   I
[00:33:02.420 --> 00:33:02.740]   would
[00:33:02.740 --> 00:33:02.860]   be
[00:33:02.860 --> 00:33:03.330]   looking
[00:33:03.330 --> 00:33:03.500]   for
[00:33:03.500 --> 00:33:03.820]   those
[00:33:03.820 --> 00:33:04.070]   kind
[00:33:04.070 --> 00:33:04.190]   of
[00:33:04.190 --> 00:33:04.250]   t
[00:33:04.250 --> 00:33:04.620]   deals
[00:33:04.620 --> 00:33:04.680]   a
[00:33:04.680 --> 00:33:04.830]   lot
[00:33:04.830 --> 00:33:05.010]  .
[00:33:05.010 --> 00:33:05.070]   I
[00:33:05.070 --> 00:33:05.390]   would
[00:33:05.390 --> 00:33:05.630]   not
[00:33:05.630 --> 00:33:05.700]   be
[00:33:05.700 --> 00:33:06.150]   wanting
[00:33:06.150 --> 00:33:06.240]   to
[00:33:06.240 --> 00:33:06.430]   wa
[00:33:06.430 --> 00:33:06.630]   to
[00:33:06.630 --> 00:33:06.690]   go
[00:33:06.690 --> 00:33:06.750]   on
[00:33:06.750 --> 00:33:06.940]   the
[00:33:06.940 --> 00:33:07.410]   ones
[00:33:07.410 --> 00:33:07.510]   where
[00:33:07.510 --> 00:33:08.020]   everyone
[00:33:08.020 --> 00:33:08.270]   else
[00:33:08.270 --> 00:33:08.440]   is
[00:33:08.440 --> 00:33:08.710]   going
[00:33:08.710 --> 00:33:08.830]   on
[00:33:08.830 --> 00:33:09.220]  .
[00:33:09.220 --> 00:33:09.280]   Like
[00:33:09.280 --> 00:33:09.460]   you
[00:33:09.460 --> 00:33:09.710]   have
[00:33:09.710 --> 00:33:09.900]   you
[00:33:09.900 --> 00:33:10.150]   have
[00:33:10.150 --> 00:33:10.210]   a
[00:33:10.210 --> 00:33:10.400]   lot
[00:33:10.400 --> 00:33:10.520]   of
[00:33:10.520 --> 00:33:11.160]   validation
[00:33:11.160 --> 00:33:11.480]   in
[00:33:11.480 --> 00:33:11.530]   your
[00:33:11.530 --> 00:33:11.990]   company
[00:33:11.990 --> 00:33:12.300]   right
[00:33:12.300 --> 00:33:12.490]   now
[00:33:12.490 --> 00:33:12.680]  .
[00:33:12.680 --> 00:33:12.930]   Like
[00:33:12.930 --> 00:33:12.990]   I
[00:33:12.990 --> 00:33:13.440]   believe
[00:33:13.440 --> 00:33:13.570]   in
[00:33:13.570 --> 00:33:13.680]   to
[00:33:13.680 --> 00:33:13.800]   my
[00:33:13.800 --> 00:33:14.270]   opinion
[00:33:14.270 --> 00:33:14.310]   I
[00:33:14.310 --> 00:33:14.570]   mean
[00:33:14.570 --> 00:33:14.680]   it
[00:33:14.680 --> 00:33:14.850]  's
[00:33:14.850 --> 00:33:15.130]   like
[00:33:15.130 --> 00:33:15.300]   yeah
[00:33:15.300 --> 00:33:15.420]  ,
[00:33:15.420 --> 00:33:15.540]   it
[00:33:15.540 --> 00:33:15.660]  's
[00:33:15.660 --> 00:33:15.910]   like
[00:33:15.910 --> 00:33:16.100]   why
[00:33:16.100 --> 00:33:16.550]   wouldn
[00:33:16.550 --> 00:33:16.600]  't
[00:33:16.600 --> 00:33:16.980]   you
[00:33:16.980 --> 00:33:17.290]   put
[00:33:17.290 --> 00:33:17.300]   money
[00:33:17.300 --> 00:33:17.470]   in
[00:33:17.470 --> 00:33:17.980]   there
[00:33:17.980 --> 00:33:17.990]   That
[00:33:17.990 --> 00:33:18.180]  ?
[00:33:18.180 --> 00:33:18.430]   just
[00:33:18.430 --> 00:33:18.750]   seems
[00:33:18.750 --> 00:33:19.070]   crazy
[00:33:19.070 --> 00:33:20.200]  .
[00:33:20.200 --> 00:33:20.200]   Like
[00:33:20.200 --> 00:33:20.310]   at
[00:33:20.310 --> 00:33:20.780]   this
[00:33:20.780 --> 00:33:20.800]   stage
[00:33:20.800 --> 00:33:20.910]   to
[00:33:20.910 --> 00:33:20.970]   g
[00:33:20.970 --> 00:33:21.150]   to
[00:33:21.150 --> 00:33:21.230]   get
[00:33:21.230 --> 00:33:21.390]   the
[00:33:21.390 --> 00:33:21.720]   better
[00:33:21.720 --> 00:33:21.830]   to
[00:33:21.830 --> 00:33:22.010]   get
[00:33:22.010 --> 00:33:22.150]   the
[00:33:22.150 --> 00:33:22.480]   better
[00:33:22.480 --> 00:33:22.710]   deal
[00:33:22.710 --> 00:33:23.360]  . [SPEAKER_TURN]
[00:33:23.700 --> 00:33:23.700]  
[00:33:23.700 --> 00:33:24.120]   mean
[00:33:24.120 --> 00:33:24.540]   from
[00:33:24.540 --> 00:33:25.370]   externally
[00:33:25.370 --> 00:33:25.550]   it
[00:33:25.550 --> 00:33:25.730]  's
[00:33:25.730 --> 00:33:26.190]   still
[00:33:26.190 --> 00:33:26.470]   not
[00:33:26.470 --> 00:33:26.560]   a
[00:33:26.560 --> 00:33:26.930]   fore
[00:33:26.930 --> 00:33:27.440]  gone
[00:33:27.440 --> 00:33:28.230]   conclusion
[00:33:28.230 --> 00:33:28.280]  .
[00:33:28.280 --> 00:33:28.870]   I
[00:33:28.870 --> 00:33:28.960]   mean
[00:33:28.960 --> 00:33:29.080]   I
[00:33:29.080 --> 00:33:29.330]   put
[00:33:29.330 --> 00:33:29.500]   it
[00:33:29.500 --> 00:33:29.690]   in
[00:33:29.690 --> 00:33:30.340]   because
[00:33:30.340 --> 00:33:30.470]   I
[00:33:30.470 --> 00:33:31.170]   believed
[00:33:31.170 --> 00:33:31.350]   in
[00:33:31.350 --> 00:33:31.630]   the
[00:33:31.630 --> 00:33:32.100]   idea
[00:33:32.100 --> 00:33:32.840]   generally
[00:33:32.840 --> 00:33:33.010]  ,
[00:33:33.010 --> 00:33:33.380]   even
[00:33:33.380 --> 00:33:33.550]   if
[00:33:33.550 --> 00:33:34.000]   all
[00:33:34.000 --> 00:33:34.120]   the
[00:33:34.120 --> 00:33:34.420]   all
[00:33:34.420 --> 00:33:34.810]   the
[00:33:34.810 --> 00:33:34.860]   kn
[00:33:34.860 --> 00:33:35.130]  obs
[00:33:35.130 --> 00:33:35.590]   weren
[00:33:35.590 --> 00:33:35.780]  't
[00:33:35.780 --> 00:33:35.980]   turned
[00:33:35.980 --> 00:33:36.440]   to
[00:33:36.440 --> 00:33:36.950]   the
[00:33:36.950 --> 00:33:36.960]   ideal
[00:33:36.960 --> 00:33:37.470]   position
[00:33:37.470 --> 00:33:37.600]  ,
[00:33:37.600 --> 00:33:37.790]   the
[00:33:37.790 --> 00:33:38.300]   pricing
[00:33:38.300 --> 00:33:38.440]   the
[00:33:38.440 --> 00:33:38.710]  ,
[00:33:38.710 --> 00:33:38.830]   this
[00:33:38.830 --> 00:33:39.020]   the
[00:33:39.020 --> 00:33:39.630]   marketing
[00:33:39.630 --> 00:33:40.130]   whatever
[00:33:40.130 --> 00:33:40.460]  .
[00:33:40.460 --> 00:33:40.460]   I
[00:33:40.460 --> 00:33:40.750]   I
[00:33:40.750 --> 00:33:40.940]   believe
[00:33:40.940 --> 00:33:41.120]   the
[00:33:41.120 --> 00:33:41.420]   model
[00:33:41.420 --> 00:33:41.720]   would
[00:33:41.720 --> 00:33:42.270]   generally
[00:33:42.270 --> 00:33:42.510]   work
[00:33:42.510 --> 00:33:42.750]   that
[00:33:42.750 --> 00:33:43.050]   there
[00:33:43.050 --> 00:33:43.590]   was
[00:33:43.590 --> 00:33:43.600]   demand
[00:33:43.600 --> 00:33:44.050]   there
[00:33:44.050 --> 00:33:44.070]   and
[00:33:44.070 --> 00:33:44.370]   there
[00:33:44.370 --> 00:33:44.550]   was
[00:33:44.550 --> 00:33:44.610]   a
[00:33:44.610 --> 00:33:45.100]   customer
[00:33:45.100 --> 00:33:45.520]   willing
[00:33:45.520 --> 00:33:45.640]   to
[00:33:45.640 --> 00:33:45.820]   pay
[00:33:45.820 --> 00:33:45.940]   at
[00:33:45.940 --> 00:33:46.120]   the
[00:33:46.120 --> 00:33:46.420]   price
[00:33:46.420 --> 00:33:46.760]   point
[00:33:46.760 --> 00:33:47.010]   that
[00:33:47.010 --> 00:33:47.260]   would
[00:33:47.260 --> 00:33:47.680]   work
[00:33:47.680 --> 00:33:47.680]  .
[00:33:48.780 --> 00:33:48.850]  
[00:33:48.850 --> 00:33:49.020]   And
[00:33:49.020 --> 00:33:49.100]   I
[00:33:49.100 --> 00:33:49.320]   wanted
[00:33:49.320 --> 00:33:49.790]   I
[00:33:49.790 --> 00:33:49.820]   it
[00:33:49.820 --> 00:33:50.380]   was
[00:33:50.380 --> 00:33:50.480]   also
[00:33:50.480 --> 00:33:50.780]   first
[00:33:50.780 --> 00:33:51.220]   still
[00:33:51.220 --> 00:33:51.340]   in
[00:33:51.340 --> 00:33:51.650]   the
[00:33:51.650 --> 00:33:51.970]   sense
[00:33:51.970 --> 00:33:52.020]   that
[00:33:52.020 --> 00:33:52.380]   I
[00:33:52.380 --> 00:33:52.810]   had
[00:33:52.810 --> 00:33:52.950]   been
[00:33:52.950 --> 00:33:53.380]   doing
[00:33:53.380 --> 00:33:53.500]   it
[00:33:53.500 --> 00:33:53.740]  .
[00:33:53.740 --> 00:33:53.900]   It
[00:33:53.900 --> 00:33:54.140]   was
[00:33:54.140 --> 00:33:54.300]   an
[00:33:54.300 --> 00:33:54.750]   idea
[00:33:54.750 --> 00:33:54.940]   that
[00:33:54.940 --> 00:33:55.020]   I
[00:33:55.020 --> 00:33:55.260]   had
[00:33:55.260 --> 00:33:55.500]   had
[00:33:55.500 --> 00:33:55.670]   um
[00:33:55.670 --> 00:33:55.900]   but
[00:33:55.900 --> 00:33:55.980]   I
[00:33:55.980 --> 00:33:56.150]   didn
[00:33:56.150 --> 00:33:56.780]  't
[00:33:56.780 --> 00:33:56.840]   feel
[00:33:56.840 --> 00:33:57.100]   like
[00:33:57.100 --> 00:33:57.320]   it
[00:33:57.320 --> 00:33:57.500]   was
[00:33:57.500 --> 00:33:58.220]   something
[00:33:58.220 --> 00:33:58.300]   I
[00:33:58.300 --> 00:33:58.760]   could
[00:33:58.760 --> 00:33:59.180]   pursue
[00:33:59.180 --> 00:33:59.850]   myself
[00:33:59.850 --> 00:33:59.900]  .
[00:33:59.900 --> 00:34:00.060]   So
[00:34:00.060 --> 00:34:00.220]   it
[00:34:00.220 --> 00:34:00.480]   was
[00:34:00.480 --> 00:34:00.540]   a
[00:34:00.540 --> 00:34:00.900]   way
[00:34:00.900 --> 00:34:01.020]   for
[00:34:01.020 --> 00:34:01.190]   me
[00:34:01.190 --> 00:34:01.340]   to
[00:34:01.340 --> 00:34:02.230]   participate
[00:34:02.230 --> 00:34:02.410]   in
[00:34:02.410 --> 00:34:02.570]   it
[00:34:02.570 --> 00:34:02.780]   and
[00:34:02.780 --> 00:34:03.000]   but
[00:34:03.000 --> 00:34:03.490]   even
[00:34:03.490 --> 00:34:03.830]   beyond
[00:34:03.830 --> 00:34:04.070]   all
[00:34:04.070 --> 00:34:04.380]   that
[00:34:04.380 --> 00:34:04.550]   I
[00:34:04.550 --> 00:34:04.560]   b
[00:34:04.560 --> 00:34:05.170]   believe
[00:34:05.170 --> 00:34:05.270]   in
[00:34:05.270 --> 00:34:05.580]   Doug
[00:34:05.580 --> 00:34:06.080]  . [SPEAKER_TURN]
[00:34:06.080 --> 00:34:06.160]   M
[00:34:06.160 --> 00:34:06.240]  m
[00:34:06.240 --> 00:34:07.200]  . [SPEAKER_TURN]
[00:34:07.200 --> 00:34:07.420]   No
[00:34:07.420 --> 00:34:07.460]   I
[00:34:07.460 --> 00:34:07.570]  ,
[00:34:07.570 --> 00:34:07.870]   mean
[00:34:07.870 --> 00:34:08.090]   and
[00:34:08.090 --> 00:34:08.250]   it
[00:34:08.250 --> 00:34:08.390]  's
[00:34:08.390 --> 00:34:08.840]   proven
[00:34:08.840 --> 00:34:09.140]   even
[00:34:09.140 --> 00:34:09.660]   thus
[00:34:09.660 --> 00:34:09.700]   far
[00:34:09.700 --> 00:34:09.810]   to
[00:34:09.810 --> 00:34:10.160]   like
[00:34:10.160 --> 00:34:10.260]   to
[00:34:10.260 --> 00:34:10.410]   be
[00:34:10.410 --> 00:34:10.480]   a
[00:34:10.480 --> 00:34:10.930]   really
[00:34:10.930 --> 00:34:11.380]   smart
[00:34:11.380 --> 00:34:11.980]   decision
[00:34:11.980 --> 00:34:11.990]   '
[00:34:11.990 --> 00:34:12.350]  cause
[00:34:12.350 --> 00:34:12.660]   Doug
[00:34:12.660 --> 00:34:12.910]   is
[00:34:12.910 --> 00:34:12.960]   an
[00:34:12.960 --> 00:34:13.680]   extremely
[00:34:13.680 --> 00:34:14.200]   smart
[00:34:14.200 --> 00:34:15.250]  ,
[00:34:15.250 --> 00:34:15.680]   thoughtful
[00:34:15.680 --> 00:34:16.280]  ,
[00:34:16.280 --> 00:34:17.020]   careful
[00:34:17.020 --> 00:34:17.020]  ,
[00:34:18.240 --> 00:34:18.300]  
[00:34:18.300 --> 00:34:18.530]   hard
[00:34:18.530 --> 00:34:19.040]  working
[00:34:19.040 --> 00:34:19.300]  ,
