
[00:00:00.480 --> 00:00:00.590]   Wow
[00:57:59.790 --> 00:57:59.880]   to
[00:57:59.880 --> 00:58:00.080]   code
[00:58:00.080 --> 00:58:00.320]   look
[00:58:00.320 --> 00:58:00.380]   at
[00:58:00.380 --> 00:58:00.670]   maybe
[00:58:00.670 --> 00:58:00.870]   what
[00:58:00.870 --> 00:58:00.990]   you
[00:58:00.990 --> 00:58:01.090]   do
[00:58:01.090 --> 00:58:01.240]   and
[00:58:01.240 --> 00:58:01.340]   go
[00:58:01.340 --> 00:58:01.490]   wow
[00:58:01.490 --> 00:58:01.640]   you
[00:58:01.640 --> 00:58:01.900]   could
[00:58:01.900 --> 00:58:02.100]   just
[00:58:02.100 --> 00:58:02.360]   build
[00:58:02.360 --> 00:58:02.450]   a
[00:58:02.450 --> 00:58:02.720]   mobile
[00:58:02.720 --> 00:58:02.870]   app
[00:58:02.870 --> 00:58:03.010]   and
[00:58:03.010 --> 00:58:03.370]   they
[00:58:03.370 --> 00:58:03.410]  're
[00:58:03.410 --> 00:58:03.570]   just
[00:58:03.570 --> 00:58:03.930]   shocked
[00:58:03.930 --> 00:58:04.180]   you
[00:58:04.180 --> 00:58:04.340]   could
[00:58:04.340 --> 00:58:04.540]   just
[00:58:04.540 --> 00:58:04.800]   build
[00:58:04.800 --> 00:58:04.950]   and
[00:58:04.950 --> 00:58:05.080]   be
[00:58:05.080 --> 00:58:05.250]   like
[00:58:05.250 --> 00:58:05.420]   yeah
[00:58:05.420 --> 00:58:05.680]  ,
[00:58:05.680 --> 00:58:05.700]   but
[00:58:05.700 --> 00:58:05.820]   to
[00:58:05.820 --> 00:58:06.000]   them
[00:58:06.000 --> 00:58:06.100]   it
[00:58:06.100 --> 00:58:06.360]   seems
[00:58:06.360 --> 00:58:06.560]   like
[00:58:06.560 --> 00:58:06.610]   a
[00:58:06.610 --> 00:58:07.110]   superpower
[00:58:07.110 --> 00:58:07.380]  .
[00:58:07.380 --> 00:58:07.380]   To
[00:58:07.380 --> 00:58:07.530]   the
[00:58:07.530 --> 00:58:07.680]   and
[00:58:07.680 --> 00:58:07.780]   so
[00:58:07.780 --> 00:58:07.980]   v
[00:58:07.980 --> 00:58:08.030]   like
[00:58:08.030 --> 00:58:08.390]   vice
[00:58:08.390 --> 00:58:08.490]   versa
[00:58:08.490 --> 00:58:08.640]  .
[00:58:08.640 --> 00:58:08.740]   So
[00:58:08.740 --> 00:58:08.790]   I
[00:58:08.790 --> 00:58:08.890]  'm
[00:58:08.890 --> 00:58:09.090]   like
[00:58:09.090 --> 00:58:09.240]   you
[00:58:09.240 --> 00:58:09.440]   know
[00:58:09.440 --> 00:58:09.590]   and
[00:58:09.590 --> 00:58:09.690]   it
[00:58:09.690 --> 00:58:09.790]  's
[00:58:09.790 --> 00:58:09.990]   also
[00:58:09.990 --> 00:58:10.040]   I
[00:58:10.040 --> 00:58:10.300]   guess
[00:58:10.300 --> 00:58:10.560]   maybe
[00:58:10.560 --> 00:58:10.620]   it
[00:58:10.620 --> 00:58:10.750]  's
[00:58:10.750 --> 00:58:10.860]   I
[00:58:10.860 --> 00:58:10.860]   I
[00:58:10.860 --> 00:58:11.000]   was
[00:58:11.000 --> 00:58:11.390]   just
[00:58:11.390 --> 00:58:11.620]   thinking
[00:58:11.620 --> 00:58:11.820]   like
[00:58:11.820 --> 00:58:12.130]   things
[00:58:12.130 --> 00:58:12.330]   that
[00:58:12.330 --> 00:58:12.380]   I
[00:58:12.380 --> 00:58:12.690]   always
[00:58:12.690 --> 00:58:13.100]   wanted
[00:58:13.100 --> 00:58:13.100]   to
[00:58:13.100 --> 00:58:13.200]   do
[00:58:13.200 --> 00:58:13.350]  .
[00:58:13.350 --> 00:58:13.550]   I
[00:58:13.550 --> 00:58:13.590]   was
[00:58:13.590 --> 00:58:13.910]   talking
[00:58:13.910 --> 00:58:14.010]   to
[00:58:14.010 --> 00:58:14.110]   my
[00:58:14.110 --> 00:58:14.460]   buddy
[00:58:14.460 --> 00:58:14.630]   Metro
[00:58:14.630 --> 00:58:14.680]   I
[00:58:14.680 --> 00:58:14.780]  'm
[00:58:14.780 --> 00:58:14.930]  .
[00:58:14.930 --> 00:58:15.130]   like
[00:58:15.130 --> 00:58:15.330]   what
[00:58:15.330 --> 00:58:15.480]   are
[00:58:15.480 --> 00:58:15.680]   what
[00:58:15.680 --> 00:58:15.830]   was
[00:58:15.830 --> 00:58:16.240]   the
[00:58:16.240 --> 00:58:16.280]   thing
[00:58:16.280 --> 00:58:16.290]   I
[00:58:16.290 --> 00:58:16.630]   always
[00:58:16.630 --> 00:58:16.800]   said
[00:58:16.800 --> 00:58:16.850]   I
[00:58:16.850 --> 00:58:17.000]   was
[00:58:17.000 --> 00:58:17.260]   gonna
[00:58:17.260 --> 00:58:17.520]   learn
[00:58:17.520 --> 00:58:17.670]  ?
[00:58:17.670 --> 00:58:17.820]   And
[00:58:17.820 --> 00:58:18.000]   he
[00:58:18.000 --> 00:58:18.020]  's
[00:58:18.020 --> 00:58:18.220]   like
[00:58:18.220 --> 00:58:18.420]   yeah
[00:58:18.420 --> 00:58:18.990]   electronics
[00:58:18.990 --> 00:58:19.180]   like
[00:58:19.180 --> 00:58:19.650]   I
[00:58:19.650 --> 00:58:19.660]   remember
[00:58:19.660 --> 00:58:19.850]   that
[00:58:19.850 --> 00:58:20.020]   you
[00:58:20.020 --> 00:58:20.200]   know
[00:58:20.200 --> 00:58:20.350]   and
[00:58:20.350 --> 00:58:20.450]   he
[00:58:20.450 --> 00:58:20.550]  's
[00:58:20.550 --> 00:58:20.750]   like
[00:58:20.750 --> 00:58:20.950]   what
[00:58:20.950 --> 00:58:21.100]   was
[00:58:21.100 --> 00:58:21.250]   the
[00:58:21.250 --> 00:58:21.510]   thing
[00:58:21.510 --> 00:58:21.560]   I
[00:58:21.560 --> 00:58:21.870]   always
[00:58:21.870 --> 00:58:22.020]   see
[00:58:22.020 --> 00:58:22.390]   as
[00:58:22.390 --> 00:58:22.530]   athletes
[00:58:22.530 --> 00:58:22.730]   like
[00:58:22.730 --> 00:58:22.830]  ,
[00:58:22.830 --> 00:58:23.030]   Dunk
[00:58:23.030 --> 00:58:23.080]  o
[00:58:23.080 --> 00:58:23.630]   basketball
[00:58:23.630 --> 00:58:23.650]   I
[00:58:23.650 --> 00:58:23.780]  'm
[00:58:23.780 --> 00:58:23.900]  .
[00:58:23.900 --> 00:58:24.110]   like
[00:58:24.110 --> 00:58:24.150]   y
[00:58:24.150 --> 00:58:24.250]  ep
[00:58:24.250 --> 00:58:24.300]   I
[00:58:24.300 --> 00:58:24.610]   always
[00:58:24.610 --> 00:58:24.810]   said
[00:58:24.810 --> 00:58:24.920]   I
[00:58:24.920 --> 00:58:25.010]   was
[00:58:25.010 --> 00:58:25.260]   good
[00:58:25.260 --> 00:58:26.780]  . [SPEAKER_TURN]
[00:58:26.780 --> 00:58:26.780]  
[00:58:26.780 --> 00:58:26.970]   other
[00:58:26.970 --> 00:58:27.090]   for
[00:58:27.090 --> 00:58:27.110]   a
[00:58:27.110 --> 00:58:27.390]   present
[00:58:27.390 --> 00:58:27.490]   for
[00:58:27.490 --> 00:58:27.640]   your
[00:58:27.640 --> 00:58:27.830]   forty
[00:58:27.830 --> 00:58:28.060]   fourth
[00:58:28.060 --> 00:58:28.520]  . [SPEAKER_TURN]
[00:58:28.520 --> 00:58:28.600]  
[00:58:28.600 --> 00:58:28.710]   Yeah
[00:58:28.710 --> 00:58:28.800]   it
[00:58:28.800 --> 00:58:28.930]   was
[00:58:28.930 --> 00:58:29.190]   just
[00:58:29.190 --> 00:58:29.430]   things
[00:58:29.430 --> 00:58:29.640]   that
[00:58:29.640 --> 00:58:29.800]   like
[00:58:29.800 --> 00:58:29.940]   you
[00:58:29.940 --> 00:58:30.120]   know
[00:58:30.120 --> 00:58:30.320]   what
[00:58:30.320 --> 00:58:30.360]   I
[00:58:30.360 --> 00:58:30.490]  'm
[00:58:30.490 --> 00:58:30.590]   not
[00:58:30.590 --> 00:58:30.830]   gonna
[00:58:30.830 --> 00:58:30.970]   sit
[00:58:30.970 --> 00:58:31.060]   on
[00:58:31.060 --> 00:58:31.200]   the
[00:58:31.200 --> 00:58:31.650]   sidelines
[00:58:31.650 --> 00:58:31.830]   like
[00:58:31.830 --> 00:58:31.920]  ,
[00:58:31.920 --> 00:58:31.960]   I
[00:58:31.960 --> 00:58:32.250]   always
[00:58:32.250 --> 00:58:32.540]   wanted
[00:58:32.540 --> 00:58:32.630]   to
[00:58:32.630 --> 00:58:32.720]   do
[00:58:32.720 --> 00:58:32.910]   this
[00:58:32.910 --> 00:58:33.040]   and
[00:58:33.040 --> 00:58:33.090]   I
[00:58:33.090 --> 00:58:33.380]   always
[00:58:33.380 --> 00:58:33.620]   wanna
[00:58:33.620 --> 00:58:33.710]   do
[00:58:33.710 --> 00:58:33.900]   that
[00:58:33.900 --> 00:58:34.040]   but
[00:58:34.040 --> 00:58:34.080]   I
[00:58:34.080 --> 00:58:34.250]   can
[00:58:34.250 --> 00:58:34.310]  't
[00:58:34.310 --> 00:58:34.540]   No
[00:58:34.540 --> 00:58:34.560]  .
[00:58:34.560 --> 00:58:34.680]   you
[00:58:34.680 --> 00:58:34.880]   know
[00:58:34.880 --> 00:58:35.060]   what
[00:58:35.060 --> 00:58:35.200]  ?
[00:58:35.200 --> 00:58:35.340]   You
[00:58:35.340 --> 00:58:35.580]   could
[00:58:35.580 --> 00:58:35.740]   do
[00:58:35.740 --> 00:58:36.060]   whatever
[00:58:36.060 --> 00:58:36.200]   the
[00:58:36.200 --> 00:58:36.520]   hell
[00:58:36.520 --> 00:58:36.590]   you
[00:58:36.590 --> 00:58:36.770]   wanna
[00:58:36.770 --> 00:58:36.860]   do
[00:58:36.860 --> 00:58:37.700]  .
[00:58:37.700 --> 00:58:38.050]   You
[00:58:38.050 --> 00:58:38.120]   have
[00:58:38.120 --> 00:58:38.220]   do
[00:58:38.220 --> 00:58:38.480]   the
[00:58:38.480 --> 00:58:39.540]   research
[00:58:39.540 --> 00:58:39.550]   find
[00:58:39.550 --> 00:58:39.710]  ,
[00:58:39.710 --> 00:58:39.970]   the
[00:58:39.970 --> 00:58:40.230]   way
[00:58:40.230 --> 00:58:40.750]   come
[00:58:40.750 --> 00:58:40.770]  ,
[00:58:40.770 --> 00:58:40.920]   up
[00:58:40.920 --> 00:58:41.270]   with
[00:58:41.270 --> 00:58:41.350]   a
[00:58:41.350 --> 00:58:41.750]   plan
[00:58:41.750 --> 00:58:41.960]   and
[00:58:41.960 --> 00:58:42.590]   execute
[00:58:42.590 --> 00:58:42.750]   it
[00:58:42.750 --> 00:58:43.030]   Don
[00:58:43.030 --> 00:58:43.180]  't
[00:58:43.180 --> 00:58:43.550]  .
[00:58:43.550 --> 00:58:43.700]   ask
[00:58:43.700 --> 00:58:43.960]   for
[00:58:43.960 --> 00:58:44.040]   a
[00:58:44.040 --> 00:58:44.660]   mission
[00:58:44.660 --> 00:58:44.760]  ,
[00:58:44.760 --> 00:58:45.260]   don
[00:58:45.260 --> 00:58:45.280]  't
[00:58:45.280 --> 00:58:45.700]   worry
[00:58:45.700 --> 00:58:46.140]   about
[00:58:46.140 --> 00:58:46.490]   what
[00:58:46.490 --> 00:58:47.020]   anyone
[00:58:47.020 --> 00:58:47.360]   else
[00:58:47.360 --> 00:58:47.880]   says
[00:58:47.880 --> 00:58:48.240]   just
[00:58:48.240 --> 00:58:48.270]  ,
[00:58:48.270 --> 00:58:48.660]   start
[00:58:48.660 --> 00:58:49.250]   doing
[00:58:49.250 --> 00:58:49.290]   it
[00:58:49.290 --> 00:58:49.550]   And
[00:58:49.550 --> 00:58:49.810]  .
[00:58:49.810 --> 00:58:49.890]   I
[00:58:49.890 --> 00:58:50.060]  'm
[00:58:50.060 --> 00:58:50.600]   having
[00:58:50.600 --> 00:58:50.770]   a
[00:58:50.770 --> 00:58:51.110]   blast
[00:58:51.110 --> 00:58:51.550]   doing
[00:58:51.550 --> 00:58:51.810]   the
[00:58:51.810 --> 00:58:52.900]   electrical
[00:58:52.900 --> 00:58:53.680]   engineering
[00:58:53.680 --> 00:58:54.120]   stuff
[00:58:54.120 --> 00:58:54.460]   and
[00:58:54.460 --> 00:58:54.630]   I
[00:58:54.630 --> 00:58:54.660]  'm
[00:58:54.660 --> 00:58:54.710]   I
[00:58:54.710 --> 00:58:54.880]  'm
[00:58:54.880 --> 00:58:54.960]   I
[00:58:54.960 --> 00:58:55.130]  'm
[00:58:55.130 --> 00:58:55.390]   out
[00:58:55.390 --> 00:58:55.560]   of
[00:58:55.560 --> 00:58:55.730]   my
[00:58:55.730 --> 00:58:56.080]   mind
[00:58:56.080 --> 00:58:56.280]   in
[00:58:56.280 --> 00:58:56.690]   terms
[00:58:56.690 --> 00:58:56.860]   of
[00:58:56.860 --> 00:58:57.740]   how
[00:58:57.740 --> 00:58:57.820]   excited
[00:58:57.820 --> 00:58:57.840]   I
[00:58:57.840 --> 00:58:58.520]   am
[00:58:58.520 --> 00:58:58.520]  
[00:58:58.520 --> 00:58:59.990]   about
[00:58:59.990 --> 00:59:00.040]   getting
[00:59:00.040 --> 00:59:00.230]   in
[00:59:00.230 --> 00:59:00.440]   in
[00:59:00.440 --> 00:59:00.640]   in
[00:59:00.640 --> 00:59:01.150]   shape
[00:59:01.150 --> 00:59:01.560]   like
[00:59:01.560 --> 00:59:02.190]   this
[00:59:02.190 --> 00:59:02.220]  ,
[00:59:02.220 --> 00:59:02.370]   you
[00:59:02.370 --> 00:59:02.600]   know
[00:59:02.600 --> 00:59:02.710]  ,
[00:59:02.710 --> 00:59:02.880]   and
[00:59:02.880 --> 00:59:03.110]   then
[00:59:03.110 --> 00:59:03.220]   my
[00:59:03.220 --> 00:59:03.520]   whole
[00:59:03.520 --> 00:59:03.760]   body
[00:59:03.760 --> 00:59:03.960]   like
[00:59:03.960 --> 00:59:04.640]   transforming
[00:59:04.640 --> 00:59:04.750]  ,
[00:59:04.750 --> 00:59:05.150]   getting
[00:59:05.150 --> 00:59:05.380]   like
[00:59:05.380 --> 00:59:05.610]   like
[00:59:05.610 --> 00:59:06.150]   literally
[00:59:06.150 --> 00:59:06.350]   like
[00:59:06.350 --> 00:59:06.420]   I
[00:59:06.420 --> 00:59:06.510]  'm
[00:59:06.510 --> 00:59:06.910]   getting
[00:59:06.910 --> 00:59:07.140]   like
[00:59:07.140 --> 00:59:07.420]   every
[00:59:07.420 --> 00:59:07.520]   week
[00:59:07.520 --> 00:59:07.800]   I
[00:59:07.800 --> 00:59:07.820]  'm
[00:59:07.820 --> 00:59:08.040]   like
[00:59:08.040 --> 00:59:08.320]   three
[00:59:08.320 --> 00:59:08.660]   months
[00:59:08.660 --> 00:59:09.060]   younger
[00:59:09.060 --> 00:59:09.170]   it
[00:59:09.170 --> 00:59:09.510]   feels
[00:59:09.510 --> 00:59:09.680]   like
[00:59:09.680 --> 00:59:09.850]   you
[00:59:09.850 --> 00:59:10.080]   know
[00:59:10.080 --> 00:59:10.130]   I
[00:59:10.130 --> 00:59:10.360]   mean
[00:59:10.360 --> 00:59:10.470]   it
[00:59:10.470 --> 00:59:10.580]  's
[00:59:10.580 --> 00:59:10.810]   like
[00:59:10.810 --> 00:59:11.320]   something
[00:59:11.320 --> 00:59:11.600]   out
[00:59:11.600 --> 00:59:11.650]   of
[00:59:11.650 --> 00:59:11.660]   a
[00:59:11.660 --> 00:59:11.930]   movie
[00:59:11.930 --> 00:59:12.150]   and
[00:59:12.150 --> 00:59:12.170]   I
[00:59:12.170 --> 00:59:12.260]  'm
[00:59:12.260 --> 00:59:12.490]   just
[00:59:12.490 --> 00:59:12.720]   like
[00:59:12.720 --> 00:59:13.020]   this
[00:59:13.020 --> 00:59:13.060]   is
[00:59:13.060 --> 00:59:13.170]   it
[00:59:13.170 --> 00:59:13.280]  's
[00:59:13.280 --> 00:59:13.510]   just
[00:59:13.510 --> 00:59:13.910]   like
[00:59:13.910 --> 00:59:13.910]   the
[00:59:13.910 --> 00:59:13.960]   g
[00:59:13.960 --> 00:59:14.130]   you
[00:59:14.130 --> 00:59:14.360]   know
[00:59:14.360 --> 00:59:14.570]   I
[00:59:14.570 --> 00:59:14.580]   don
[00:59:14.580 --> 00:59:14.690]  't
[00:59:14.690 --> 00:59:14.920]   even
[00:59:14.920 --> 00:59:15.180]   know
[00:59:15.180 --> 00:59:15.320]   how
[00:59:15.320 --> 00:59:15.440]   to
[00:59:15.440 --> 00:59:15.890]   describe
[00:59:15.890 --> 00:59:16.000]   it
[00:59:16.000 --> 00:59:16.110]  ,
[00:59:16.110 --> 00:59:16.220]   it
[00:59:16.220 --> 00:59:16.330]  's
[00:59:16.330 --> 00:59:16.560]   just
[00:59:16.560 --> 00:59:16.790]   like
[00:59:16.790 --> 00:59:17.040]   the
[00:59:17.040 --> 00:59:17.130]   gre
[00:59:17.130 --> 00:59:17.180]  a
[00:59:17.180 --> 00:59:17.290]   it
[00:59:17.290 --> 00:59:17.400]  's
[00:59:17.400 --> 00:59:17.570]   the
[00:59:17.570 --> 00:59:17.790]   best
[00:59:17.790 --> 00:59:18.130]   thing
[00:59:18.130 --> 00:59:18.160]   I
[00:59:18.160 --> 00:59:18.300]  've
[00:59:18.300 --> 00:59:18.530]   ever
[00:59:18.530 --> 00:59:18.760]   done
[00:59:18.760 --> 00:59:19.700]  . [SPEAKER_TURN]
[00:59:19.700 --> 00:59:19.790]   It
[00:59:19.790 --> 00:59:20.020]  's
[00:59:20.020 --> 00:59:20.440]   great
[00:59:20.440 --> 00:59:21.380]  . [SPEAKER_TURN]
[00:59:21.380 --> 00:59:21.440]  
[00:59:21.440 --> 00:59:21.470]   it
[00:59:21.470 --> 00:59:21.540]  's
[00:59:21.540 --> 00:59:21.840]   amazing
[00:59:21.840 --> 00:59:21.920]   So
[00:59:21.920 --> 00:59:22.050]  .
[00:59:22.050 --> 00:59:22.180]   and
[00:59:22.180 --> 00:59:22.260]   we
[00:59:22.260 --> 00:59:22.390]  'll
[00:59:22.390 --> 00:59:22.520]   see
[00:59:22.520 --> 00:59:22.610]   it
[00:59:22.610 --> 00:59:22.930]   should
[00:59:22.930 --> 00:59:22.940]   be
[00:59:22.940 --> 00:59:23.120]   like
[00:59:23.120 --> 00:59:23.190]   as
[00:59:23.190 --> 00:59:23.360]   Phil
[00:59:23.360 --> 00:59:23.490]   was
[00:59:23.490 --> 00:59:23.580]   saying
[00:59:23.580 --> 00:59:24.050]   you
[00:59:24.050 --> 00:59:24.090]   know
[00:59:24.090 --> 00:59:24.150]   '
[00:59:24.150 --> 00:59:24.340]  cause
[00:59:24.340 --> 00:59:24.390]   I
[00:59:24.390 --> 00:59:24.470]   was
[00:59:24.470 --> 00:59:24.680]   like
[00:59:24.680 --> 00:59:24.720]   oh
[00:59:24.720 --> 00:59:24.850]   man
[00:59:24.850 --> 00:59:24.920]  ,
[00:59:24.920 --> 00:59:25.060]   you
[00:59:25.060 --> 00:59:25.220]   know
[00:59:25.220 --> 00:59:25.400]   when
[00:59:25.400 --> 00:59:25.440]   I
[00:59:25.440 --> 00:59:25.570]   get
[00:59:25.570 --> 00:59:25.650]   to
[00:59:25.650 --> 00:59:25.820]   this
[00:59:25.820 --> 00:59:26.030]   level
[00:59:26.030 --> 00:59:26.240]   where
[00:59:26.240 --> 00:59:26.280]   I
[00:59:26.280 --> 00:59:26.360]   do
[00:59:26.360 --> 00:59:26.530]   this
[00:59:26.530 --> 00:59:26.610]   he
[00:59:26.610 --> 00:59:26.690]  's
[00:59:26.690 --> 00:59:26.860]   like
[00:59:26.860 --> 00:59:27.030]   that
[00:59:27.030 --> 00:59:27.110]  's
[00:59:27.110 --> 00:59:27.280]   that
[00:59:27.280 --> 00:59:27.400]   he
[00:59:27.400 --> 00:59:27.530]   said
[00:59:27.530 --> 00:59:27.700]   that
[00:59:27.700 --> 00:59:27.780]   is
[00:59:27.780 --> 00:59:28.070]   gonna
[00:59:28.070 --> 00:59:28.170]   be
[00:59:28.170 --> 00:59:28.370]   awesome
[00:59:28.370 --> 00:59:28.500]   but
[00:59:28.500 --> 00:59:28.580]   he
[00:59:28.580 --> 00:59:28.660]  's
[00:59:28.660 --> 00:59:28.830]   like
[00:59:28.830 --> 00:59:29.260]   understand
[00:59:29.260 --> 00:59:29.430]   that
[00:59:29.430 --> 00:59:29.640]   there
[00:59:29.640 --> 00:59:29.720]  's
[00:59:29.720 --> 00:59:29.760]   a
[00:59:29.760 --> 00:59:29.900]   lot
[00:59:29.900 --> 00:59:29.970]   of
[00:59:29.970 --> 00:59:30.180]   stops
[00:59:30.180 --> 00:59:30.390]   along
[00:59:30.390 --> 00:59:30.520]   the
[00:59:30.520 --> 00:59:30.650]   way
[00:59:30.650 --> 00:59:30.770]  ,
[00:59:30.770 --> 00:59:30.900]   they
[00:59:30.900 --> 00:59:31.050]  're
[00:59:31.050 --> 00:59:31.240]   gonna
[00:59:31.240 --> 00:59:31.320]   be
[00:59:31.320 --> 00:59:31.610]   awesome
[00:59:31.610 --> 00:59:32.280]  .
[00:59:32.280 --> 00:59:32.280]   He
[00:59:32.280 --> 00:59:32.430]  's
[00:59:32.430 --> 00:59:32.670]   like
[00:59:32.670 --> 00:59:32.780]   when
[00:59:32.780 --> 00:59:32.930]   you
[00:59:32.930 --> 00:59:33.140]   get
[00:59:33.140 --> 00:59:33.280]   down
[00:59:33.280 --> 00:59:33.380]   to
[00:59:33.380 --> 00:59:33.530]   one
[00:59:33.530 --> 00:59:33.830]   ninety
[00:59:33.830 --> 00:59:33.980]   you
[00:59:33.980 --> 00:59:34.190]  're
[00:59:34.190 --> 00:59:34.380]   gonna
[00:59:34.380 --> 00:59:34.580]   feel
[00:59:34.580 --> 00:59:34.930]   awesome
[00:59:34.930 --> 00:59:35.030]  ,
[00:59:35.030 --> 00:59:35.230]   when
[00:59:35.230 --> 00:59:35.390]   you
[00:59:35.390 --> 00:59:35.530]   get
[00:59:35.530 --> 00:59:35.750]   this
[00:59:35.750 --> 00:59:35.880]   you
[00:59:35.880 --> 00:59:36.030]  're
[00:59:36.030 --> 00:59:36.280]   gonna
[00:59:36.280 --> 00:59:36.480]   feel
[00:59:36.480 --> 00:59:36.830]   amazing
[00:59:36.830 --> 00:59:36.980]  .
[00:59:36.980 --> 00:59:37.130]   He
[00:59:37.130 --> 00:59:37.260]  's
[00:59:37.260 --> 00:59:37.440]   like
[00:59:37.440 --> 00:59:37.640]   trust
[00:59:37.640 --> 00:59:37.730]   me
[00:59:37.730 --> 00:59:37.930]   when
[00:59:37.930 --> 00:59:37.980]   I
[00:59:37.980 --> 00:59:38.190]   went
[00:59:38.190 --> 00:59:38.280]   to
[00:59:38.280 --> 00:59:38.550]   two
[00:59:38.550 --> 00:59:38.680]   fifty
[00:59:38.680 --> 00:59:38.830]   and
[00:59:38.830 --> 00:59:39.030]   then
[00:59:39.030 --> 00:59:39.080]   I
[00:59:39.080 --> 00:59:39.230]   got
[00:59:39.230 --> 00:59:39.330]   to
[00:59:39.330 --> 00:59:39.500]   two
[00:59:39.500 --> 00:59:39.840]   thirty
[00:59:39.840 --> 00:59:39.940]   and
[00:59:39.940 --> 00:59:40.130]   then
[00:59:40.130 --> 00:59:40.180]   I
[00:59:40.180 --> 00:59:40.330]   was
[00:59:40.330 --> 00:59:40.430]   at
[00:59:40.430 --> 00:59:40.620]   two
[00:59:40.620 --> 00:59:40.930]   fifteen
[00:59:40.930 --> 00:59:41.080]   and
[00:59:41.080 --> 00:59:41.170]   ta
[00:59:41.170 --> 00:59:41.410]   like
[00:59:41.410 --> 00:59:41.630]   every
[00:59:41.630 --> 00:59:41.880]   time
[00:59:41.880 --> 00:59:41.930]   he
[00:59:41.930 --> 00:59:42.030]  's
[00:59:42.030 --> 00:59:42.240]   just
[00:59:42.240 --> 00:59:42.460]   like
[00:59:42.460 --> 00:59:42.530]  ,
[00:59:42.530 --> 00:59:42.730]   this
[00:59:42.730 --> 00:59:42.830]   is
[00:59:42.830 --> 00:59:43.180]   awesome
[00:59:43.180 --> 00:59:43.330]   you
[00:59:43.330 --> 00:59:43.530]   know
[00:59:43.530 --> 00:59:43.680]  .
[00:59:43.680 --> 00:59:43.780]   He
[00:59:43.780 --> 00:59:43.880]  's
[00:59:43.880 --> 00:59:44.180]   huge
[00:59:44.180 --> 00:59:44.430]  ,
[00:59:44.430 --> 00:59:44.480]   right
[00:59:44.480 --> 00:59:44.580]  .
[00:59:44.580 --> 00:59:44.830]   Those
[00:59:44.830 --> 00:59:44.980]   big
[00:59:44.980 --> 00:59:45.180]   wins
[00:59:45.180 --> 00:59:45.880]  . [SPEAKER_TURN]
[00:59:50.800 --> 00:59:50.860]  
[00:59:50.860 --> 00:59:51.920]   Like
[00:59:51.920 --> 00:59:52.000]   sit
[00:59:52.000 --> 00:59:52.220]   back
[00:59:52.220 --> 00:59:52.400]   and
[00:59:52.400 --> 00:59:52.730]   think
[00:59:52.730 --> 00:59:52.880]   you
[00:59:52.880 --> 00:59:53.120]   know
[00:59:53.120 --> 00:59:53.360]   what
[00:59:53.360 --> 00:59:53.490]   is
[00:59:53.490 --> 00:59:53.600]   it
[00:59:53.600 --> 00:59:53.850]   that
[00:59:53.850 --> 00:59:53.900]   I
[00:59:53.900 --> 00:59:54.260]   always
[00:59:54.260 --> 00:59:54.500]   said
[00:59:54.500 --> 00:59:54.560]   I
[00:59:54.560 --> 00:59:54.740]   was
[00:59:54.740 --> 00:59:55.040]   gonna
[00:59:55.040 --> 00:59:55.280]   do
[00:59:55.280 --> 00:59:55.340]   the
[00:59:55.340 --> 00:59:55.760]   even
[00:59:55.760 --> 00:59:55.770]   the
[00:59:55.770 --> 00:59:56.060]   crazy
[00:59:56.060 --> 00:59:56.290]   dumb
[00:59:56.290 --> 00:59:56.600]   stuff
[00:59:56.600 --> 00:59:56.780]   you
[00:59:56.780 --> 00:59:57.020]   said
[00:59:57.020 --> 00:59:57.140]   in
[00:59:57.140 --> 00:59:57.380]   high
[00:59:57.380 --> 00:59:57.580]   school
[00:59:57.580 --> 00:59:58.160]   or
[00:59:58.160 --> 00:59:58.320]   college
[00:59:58.320 --> 00:59:58.460]   and
[00:59:58.460 --> 00:59:58.640]   you
[00:59:58.640 --> 00:59:58.880]   told
[00:59:58.880 --> 00:59:59.150]   your
[00:59:59.150 --> 00:59:59.540]   friends
[00:59:59.540 --> 00:59:59.660]   oh
[00:59:59.660 --> 00:59:59.720]   I
[00:59:59.720 --> 00:59:59.840]  'm
[00:59:59.840 --> 01:00:00.140]   gonna
[01:00:00.140 --> 01:00:00.260]   do
[01:00:00.260 --> 01:00:00.500]   this
[01:00:00.500 --> 01:00:00.620]   or
[01:00:00.620 --> 01:00:00.680]   I
[01:00:00.680 --> 01:00:00.830]  'm
[01:00:00.830 --> 01:00:01.100]   gonna
[01:00:01.100 --> 01:00:01.220]   do
[01:00:01.220 --> 01:00:01.460]   that
[01:00:01.460 --> 01:00:02.070]  .
[01:00:02.070 --> 01:00:02.080]   But
[01:00:02.080 --> 01:00:02.320]   now
[01:00:02.320 --> 01:00:02.570]   you
[01:00:02.570 --> 01:00:02.990]   think
[01:00:02.990 --> 01:00:03.320]   well
[01:00:03.320 --> 01:00:03.400]   I
[01:00:03.400 --> 01:00:03.650]   can
[01:00:03.650 --> 01:00:03.860]  't
[01:00:03.860 --> 01:00:03.970]   do
[01:00:03.970 --> 01:00:04.300]   that
[01:00:04.300 --> 01:00:04.630]   like
[01:00:04.630 --> 01:00:05.280]   really
[01:00:05.280 --> 01:00:05.590]   think
[01:00:05.590 --> 01:00:05.690]   I
[01:00:05.690 --> 01:00:05.820]   mean
[01:00:05.820 --> 01:00:06.480]   if
